 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.05 Teff 45.70 logg 3.73 R/R0 18.40 R 1.2797E+12
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 2.04148920E-29
 5.53001880E+01 1.37676620E-26
 6.18572940E+01 1.47382290E-23
 7.01785730E+01 1.44677240E-20
 7.14852590E+01 3.67021750E-20
 7.28415280E+01 9.31207460E-20
 7.35391460E+01 1.48376930E-19
 7.42502560E+01 2.36515010E-19
 7.42530130E+01 1.47741040E-19
 7.72377550E+01 9.49021010E-19
 8.04757400E+01 6.05844520E-18
 8.39970920E+01 3.84553690E-17
 8.58759150E+01 9.68003090E-17
 8.78407110E+01 2.43787640E-16
 8.78445690E+01 2.38527970E-16
 8.93431530E+01 4.69486600E-16
 9.08978860E+01 9.26934090E-16
 9.09020170E+01 9.26223350E-16
 9.25243130E+01 1.84162470E-15
 9.42100040E+01 3.67868900E-15
 9.42144420E+01 3.68501670E-15
 9.60831740E+01 7.74549660E-15
 9.80323440E+01 1.64033910E-14
 9.80371490E+01 1.41891070E-14
 9.86216300E+01 1.76728980E-14
 9.92180430E+01 2.20653400E-14
 9.92229650E+01 2.07574270E-14
 1.00018170E+02 2.77186620E-14
 1.00831310E+02 3.71175840E-14
 1.00831820E+02 3.69210910E-14
 1.00955720E+02 3.85858070E-14
 1.00956230E+02 3.73743430E-14
 1.01176410E+02 4.04095060E-14
 1.01176920E+02 3.96887140E-14
 1.02009210E+02 5.31340220E-14
 1.02009730E+02 5.25023290E-14
 1.03240150E+02 8.01863910E-14
 1.04501150E+02 1.22781620E-13
 1.04501690E+02 1.23721910E-13
 1.05314160E+02 1.62119660E-13
 1.06139920E+02 2.12706110E-13
 1.06140480E+02 2.12789860E-13
 1.06715730E+02 2.56637810E-13
 1.07297830E+02 3.09751830E-13
 1.07298410E+02 3.08629320E-13
 1.08067960E+02 3.94870520E-13
 1.08849220E+02 5.05815380E-13
 1.08849820E+02 1.19690760E-12
 1.11066990E+02 2.38122500E-12
 1.13377010E+02 4.76527750E-12
 1.13377660E+02 5.43321850E-12
 1.14496000E+02 7.44109600E-12
 1.15637300E+02 1.02010250E-11
 1.15637960E+02 1.02029320E-11
 1.16979650E+02 1.46846080E-11
 1.18353530E+02 2.11684080E-11
 1.18354230E+02 2.11663550E-11
 1.18360690E+02 2.12024220E-11
 1.18361390E+02 2.12063360E-11
 1.18952510E+02 2.47667870E-11
 1.19550290E+02 2.89391470E-11
 1.19551000E+02 3.31057660E-11
 1.21713390E+02 5.73414390E-11
 1.23956210E+02 9.97245360E-11
 1.23956980E+02 9.27846190E-11
 1.25291800E+02 1.26900020E-10
 1.26656480E+02 1.73741890E-10
 1.26657280E+02 1.57948030E-10
 1.26797720E+02 1.63130720E-10
 1.26798530E+02 1.58099100E-10
 1.27081660E+02 1.68623680E-10
 1.27082470E+02 1.63029400E-10
 1.27447660E+02 1.77005380E-10
 1.27448480E+02 1.16350110E-10
 1.27944040E+02 1.29950490E-10
 1.27944860E+02 1.24564310E-10
 1.28310670E+02 1.35039180E-10
 1.28311500E+02 1.25310980E-10
 1.29932340E+02 1.77770750E-10
 1.31595520E+02 2.52155320E-10
 1.31596380E+02 2.51813050E-10
 1.32580630E+02 3.08372050E-10
 1.33580600E+02 3.77666880E-10
 1.33581490E+02 3.57955350E-10
 1.34475920E+02 4.28086200E-10
 1.35383330E+02 5.12010740E-10
 1.35384240E+02 3.42122480E-10
 1.37035540E+02 4.71684830E-10
 1.38728580E+02 6.50089080E-10
 1.38729540E+02 6.50206090E-10
 1.39886210E+02 8.05684830E-10
 1.41063320E+02 9.98284220E-10
 1.41064320E+02 7.75702500E-10
 1.41853670E+02 8.92902780E-10
 1.41854680E+02 8.81564080E-10
 1.43685140E+02 1.21388260E-09
 1.45564520E+02 1.67093450E-09
 1.45565580E+02 1.66546830E-09
 1.48089090E+02 2.52355300E-09
 1.50702770E+02 3.82140760E-09
 1.50703910E+02 3.81145570E-09
 1.52594350E+02 5.09803420E-09
 1.54534020E+02 6.81780040E-09
 1.54535210E+02 6.76240650E-09
 1.55996320E+02 8.37928520E-09
 1.57486560E+02 1.03828740E-08
 1.57487800E+02 9.50877920E-09
 1.58750220E+02 1.13793380E-08
 1.60034310E+02 1.36190600E-08
 1.60035590E+02 1.37173290E-08
 1.60176710E+02 1.39884280E-08
 1.60224390E+02 1.40811330E-08
 1.60225670E+02 8.20222080E-09
 1.60470520E+02 7.96800720E-09
 1.60764870E+02 3.64593140E-09
 1.61059770E+02 6.86892680E-09
 1.61355200E+02 1.35910660E-08
 1.61651180E+02 1.09905560E-08
 1.61947700E+02 2.69172180E-09
 1.62147230E+02 3.96941500E-09
 1.62244760E+02 4.61673650E-09
 1.62542370E+02 9.65037020E-08
 1.62840520E+02 1.96105940E-08
 1.63139220E+02 1.34892750E-08
 1.63438470E+02 1.47855730E-08
 1.63738270E+02 1.11776910E-08
 1.64038610E+02 8.22448270E-09
 1.64116780E+02 7.89241810E-09
 1.64118130E+02 7.78163550E-09
 1.64339510E+02 6.81443420E-09
 1.64640960E+02 1.07615450E-08
 1.64942970E+02 1.60616060E-08
 1.65245520E+02 1.45053370E-08
 1.65548640E+02 1.42448800E-08
 1.65852300E+02 1.01450590E-08
 1.66156530E+02 1.00749680E-08
 1.66461310E+02 1.71195090E-08
 1.66766660E+02 1.50238560E-08
 1.67072560E+02 1.02653780E-08
 1.67379020E+02 1.84667480E-08
 1.67480830E+02 2.21866430E-08
 1.67686050E+02 2.99486210E-08
 1.67993640E+02 3.17538000E-08
 1.68301790E+02 2.20481470E-08
 1.68610510E+02 2.51623270E-08
 1.68919790E+02 2.76937880E-08
 1.69229640E+02 2.51592030E-08
 1.69540060E+02 2.50046470E-08
 1.69851050E+02 2.53691150E-08
 1.70162610E+02 2.38461780E-08
 1.70474750E+02 1.67834970E-08
 1.70787450E+02 1.52195700E-08
 1.70985680E+02 2.03127610E-08
 1.70987140E+02 2.03464780E-08
 1.71100730E+02 2.33638950E-08
 1.71113420E+02 2.24611270E-08
 1.71114880E+02 2.23474210E-08
 1.71414580E+02 2.59421070E-10
 1.71458910E+02 2.74942550E-10
 1.71460380E+02 2.75250570E-10
 1.71729010E+02 3.72421890E-10
 1.72044010E+02 2.35184500E-09
 1.72359600E+02 1.41776050E-08
 1.72433830E+02 2.26943510E-08
 1.72435320E+02 2.28462740E-08
 1.72510760E+02 3.16381940E-08
 1.72512240E+02 3.12359810E-08
 1.72675760E+02 5.04433330E-08
 1.72992500E+02 3.75232560E-08
 1.73309820E+02 2.41620370E-08
 1.73627730E+02 2.93623090E-08
 1.73946220E+02 5.51234080E-08
 1.74265290E+02 3.32551450E-08
 1.74584940E+02 4.86231460E-08
 1.74905190E+02 5.16027590E-08
 1.75226020E+02 5.69381060E-08
 1.75547440E+02 4.40258690E-08
 1.75869450E+02 3.44995720E-08
 1.75871380E+02 3.44596750E-08
 1.76192050E+02 2.75832840E-08
 1.76515240E+02 4.25626890E-08
 1.76839020E+02 2.78833240E-08
 1.77163400E+02 3.84794140E-08
 1.77488380E+02 7.67813230E-08
 1.77813940E+02 7.83526530E-08
 1.78140110E+02 1.91389680E-08
 1.78466880E+02 5.12648170E-08
 1.78794240E+02 1.34032410E-07
 1.79122210E+02 9.66922900E-08
 1.79365540E+02 7.79515260E-08
 1.79367150E+02 7.75065620E-08
 1.79450770E+02 7.08624720E-08
 1.79779940E+02 3.33548210E-08
 1.80109710E+02 3.99102560E-08
 1.80440090E+02 3.40803870E-08
 1.80771080E+02 6.49852460E-08
 1.81102670E+02 3.56139810E-08
 1.81434870E+02 5.51321450E-08
 1.81767670E+02 9.41395460E-08
 1.81856170E+02 8.75878500E-08
 1.82101090E+02 6.88166910E-08
 1.82435120E+02 5.22615020E-08
 1.82769770E+02 1.08914630E-07
 1.83105020E+02 8.98772070E-08
 1.83440900E+02 9.60796920E-08
 1.83777390E+02 7.62502780E-08
 1.84114490E+02 7.18476790E-08
 1.84416950E+02 6.67923070E-08
 1.84418650E+02 6.67267110E-08
 1.84452210E+02 6.61438070E-08
 1.84790560E+02 1.48175070E-07
 1.85129520E+02 1.53106030E-07
 1.85469110E+02 1.20859660E-07
 1.85778830E+02 1.52258130E-07
 1.85809320E+02 1.55440060E-07
 1.86150150E+02 4.98176310E-07
 1.86491610E+02 7.04959880E-08
 1.86833690E+02 6.33219330E-08
 1.87160980E+02 1.50706330E-07
 1.87162730E+02 1.51142630E-07
 1.87176400E+02 1.54905130E-07
 1.87519740E+02 1.92145670E-07
 1.87863710E+02 1.68383400E-07
 1.88208310E+02 1.83057860E-07
 1.88553550E+02 2.20623730E-07
 1.88738970E+02 1.87644530E-07
 1.88740750E+02 1.87274400E-07
 1.88899410E+02 1.58115470E-07
 1.89245910E+02 1.72257070E-07
 1.89593050E+02 1.76677830E-07
 1.89940820E+02 1.84129940E-07
 1.90123900E+02 2.10203490E-07
 1.90125710E+02 2.10338310E-07
 1.90289240E+02 2.34293020E-07
 1.90638290E+02 2.14832820E-07
 1.90853060E+02 1.80249320E-07
 1.90854880E+02 1.79947250E-07
 1.90987980E+02 1.57807370E-07
 1.91338310E+02 1.14058480E-07
 1.91689280E+02 1.66666650E-07
 1.92040900E+02 7.41771820E-08
 1.92241740E+02 5.23010860E-08
 1.92243590E+02 5.20621280E-08
 1.92393160E+02 3.52622820E-08
 1.92746070E+02 8.80518880E-08
 1.93099630E+02 2.53243580E-07
 1.93453840E+02 2.96106070E-07
 1.93566170E+02 2.98021960E-07
 1.93568040E+02 2.98035630E-07
 1.93808690E+02 3.02159320E-07
 1.94164200E+02 2.81686460E-07
 1.94520360E+02 2.53734590E-07
 1.94617540E+02 2.30956720E-07
 1.94619430E+02 2.30378560E-07
 1.94836520E+02 1.78085560E-07
 1.94838420E+02 1.77609670E-07
 1.94877170E+02 1.68063280E-07
 1.95234630E+02 5.23546330E-08
 1.95592750E+02 2.05545080E-07
 1.95951530E+02 5.61034560E-07
 1.95961030E+02 5.52046410E-07
 1.96310970E+02 2.10496870E-07
 1.96671070E+02 3.16644980E-07
 1.97031820E+02 3.53451570E-07
 1.97098590E+02 3.49247990E-07
 1.97100530E+02 3.49124830E-07
 1.97393240E+02 3.29997960E-07
 1.97755320E+02 3.95461790E-07
 1.98118070E+02 3.88336730E-07
 1.98481480E+02 4.84012710E-07
 1.98845560E+02 4.83792620E-07
 1.98877180E+02 4.85785560E-07
 1.99210300E+02 5.07181460E-07
 1.99575720E+02 5.18089240E-07
 1.99941800E+02 5.40291590E-07
 2.00308560E+02 5.31780050E-07
 2.00675980E+02 4.90529810E-07
 2.00688160E+02 4.95139600E-07
 2.00690170E+02 4.95902890E-07
 2.01044090E+02 6.33618420E-07
 2.01412870E+02 5.56766360E-07
 2.01590960E+02 5.63788230E-07
 2.01592990E+02 5.63868770E-07
 2.01782320E+02 5.71413900E-07
 2.02152450E+02 2.96992650E-07
 2.02358650E+02 3.90426580E-07
 2.02360700E+02 3.91338790E-07
 2.02518850E+02 4.64982470E-07
 2.02520900E+02 4.65948880E-07
 2.02523260E+02 4.67063230E-07
 2.02894750E+02 7.02160920E-07
 2.03266930E+02 7.52857170E-07
 2.03639780E+02 6.67570480E-07
 2.04013320E+02 7.71982120E-07
 2.04387550E+02 7.40539680E-07
 2.04762460E+02 7.43526250E-07
 2.05138060E+02 7.21089850E-07
 2.05514340E+02 7.71821730E-07
 2.05891320E+02 8.78149520E-07
 2.06268990E+02 4.86435830E-08
 2.06508510E+02 1.74793480E-07
 2.06647350E+02 2.49963860E-07
 2.07026410E+02 9.10020470E-07
 2.07406160E+02 1.27689510E-06
 2.07786610E+02 2.02987700E-07
 2.08167760E+02 3.81243960E-07
 2.08549600E+02 2.44612010E-07
 2.08932150E+02 9.04287270E-07
 2.09315390E+02 3.65220840E-06
 2.09699340E+02 1.59213280E-06
 2.10084000E+02 1.32120060E-06
 2.10469360E+02 1.21942380E-06
 2.10658520E+02 1.27764770E-06
 2.10855420E+02 1.33964850E-06
 2.11242200E+02 1.33160000E-06
 2.11629680E+02 1.36880730E-06
 2.12017880E+02 1.39259630E-06
 2.12406790E+02 1.57489860E-06
 2.12796410E+02 1.32991960E-06
 2.13186740E+02 2.59572720E-07
 2.13577790E+02 7.33690110E-07
 2.13969560E+02 1.82546060E-06
