 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.05 Teff 25.00 logg 2.95 R/R0 26.87 R 1.8688E+12
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 1.31587350E-64
 5.34837490E+01 3.09025780E-61
 5.74893160E+01 5.14289920E-58
 6.21434350E+01 5.74654060E-55
 6.57151460E+01 5.06962360E-53
 6.97224650E+01 3.79284360E-51
 7.19151640E+01 3.12683730E-50
 7.42502560E+01 2.51791940E-49
 7.42530130E+01 2.53305740E-49
 8.10000000E+01 4.86251720E-47
 8.53333920E+01 8.47875320E-46
 9.09000000E+01 1.99526310E-44
 9.61000000E+01 2.44858570E-43
 1.00305760E+02 1.43798430E-42
 1.05600000E+02 1.04410650E-41
 1.10400000E+02 6.97420360E-41
 1.14000000E+02 5.47548060E-40
 1.17800000E+02 7.84424270E-39
 1.21650180E+02 1.19664660E-37
 1.24800000E+02 1.01249560E-36
 1.28400000E+02 1.03142670E-35
 1.32400000E+02 1.17742380E-34
 1.36134440E+02 1.00665800E-33
 1.39800000E+02 7.40608700E-33
 1.43300000E+02 4.52863920E-32
 1.47200000E+02 3.07827760E-31
 1.51000000E+02 1.81150950E-30
 1.54534020E+02 8.70902420E-30
 1.54535210E+02 8.61725230E-30
 1.57236080E+02 2.72982380E-29
 1.60034310E+02 8.65184160E-29
 1.60035590E+02 8.65631560E-29
 1.60224390E+02 9.34334660E-29
 1.60225670E+02 9.34819300E-29
 1.64616180E+02 5.25468830E-28
 1.69255510E+02 2.95389050E-27
 1.74163930E+02 1.65917820E-26
 1.76726470E+02 3.93052090E-26
 1.79365540E+02 9.30764180E-26
 1.79367150E+02 9.31246060E-26
 1.80916590E+02 1.52648990E-25
 1.80918230E+02 1.52727990E-25
 1.83620910E+02 3.54361630E-25
 1.86407310E+02 8.22149970E-25
 1.89279570E+02 1.90619830E-24
 1.90749160E+02 2.90172270E-24
 1.92241740E+02 4.41627500E-24
 1.92243590E+02 4.41853730E-24
 1.93422340E+02 6.12733300E-24
 1.94617540E+02 8.50019660E-24
 1.94619430E+02 8.50151890E-24
 1.95850210E+02 1.18579210E-23
 1.97098590E+02 1.65453800E-23
 1.97100530E+02 1.65539010E-23
 1.98877180E+02 2.63955450E-23
 2.00688160E+02 4.20955830E-23
 2.00690170E+02 4.21172310E-23
 2.01029230E+02 4.59184530E-23
 2.01031250E+02 4.59420640E-23
 2.02358650E+02 6.42488090E-23
 2.02360700E+02 6.42818270E-23
 2.03566670E+02 8.68352650E-23
 2.04789200E+02 1.17342580E-22
 2.04791300E+02 1.17400330E-22
 2.07799050E+02 2.42386200E-22
 2.10898700E+02 5.00150110E-22
 2.14092210E+02 1.03082440E-21
 2.15725520E+02 1.47918880E-21
 2.17383930E+02 2.12187580E-21
 2.17386300E+02 2.12295810E-21
 2.18149610E+02 2.50157090E-21
 2.18151990E+02 2.50284590E-21
 2.19479890E+02 3.32019630E-21
 2.19482300E+02 3.32188770E-21
 2.21038630E+02 4.60497740E-21
 2.22619670E+02 6.38497370E-21
 2.22622150E+02 6.38822010E-21
 2.23980340E+02 8.42552090E-21
 2.25357750E+02 1.11156070E-20
 2.25360290E+02 1.11212500E-20
 2.25609880E+02 1.16893470E-20
 2.25612420E+02 6.85252950E-21
 2.25845330E+02 7.18125010E-21
 2.25847880E+02 6.46356600E-21
 2.26991880E+02 8.12843190E-21
 2.26994450E+02 8.13260590E-21
 2.27837820E+02 9.61450920E-21
 2.27840410E+02 5.55185650E-15
 2.28062080E+02 5.72075440E-15
 2.28506890E+02 6.05424760E-15
 2.28952570E+02 6.26551820E-15
 2.29366480E+02 5.63455500E-15
 2.29369110E+02 5.63026690E-15
 2.29399110E+02 5.58109680E-15
 2.29846530E+02 3.22279050E-16
 2.30294820E+02 3.91155380E-17
 2.30743990E+02 9.62215390E-15
 2.31194030E+02 4.09005240E-16
 2.31502650E+02 5.40398610E-15
 2.31644950E+02 7.83942580E-15
 2.32096740E+02 3.59767130E-18
 2.32549420E+02 6.02331860E-15
 2.33002980E+02 1.11569150E-14
 2.33457430E+02 1.02118120E-14
 2.33678980E+02 5.41452500E-15
 2.33681710E+02 5.35370580E-15
 2.33912760E+02 5.30746980E-17
 2.34368990E+02 1.84806490E-14
 2.34826100E+02 1.42262670E-14
 2.34985870E+02 1.43583770E-14
 2.35284100E+02 1.46028830E-14
 2.35742990E+02 1.53437480E-14
 2.36202790E+02 1.56357270E-14
 2.36307460E+02 1.70454360E-14
 2.36310250E+02 1.74254030E-14
 2.36663470E+02 2.25369670E-14
 2.37125060E+02 1.73582150E-15
 2.37587540E+02 1.98433090E-14
