 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    35.000  kK,    Logg :    3.500 cm/s^2
 Reff :    19.242  R0,    L    :  5.013E+05 L0 
 Mdot :  2.474E-06 M0/yr,  Vinf :  2400.000 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 9.29251E+16  1.00946E-60
 9.29096E+16  1.02945E-60
 9.28941E+16  1.05058E-60
 9.28786E+16  1.07222E-60
 9.28631E+16  1.09372E-60
 9.28476E+16  1.11506E-60
 9.28322E+16  1.13670E-60
 9.28167E+16  1.15925E-60
 9.28012E+16  1.18307E-60
 9.27857E+16  1.20731E-60
 9.27702E+16  1.23142E-60
 9.27548E+16  1.25541E-60
 9.27393E+16  1.27969E-60
 9.27238E+16  1.30514E-60
 9.27084E+16  1.33198E-60
 9.26929E+16  1.35916E-60
 9.26774E+16  1.38622E-60
 9.26620E+16  1.41310E-60
 9.26465E+16  1.44045E-60
 9.26311E+16  1.46914E-60
 9.26156E+16  1.49934E-60
 9.26002E+16  1.52984E-60
 9.25847E+16  1.56012E-60
 9.25693E+16  1.59033E-60
 9.25539E+16  1.62107E-60
 9.25384E+16  1.65346E-60
 9.25230E+16  1.68736E-60
 9.25076E+16  1.72160E-60
 9.24921E+16  1.75558E-60
 9.24767E+16  1.78944E-60
 9.24613E+16  1.82405E-60
 9.24459E+16  1.86051E-60
 9.24304E+16  1.89865E-60
 9.24150E+16  1.93705E-60
 9.23996E+16  1.97510E-60
 9.23842E+16  2.01312E-60
 9.23688E+16  2.05206E-60
 9.23534E+16  2.09310E-60
 9.23380E+16  2.13599E-60
 9.23226E+16  2.17900E-60
 9.23072E+16  2.22168E-60
 9.22918E+16  2.26436E-60
 9.22764E+16  2.30813E-60
 9.22610E+16  2.35434E-60
 9.22456E+16  2.40248E-60
 9.22302E+16  2.45070E-60
 9.22148E+16  2.49859E-60
 9.21995E+16  2.54644E-60
 9.21841E+16  2.59563E-60
 9.21687E+16  2.64755E-60
 9.21534E+16  2.70144E-60
 9.21380E+16  2.75538E-60
 9.21226E+16  2.80893E-60
 9.21072E+16  2.86274E-60
 9.20919E+16  2.91836E-60
 9.20765E+16  2.97713E-60
 9.20612E+16  3.03753E-60
 9.20458E+16  3.09769E-60
 9.20305E+16  3.15750E-60
 9.20151E+16  3.21791E-60
 9.19998E+16  3.28079E-60
 9.19844E+16  3.34712E-60
 9.19691E+16  3.41467E-60
 9.19537E+16  3.48180E-60
 9.19384E+16  3.54863E-60
 9.19231E+16  3.61651E-60
 9.19077E+16  3.68767E-60
 9.18924E+16  3.76231E-60
 9.18771E+16  3.83776E-60
 9.18618E+16  3.91266E-60
 9.18464E+16  3.98739E-60
 9.18311E+16  4.06380E-60
 9.18158E+16  4.14428E-60
 9.18005E+16  4.22796E-60
 9.17852E+16  4.31239E-60
 9.17699E+16  4.39598E-60
 9.17546E+16  4.47958E-60
 9.17393E+16  4.56569E-60
 9.17240E+16  4.65642E-60
 9.17087E+16  4.75052E-60
 9.16934E+16  4.84461E-60
 9.16781E+16  4.93787E-60
 9.16628E+16  5.03154E-60
 9.16475E+16  5.12858E-60
 9.16322E+16  5.23107E-60
 9.16169E+16  5.33651E-60
 9.16017E+16  5.44111E-60
 9.15864E+16  5.54528E-60
 9.15711E+16  5.65030E-60
 9.15558E+16  5.75994E-60
 9.15406E+16  5.87545E-60
 9.15253E+16  5.99307E-60
 9.15100E+16  6.10985E-60
 9.14948E+16  6.22579E-60
 9.14795E+16  6.34383E-60
 9.14642E+16  6.46774E-60
 9.14490E+16  6.59755E-60
 9.14337E+16  6.72861E-60
 9.14185E+16  6.85883E-60
 9.14032E+16  6.98905E-60
 9.13880E+16  7.12179E-60
 9.13728E+16  7.26125E-60
 9.13575E+16  7.40701E-60
 9.13423E+16  7.55361E-60
 9.13270E+16  7.69854E-60
 9.13118E+16  7.84388E-60
 9.12966E+16  7.99342E-60
 9.12814E+16  8.15095E-60
 9.12661E+16  8.31435E-60
 9.12509E+16  8.47734E-60
 9.12357E+16  8.63948E-60
 9.12205E+16  8.80247E-60
 9.12053E+16  8.97049E-60
 9.11901E+16  9.14776E-60
 9.11748E+16  9.33049E-60
 9.11596E+16  9.51280E-60
 9.11444E+16  9.69343E-60
 9.11292E+16  9.87573E-60
 9.11140E+16  1.00652E-59
 9.10988E+16  1.02647E-59
 9.10836E+16  1.04689E-59
 9.10685E+16  1.06722E-59
 9.10533E+16  1.08742E-59
 9.10381E+16  1.10784E-59
 9.10229E+16  1.12914E-59
 9.10077E+16  1.15157E-59
 9.09925E+16  1.17438E-59
 9.09774E+16  1.19706E-59
 9.09622E+16  1.21958E-59
 9.09470E+16  1.24251E-59
 9.09318E+16  1.26650E-59
 9.09167E+16  1.29170E-59
 9.09015E+16  1.31716E-59
 9.08864E+16  1.34240E-59
 9.08712E+16  1.36761E-59
 9.08560E+16  1.39331E-59
 9.08409E+16  1.42032E-59
 9.08257E+16  1.44855E-59
 9.08106E+16  1.47695E-59
 9.07954E+16  1.50509E-59
 9.07803E+16  1.53324E-59
 9.07652E+16  1.56210E-59
 9.07500E+16  1.59247E-59
 9.07349E+16  1.62406E-59
 9.07198E+16  1.65569E-59
 9.07046E+16  1.68707E-59
 9.06895E+16  1.71849E-59
 9.06744E+16  1.75087E-59
 9.06592E+16  1.78498E-59
 9.06441E+16  1.82031E-59
 9.06290E+16  1.85551E-59
 9.06139E+16  1.89046E-59
 9.05988E+16  1.92558E-59
 9.05837E+16  1.96187E-59
 9.05686E+16  2.00018E-59
 9.05535E+16  2.03954E-59
 9.05384E+16  2.07874E-59
 9.05233E+16  2.11768E-59
 9.05082E+16  2.15687E-59
 9.04931E+16  2.19757E-59
 9.04780E+16  2.24050E-59
 9.04629E+16  2.28440E-59
 9.04478E+16  2.32804E-59
 9.04327E+16  2.37135E-59
 9.04176E+16  2.41512E-59
 9.04026E+16  2.46074E-59
 9.03875E+16  2.50876E-59
 9.03724E+16  2.55761E-59
 9.03573E+16  2.60613E-59
 9.03422E+16  2.65431E-59
 9.03272E+16  2.70312E-59
 9.03121E+16  2.75416E-59
 9.02971E+16  2.80780E-59
 9.02820E+16  2.86207E-59
 9.02669E+16  2.91593E-59
 9.02519E+16  2.96948E-59
