 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    48.500  kK,    Logg :    4.000 cm/s^2
 Reff :    14.717  R0,    L    :  1.081E+06 L0 
 Mdot :  4.178E-06 M0/yr,  Vinf :  2975.000 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 1.24106E+17  1.01033E-60
 1.24085E+17  1.03348E-60
 1.24065E+17  1.05655E-60
 1.24044E+17  1.07976E-60
 1.24023E+17  1.10334E-60
 1.24002E+17  1.12792E-60
 1.23982E+17  1.15372E-60
 1.23961E+17  1.18010E-60
 1.23940E+17  1.20640E-60
 1.23920E+17  1.23285E-60
 1.23899E+17  1.25973E-60
 1.23878E+17  1.28791E-60
 1.23858E+17  1.31738E-60
 1.23837E+17  1.34742E-60
 1.23816E+17  1.37739E-60
 1.23796E+17  1.40751E-60
 1.23775E+17  1.43827E-60
 1.23755E+17  1.47047E-60
 1.23734E+17  1.50411E-60
 1.23713E+17  1.53832E-60
 1.23693E+17  1.57253E-60
 1.23672E+17  1.60681E-60
 1.23651E+17  1.64196E-60
 1.23631E+17  1.67869E-60
 1.23610E+17  1.71700E-60
 1.23590E+17  1.75588E-60
 1.23569E+17  1.79476E-60
 1.23548E+17  1.83401E-60
 1.23528E+17  1.87440E-60
 1.23507E+17  1.91681E-60
 1.23486E+17  1.96065E-60
 1.23466E+17  2.00464E-60
 1.23445E+17  2.04877E-60
 1.23425E+17  2.09362E-60
 1.23404E+17  2.14026E-60
 1.23384E+17  2.18906E-60
 1.23363E+17  2.23894E-60
 1.23342E+17  2.28890E-60
 1.23322E+17  2.33914E-60
 1.23301E+17  2.39060E-60
 1.23281E+17  2.44450E-60
 1.23260E+17  2.50071E-60
 1.23240E+17  2.55778E-60
 1.23219E+17  2.61513E-60
 1.23198E+17  2.67342E-60
 1.23178E+17  2.73423E-60
 1.23157E+17  2.79856E-60
 1.23137E+17  2.86569E-60
 1.23116E+17  2.93447E-60
 1.23096E+17  3.00512E-60
 1.23075E+17  3.07922E-60
 1.23055E+17  3.15915E-60
 1.23034E+17  3.24583E-60
 1.23014E+17  3.33854E-60
 1.22993E+17  3.43694E-60
 1.22973E+17  3.54180E-60
 1.22952E+17  3.65486E-60
 1.22932E+17  3.77884E-60
 1.22911E+17  3.91418E-60
 1.22891E+17  4.05879E-60
 1.22870E+17  4.21210E-60
 1.22850E+17  4.37590E-60
 1.22829E+17  4.55365E-60
 1.22809E+17  4.74814E-60
 1.22788E+17  4.95873E-60
 1.22768E+17  5.18369E-60
 1.22747E+17  5.42346E-60
 1.22727E+17  5.68099E-60
 1.22706E+17  5.96015E-60
 1.22686E+17  6.26360E-60
 1.22665E+17  6.58962E-60
 1.22645E+17  6.93734E-60
 1.22624E+17  7.31030E-60
 1.22604E+17  7.71207E-60
 1.22584E+17  8.14979E-60
 1.22563E+17  8.62631E-60
 1.22543E+17  9.14093E-60
 1.22522E+17  9.69651E-60
 1.22502E+17  1.02988E-59
 1.22481E+17  1.09593E-59
 1.22461E+17  1.16917E-59
 1.22441E+17  1.25010E-59
 1.22420E+17  1.33923E-59
 1.22400E+17  1.43777E-59
 1.22379E+17  1.54766E-59
 1.22359E+17  1.67164E-59
 1.22338E+17  1.81245E-59
 1.22318E+17  1.97229E-59
 1.22298E+17  2.15435E-59
 1.22277E+17  2.36372E-59
 1.22257E+17  2.60838E-59
 1.22236E+17  2.89954E-59
 1.22216E+17  3.25122E-59
 1.22196E+17  3.68354E-59
 1.22175E+17  4.22849E-59
 1.22155E+17  4.93860E-59
 1.22135E+17  5.88892E-59
 1.22114E+17  7.14168E-59
 1.22094E+17  8.63781E-59
 1.22074E+17  1.02471E-58
 1.22053E+17  1.18844E-58
 1.22033E+17  1.34038E-58
 1.22012E+17  1.46587E-58
 1.21992E+17  1.60027E-58
 1.21972E+17  1.94268E-58
 1.21951E+17  2.01369E-58
 1.21931E+17  2.05897E-58
 1.21911E+17  2.10454E-58
 1.21890E+17  2.15119E-58
 1.21870E+17  2.19956E-58
 1.21850E+17  2.24915E-58
 1.21829E+17  2.29946E-58
 1.21809E+17  2.34970E-58
 1.21789E+17  2.40045E-58
 1.21768E+17  2.45277E-58
 1.21748E+17  2.50696E-58
 1.21728E+17  2.56216E-58
 1.21708E+17  2.61765E-58
 1.21687E+17  2.67328E-58
 1.21667E+17  2.72977E-58
 1.21647E+17  2.78821E-58
 1.21626E+17  2.84865E-58
 1.21606E+17  2.91025E-58
 1.21586E+17  2.97192E-58
 1.21566E+17  3.03394E-58
 1.21545E+17  3.09726E-58
 1.21525E+17  3.16310E-58
 1.21505E+17  3.23081E-58
 1.21484E+17  3.29980E-58
 1.21464E+17  3.36873E-58
 1.21444E+17  3.43831E-58
 1.21424E+17  3.50982E-58
 1.21403E+17  3.58421E-58
 1.21383E+17  3.66054E-58
 1.21363E+17  3.73780E-58
 1.21343E+17  3.81514E-58
 1.21322E+17  3.89348E-58
 1.21302E+17  3.97456E-58
 1.21282E+17  4.05872E-58
 1.21262E+17  4.14490E-58
 1.21242E+17  4.23165E-58
 1.21221E+17  4.31862E-58
 1.21201E+17  4.40724E-58
 1.21181E+17  4.49931E-58
 1.21161E+17  4.59461E-58
 1.21140E+17  4.69193E-58
 1.21120E+17  4.78946E-58
 1.21100E+17  4.88757E-58
 1.21080E+17  4.98805E-58
 1.21060E+17  5.09284E-58
 1.21040E+17  5.20073E-58
 1.21019E+17  5.31062E-58
 1.20999E+17  5.42052E-58
 1.20979E+17  5.53142E-58
 1.20959E+17  5.64577E-58
 1.20939E+17  5.76494E-58
 1.20918E+17  5.88734E-58
 1.20898E+17  6.01110E-58
 1.20878E+17  6.13509E-58
 1.20858E+17  6.26072E-58
 1.20838E+17  6.39096E-58
 1.20818E+17  6.52651E-58
 1.20797E+17  6.66516E-58
 1.20777E+17  6.80466E-58
 1.20757E+17  6.94468E-58
 1.20737E+17  7.08727E-58
 1.20717E+17  7.23555E-58
 1.20697E+17  7.38936E-58
 1.20677E+17  7.54676E-58
 1.20656E+17  7.70345E-58
 1.20636E+17  7.86229E-58
 1.20616E+17  8.02401E-58
 1.20596E+17  8.19363E-58
 1.20576E+17  8.36756E-58
 1.20556E+17  8.54509E-58
 1.20536E+17  8.72334E-58
 1.20516E+17  8.90231E-58
 1.20496E+17  9.08702E-58
 1.20476E+17  9.27964E-58
 1.20455E+17  9.47730E-58
 1.20435E+17  9.67783E-58
 1.20415E+17  9.87907E-58
 1.20395E+17  1.00818E-57
 1.20375E+17  1.02923E-57
 1.20355E+17  1.02133E-57
 1.20335E+17  1.04347E-57
 1.20315E+17  1.06575E-57
 1.20295E+17  1.08803E-57
 1.20275E+17  1.11074E-57
 1.20255E+17  1.13439E-57
 1.20235E+17  1.15897E-57
 1.20214E+17  1.18405E-57
 1.20194E+17  1.20921E-57
 1.20174E+17  1.23451E-57
 1.20154E+17  1.26031E-57
 1.20134E+17  1.28733E-57
 1.20114E+17  1.31529E-57
 1.20094E+17  1.34376E-57
 1.20074E+17  1.37222E-57
 1.20054E+17  1.40089E-57
 1.20034E+17  1.43036E-57
 1.20014E+17  1.46113E-57
 1.19994E+17  1.49297E-57
 1.19974E+17  1.52516E-57
 1.19954E+17  1.55736E-57
 1.19934E+17  1.58992E-57
 1.19914E+17  1.62356E-57
 1.19894E+17  1.65871E-57
 1.19874E+17  1.69486E-57
 1.19854E+17  1.73130E-57
 1.19834E+17  1.76781E-57
 1.19814E+17  1.80483E-57
 1.19794E+17  1.84314E-57
 1.19774E+17  1.88324E-57
 1.19754E+17  1.92428E-57
 1.19734E+17  1.96554E-57
 1.19714E+17  2.00686E-57
 1.19694E+17  2.04898E-57
 1.19674E+17  2.09275E-57
 1.19654E+17  2.13847E-57
 1.19634E+17  2.18504E-57
 1.19614E+17  2.23169E-57
 1.19595E+17  2.27862E-57
 1.19575E+17  2.32649E-57
 1.19555E+17  2.37651E-57
 1.19535E+17  2.42855E-57
 1.19515E+17  2.48130E-57
 1.19495E+17  2.53413E-57
 1.19475E+17  2.58732E-57
 1.19455E+17  2.64194E-57
 1.19435E+17  2.69901E-57
 1.19415E+17  2.75816E-57
 1.19395E+17  2.81796E-57
 1.19375E+17  2.87783E-57
 1.19355E+17  2.93821E-57
 1.19336E+17  3.00038E-57
 1.19316E+17  3.06550E-57
 1.19296E+17  3.13255E-57
 1.19276E+17  3.20019E-57
 1.19256E+17  3.26796E-57
 1.19236E+17  3.33668E-57
 1.19216E+17  3.40790E-57
 1.19196E+17  3.48236E-57
 1.19176E+17  3.55841E-57
 1.19156E+17  3.63481E-57
 1.19137E+17  3.71157E-57
 1.19117E+17  3.78977E-57
 1.19097E+17  3.87135E-57
 1.19077E+17  3.95616E-57
 1.19057E+17  4.04233E-57
 1.19037E+17  4.12858E-57
 1.19018E+17  4.21555E-57
 1.18998E+17  4.30482E-57
 1.18978E+17  4.39818E-57
 1.18958E+17  4.49464E-57
 1.18938E+17  4.59203E-57
 1.18918E+17  4.68963E-57
 1.18898E+17  4.78831E-57
 1.18879E+17  4.89037E-57
 1.18859E+17  4.99711E-57
 1.18839E+17  5.10657E-57
 1.18819E+17  5.21661E-57
