 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    27.500  kK,    Logg :    3.750 cm/s^2
 Reff :     8.293  R0,    L    :  3.549E+04 L0 
 Mdot :  1.437E-08 M0/yr,  Vinf :  2100.000 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 7.36568E+16  1.00973E-60
 7.36445E+16  1.03643E-60
 7.36322E+16  1.06382E-60
 7.36200E+16  1.09217E-60
 7.36077E+16  1.12153E-60
 7.35954E+16  1.15166E-60
 7.35831E+16  1.18229E-60
 7.35708E+16  1.21350E-60
 7.35586E+16  1.24556E-60
 7.35463E+16  1.27880E-60
 7.35340E+16  1.31316E-60
 7.35218E+16  1.34834E-60
 7.35095E+16  1.38413E-60
 7.34973E+16  1.42060E-60
 7.34850E+16  1.45814E-60
 7.34727E+16  1.49707E-60
 7.34605E+16  1.53727E-60
 7.34482E+16  1.57837E-60
 7.34360E+16  1.62015E-60
 7.34237E+16  1.66277E-60
 7.34115E+16  1.70674E-60
 7.33992E+16  1.75232E-60
 7.33870E+16  1.79932E-60
 7.33748E+16  1.84731E-60
 7.33625E+16  1.89609E-60
 7.33503E+16  1.94592E-60
 7.33381E+16  1.99740E-60
 7.33258E+16  2.05075E-60
 7.33136E+16  2.10567E-60
 7.33014E+16  2.16172E-60
 7.32892E+16  2.21870E-60
 7.32769E+16  2.27685E-60
 7.32647E+16  2.33720E-60
 7.32525E+16  2.39952E-60
 7.32403E+16  2.46381E-60
 7.32280E+16  2.52920E-60
 7.32158E+16  2.59569E-60
 7.32036E+16  2.66372E-60
 7.31914E+16  2.73438E-60
 7.31792E+16  2.80745E-60
 7.31670E+16  2.88227E-60
 7.31548E+16  2.95864E-60
 7.31426E+16  3.03632E-60
 7.31304E+16  3.11597E-60
 7.31182E+16  3.19848E-60
 7.31060E+16  3.28384E-60
 7.30938E+16  3.37139E-60
 7.30816E+16  3.46048E-60
 7.30694E+16  3.55111E-60
 7.30573E+16  3.64437E-60
 7.30451E+16  3.74092E-60
 7.30329E+16  3.84055E-60
 7.30207E+16  3.94280E-60
 7.30085E+16  4.04659E-60
 7.29964E+16  4.15236E-60
 7.29842E+16  4.26120E-60
 7.29720E+16  4.37399E-60
 7.29598E+16  4.49029E-60
 7.29477E+16  4.60944E-60
 7.29355E+16  4.73057E-60
 7.29233E+16  4.85433E-60
 7.29112E+16  4.98204E-60
 7.28990E+16  5.11414E-60
 7.28869E+16  5.25019E-60
 7.28747E+16  5.38888E-60
 7.28625E+16  5.52997E-60
 7.28504E+16  5.67458E-60
 7.28382E+16  5.82402E-60
 7.28261E+16  5.97872E-60
 7.28140E+16  6.13715E-60
 7.28018E+16  6.29865E-60
 7.27897E+16  6.46323E-60
 7.27775E+16  6.63241E-60
 7.27654E+16  6.80752E-60
 7.27532E+16  6.98812E-60
 7.27411E+16  7.17288E-60
 7.27290E+16  7.36094E-60
 7.27168E+16  7.55294E-60
 7.27047E+16  7.75087E-60
 7.26926E+16  7.95560E-60
 7.26805E+16  8.16670E-60
 7.26684E+16  8.38197E-60
 7.26562E+16  8.60074E-60
 7.26441E+16  8.82478E-60
 7.26320E+16  9.05651E-60
 7.26199E+16  9.29613E-60
 7.26078E+16  9.54212E-60
 7.25957E+16  9.79271E-60
 7.25836E+16  1.00477E-59
 7.25714E+16  1.03097E-59
 7.25594E+16  1.05807E-59
 7.25472E+16  1.08607E-59
 7.25352E+16  1.11473E-59
 7.25230E+16  1.14389E-59
 7.25110E+16  1.17362E-59
 7.24989E+16  1.20426E-59
 7.24868E+16  1.23597E-59
 7.24747E+16  1.26864E-59
 7.24626E+16  1.30202E-59
 7.24505E+16  1.33594E-59
 7.24384E+16  1.37063E-59
 7.24263E+16  1.40647E-59
 7.24143E+16  1.44355E-59
 7.24022E+16  1.48164E-59
 7.23901E+16  1.52048E-59
 7.23780E+16  1.55998E-59
 7.23660E+16  1.60049E-59
 7.23539E+16  1.64240E-59
 7.23418E+16  1.68572E-59
 7.23298E+16  1.73011E-59
 7.23177E+16  1.77527E-59
 7.23056E+16  1.82129E-59
 7.22936E+16  1.86862E-59
 7.22815E+16  1.91764E-59
 7.22695E+16  1.96818E-59
 7.22574E+16  2.01985E-59
 7.22454E+16  2.07241E-59
 7.22333E+16  2.12604E-59
 7.22213E+16  2.18136E-59
 7.22092E+16  2.23867E-59
 7.21972E+16  2.29748E-59
 7.21851E+16  2.35761E-59
 7.21731E+16  2.41883E-59
 7.21611E+16  2.48137E-59
 7.21490E+16  2.54610E-59
 7.21370E+16  2.61303E-59
 7.21250E+16  2.68171E-59
 7.21129E+16  2.75149E-59
 7.21009E+16  2.82281E-59
 7.20889E+16  2.89566E-59
 7.20769E+16  2.97136E-59
 7.20648E+16  3.04948E-59
 7.20528E+16  3.12936E-59
 7.20408E+16  3.21055E-59
 7.20288E+16  3.29349E-59
 7.20168E+16  3.37885E-59
 7.20048E+16  3.46707E-59
 7.19928E+16  3.55813E-59
 7.19807E+16  3.65117E-59
 7.19687E+16  3.74575E-59
 7.19567E+16  3.84230E-59
 7.19447E+16  3.94192E-59
 7.19327E+16  4.04484E-59
 7.19207E+16  4.15105E-59
 7.19087E+16  4.25923E-59
 7.18968E+16  4.36916E-59
 7.18848E+16  4.48173E-59
 7.18728E+16  4.59803E-59
 7.18608E+16  4.71828E-59
 7.18488E+16  4.84183E-59
 7.18368E+16  4.96756E-59
 7.18248E+16  5.09549E-59
 7.18128E+16  5.22671E-59
 7.18009E+16  5.36254E-59
 7.17889E+16  5.50298E-59
 7.17769E+16  5.64671E-59
 7.17650E+16  5.79286E-59
