 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    32.500  kK,    Logg :    4.000 cm/s^2
 Reff :     6.290  R0,    L    :  3.982E+04 L0 
 Mdot :  2.460E-08 M0/yr,  Vinf :  2740.000 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 8.81932E+16  1.01768E-60
 8.81785E+16  1.04445E-60
 8.81638E+16  1.07187E-60
 8.81491E+16  1.09971E-60
 8.81344E+16  1.12812E-60
 8.81197E+16  1.15745E-60
 8.81050E+16  1.18778E-60
 8.80903E+16  1.21899E-60
 8.80756E+16  1.25089E-60
 8.80609E+16  1.28325E-60
 8.80462E+16  1.31637E-60
 8.80315E+16  1.35064E-60
 8.80168E+16  1.38610E-60
 8.80022E+16  1.42244E-60
 8.79875E+16  1.45951E-60
 8.79728E+16  1.49716E-60
 8.79581E+16  1.53587E-60
 8.79435E+16  1.57592E-60
 8.79288E+16  1.61724E-60
 8.79141E+16  1.65960E-60
 8.78995E+16  1.70264E-60
 8.78848E+16  1.74648E-60
 8.78702E+16  1.79167E-60
 8.78555E+16  1.83846E-60
 8.78408E+16  1.88664E-60
 8.78262E+16  1.93588E-60
 8.78115E+16  1.98593E-60
 8.77969E+16  2.03701E-60
 8.77823E+16  2.08982E-60
 8.77676E+16  2.14443E-60
 8.77530E+16  2.20057E-60
 8.77383E+16  2.25781E-60
 8.77237E+16  2.31594E-60
 8.77091E+16  2.37553E-60
 8.76944E+16  2.43722E-60
 8.76798E+16  2.50090E-60
 8.76652E+16  2.56627E-60
 8.76506E+16  2.63274E-60
 8.76360E+16  2.70037E-60
 8.76213E+16  2.76991E-60
 8.76067E+16  2.84194E-60
 8.75921E+16  2.91619E-60
 8.75775E+16  2.99220E-60
 8.75629E+16  3.06944E-60
 8.75483E+16  3.14813E-60
 8.75337E+16  3.22932E-60
 8.75191E+16  3.31337E-60
 8.75045E+16  3.39987E-60
 8.74899E+16  3.48822E-60
 8.74753E+16  3.57794E-60
 8.74607E+16  3.66961E-60
 8.74461E+16  3.76439E-60
 8.74316E+16  3.86227E-60
 8.74170E+16  3.96298E-60
 8.74024E+16  4.06560E-60
 8.73878E+16  4.17015E-60
 8.73732E+16  4.27698E-60
 8.73587E+16  4.38765E-60
 8.73441E+16  4.50177E-60
 8.73295E+16  4.61894E-60
 8.73150E+16  4.73804E-60
 8.73004E+16  4.85943E-60
 8.72858E+16  4.98388E-60
 8.72713E+16  5.11293E-60
 8.72567E+16  5.24619E-60
 8.72422E+16  5.38213E-60
 8.72276E+16  5.52075E-60
 8.72131E+16  5.66167E-60
 8.71985E+16  5.80680E-60
 8.71840E+16  5.95730E-60
 8.71694E+16  6.11238E-60
 8.71549E+16  6.27054E-60
 8.71404E+16  6.43137E-60
 8.71258E+16  6.59526E-60
 8.71113E+16  6.76490E-60
 8.70968E+16  6.94029E-60
 8.70823E+16  7.12065E-60
 8.70677E+16  7.30446E-60
 8.70532E+16  7.49094E-60
 8.70387E+16  7.68203E-60
 8.70242E+16  7.88001E-60
 8.70097E+16  8.08411E-60
 8.69952E+16  8.29396E-60
 8.69806E+16  8.50725E-60
 8.69661E+16  8.72399E-60
 8.69516E+16  8.94648E-60
 8.69371E+16  9.17700E-60
 8.69226E+16  9.41519E-60
 8.69081E+16  9.65873E-60
 8.68936E+16  9.90611E-60
 8.68792E+16  1.01585E-59
 8.68647E+16  1.04177E-59
 8.68502E+16  1.06865E-59
 8.68357E+16  1.09634E-59
 8.68212E+16  1.12464E-59
 8.68067E+16  1.15336E-59
 8.67922E+16  1.18265E-59
 8.67778E+16  1.21290E-59
 8.67633E+16  1.24419E-59
 8.67488E+16  1.27639E-59
 8.67344E+16  1.30925E-59
 8.67199E+16  1.34260E-59
 8.67054E+16  1.37668E-59
 8.66910E+16  1.41191E-59
 8.66765E+16  1.44837E-59
 8.66620E+16  1.48578E-59
 8.66476E+16  1.52392E-59
 8.66332E+16  1.56264E-59
 8.66187E+16  1.60231E-59
 8.66042E+16  1.64336E-59
 8.65898E+16  1.68575E-59
 8.65754E+16  1.72925E-59
 8.65609E+16  1.77348E-59
 8.65465E+16  1.81844E-59
 8.65321E+16  1.86462E-59
 8.65176E+16  1.91245E-59
 8.65032E+16  1.96177E-59
 8.64888E+16  2.01228E-59
 8.64743E+16  2.06359E-59
 8.64599E+16  2.11582E-59
 8.64455E+16  2.16959E-59
 8.64311E+16  2.22523E-59
 8.64167E+16  2.28259E-59
 8.64022E+16  2.34126E-59
 8.63878E+16  2.40076E-59
 8.63734E+16  2.46146E-59
 8.63590E+16  2.52403E-59
 8.63446E+16  2.58882E-59
 8.63302E+16  2.65545E-59
 8.63158E+16  2.72354E-59
 8.63014E+16  2.79258E-59
 8.62870E+16  2.86312E-59
 8.62726E+16  2.93595E-59
 8.62583E+16  3.01131E-59
 8.62439E+16  3.08874E-59
 8.62295E+16  3.16770E-59
 8.62151E+16  3.24781E-59
 8.62007E+16  3.32980E-59
 8.61864E+16  3.41458E-59
 8.61720E+16  3.50219E-59
 8.61576E+16  3.59215E-59
 8.61432E+16  3.68371E-59
 8.61289E+16  3.77668E-59
 8.61145E+16  3.87184E-59
 8.61001E+16  3.97064E-59
 8.60858E+16  4.07250E-59
 8.60714E+16  4.17704E-59
 8.60571E+16  4.28311E-59
 8.60427E+16  4.39110E-59
 8.60284E+16  4.50177E-59
 8.60140E+16  4.61665E-59
 8.59997E+16  4.73612E-59
 8.59853E+16  4.85981E-59
 8.59710E+16  4.98656E-59
 8.59566E+16  5.11752E-59
 8.59423E+16  5.25346E-59
 8.59280E+16  5.39553E-59
 8.59136E+16  5.54220E-59
 8.58993E+16  5.69269E-59
 8.58850E+16  5.84625E-59
 8.58707E+16  6.00325E-59
 8.58564E+16  6.16523E-59
 8.58420E+16  6.33334E-59
 8.58277E+16  6.50757E-59
 8.58134E+16  6.68602E-59
 8.57991E+16  6.86791E-59
 8.57848E+16  7.05440E-59
 8.57705E+16  7.24778E-59
 8.57562E+16  7.44844E-59
 8.57419E+16  7.65599E-59
 8.57276E+16  7.86852E-59
 8.57133E+16  8.08564E-59
 8.56990E+16  8.30851E-59
 8.56847E+16  8.53942E-59
 8.56704E+16  8.77913E-59
 8.56561E+16  9.02689E-59
 8.56418E+16  9.28039E-59
 8.56275E+16  9.54002E-59
 8.56132E+16  9.80693E-59
 8.55990E+16  1.00849E-58
 8.55847E+16  1.03741E-58
 8.55704E+16  1.06724E-58
 8.55561E+16  1.09783E-58
 8.55419E+16  1.12916E-58
 8.55276E+16  1.16155E-58
 8.55133E+16  1.19540E-58
 8.54991E+16  1.23063E-58
 8.54848E+16  1.26720E-58
 8.54706E+16  1.30481E-58
 8.54563E+16  1.34356E-58
 8.54421E+16  1.38385E-58
 8.54278E+16  1.42612E-58
 8.54136E+16  1.47039E-58
 8.53993E+16  1.51653E-58
 8.53851E+16  1.56447E-58
 8.53708E+16  1.61445E-58
 8.53566E+16  1.66714E-58
 8.53424E+16  1.72324E-58
 8.53281E+16  1.78309E-58
 8.53139E+16  1.84708E-58
 8.52997E+16  1.91566E-58
 8.52854E+16  1.98988E-58
 8.52712E+16  2.07133E-58
 8.52570E+16  2.16105E-58
 8.52428E+16  2.26000E-58
 8.52286E+16  2.36718E-58
 8.52143E+16  2.47475E-58
 8.52001E+16  2.57990E-58
 8.51859E+16  2.68119E-58
 8.51717E+16  2.77611E-58
 8.51575E+16  2.85994E-58
 8.51433E+16  2.93365E-58
 8.51291E+16  3.00737E-58
 8.51149E+16  3.08277E-58
 8.51007E+16  3.16054E-58
 8.50865E+16  3.24077E-58
 8.50723E+16  3.32310E-58
 8.50581E+16  3.40704E-58
 8.50440E+16  3.49239E-58
 8.50298E+16  3.57993E-58
 8.50156E+16  3.67034E-58
 8.50014E+16  3.76347E-58
 8.49872E+16  3.85882E-58
 8.49730E+16  3.95609E-58
 8.49589E+16  4.05488E-58
 8.49447E+16  4.15674E-58
 8.49305E+16  4.26167E-58
 8.49164E+16  4.36965E-58
 8.49022E+16  4.48032E-58
 8.48881E+16  4.59290E-58
 8.48739E+16  4.70740E-58
 8.48597E+16  4.82573E-58
 8.48456E+16  4.94750E-58
 8.48314E+16  5.07310E-58
 8.48173E+16  5.20100E-58
 8.48031E+16  5.33120E-58
 8.47890E+16  5.46408E-58
 8.47749E+16  5.60155E-58
 8.47607E+16  5.74324E-58
 8.47466E+16  5.88837E-58
 8.47324E+16  6.03656E-58
 8.47183E+16  6.18706E-58
 8.47042E+16  6.34176E-58
 8.46901E+16  6.50106E-58
 8.46759E+16  6.66534E-58
 8.46618E+16  6.83383E-58
 8.46477E+16  7.00500E-58
 8.46336E+16  7.17962E-58
 8.46195E+16  7.35883E-58
 8.46054E+16  7.54417E-58
 8.45912E+16  7.73449E-58
 8.45771E+16  7.92940E-58
 8.45630E+16  8.12776E-58
 8.45489E+16  8.32995E-58
 8.45348E+16  8.53827E-58
 8.45207E+16  8.75309E-58
 8.45066E+16  8.97405E-58
 8.44925E+16  9.19959E-58
 8.44784E+16  9.42859E-58
 8.44644E+16  9.66294E-58
 8.44503E+16  9.90496E-58
 8.44362E+16  1.01542E-57
 8.44221E+16  1.04104E-57
 8.44080E+16  1.06712E-57
 8.43939E+16  1.09362E-57
 8.43799E+16  1.12081E-57
 8.43658E+16  1.14888E-57
 8.43517E+16  1.17779E-57
 8.43376E+16  1.20743E-57
 8.43236E+16  1.23760E-57
 8.43095E+16  1.26828E-57
 8.42955E+16  1.29983E-57
 8.42814E+16  1.33242E-57
 8.42673E+16  1.36592E-57
 8.42533E+16  1.40023E-57
 8.42392E+16  1.43508E-57
 8.42252E+16  1.47062E-57
 8.42111E+16  1.50726E-57
 8.41971E+16  1.54502E-57
 8.41830E+16  1.58385E-57
 8.41690E+16  1.62352E-57
 8.41550E+16  1.66385E-57
 8.41409E+16  1.70501E-57
 8.41269E+16  1.74748E-57
 8.41129E+16  1.79129E-57
 8.40988E+16  1.83628E-57
 8.40848E+16  1.88216E-57
 8.40708E+16  1.92876E-57
 8.40568E+16  1.97647E-57
 8.40428E+16  2.02576E-57
 8.40287E+16  2.07650E-57
 8.40147E+16  2.12857E-57
 8.40007E+16  2.18161E-57
 8.39867E+16  2.23549E-57
 8.39727E+16  2.29082E-57
 8.39587E+16  2.34796E-57
 8.39447E+16  2.40678E-57
 8.39307E+16  2.46701E-57
 8.39167E+16  2.52828E-57
 8.39027E+16  2.59066E-57
 8.38887E+16  2.65480E-57
 8.38747E+16  2.72101E-57
 8.38607E+16  2.78913E-57
 8.38467E+16  2.85879E-57
 8.38328E+16  2.92959E-57
 8.38188E+16  3.00178E-57
 8.38048E+16  3.07614E-57
 8.37908E+16  3.15288E-57
 8.37768E+16  3.23173E-57
 8.37629E+16  3.31230E-57
 8.37489E+16  3.39409E-57
 8.37349E+16  3.47769E-57
 8.37210E+16  3.56385E-57
 8.37070E+16  3.65273E-57
 8.36930E+16  3.74402E-57
 8.36791E+16  3.83699E-57
 8.36651E+16  3.93158E-57
 8.36512E+16  4.02846E-57
 8.36372E+16  4.12841E-57
 8.36233E+16  4.23142E-57
 8.36093E+16  4.33672E-57
 8.35954E+16  4.44433E-57
 8.35814E+16  4.55346E-57
 8.35675E+16  4.66566E-57
 8.35536E+16  4.78131E-57
 8.35396E+16  4.90040E-57
 8.35257E+16  5.02256E-57
 8.35118E+16  5.14701E-57
 8.34978E+16  5.27338E-57
 8.34839E+16  5.40319E-57
 8.34700E+16  5.53722E-57
 8.34561E+16  5.67507E-57
 8.34421E+16  5.81599E-57
 8.34282E+16  5.95959E-57
 8.34143E+16  6.10549E-57
 8.34004E+16  6.25598E-57
 8.33865E+16  6.41107E-57
 8.33726E+16  6.57076E-57
 8.33587E+16  6.73389E-57
 8.33448E+16  6.89931E-57
 8.33309E+16  7.06857E-57
 8.33170E+16  7.24242E-57
 8.33031E+16  7.42202E-57
 8.32892E+16  7.60659E-57
 8.32753E+16  7.79499E-57
 8.32614E+16  7.98646E-57
 8.32475E+16  8.18176E-57
 8.32336E+16  8.38318E-57
 8.32198E+16  8.59111E-57
 8.32059E+16  8.80441E-57
 8.31920E+16  9.02230E-57
 8.31781E+16  9.24325E-57
 8.31642E+16  9.46918E-57
 8.31504E+16  9.70239E-57
 8.31365E+16  9.94287E-57
 8.31226E+16  1.01895E-56
 8.31088E+16  1.04407E-56
 8.30949E+16  1.06961E-56
 8.30811E+16  1.09576E-56
 8.30672E+16  1.12276E-56
 8.30534E+16  1.15056E-56
 8.30395E+16  1.17905E-56
 8.30256E+16  1.20808E-56
 8.30118E+16  1.23756E-56
 8.29980E+16  1.26778E-56
 8.29841E+16  1.29903E-56
 8.29703E+16  1.33115E-56
 8.29564E+16  1.36412E-56
 8.29426E+16  1.39759E-56
 8.29288E+16  1.43164E-56
 8.29149E+16  1.46664E-56
 8.29011E+16  1.50275E-56
 8.28873E+16  1.53993E-56
 8.28734E+16  1.57795E-56
 8.28596E+16  1.61659E-56
 8.28458E+16  1.65596E-56
 8.28320E+16  1.69640E-56
 8.28182E+16  1.73817E-56
 8.28044E+16  1.78114E-56
 8.27906E+16  1.82506E-56
 8.27768E+16  1.86963E-56
 8.27629E+16  1.91509E-56
 8.27491E+16  1.96188E-56
 8.27353E+16  2.01017E-56
 8.27215E+16  2.05980E-56
 8.27077E+16  2.11050E-56
 8.26940E+16  2.16197E-56
 8.26802E+16  2.21447E-56
 8.26664E+16  2.26857E-56
 8.26526E+16  2.32437E-56
 8.26388E+16  2.38173E-56
 8.26250E+16  2.44024E-56
 8.26112E+16  2.49964E-56
 8.25974E+16  2.56029E-56
 8.25837E+16  2.62283E-56
 8.25699E+16  2.68731E-56
 8.25561E+16  2.75352E-56
 8.25424E+16  2.82107E-56
 8.25286E+16  2.88962E-56
 8.25148E+16  2.95965E-56
 8.25011E+16  3.03195E-56
 8.24873E+16  3.10643E-56
 8.24736E+16  3.18290E-56
 8.24598E+16  3.26083E-56
 8.24460E+16  3.33991E-56
 8.24323E+16  3.42082E-56
 8.24186E+16  3.50434E-56
 8.24048E+16  3.59042E-56
 8.23911E+16  3.67869E-56
 8.23773E+16  3.76853E-56
 8.23636E+16  3.85997E-56
 8.23498E+16  3.95341E-56
 8.23361E+16  4.04990E-56
 8.23224E+16  4.14908E-56
 8.23086E+16  4.25094E-56
 8.22949E+16  4.35472E-56
 8.22812E+16  4.46003E-56
 8.22675E+16  4.56801E-56
 8.22538E+16  4.67945E-56
 8.22400E+16  4.79394E-56
 8.22263E+16  4.91150E-56
 8.22126E+16  5.03136E-56
 8.21989E+16  5.15275E-56
 8.21852E+16  5.27721E-56
 8.21715E+16  5.40587E-56
 8.21578E+16  5.53837E-56
 8.21441E+16  5.67393E-56
 8.21304E+16  5.81178E-56
 8.21167E+16  5.95194E-56
 8.21030E+16  6.09592E-56
 8.20893E+16  6.24411E-56
 8.20756E+16  6.39690E-56
 8.20619E+16  6.55314E-56
 8.20482E+16  6.71206E-56
 8.20345E+16  6.87366E-56
 8.20208E+16  7.04023E-56
 8.20072E+16  7.21179E-56
 8.19935E+16  7.38794E-56
 8.19798E+16  7.56791E-56
 8.19661E+16  7.75096E-56
 8.19525E+16  7.93745E-56
 8.19388E+16  8.13006E-56
 8.19251E+16  8.32804E-56
 8.19115E+16  8.53138E-56
 8.18978E+16  8.73854E-56
 8.18842E+16  8.94916E-56
 8.18705E+16  9.16475E-56
 8.18568E+16  9.38723E-56
 8.18432E+16  9.61584E-56
 8.18295E+16  9.85020E-56
 8.18159E+16  1.00888E-55
 8.18022E+16  1.03315E-55
 8.17886E+16  1.05805E-55
 8.17750E+16  1.08370E-55
 8.17613E+16  1.11009E-55
 8.17477E+16  1.13712E-55
 8.17340E+16  1.16458E-55
 8.17204E+16  1.19253E-55
 8.17068E+16  1.22129E-55
 8.16932E+16  1.25089E-55
 8.16795E+16  1.28133E-55
 8.16659E+16  1.31247E-55
 8.16523E+16  1.34406E-55
