 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    30.000  kK,    Logg :    3.000 cm/s^2
 Reff :    20.804  R0,    L    :  3.163E+05 L0 
 Mdot :  2.138E-06 M0/yr,  Vinf :  1400.000 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 6.07751E+16  1.01160E-60
 6.07650E+16  1.04441E-60
 6.07548E+16  1.07808E-60
 6.07447E+16  1.11287E-60
 6.07346E+16  1.14902E-60
 6.07244E+16  1.18651E-60
 6.07143E+16  1.22515E-60
 6.07042E+16  1.26483E-60
 6.06941E+16  1.30552E-60
 6.06840E+16  1.34768E-60
 6.06738E+16  1.39146E-60
 6.06637E+16  1.43683E-60
 6.06536E+16  1.48356E-60
 6.06435E+16  1.53148E-60
 6.06334E+16  1.58073E-60
 6.06232E+16  1.63178E-60
 6.06131E+16  1.68481E-60
 6.06030E+16  1.73967E-60
 6.05929E+16  1.79615E-60
 6.05828E+16  1.85400E-60
 6.05727E+16  1.91358E-60
 6.05626E+16  1.97542E-60
 6.05525E+16  2.03960E-60
 6.05424E+16  2.10594E-60
 6.05323E+16  2.17415E-60
 6.05222E+16  2.24405E-60
 6.05121E+16  2.31611E-60
 6.05020E+16  2.39097E-60
 6.04919E+16  2.46861E-60
 6.04818E+16  2.54880E-60
 6.04718E+16  2.63122E-60
 6.04617E+16  2.71565E-60
 6.04516E+16  2.80282E-60
 6.04415E+16  2.89341E-60
 6.04314E+16  2.98734E-60
 6.04214E+16  3.08422E-60
 6.04113E+16  3.18369E-60
 6.04012E+16  3.28572E-60
 6.03911E+16  3.39113E-60
 6.03810E+16  3.50071E-60
 6.03710E+16  3.61447E-60
 6.03609E+16  3.73139E-60
 6.03508E+16  3.85154E-60
 6.03408E+16  3.97458E-60
 6.03307E+16  4.10229E-60
 6.03207E+16  4.23468E-60
 6.03106E+16  4.37211E-60
 6.03005E+16  4.51349E-60
 6.02905E+16  4.65848E-60
 6.02804E+16  4.80705E-60
 6.02704E+16  4.96139E-60
 6.02603E+16  5.12184E-60
 6.02503E+16  5.28769E-60
 6.02402E+16  5.45821E-60
 6.02302E+16  5.63305E-60
 6.02201E+16  5.81293E-60
 6.02101E+16  5.99964E-60
 6.02000E+16  6.19319E-60
 6.01900E+16  6.39358E-60
 6.01800E+16  6.59972E-60
 6.01699E+16  6.81089E-60
 6.01599E+16  7.02783E-60
 6.01499E+16  7.25339E-60
 6.01398E+16  7.48759E-60
 6.01298E+16  7.72935E-60
 6.01198E+16  7.97830E-60
 6.01097E+16  8.23301E-60
 6.00997E+16  8.49527E-60
 6.00897E+16  8.76760E-60
 6.00797E+16  9.05001E-60
 6.00696E+16  9.34142E-60
 6.00596E+16  9.64109E-60
 6.00496E+16  9.94796E-60
 6.00396E+16  1.02656E-59
 6.00296E+16  1.05952E-59
 6.00196E+16  1.09362E-59
 6.00096E+16  1.12881E-59
 5.99996E+16  1.16489E-59
 5.99896E+16  1.20194E-59
 5.99795E+16  1.24033E-59
 5.99695E+16  1.28023E-59
 5.99595E+16  1.32142E-59
 5.99495E+16  1.36380E-59
 5.99395E+16  1.40726E-59
 5.99295E+16  1.45201E-59
 5.99195E+16  1.49849E-59
 5.99096E+16  1.54666E-59
 5.98996E+16  1.59638E-59
 5.98896E+16  1.64739E-59
 5.98796E+16  1.69974E-59
 5.98696E+16  1.75388E-59
 5.98596E+16  1.81007E-59
 5.98496E+16  1.86825E-59
 5.98396E+16  1.92818E-59
 5.98297E+16  1.98959E-59
 5.98197E+16  2.05273E-59
 5.98097E+16  2.11817E-59
 5.97997E+16  2.18613E-59
 5.97898E+16  2.25628E-59
 5.97798E+16  2.32845E-59
 5.97698E+16  2.40238E-59
 5.97598E+16  2.47857E-59
 5.97499E+16  2.55775E-59
 5.97399E+16  2.63974E-59
 5.97300E+16  2.72436E-59
 5.97200E+16  2.81117E-59
 5.97100E+16  2.90024E-59
 5.97001E+16  2.99234E-59
 5.96901E+16  3.08796E-59
 5.96802E+16  3.18697E-59
 5.96702E+16  3.28885E-59
 5.96602E+16  3.39332E-59
 5.96503E+16  3.50067E-59
 5.96404E+16  3.61195E-59
 5.96304E+16  3.72743E-59
 5.96205E+16  3.84687E-59
 5.96105E+16  3.96954E-59
 5.96006E+16  4.09510E-59
