 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    35.000  kK,    Logg :    4.250 cm/s^2
 Reff :     5.436  R0,    L    :  4.001E+04 L0 
 Mdot :  2.750E-08 M0/yr,  Vinf :  3020.000 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 9.32953E+16  1.00870E-60
 9.32797E+16  1.03442E-60
 9.32642E+16  1.06092E-60
 9.32486E+16  1.08833E-60
 9.32330E+16  1.11662E-60
 9.32175E+16  1.14557E-60
 9.32020E+16  1.17498E-60
 9.31864E+16  1.20491E-60
 9.31709E+16  1.23581E-60
 9.31553E+16  1.26773E-60
 9.31398E+16  1.30063E-60
 9.31243E+16  1.33434E-60
 9.31087E+16  1.36847E-60
 9.30932E+16  1.40332E-60
 9.30777E+16  1.43929E-60
 9.30622E+16  1.47644E-60
 9.30466E+16  1.51477E-60
 9.30311E+16  1.55392E-60
 9.30156E+16  1.59358E-60
 9.30001E+16  1.63416E-60
 9.29846E+16  1.67598E-60
 9.29691E+16  1.71928E-60
 9.29536E+16  1.76386E-60
 9.29380E+16  1.80936E-60
 9.29226E+16  1.85548E-60
 9.29070E+16  1.90262E-60
 9.28916E+16  1.95135E-60
 9.28761E+16  2.00172E-60
 9.28606E+16  2.05358E-60
 9.28451E+16  2.10641E-60
 9.28296E+16  2.16001E-60
 9.28141E+16  2.21489E-60
 9.27986E+16  2.27161E-60
 9.27832E+16  2.33023E-60
 9.27677E+16  2.39055E-60
 9.27522E+16  2.45188E-60
 9.27368E+16  2.51419E-60
 9.27213E+16  2.57804E-60
 9.27058E+16  2.64404E-60
 9.26904E+16  2.71224E-60
 9.26749E+16  2.78234E-60
 9.26594E+16  2.85362E-60
 9.26440E+16  2.92598E-60
 9.26285E+16  3.00023E-60
 9.26131E+16  3.07704E-60
 9.25976E+16  3.15636E-60
 9.25822E+16  3.23783E-60
 9.25668E+16  3.32059E-60
 9.25513E+16  3.40468E-60
 9.25359E+16  3.49102E-60
 9.25204E+16  3.58034E-60
 9.25050E+16  3.67262E-60
 9.24896E+16  3.76727E-60
 9.24742E+16  3.86340E-60
 9.24587E+16  3.96112E-60
 9.24433E+16  4.06155E-60
 9.24279E+16  4.16542E-60
 9.24125E+16  4.27267E-60
 9.23971E+16  4.38263E-60
 9.23817E+16  4.49424E-60
 9.23663E+16  4.60774E-60
 9.23508E+16  4.72452E-60
 9.23354E+16  4.84530E-60
 9.23200E+16  4.96997E-60
 9.23046E+16  5.09772E-60
 9.22893E+16  5.22721E-60
 9.22739E+16  5.35941E-60
 9.22585E+16  5.49469E-60
 9.22431E+16  5.63509E-60
 9.22277E+16  5.78011E-60
 9.22123E+16  5.92871E-60
 9.21969E+16  6.07885E-60
 9.21816E+16  6.23206E-60
 9.21662E+16  6.38938E-60
 9.21508E+16  6.55233E-60
 9.21354E+16  6.72040E-60
