 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    27.500  kK,    Logg :    3.250 cm/s^2
 Reff :    20.357  R0,    L    :  2.138E+05 L0 
 Mdot :  3.162E-07 M0/yr,  Vinf :  1834.500 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 7.42899E+16  1.00221E-60
 7.42775E+16  1.02663E-60
 7.42651E+16  1.05154E-60
 7.42528E+16  1.07656E-60
 7.42404E+16  1.10176E-60
 7.42280E+16  1.12766E-60
 7.42156E+16  1.15478E-60
 7.42032E+16  1.18293E-60
 7.41909E+16  1.21148E-60
 7.41785E+16  1.24014E-60
 7.41661E+16  1.26909E-60
 7.41537E+16  1.29900E-60
 7.41414E+16  1.33039E-60
 7.41290E+16  1.36273E-60
 7.41166E+16  1.39543E-60
 7.41043E+16  1.42833E-60
 7.40919E+16  1.46159E-60
 7.40796E+16  1.49617E-60
 7.40672E+16  1.53237E-60
 7.40549E+16  1.56953E-60
 7.40425E+16  1.60699E-60
 7.40302E+16  1.64470E-60
 7.40178E+16  1.68300E-60
 7.40055E+16  1.72295E-60
 7.39931E+16  1.76471E-60
 7.39808E+16  1.80735E-60
 7.39684E+16  1.85029E-60
 7.39561E+16  1.89348E-60
 7.39438E+16  1.93763E-60
 7.39314E+16  1.98381E-60
 7.39191E+16  2.03189E-60
 7.39068E+16  2.08079E-60
 7.38945E+16  2.12998E-60
 7.38821E+16  2.17954E-60
 7.38698E+16  2.23042E-60
 7.38575E+16  2.28377E-60
 7.38452E+16  2.33907E-60
 7.38329E+16  2.39510E-60
 7.38205E+16  2.45147E-60
 7.38082E+16  2.50835E-60
 7.37959E+16  2.56703E-60
 7.37836E+16  2.62862E-60
 7.37713E+16  2.69212E-60
 7.37590E+16  2.75632E-60
 7.37467E+16  2.82089E-60
 7.37344E+16  2.88623E-60
 7.37221E+16  2.95400E-60
 7.37098E+16  3.02501E-60
 7.36975E+16  3.09790E-60
 7.36852E+16  3.17144E-60
 7.36729E+16  3.24543E-60
 7.36606E+16  3.32048E-60
 7.36484E+16  3.39870E-60
 7.36361E+16  3.48049E-60
 7.36238E+16  3.56408E-60
 7.36115E+16  3.64834E-60
 7.35992E+16  3.73325E-60
 7.35870E+16  3.81934E-60
 7.35747E+16  3.90985E-60
 7.35624E+16  4.00367E-60
 7.35502E+16  4.09970E-60
 7.35379E+16  4.19609E-60
 7.35256E+16  4.29322E-60
 7.35134E+16  4.39256E-60
 7.35011E+16  4.49668E-60
 7.34888E+16  4.60485E-60
 7.34766E+16  4.71485E-60
 7.34643E+16  4.82523E-60
 7.34521E+16  4.93671E-60
 7.34398E+16  5.05113E-60
 7.34276E+16  5.17144E-60
 7.34153E+16  5.29542E-60
 7.34031E+16  5.42125E-60
 7.33908E+16  5.54782E-60
 7.33786E+16  5.67585E-60
 7.33664E+16  5.80756E-60
 7.33541E+16  5.94590E-60
 7.33419E+16  6.08829E-60
 7.33297E+16  6.23251E-60
 7.33174E+16  6.37747E-60
 7.33052E+16  6.52427E-60
 7.32930E+16  6.67622E-60
 7.32808E+16  6.83516E-60
 7.32685E+16  6.99888E-60
 7.32563E+16  7.16371E-60
 7.32441E+16  7.33000E-60
 7.32319E+16  7.49851E-60
 7.32197E+16  7.67327E-60
 7.32075E+16  7.85649E-60
 7.31952E+16  8.04413E-60
 7.31830E+16  8.23324E-60
