 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    40.000  kK,    Logg :    3.500 cm/s^2
 Reff :    23.349  R0,    L    :  1.259E+06 L0 
 Mdot :  1.404E-05 M0/yr,  Vinf :  2640.000 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 1.00174E+17  1.01405E-60
 1.00158E+17  1.02921E-60
 1.00141E+17  1.04356E-60
 1.00124E+17  1.04917E-60
 1.00108E+17  1.06131E-60
 1.00091E+17  1.07786E-60
 1.00074E+17  1.09397E-60
 1.00057E+17  1.10434E-60
 1.00041E+17  1.11775E-60
 1.00024E+17  1.13174E-60
 1.00007E+17  1.14949E-60
 9.99907E+16  1.16727E-60
 9.99740E+16  1.18485E-60
 9.99573E+16  1.18782E-60
 9.99406E+16  1.20528E-60
 9.99240E+16  1.22350E-60
 9.99073E+16  1.23105E-60
 9.98906E+16  1.24834E-60
 9.98740E+16  1.26694E-60
 9.98573E+16  1.28540E-60
 9.98407E+16  1.30095E-60
 9.98240E+16  1.31879E-60
 9.98074E+16  1.32058E-60
 9.97907E+16  1.34066E-60
 9.97741E+16  1.35806E-60
 9.97574E+16  1.37769E-60
 9.97408E+16  1.39765E-60
 9.97242E+16  1.40415E-60
 9.97075E+16  1.42575E-60
 9.96909E+16  1.44721E-60
 9.96743E+16  1.45932E-60
 9.96577E+16  1.46240E-60
 9.96410E+16  1.48348E-60
 9.96244E+16  1.50558E-60
 9.96078E+16  1.52854E-60
 9.95912E+16  1.54753E-60
 9.95746E+16  1.56981E-60
 9.95580E+16  1.58568E-60
 9.95414E+16  1.58565E-60
 9.95248E+16  1.60928E-60
 9.95082E+16  1.61971E-60
 9.94916E+16  1.64393E-60
 9.94750E+16  1.66421E-60
 9.94584E+16  1.68802E-60
 9.94418E+16  1.71127E-60
 9.94252E+16  1.73317E-60
 9.94086E+16  1.75956E-60
 9.93921E+16  1.76777E-60
 9.93755E+16  1.76538E-60
 9.93589E+16  1.78605E-60
 9.93423E+16  1.81180E-60
 9.93258E+16  1.83505E-60
 9.93092E+16  1.85850E-60
 9.92926E+16  1.88575E-60
 9.92761E+16  1.90088E-60
 9.92595E+16  1.92790E-60
 9.92430E+16  1.93721E-60
 9.92264E+16  1.95894E-60
 9.92099E+16  1.97419E-60
 9.91933E+16  2.00294E-60
 9.91768E+16  2.02436E-60
 9.91602E+16  2.05346E-60
 9.91437E+16  2.06519E-60
 9.91272E+16  2.07080E-60
 9.91106E+16  2.10146E-60
 9.90941E+16  2.13185E-60
 9.90776E+16  2.16180E-60
 9.90610E+16  2.17042E-60
 9.90445E+16  2.20304E-60
 9.90280E+16  2.22753E-60
 9.90115E+16  2.26012E-60
 9.89950E+16  2.26809E-60
 9.89785E+16  2.29921E-60
 9.89620E+16  2.31053E-60
 9.89454E+16  2.34363E-60
 9.89290E+16  2.36870E-60
 9.89124E+16  2.40309E-60
 9.88960E+16  2.40235E-60
 9.88795E+16  2.40947E-60
 9.88630E+16  2.44488E-60
 9.88465E+16  2.48157E-60
 9.88300E+16  2.51822E-60
 9.88135E+16  2.55452E-60
 9.87970E+16  2.56490E-60
 9.87806E+16  2.60187E-60
 9.87641E+16  2.62785E-60
 9.87476E+16  2.61010E-60
 9.87311E+16  2.64605E-60
 9.87147E+16  2.67230E-60
 9.86982E+16  2.71033E-60
 9.86818E+16  2.74986E-60
