 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    37.500  kK,    Logg :    3.500 cm/s^2
 Reff :    26.577  R0,    L    :  1.260E+06 L0 
 Mdot :  9.330E-06 M0/yr,  Vinf :  2825.000 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 9.74046E+16  1.00217E-60
 9.73884E+16  1.01907E-60
 9.73722E+16  1.03599E-60
 9.73559E+16  1.05334E-60
 9.73397E+16  1.07149E-60
 9.73234E+16  1.09025E-60
 9.73072E+16  1.10898E-60
 9.72910E+16  1.12758E-60
 9.72748E+16  1.14627E-60
 9.72585E+16  1.16551E-60
 9.72423E+16  1.18570E-60
 9.72261E+16  1.20636E-60
 9.72099E+16  1.22692E-60
 9.71937E+16  1.24740E-60
 9.71775E+16  1.26805E-60
 9.71612E+16  1.28942E-60
 9.71450E+16  1.31176E-60
 9.71288E+16  1.33456E-60
 9.71126E+16  1.35714E-60
 9.70964E+16  1.37967E-60
 9.70802E+16  1.40247E-60
 9.70641E+16  1.42623E-60
 9.70479E+16  1.45094E-60
 9.70317E+16  1.47602E-60
 9.70155E+16  1.50083E-60
 9.69993E+16  1.52549E-60
 9.69832E+16  1.55073E-60
 9.69670E+16  1.57713E-60
 9.69508E+16  1.60453E-60
 9.69346E+16  1.63205E-60
 9.69185E+16  1.65939E-60
 9.69023E+16  1.68671E-60
 9.68861E+16  1.71467E-60
 9.68700E+16  1.74396E-60
 9.68538E+16  1.77422E-60
 9.68377E+16  1.80451E-60
 9.68215E+16  1.83458E-60
 9.68054E+16  1.86463E-60
 9.67892E+16  1.89563E-60
 9.67731E+16  1.92800E-60
 9.67569E+16  1.96142E-60
 9.67408E+16  1.99468E-60
 9.67247E+16  2.02766E-60
 9.67085E+16  2.06090E-60
 9.66924E+16  2.09528E-60
 9.66763E+16  2.13127E-60
 9.66602E+16  2.16802E-60
 9.66440E+16  2.20452E-60
 9.66279E+16  2.24081E-60
 9.66118E+16  2.27769E-60
 9.65957E+16  2.31547E-60
 9.65796E+16  2.35504E-60
 9.65635E+16  2.39572E-60
 9.65474E+16  2.43574E-60
 9.65313E+16  2.47575E-60
 9.65152E+16  2.51621E-60
 9.64991E+16  2.55846E-60
 9.64830E+16  2.60250E-60
 9.64669E+16  2.64699E-60
 9.64508E+16  2.69102E-60
 9.64347E+16  2.73484E-60
 9.64186E+16  2.77932E-60
 9.64025E+16  2.82627E-60
 9.63865E+16  2.87478E-60
 9.63704E+16  2.92351E-60
 9.63543E+16  2.97202E-60
 9.63382E+16  3.02053E-60
 9.63222E+16  3.06993E-60
 9.63061E+16  3.12179E-60
 9.62900E+16  3.17544E-60
 9.62740E+16  3.22932E-60
 9.62579E+16  3.28252E-60
 9.62419E+16  3.33595E-60
 9.62258E+16  3.39072E-60
 9.62098E+16  3.44817E-60
 9.61937E+16  3.50651E-60
 9.61777E+16  3.56553E-60
 9.61616E+16  3.62410E-60
 9.61456E+16  3.68289E-60
 9.61296E+16  3.74347E-60
 9.61135E+16  3.80696E-60
 9.60975E+16  3.87201E-60
 9.60815E+16  3.93616E-60
 9.60655E+16  4.00032E-60
 9.60494E+16  4.06493E-60
 9.60334E+16  4.13176E-60
 9.60174E+16  4.20196E-60
 9.60014E+16  4.27372E-60
 9.59854E+16  4.34480E-60
 9.59694E+16  4.41544E-60
 9.59534E+16  4.48698E-60
 9.59374E+16  4.56097E-60
 9.59214E+16  4.63854E-60
 9.59054E+16  4.71745E-60
 9.58894E+16  4.79569E-60
 9.58734E+16  4.87326E-60
 9.58574E+16  4.95217E-60
 9.58414E+16  5.03421E-60
 9.58254E+16  5.11961E-60
 9.58094E+16  5.20634E-60
 9.57934E+16  5.29106E-60
 9.57775E+16  5.37668E-60
 9.57615E+16  5.46342E-60
 9.57455E+16  5.55351E-60
 9.57296E+16  5.64762E-60
 9.57136E+16  5.74195E-60
 9.56976E+16  5.83606E-60
 9.56817E+16  5.93040E-60
 9.56657E+16  6.02563E-60
 9.56498E+16  6.12600E-60
 9.56338E+16  6.22995E-60
 9.56179E+16  6.33367E-60
 9.56019E+16  6.43628E-60
 9.55860E+16  6.53978E-60
 9.55700E+16  6.64664E-60
 9.55541E+16  6.75796E-60
 9.55382E+16  6.87241E-60
 9.55222E+16  6.98575E-60
 9.55063E+16  7.09864E-60
 9.54904E+16  7.21265E-60
 9.54744E+16  7.33113E-60
 9.54585E+16  7.45408E-60
 9.54426E+16  7.57926E-60
 9.54267E+16  7.70221E-60
 9.54108E+16  7.82494E-60
 9.53948E+16  7.94967E-60
 9.53789E+16  8.08089E-60
 9.53630E+16  8.21726E-60
 9.53471E+16  8.35407E-60
 9.53312E+16  8.48998E-60
 9.53153E+16  8.62589E-60
 9.52994E+16  8.76494E-60
 9.52835E+16  8.90845E-60
 9.52676E+16  9.05868E-60
 9.52517E+16  9.20823E-60
 9.52358E+16  9.35688E-60
 9.52200E+16  9.50643E-60
 9.52041E+16  9.65912E-60
 9.51882E+16  9.82007E-60
 9.51723E+16  9.98460E-60
 9.51565E+16  1.01480E-59
 9.51406E+16  1.03107E-59
 9.51247E+16  1.04744E-59
 9.51089E+16  1.06447E-59
 9.50930E+16  1.08227E-59
 9.50771E+16  1.10002E-59
 9.50613E+16  1.11770E-59
 9.50454E+16  1.13554E-59
 9.50296E+16  1.15369E-59
 9.50137E+16  1.17256E-59
 9.49979E+16  1.19214E-59
 9.49820E+16  1.21190E-59
 9.49662E+16  1.23148E-59
 9.49504E+16  1.25100E-59
 9.49345E+16  1.27100E-59
 9.49187E+16  1.29166E-59
 9.49028E+16  1.31328E-59
 9.48870E+16  1.33485E-59
 9.48712E+16  1.35626E-59
 9.48554E+16  1.37759E-59
 9.48396E+16  1.39970E-59
 9.48237E+16  1.42281E-59
 9.48079E+16  1.44642E-59
 9.47921E+16  1.47000E-59
 9.47763E+16  1.49348E-59
 9.47605E+16  1.51715E-59
 9.47447E+16  1.54158E-59
 9.47289E+16  1.56680E-59
 9.47131E+16  1.59255E-59
 9.46973E+16  1.61830E-59
 9.46815E+16  1.64379E-59
 9.46657E+16  1.66983E-59
 9.46499E+16  1.69688E-59
 9.46341E+16  1.72480E-59
 9.46184E+16  1.75328E-59
 9.46026E+16  1.78142E-59
 9.45868E+16  1.80957E-59
 9.45710E+16  1.83796E-59
 9.45552E+16  1.86742E-59
 9.45395E+16  1.89847E-59
 9.45237E+16  1.92959E-59
 9.45079E+16  1.96041E-59
 9.44922E+16  1.99135E-59
 9.44764E+16  2.02301E-59
 9.44607E+16  2.05605E-59
 9.44449E+16  2.08998E-59
 9.44292E+16  2.12403E-59
 9.44134E+16  2.15724E-59
 9.43977E+16  2.19113E-59
 9.43819E+16  2.22607E-59
 9.43662E+16  2.26227E-59
 9.43504E+16  2.29915E-59
 9.43347E+16  2.33626E-59
 9.43190E+16  2.37247E-59
 9.43032E+16  2.40958E-59
 9.42875E+16  2.44803E-59
 9.42718E+16  2.48849E-59
 9.42561E+16  2.52940E-59
 9.42403E+16  2.57009E-59
 9.42246E+16  2.60965E-59
 9.42089E+16  2.65056E-59
 9.41932E+16  2.69326E-59
 9.41775E+16  2.73752E-59
 9.41618E+16  2.78245E-59
 9.41461E+16  2.82694E-59
 9.41304E+16  2.87120E-59
 9.41147E+16  2.91546E-59
 9.40990E+16  2.96218E-59
 9.40833E+16  3.01069E-59
 9.40676E+16  3.05853E-59
 9.40519E+16  3.10704E-59
 9.40362E+16  3.15555E-59
 9.40205E+16  3.20517E-59
 9.40048E+16  3.25637E-59
 9.39892E+16  3.30979E-59
 9.39735E+16  3.36344E-59
 9.39578E+16  3.41598E-59
 9.39422E+16  3.46940E-59
 9.39265E+16  3.52395E-59
 9.39108E+16  3.58118E-59
 9.38952E+16  3.63907E-59
 9.38795E+16  3.69764E-59
 9.38638E+16  3.75532E-59
 9.38482E+16  3.81389E-59
 9.38325E+16  3.87402E-59
 9.38169E+16  3.93572E-59
 9.38012E+16  3.99920E-59
 9.37856E+16  4.06291E-59
 9.37700E+16  4.12640E-59
 9.37543E+16  4.18899E-59
 9.37387E+16  4.25516E-59
 9.37230E+16  4.32446E-59
 9.37074E+16  4.39488E-59
 9.36918E+16  4.46462E-59
 9.36762E+16  4.53414E-59
 9.36605E+16  4.60344E-59
 9.36449E+16  4.67677E-59
 9.36293E+16  4.75299E-59
 9.36137E+16  4.82855E-59
 9.35981E+16  4.90478E-59
 9.35824E+16  4.97967E-59
 9.35668E+16  5.05701E-59
 9.35512E+16  5.13615E-59
 9.35356E+16  5.21819E-59
 9.35200E+16  5.30224E-59
 9.35044E+16  5.38562E-59
 9.34888E+16  5.46878E-59
 9.34732E+16  5.55395E-59
 9.34577E+16  5.64046E-59
 9.34421E+16  5.73212E-59
 9.34265E+16  5.82422E-59
 9.34109E+16  5.91520E-59
 9.33953E+16  6.00618E-59
 9.33798E+16  6.09940E-59
 9.33642E+16  6.19597E-59
 9.33486E+16  6.29679E-59
 9.33330E+16  6.39738E-59
 9.33175E+16  6.49552E-59
 9.33019E+16  6.59321E-59
 9.32864E+16  6.69425E-59
 9.32708E+16  6.79686E-59
 9.32552E+16  6.90729E-59
 9.32397E+16  7.01705E-59
 9.32241E+16  7.12591E-59
 9.32086E+16  7.23545E-59
 9.31930E+16  7.34834E-59
 9.31775E+16  7.46637E-59
 9.31620E+16  7.58396E-59
 9.31464E+16  7.70378E-59
 9.31309E+16  7.82114E-59
 9.31154E+16  7.94118E-59
 9.30998E+16  8.06525E-59
 9.30843E+16  8.19513E-59
 9.30688E+16  8.32322E-59
 9.30532E+16  8.45332E-59
 9.30377E+16  8.58342E-59
 9.30222E+16  8.71487E-59
 9.30067E+16  8.84787E-59
 9.29912E+16  8.98804E-59
 9.29757E+16  9.12932E-59
 9.29602E+16  9.27104E-59
 9.29447E+16  9.41366E-59
 9.29292E+16  9.55763E-59
 9.29137E+16  9.70449E-59
 9.28982E+16  9.85606E-59
 9.28827E+16  1.00139E-58
 9.28672E+16  1.01699E-58
 9.28517E+16  1.03255E-58
 9.28362E+16  1.04820E-58
 9.28207E+16  1.06463E-58
 9.28052E+16  1.08117E-58
 9.27898E+16  1.09841E-58
 9.27743E+16  1.11548E-58
 9.27588E+16  1.13250E-58
 9.27433E+16  1.14928E-58
 9.27279E+16  1.16737E-58
 9.27124E+16  1.18570E-58
 9.26970E+16  1.20452E-58
 9.26815E+16  1.22245E-58
 9.26660E+16  1.24107E-58
 9.26506E+16  1.25987E-58
 9.26351E+16  1.27905E-58
 9.26197E+16  1.29957E-58
 9.26042E+16  1.32003E-58
 9.25888E+16  1.34008E-58
 9.25733E+16  1.36042E-58
 9.25579E+16  1.38047E-58
 9.25425E+16  1.40222E-58
 9.25270E+16  1.42471E-58
 9.25116E+16  1.44713E-58
 9.24962E+16  1.46877E-58
 9.24807E+16  1.49104E-58
 9.24653E+16  1.51380E-58
 9.24499E+16  1.53687E-58
 9.24345E+16  1.56132E-58
 9.24191E+16  1.58582E-58
 9.24036E+16  1.60941E-58
 9.23882E+16  1.63373E-58
 9.23728E+16  1.65742E-58
 9.23574E+16  1.68302E-58
 9.23420E+16  1.70969E-58
 9.23266E+16  1.73642E-58
 9.23112E+16  1.76186E-58
 9.22958E+16  1.78761E-58
 9.22804E+16  1.81498E-58
 9.22650E+16  1.84355E-58
 9.22496E+16  1.87290E-58
 9.22343E+16  1.90207E-58
 9.22189E+16  1.93073E-58
 9.22035E+16  1.95981E-58
 9.21881E+16  1.98970E-58
 9.21727E+16  2.01990E-58
 9.21574E+16  2.05189E-58
 9.21420E+16  2.08220E-58
 9.21266E+16  2.11249E-58
 9.21113E+16  2.14321E-58
 9.20959E+16  2.17457E-58
 9.20806E+16  2.20837E-58
 9.20652E+16  2.24326E-58
 9.20498E+16  2.27724E-58
 9.20345E+16  2.31122E-58
 9.20191E+16  2.34609E-58
 9.20038E+16  2.38209E-58
 9.19884E+16  2.41986E-58
 9.19731E+16  2.45764E-58
 9.19578E+16  2.49498E-58
 9.19424E+16  2.53141E-58
 9.19271E+16  2.56964E-58
 9.19118E+16  2.60809E-58
 9.18964E+16  2.64766E-58
 9.18811E+16  2.68767E-58
 9.18658E+16  2.72455E-58
 9.18504E+16  2.76479E-58
 9.18351E+16  2.80660E-58
 9.18198E+16  2.84996E-58
 9.18045E+16  2.89490E-58
 9.17892E+16  2.93871E-58
 9.17739E+16  2.98297E-58
 9.17586E+16  3.02746E-58
 9.17433E+16  3.07127E-58
 9.17280E+16  3.11933E-58
 9.17127E+16  3.16807E-58
 9.16974E+16  3.21635E-58
 9.16821E+16  3.26441E-58
 9.16668E+16  3.31315E-58
 9.16515E+16  3.35584E-58
 9.16362E+16  3.40771E-58
 9.16209E+16  3.45666E-58
 9.16057E+16  3.50919E-58
 9.15904E+16  3.56150E-58
 9.15751E+16  3.61471E-58
 9.15598E+16  3.66992E-58
 9.15446E+16  3.72514E-58
 9.15293E+16  3.78259E-58
 9.15140E+16  3.83892E-58
 9.14988E+16  3.89615E-58
 9.14835E+16  3.95427E-58
 9.14682E+16  4.01485E-58
 9.14530E+16  4.07230E-58
 9.14377E+16  4.13400E-58
 9.14225E+16  4.19615E-58
 9.14072E+16  4.25114E-58
 9.13920E+16  4.31216E-58
 9.13768E+16  4.37744E-58
 9.13615E+16  4.44249E-58
 9.13463E+16  4.51022E-58
 9.13310E+16  4.57751E-58
 9.13158E+16  4.64502E-58
 9.13006E+16  4.71454E-58
 9.12854E+16  4.78742E-58
 9.12701E+16  4.85851E-58
 9.12549E+16  4.93228E-58
 9.12397E+16  5.00135E-58
 9.12245E+16  5.07423E-58
 9.12092E+16  5.15068E-58
 9.11940E+16  5.22110E-58
 9.11788E+16  5.29755E-58
 9.11636E+16  5.37400E-58
 9.11484E+16  5.45202E-58
 9.11332E+16  5.53272E-58
 9.11180E+16  5.61543E-58
 9.11028E+16  5.69926E-58
 9.10876E+16  5.78554E-58
 9.10724E+16  5.87228E-58
 9.10572E+16  5.95365E-58
 9.10421E+16  6.04128E-58
 9.10269E+16  6.13293E-58
 9.10117E+16  6.22794E-58
 9.09965E+16  6.32294E-58
 9.09813E+16  6.40342E-58
 9.09662E+16  6.49731E-58
 9.09510E+16  6.58628E-58
 9.09358E+16  6.68173E-58
 9.09206E+16  6.77964E-58
 9.09055E+16  6.88069E-58
 9.08903E+16  6.98262E-58
 9.08752E+16  7.08389E-58
 9.08600E+16  7.18851E-58
 9.08449E+16  7.29760E-58
 9.08297E+16  7.40981E-58
 9.08146E+16  7.51197E-58
 9.07994E+16  7.62241E-58
 9.07843E+16  7.71451E-58
 9.07691E+16  7.82203E-58
 9.07540E+16  7.94096E-58
 9.07388E+16  8.05228E-58
 9.07237E+16  8.17232E-58
 9.07086E+16  8.29147E-58
 9.06935E+16  8.40772E-58
 9.06783E+16  8.52977E-58
 9.06632E+16  8.65920E-58
 9.06481E+16  8.79065E-58
 9.06330E+16  8.91807E-58
 9.06179E+16  9.03677E-58
 9.06027E+16  9.15614E-58
 9.05876E+16  9.26769E-58
 9.05725E+16  9.40785E-58
 9.05574E+16  9.54421E-58
 9.05423E+16  9.67633E-58
 9.05272E+16  9.81493E-58
 9.05121E+16  9.95576E-58
 9.04970E+16  1.01022E-57
 9.04819E+16  1.02482E-57
 9.04668E+16  1.03906E-57
 9.04518E+16  1.05412E-57
 9.04367E+16  1.06917E-57
 9.04216E+16  1.08419E-57
 9.04065E+16  1.09718E-57
 9.03914E+16  1.11146E-57
 9.03763E+16  1.12753E-57
 9.03613E+16  1.14361E-57
 9.03462E+16  1.15896E-57
 9.03311E+16  1.17506E-57
 9.03161E+16  1.19091E-57
 9.03010E+16  1.20857E-57
 9.02859E+16  1.22618E-57
 9.02709E+16  1.24313E-57
 9.02558E+16  1.26030E-57
 9.02408E+16  1.27445E-57
 9.02257E+16  1.29182E-57
 9.02107E+16  1.31086E-57
 9.01956E+16  1.32767E-57
 9.01806E+16  1.34632E-57
 9.01656E+16  1.36483E-57
 9.01505E+16  1.38103E-57
 9.01355E+16  1.40068E-57
 9.01204E+16  1.42111E-57
 9.01054E+16  1.44146E-57
 9.00904E+16  1.45766E-57
 9.00754E+16  1.47731E-57
 9.00603E+16  1.49564E-57
 9.00453E+16  1.51672E-57
 9.00303E+16  1.53890E-57
 9.00153E+16  1.55900E-57
 9.00003E+16  1.57809E-57
 8.99853E+16  1.59894E-57
 8.99702E+16  1.62148E-57
 8.99552E+16  1.64468E-57
 8.99402E+16  1.66373E-57
 8.99252E+16  1.68633E-57
 8.99102E+16  1.70975E-57
 8.98952E+16  1.73282E-57
 8.98802E+16  1.75426E-57
 8.98653E+16  1.77977E-57
 8.98503E+16  1.80561E-57
 8.98353E+16  1.82799E-57
 8.98203E+16  1.85039E-57
 8.98053E+16  1.87176E-57
 8.97904E+16  1.89494E-57
 8.97754E+16  1.92114E-57
 8.97604E+16  1.94892E-57
 8.97454E+16  1.97629E-57
 8.97305E+16  2.00363E-57
 8.97155E+16  2.03096E-57
 8.97005E+16  2.05227E-57
 8.96856E+16  2.08211E-57
 8.96706E+16  2.10753E-57
 8.96557E+16  2.13467E-57
 8.96407E+16  2.15720E-57
 8.96258E+16  2.18686E-57
 8.96108E+16  2.21693E-57
 8.95959E+16  2.24908E-57
 8.95809E+16  2.28149E-57
 8.95660E+16  2.31346E-57
 8.95510E+16  2.33939E-57
 8.95361E+16  2.36353E-57
 8.95212E+16  2.39684E-57
 8.95062E+16  2.42925E-57
 8.94913E+16  2.45876E-57
 8.94764E+16  2.49050E-57
 8.94615E+16  2.52426E-57
 8.94466E+16  2.55891E-57
