 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    42.500  kK,    Logg :    4.000 cm/s^2
 Reff :     9.752  R0,    L    :  2.799E+05 L0 
 Mdot :  6.761E-07 M0/yr,  Vinf :  2700.000 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 1.16883E+17  1.02452E-60
 1.16863E+17  1.05000E-60
 1.16844E+17  1.07613E-60
 1.16824E+17  1.10339E-60
 1.16805E+17  1.13187E-60
 1.16785E+17  1.16090E-60
 1.16766E+17  1.19011E-60
 1.16746E+17  1.21964E-60
 1.16727E+17  1.25001E-60
 1.16707E+17  1.28177E-60
 1.16688E+17  1.31486E-60
 1.16668E+17  1.34845E-60
 1.16649E+17  1.38221E-60
 1.16630E+17  1.41646E-60
 1.16610E+17  1.45180E-60
 1.16591E+17  1.48880E-60
 1.16571E+17  1.52718E-60
 1.16552E+17  1.56603E-60
 1.16532E+17  1.60509E-60
 1.16513E+17  1.64482E-60
 1.16493E+17  1.68588E-60
 1.16474E+17  1.72904E-60
 1.16454E+17  1.77349E-60
 1.16435E+17  1.81842E-60
 1.16416E+17  1.86368E-60
 1.16396E+17  1.90975E-60
 1.16377E+17  1.95759E-60
 1.16357E+17  2.00770E-60
 1.16338E+17  2.05926E-60
 1.16319E+17  2.11115E-60
 1.16299E+17  2.16352E-60
 1.16280E+17  2.21702E-60
 1.16260E+17  2.27262E-60
 1.16241E+17  2.33081E-60
 1.16222E+17  2.39046E-60
 1.16202E+17  2.45059E-60
 1.16183E+17  2.51120E-60
 1.16164E+17  2.57327E-60
 1.16144E+17  2.63793E-60
 1.16125E+17  2.70565E-60
 1.16105E+17  2.77467E-60
 1.16086E+17  2.84417E-60
 1.16067E+17  2.91433E-60
 1.16047E+17  2.98642E-60
 1.16028E+17  3.06174E-60
 1.16009E+17  3.14029E-60
 1.15989E+17  3.22014E-60
 1.15970E+17  3.30032E-60
 1.15951E+17  3.38162E-60
 1.15931E+17  3.46535E-60
 1.15912E+17  3.55296E-60
 1.15893E+17  3.64412E-60
 1.15873E+17  3.73641E-60
 1.15854E+17  3.82919E-60
 1.15835E+17  3.92343E-60
 1.15815E+17  4.02057E-60
 1.15796E+17  4.12257E-60
 1.15777E+17  4.22812E-60
 1.15757E+17  4.33480E-60
 1.15738E+17  4.44212E-60
 1.15719E+17  4.55123E-60
 1.15699E+17  4.66421E-60
 1.15680E+17  4.78253E-60
 1.15661E+17  4.90489E-60
 1.15642E+17  5.02822E-60
 1.15622E+17  5.15236E-60
 1.15603E+17  5.27876E-60
 1.15584E+17  5.41001E-60
 1.15564E+17  5.54756E-60
 1.15545E+17  5.68900E-60
 1.15526E+17  5.83156E-60
 1.15507E+17  5.97526E-60
 1.15487E+17  6.12186E-60
 1.15468E+17  6.27429E-60
 1.15449E+17  6.43382E-60
 1.15430E+17  6.59756E-60
 1.15410E+17  6.76227E-60
 1.15391E+17  6.92859E-60
 1.15372E+17  7.09848E-60
 1.15353E+17  7.27547E-60
 1.15333E+17  7.46054E-60
 1.15314E+17  7.64998E-60
 1.15295E+17  7.84039E-60
 1.15276E+17  8.03274E-60
 1.15256E+17  8.22978E-60
 1.15237E+17  8.43522E-60
 1.15218E+17  8.64987E-60
 1.15199E+17  8.86889E-60
 1.15180E+17  9.08904E-60
 1.15160E+17  9.31146E-60
 1.15141E+17  9.53969E-60
 1.15122E+17  9.77794E-60
 1.15103E+17  1.00264E-59
 1.15084E+17  1.02792E-59
 1.15064E+17  1.05334E-59
 1.15045E+17  1.07911E-59
 1.15026E+17  1.10565E-59
 1.15007E+17  1.13339E-59
 1.14988E+17  1.16219E-59
 1.14968E+17  1.19132E-59
 1.14949E+17  1.22064E-59
 1.14930E+17  1.25046E-59
 1.14911E+17  1.28132E-59
 1.14892E+17  1.31360E-59
 1.14873E+17  1.34689E-59
 1.14853E+17  1.38047E-59
 1.14834E+17  1.41431E-59
 1.14815E+17  1.44884E-59
 1.14796E+17  1.48471E-59
 1.14777E+17  1.52222E-59
 1.14758E+17  1.56068E-59
 1.14738E+17  1.59937E-59
 1.14719E+17  1.63852E-59
 1.14700E+17  1.67844E-59
 1.14681E+17  1.72015E-59
 1.14662E+17  1.76379E-59
 1.14643E+17  1.80808E-59
 1.14624E+17  1.85269E-59
 1.14605E+17  1.89779E-59
 1.14586E+17  1.94434E-59
 1.14566E+17  1.99283E-59
 1.14547E+17  2.04326E-59
 1.14528E+17  2.09434E-59
 1.14509E+17  2.14574E-59
 1.14490E+17  2.19795E-59
 1.14471E+17  2.25193E-59
 1.14452E+17  2.30818E-59
 1.14433E+17  2.36654E-59
 1.14414E+17  2.42553E-59
 1.14395E+17  2.48485E-59
 1.14376E+17  2.54515E-59
 1.14356E+17  2.60786E-59
 1.14337E+17  2.67332E-59
 1.14318E+17  2.74073E-59
 1.14299E+17  2.80861E-59
 1.14280E+17  2.87699E-59
 1.14261E+17  2.94698E-59
 1.14242E+17  3.01955E-59
 1.14223E+17  3.09552E-59
 1.14204E+17  3.17343E-59
 1.14185E+17  3.25150E-59
 1.14166E+17  3.33054E-59
 1.14147E+17  3.41152E-59
 1.14128E+17  3.49606E-59
 1.14109E+17  3.58415E-59
 1.14090E+17  3.67370E-59
 1.14071E+17  3.76389E-59
 1.14052E+17  3.85506E-59
 1.14033E+17  3.94897E-59
 1.14014E+17  4.04708E-59
 1.13995E+17  4.14908E-59
 1.13976E+17  4.25236E-59
 1.13957E+17  4.35613E-59
 1.13938E+17  4.46168E-59
 1.13919E+17  4.57046E-59
 1.13900E+17  4.68426E-59
 1.13881E+17  4.80209E-59
 1.13862E+17  4.92122E-59
 1.13843E+17  5.04099E-59
 1.13824E+17  5.16287E-59
 1.13805E+17  5.28910E-59
 1.13786E+17  5.42116E-59
 1.13767E+17  5.55726E-59
 1.13748E+17  5.69433E-59
 1.13729E+17  5.83253E-59
 1.13710E+17  5.97348E-59
 1.13691E+17  6.11992E-59
 1.13672E+17  6.27299E-59
 1.13653E+17  6.42994E-59
 1.13634E+17  6.58802E-59
 1.13615E+17  6.74740E-59
 1.13596E+17  6.91049E-59
 1.13577E+17  7.08021E-59
 1.13558E+17  7.25753E-59
 1.13539E+17  7.43856E-59
 1.13520E+17  7.62057E-59
 1.13501E+17  7.80451E-59
 1.13482E+17  7.99330E-59
 1.13463E+17  8.19018E-59
 1.13444E+17  8.39546E-59
 1.13426E+17  8.60397E-59
 1.13407E+17  8.81361E-59
 1.13388E+17  9.02600E-59
 1.13369E+17  9.24454E-59
 1.13350E+17  9.47277E-59
 1.13331E+17  9.71005E-59
 1.13312E+17  9.95025E-59
 1.13293E+17  1.01919E-58
 1.13274E+17  1.04371E-58
 1.13256E+17  1.06902E-58
 1.13237E+17  1.09548E-58
 1.13218E+17  1.12288E-58
 1.13199E+17  1.15055E-58
 1.13180E+17  1.17840E-58
 1.13161E+17  1.20672E-58
 1.13142E+17  1.23603E-58
 1.13123E+17  1.26667E-58
 1.13104E+17  1.29829E-58
 1.13086E+17  1.33016E-58
 1.13067E+17  1.36227E-58
 1.13048E+17  1.39498E-58
 1.13029E+17  1.42891E-58
 1.13010E+17  1.46440E-58
 1.12991E+17  1.50087E-58
 1.12972E+17  1.53758E-58
 1.12954E+17  1.57459E-58
 1.12935E+17  1.61240E-58
 1.12916E+17  1.65161E-58
 1.12897E+17  1.69267E-58
 1.12878E+17  1.73486E-58
 1.12860E+17  1.77704E-58
 1.12841E+17  1.81972E-58
 1.12822E+17  1.86352E-58
 1.12803E+17  1.90894E-58
 1.12784E+17  1.95646E-58
 1.12765E+17  2.00479E-58
 1.12747E+17  2.05361E-58
 1.12728E+17  2.10274E-58
 1.12709E+17  2.15334E-58
 1.12690E+17  2.20587E-58
 1.12671E+17  2.26082E-58
 1.12653E+17  2.31659E-58
 1.12634E+17  2.37268E-58
 1.12615E+17  2.42941E-58
 1.12596E+17  2.48776E-58
 1.12577E+17  2.54870E-58
 1.12559E+17  2.61206E-58
 1.12540E+17  2.67640E-58
 1.12521E+17  2.74105E-58
 1.12502E+17  2.80651E-58
 1.12484E+17  2.87392E-58
 1.12465E+17  2.94439E-58
 1.12446E+17  3.01761E-58
 1.12427E+17  3.09164E-58
 1.12409E+17  3.16600E-58
 1.12390E+17  3.24164E-58
 1.12371E+17  3.31955E-58
 1.12352E+17  3.40102E-58
 1.12334E+17  3.48539E-58
 1.12315E+17  3.57074E-58
 1.12296E+17  3.65640E-58
 1.12277E+17  3.74353E-58
 1.12259E+17  3.83372E-58
 1.12240E+17  3.92795E-58
 1.12221E+17  4.02526E-58
 1.12202E+17  4.12337E-58
 1.12184E+17  4.22214E-58
 1.12165E+17  4.32267E-58
 1.12146E+17  4.42693E-58
 1.12128E+17  4.53571E-58
 1.12109E+17  4.64789E-58
 1.12090E+17  4.76087E-58
 1.12072E+17  4.87483E-58
 1.12053E+17  4.99072E-58
 1.12034E+17  5.11098E-58
 1.12016E+17  5.23690E-58
 1.11997E+17  5.36604E-58
 1.11978E+17  5.49632E-58
 1.11960E+17  5.62741E-58
 1.11941E+17  5.76125E-58
 1.11922E+17  5.90010E-58
 1.11904E+17  6.04541E-58
 1.11885E+17  6.19428E-58
 1.11866E+17  6.34411E-58
 1.11848E+17  6.49524E-58
 1.11829E+17  6.64961E-58
 1.11810E+17  6.81011E-58
 1.11792E+17  6.97773E-58
 1.11773E+17  7.14923E-58
 1.11754E+17  7.32186E-58
 1.11736E+17  7.49594E-58
 1.11717E+17  7.67391E-58
 1.11698E+17  7.85914E-58
 1.11680E+17  8.05262E-58
 1.11661E+17  8.25014E-58
 1.11642E+17  8.44880E-58
 1.11624E+17  8.64939E-58
 1.11605E+17  8.85467E-58
 1.11587E+17  9.06851E-58
 1.11568E+17  9.29174E-58
 1.11549E+17  9.51916E-58
 1.11531E+17  9.74788E-58
 1.11512E+17  9.97886E-58
 1.11494E+17  1.02157E-57
 1.11475E+17  1.04625E-57
 1.11456E+17  1.07198E-57
 1.11438E+17  1.09817E-57
 1.11419E+17  1.12450E-57
 1.11401E+17  1.15110E-57
 1.11382E+17  1.17842E-57
 1.11364E+17  1.20688E-57
 1.11345E+17  1.23654E-57
 1.11326E+17  1.26671E-57
 1.11308E+17  1.29701E-57
 1.11289E+17  1.32766E-57
 1.11271E+17  1.35913E-57
 1.11252E+17  1.39196E-57
 1.11234E+17  1.42614E-57
 1.11215E+17  1.46086E-57
 1.11196E+17  1.49576E-57
 1.11178E+17  1.53106E-57
 1.11159E+17  1.56733E-57
 1.11141E+17  1.60519E-57
 1.11122E+17  1.64450E-57
 1.11104E+17  1.68459E-57
 1.11085E+17  1.72467E-57
 1.11067E+17  1.76524E-57
 1.11048E+17  1.80711E-57
 1.11030E+17  1.85059E-57
 1.11011E+17  1.89585E-57
 1.10993E+17  1.94159E-57
 1.10974E+17  1.98782E-57
 1.10956E+17  2.03469E-57
 1.10937E+17  2.08319E-57
 1.10919E+17  2.13362E-57
 1.10900E+17  2.18566E-57
 1.10882E+17  2.23820E-57
 1.10863E+17  2.29105E-57
 1.10845E+17  2.34504E-57
 1.10826E+17  2.40113E-57
 1.10808E+17  2.45948E-57
 1.10789E+17  2.51928E-57
 1.10771E+17  2.57925E-57
 1.10752E+17  2.64003E-57
 1.10734E+17  2.70242E-57
 1.10715E+17  2.76740E-57
 1.10697E+17  2.83480E-57
 1.10678E+17  2.90317E-57
 1.10660E+17  2.97187E-57
 1.10641E+17  3.04170E-57
 1.10623E+17  3.11379E-57
 1.10604E+17  3.18895E-57
 1.10586E+17  3.26653E-57
 1.10568E+17  3.34477E-57
 1.10549E+17  3.42348E-57
 1.10531E+17  3.50398E-57
 1.10512E+17  3.58738E-57
 1.10494E+17  3.67451E-57
 1.10476E+17  3.76357E-57
 1.10457E+17  3.85312E-57
 1.10439E+17  3.94363E-57
 1.10420E+17  4.03658E-57
 1.10402E+17  4.13323E-57
 1.10383E+17  4.23377E-57
 1.10365E+17  4.33577E-57
 1.10346E+17  4.43841E-57
 1.10328E+17  4.54250E-57
 1.10310E+17  4.64983E-57
 1.10291E+17  4.76184E-57
 1.10273E+17  4.87741E-57
 1.10255E+17  4.99412E-57
 1.10236E+17  5.11163E-57
 1.10218E+17  5.23140E-57
