 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    27.500  kK,    Logg :    3.000 cm/s^2
 Reff :    24.759  R0,    L    :  3.163E+05 L0 
 Mdot :  9.550E-07 M0/yr,  Vinf :  1516.400 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 6.46672E+16  1.01351E-60
 6.46564E+16  1.00152E-60
 6.46456E+16  1.02354E-60
 6.46348E+16  1.04621E-60
 6.46241E+16  1.06953E-60
 6.46133E+16  1.09303E-60
 6.46025E+16  1.11036E-60
 6.45917E+16  1.13461E-60
 6.45810E+16  1.15970E-60
 6.45702E+16  1.18443E-60
 6.45594E+16  1.21073E-60
 6.45487E+16  1.23596E-60
 6.45379E+16  1.26279E-60
 6.45271E+16  1.29047E-60
 6.45164E+16  1.31900E-60
 6.45056E+16  1.32938E-60
 6.44948E+16  1.35880E-60
 6.44841E+16  1.38784E-60
 6.44733E+16  1.41814E-60
 6.44626E+16  1.44917E-60
 6.44518E+16  1.47995E-60
 6.44411E+16  1.51307E-60
 6.44303E+16  1.54644E-60
 6.44196E+16  1.58009E-60
 6.44088E+16  1.61459E-60
 6.43981E+16  1.65033E-60
 6.43874E+16  1.68708E-60
 6.43766E+16  1.70151E-60
 6.43659E+16  1.73894E-60
 6.43552E+16  1.77685E-60
 6.43444E+16  1.80556E-60
 6.43337E+16  1.84495E-60
 6.43230E+16  1.88628E-60
 6.43122E+16  1.92600E-60
 6.43015E+16  1.96819E-60
 6.42908E+16  2.01106E-60
 6.42801E+16  2.05556E-60
 6.42693E+16  2.10140E-60
 6.42586E+16  2.14833E-60
 6.42479E+16  2.14954E-60
 6.42372E+16  2.19663E-60
 6.42265E+16  2.24499E-60
 6.42158E+16  2.29489E-60
 6.42050E+16  2.34627E-60
 6.41943E+16  2.39813E-60
 6.41836E+16  2.45117E-60
 6.41729E+16  2.50462E-60
 6.41622E+16  2.55645E-60
 6.41515E+16  2.61363E-60
 6.41408E+16  2.67231E-60
 6.41301E+16  2.73200E-60
 6.41194E+16  2.79195E-60
 6.41087E+16  2.85290E-60
 6.40980E+16  2.89723E-60
 6.40874E+16  2.96221E-60
 6.40767E+16  3.02845E-60
 6.40660E+16  3.09595E-60
 6.40553E+16  3.16396E-60
 6.40446E+16  3.23347E-60
 6.40339E+16  3.30374E-60
 6.40233E+16  3.37754E-60
 6.40126E+16  3.45335E-60
 6.40019E+16  3.52992E-60
 6.39912E+16  3.60573E-60
 6.39806E+16  3.68507E-60
 6.39699E+16  3.73846E-60
 6.39592E+16  3.82259E-60
 6.39486E+16  3.90822E-60
 6.39379E+16  3.98857E-60
 6.39272E+16  4.07068E-60
 6.39166E+16  4.16085E-60
 6.39059E+16  4.25404E-60
 6.38952E+16  4.34949E-60
 6.38846E+16  4.44672E-60
 6.38739E+16  4.54469E-60
 6.38633E+16  4.64166E-60
 6.38526E+16  4.74190E-60
 6.38420E+16  4.80311E-60
 6.38313E+16  4.91091E-60
 6.38207E+16  5.02072E-60
 6.38100E+16  5.12625E-60
 6.37994E+16  5.23909E-60
 6.37888E+16  5.35419E-60
 6.37781E+16  5.47459E-60
 6.37675E+16  5.59775E-60
 6.37568E+16  5.72016E-60
 6.37462E+16  5.84584E-60
 6.37356E+16  5.97454E-60
 6.37250E+16  6.10828E-60
 6.37143E+16  6.24505E-60
 6.37037E+16  6.36620E-60
 6.36931E+16  6.50749E-60
 6.36824E+16  6.64955E-60
 6.36718E+16  6.79109E-60
 6.36612E+16  6.94322E-60
 6.36506E+16  7.09938E-60
 6.36400E+16  7.25503E-60
 6.36294E+16  7.41547E-60
 6.36187E+16  7.57793E-60
 6.36081E+16  7.74592E-60
 6.35975E+16  7.91795E-60
 6.35869E+16  8.06907E-60
 6.35763E+16  8.24941E-60
 6.35657E+16  8.43050E-60
 6.35551E+16  8.61537E-60
 6.35445E+16  8.80654E-60
 6.35339E+16  9.00425E-60
 6.35233E+16  9.20549E-60
 6.35127E+16  9.41026E-60
 6.35021E+16  9.61276E-60
 6.34915E+16  9.82307E-60
 6.34810E+16  1.00417E-59
 6.34704E+16  1.02666E-59
 6.34598E+16  1.04883E-59
 6.34492E+16  1.06981E-59
 6.34386E+16  1.09323E-59
 6.34280E+16  1.11721E-59
 6.34174E+16  1.14212E-59
 6.34069E+16  1.16773E-59
 6.33963E+16  1.19390E-59
 6.33857E+16  1.22030E-59
 6.33752E+16  1.24679E-59
 6.33646E+16  1.27430E-59
 6.33540E+16  1.30203E-59
 6.33434E+16  1.33127E-59
 6.33329E+16  1.36033E-59
 6.33223E+16  1.39036E-59
 6.33118E+16  1.41879E-59
 6.33012E+16  1.44987E-59
 6.32906E+16  1.48234E-59
 6.32801E+16  1.51551E-59
 6.32695E+16  1.54931E-59
 6.32590E+16  1.58331E-59
 6.32484E+16  1.61651E-59
 6.32379E+16  1.65122E-59
 6.32273E+16  1.68806E-59
 6.32168E+16  1.72592E-59
 6.32062E+16  1.76433E-59
 6.31957E+16  1.80171E-59
 6.31852E+16  1.83901E-59
 6.31746E+16  1.87868E-59
 6.31641E+16  1.92079E-59
 6.31536E+16  1.96303E-59
 6.31430E+16  2.00663E-59
 6.31325E+16  2.05060E-59
 6.31220E+16  2.09548E-59
 6.31114E+16  2.13850E-59
 6.31009E+16  2.18638E-59
 6.30904E+16  2.23530E-59
 6.30799E+16  2.28381E-59
 6.30693E+16  2.33383E-59
 6.30588E+16  2.38523E-59
 6.30483E+16  2.43820E-59
 6.30378E+16  2.49233E-59
 6.30273E+16  2.54789E-59
 6.30168E+16  2.60154E-59
 6.30062E+16  2.65821E-59
 6.29957E+16  2.71462E-59
 6.29852E+16  2.77532E-59
 6.29747E+16  2.83728E-59
 6.29642E+16  2.89899E-59
 6.29537E+16  2.96271E-59
 6.29432E+16  3.02770E-59
 6.29327E+16  3.09419E-59
 6.29222E+16  3.16320E-59
 6.29117E+16  3.23397E-59
 6.29012E+16  3.30576E-59
 6.28908E+16  3.37829E-59
 6.28803E+16  3.45234E-59
 6.28698E+16  3.52841E-59
 6.28593E+16  3.60724E-59
 6.28488E+16  3.68759E-59
 6.28383E+16  3.76718E-59
 6.28278E+16  3.84979E-59
 6.28174E+16  3.93417E-59
 6.28069E+16  4.02081E-59
 6.27964E+16  4.10669E-59
 6.27860E+16  4.19157E-59
 6.27755E+16  4.28451E-59
 6.27650E+16  4.37821E-59
 6.27545E+16  4.47341E-59
 6.27441E+16  4.57265E-59
 6.27336E+16  4.67491E-59
 6.27231E+16  4.77918E-59
 6.27127E+16  4.87791E-59
