 CMFGEN: observer frame O-star fluxes
 OStar Grid 2009, 15km/s vturb
 T    :    37.500  kK,    Logg :    3.750 cm/s^2
 Reff :    13.609  R0,    L    :  3.304E+05 L0 
 Mdot :  1.552E-06 M0/yr,  Vinf :  2350.000 km/s
 Frequency         Hnu
 (Hz)              (ergs/s/cm2/Hz/sr)
 1.01630E+17  1.01748E-60
 1.01613E+17  1.03980E-60
 1.01596E+17  1.06296E-60
 1.01579E+17  1.08746E-60
 1.01562E+17  1.11262E-60
 1.01546E+17  1.13796E-60
 1.01529E+17  1.16312E-60
 1.01512E+17  1.18862E-60
 1.01495E+17  1.21512E-60
 1.01478E+17  1.24313E-60
 1.01461E+17  1.27189E-60
 1.01444E+17  1.30065E-60
 1.01427E+17  1.32941E-60
 1.01410E+17  1.35842E-60
 1.01393E+17  1.38886E-60
 1.01376E+17  1.42096E-60
 1.01359E+17  1.45373E-60
 1.01342E+17  1.48642E-60
 1.01326E+17  1.51911E-60
 1.01309E+17  1.55239E-60
 1.01292E+17  1.58725E-60
 1.01275E+17  1.62396E-60
 1.01258E+17  1.66124E-60
 1.01241E+17  1.69845E-60
 1.01224E+17  1.73565E-60
 1.01207E+17  1.77369E-60
 1.01190E+17  1.81366E-60
 1.01174E+17  1.85554E-60
 1.01157E+17  1.89801E-60
 1.01140E+17  1.94032E-60
 1.01123E+17  1.98279E-60
 1.01106E+17  2.02618E-60
 1.01089E+17  2.07200E-60
 1.01072E+17  2.11982E-60
 1.01056E+17  2.16814E-60
 1.01039E+17  2.21630E-60
 1.01022E+17  2.26462E-60
 1.01005E+17  2.31429E-60
 1.00988E+17  2.36671E-60
 1.00971E+17  2.42130E-60
 1.00954E+17  2.47631E-60
 1.00938E+17  2.53116E-60
 1.00921E+17  2.58617E-60
 1.00904E+17  2.64294E-60
 1.00887E+17  2.70297E-60
 1.00870E+17  2.76526E-60
 1.00854E+17  2.82779E-60
 1.00837E+17  2.89016E-60
 1.00820E+17  2.95295E-60
 1.00803E+17  3.01783E-60
 1.00786E+17  3.08638E-60
 1.00769E+17  3.15737E-60
 1.00753E+17  3.22860E-60
 1.00736E+17  3.29958E-60
 1.00719E+17  3.37106E-60
 1.00702E+17  3.44530E-60
 1.00685E+17  3.52364E-60
 1.00669E+17  3.60457E-60
 1.00652E+17  3.68550E-60
 1.00635E+17  3.76627E-60
 1.00618E+17  3.84778E-60
 1.00602E+17  3.93256E-60
 1.00585E+17  4.02218E-60
 1.00568E+17  4.11423E-60
 1.00551E+17  4.20637E-60
 1.00534E+17  4.29833E-60
 1.00518E+17  4.39122E-60
 1.00501E+17  4.48812E-60
 1.00484E+17  4.59037E-60
 1.00467E+17  4.69521E-60
 1.00451E+17  4.79996E-60
 1.00434E+17  4.90456E-60
 1.00417E+17  5.01048E-60
 1.00400E+17  5.12118E-60
 1.00384E+17  5.23789E-60
 1.00367E+17  5.35720E-60
 1.00350E+17  5.47633E-60
 1.00333E+17  5.59531E-60
 1.00317E+17  5.71603E-60
 1.00300E+17  5.84228E-60
 1.00283E+17  5.97538E-60
 1.00266E+17  6.11115E-60
 1.00250E+17  6.24659E-60
 1.00233E+17  6.38195E-60
 1.00216E+17  6.51940E-60
 1.00200E+17  6.66345E-60
 1.00183E+17  6.81511E-60
 1.00166E+17  6.96945E-60
 1.00149E+17  7.12345E-60
 1.00133E+17  7.27728E-60
 1.00116E+17  7.43379E-60
 1.00099E+17  7.59808E-60
 1.00083E+17  7.77081E-60
 1.00066E+17  7.94629E-60
 1.00049E+17  8.12128E-60
 1.00033E+17  8.29618E-60
 1.00016E+17  8.47426E-60
 9.99992E+16  8.66154E-60
 9.99825E+16  8.85801E-60
 9.99659E+16  9.05783E-60
 9.99492E+16  9.25598E-60
 9.99325E+16  9.45496E-60
 9.99158E+16  9.65812E-60
 9.98992E+16  9.87131E-60
 9.98825E+16  1.00945E-59
 9.98659E+16  1.03211E-59
 9.98492E+16  1.05468E-59
 9.98326E+16  1.07726E-59
 9.98159E+16  1.10033E-59
 9.97993E+16  1.12458E-59
 9.97826E+16  1.15000E-59
 9.97660E+16  1.17566E-59
 9.97493E+16  1.20125E-59
 9.97327E+16  1.22691E-59
 9.97161E+16  1.25308E-59
 9.96994E+16  1.28059E-59
 9.96828E+16  1.30943E-59
 9.96662E+16  1.33853E-59
 9.96496E+16  1.36754E-59
 9.96329E+16  1.39663E-59
 9.96163E+16  1.42631E-59
 9.95997E+16  1.45758E-59
 9.95831E+16  1.49035E-59
 9.95665E+16  1.52338E-59
 9.95499E+16  1.55632E-59
 9.95333E+16  1.58926E-59
 9.95167E+16  1.62304E-59
 9.95001E+16  1.65857E-59
 9.94835E+16  1.69577E-59
 9.94669E+16  1.73331E-59
 9.94503E+16  1.77077E-59
 9.94337E+16  1.80822E-59
 9.94171E+16  1.84651E-59
 9.94006E+16  1.88681E-59
 9.93840E+16  1.92895E-59
 9.93674E+16  1.97142E-59
 9.93508E+16  2.01381E-59
 9.93343E+16  2.05636E-59
 9.93177E+16  2.10034E-59
 9.93011E+16  2.14666E-59
 9.92846E+16  2.19448E-59
 9.92680E+16  2.24239E-59
 9.92514E+16  2.29021E-59
 9.92349E+16  2.33853E-59
 9.92183E+16  2.38895E-59
 9.92018E+16  2.44195E-59
 9.91852E+16  2.49605E-59
 9.91687E+16  2.55005E-59
 9.91522E+16  2.60398E-59
 9.91356E+16  2.65908E-59
 9.91191E+16  2.71693E-59
 9.91026E+16  2.77738E-59
 9.90860E+16  2.83841E-59
 9.90695E+16  2.89928E-59
 9.90530E+16  2.96039E-59
 9.90365E+16  3.02335E-59
 9.90200E+16  3.08965E-59
 9.90034E+16  3.15829E-59
 9.89869E+16  3.22709E-59
