 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.40 Teff 30.20 logg 3.14 R/R0 28.12 R 1.9558E+12
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 3.17728970E-60
 5.39979250E+01 1.65068210E-58
 5.86907500E+01 5.29939650E-57
 6.42768940E+01 1.19113310E-55
 6.72896990E+01 5.13075390E-55
 7.05988270E+01 2.51514420E-54
 7.23785180E+01 8.32014160E-54
 7.42502560E+01 8.57602100E-53
 7.42530130E+01 8.37400620E-54
 8.28169820E+01 3.93058650E-49
 8.60000000E+01 3.59778370E-47
 9.36183240E+01 5.19032280E-43
 9.96000000E+01 3.60574610E-40
 1.03800000E+02 2.38541580E-38
 1.07659770E+02 8.79084370E-37
 1.16388060E+02 1.46983800E-33
 1.21300000E+02 6.45885810E-32
 1.26656480E+02 2.98841960E-30
 1.26657280E+02 2.99007140E-30
 1.27447660E+02 5.13849160E-30
 1.27448480E+02 5.14133530E-30
 1.29343070E+02 1.83696920E-29
 1.31295690E+02 6.58726140E-29
 1.33308180E+02 2.36840540E-28
 1.34337740E+02 4.49471700E-28
 1.35383330E+02 8.53421780E-28
 1.35384240E+02 8.53897990E-28
 1.37200850E+02 2.54410230E-27
 1.39067840E+02 7.59173360E-27
 1.39068810E+02 7.59597750E-27
 1.40058470E+02 1.34050400E-26
 1.41063320E+02 2.36736580E-26
 1.41064320E+02 2.36869000E-26
 1.44205920E+02 1.33286230E-25
 1.47491730E+02 7.50540920E-25
 1.50930770E+02 4.22305310E-24
 1.52711150E+02 1.00117050E-23
 1.54534020E+02 2.37229140E-23
 1.54535210E+02 2.38030380E-23
 1.57236080E+02 8.22671520E-23
 1.60034310E+02 2.84058890E-22
 1.60035590E+02 2.84403890E-22
 1.60224390E+02 3.08704550E-22
 1.60225670E+02 3.08877730E-22
 1.62147230E+02 7.03525730E-22
 1.64116780E+02 1.60196450E-21
 1.64118130E+02 4.18058060E-23
 1.65325350E+02 6.85081310E-23
 1.66551860E+02 1.12297960E-22
 1.66553240E+02 1.12360260E-22
 1.68739650E+02 2.66183010E-22
 1.70985680E+02 6.30373100E-22
 1.70987140E+02 5.51239160E-22
 1.71113420E+02 5.78211600E-22
 1.71114880E+02 4.57980100E-22
 1.71458910E+02 5.21442210E-22
 1.71460380E+02 2.40043820E-22
 1.72433830E+02 3.45533750E-22
 1.72435320E+02 2.16928170E-24
 1.75831390E+02 7.53290420E-24
 1.79365540E+02 2.62429770E-23
 1.79367150E+02 2.62535980E-23
 1.80916590E+02 4.47180280E-23
 1.80918230E+02 4.47429340E-23
 1.83985820E+02 1.25216480E-22
 1.87160980E+02 3.51143880E-22
 1.87162730E+02 3.51087370E-22
 1.88738970E+02 5.78553460E-22
 1.88740750E+02 5.78877480E-22
 1.89790130E+02 8.03672900E-22
 1.90853060E+02 1.11653160E-21
 1.90854880E+02 1.11715270E-21
 1.92241740E+02 1.70655660E-21
 1.92243590E+02 1.70726760E-21
 1.93566170E+02 2.54330240E-21
 1.93568040E+02 2.54472920E-21
 1.94617540E+02 3.47833410E-21
 1.94619430E+02 3.43705790E-21
 1.94836520E+02 3.66512410E-21
 1.94838420E+02 3.66718130E-21
 1.95961030E+02 5.10105310E-21
 1.97098590E+02 7.10032180E-21
 1.97100530E+02 7.10430970E-21
 1.98877180E+02 1.18200910E-20
 2.00688160E+02 1.96816720E-20
 2.00690170E+02 1.96927350E-20
 2.01029230E+02 2.16436580E-20
 2.01031250E+02 2.16558260E-20
 2.01590960E+02 2.52930110E-20
 2.01592990E+02 2.53072320E-20
 2.02358650E+02 3.12527450E-20
 2.02360700E+02 3.12703200E-20
 2.02518850E+02 3.26570120E-20
 2.02520900E+02 3.26753770E-20
 2.06041210E+02 8.43953550E-20
 2.09688270E+02 2.18208810E-19
 2.13466760E+02 5.64369090E-19
 2.15407540E+02 9.07683700E-19
 2.17383930E+02 1.45985030E-18
 2.17386300E+02 1.46067240E-18
 2.19479890E+02 2.39384970E-18
 2.19482300E+02 2.39519580E-18
 2.22379990E+02 4.67275620E-18
 2.25357750E+02 9.11948650E-18
 2.25360290E+02 9.12461840E-18
 2.25609880E+02 9.64277110E-18
 2.25612420E+02 6.20393620E-18
 2.25845330E+02 6.53451250E-18
 2.25847880E+02 6.05796090E-18
 2.26991880E+02 7.81117200E-18
 2.26994450E+02 7.81562150E-18
 2.27837820E+02 9.41062490E-18
 2.27840410E+02 1.15571680E-11
 2.28062080E+02 1.17882740E-11
 2.28506890E+02 7.18629310E-12
 2.28952570E+02 4.63985490E-13
 2.29399110E+02 2.59062000E-13
 2.29846530E+02 2.30233800E-14
 2.30294820E+02 6.73046630E-16
 2.30721440E+02 9.45878170E-15
 2.30743990E+02 9.94057160E-15
 2.31194030E+02 1.42154990E-13
 2.31644950E+02 2.06276890E-14
 2.32096740E+02 7.26142020E-13
 2.32549420E+02 1.33446440E-12
 2.33002980E+02 2.42844190E-12
 2.33457430E+02 5.79555630E-13
 2.33678980E+02 1.11013770E-12
 2.33681710E+02 1.11679510E-12
 2.33912760E+02 1.69081500E-12
 2.34368990E+02 7.41777840E-12
 2.34826100E+02 9.66023980E-12
 2.34985870E+02 1.09509010E-11
 2.35284100E+02 1.34457640E-11
 2.35742990E+02 6.68353660E-12
 2.36202790E+02 4.58738850E-14
 2.36307460E+02 5.94733080E-14
 2.36310250E+02 3.70258820E-13
 2.36663470E+02 3.81299810E-13
 2.37125060E+02 5.53126700E-12
 2.37587540E+02 2.43781140E-12
 2.37749710E+02 4.88116290E-12
 2.37752530E+02 4.93153980E-12
 2.38050930E+02 9.59850240E-12
 2.38515230E+02 3.46403600E-11
 2.38980420E+02 1.11058840E-11
 2.39446530E+02 2.29937470E-11
 2.39913540E+02 1.52410790E-11
 2.40381470E+02 5.76733460E-11
 2.40641950E+02 4.18388560E-11
 2.40850300E+02 2.86998480E-11
 2.41320060E+02 2.29754110E-11
 2.41790720E+02 2.48944310E-12
 2.42262310E+02 6.23371820E-13
 2.42734820E+02 1.88141180E-12
 2.43208240E+02 6.44117930E-12
 2.43605420E+02 1.40981570E-12
 2.43608390E+02 1.38080260E-12
 2.43682590E+02 3.99818500E-13
 2.44157870E+02 4.08143320E-12
 2.44634070E+02 1.15255740E-11
 2.45111210E+02 1.17182250E-11
 2.45413770E+02 3.24046010E-11
 2.45416780E+02 3.26110480E-11
 2.45589270E+02 4.48149150E-11
 2.46068260E+02 2.73430630E-12
 2.46548190E+02 1.73620950E-11
 2.47029060E+02 5.23365380E-12
 2.47510860E+02 6.15615430E-11
 2.47579110E+02 7.86512170E-11
 2.47582170E+02 7.94327460E-11
 2.47993600E+02 1.86052870E-10
 2.48477290E+02 3.68242050E-10
 2.48961910E+02 3.68440770E-10
 2.49447490E+02 2.45812690E-10
 2.49834420E+02 5.44531850E-11
 2.49837540E+02 5.40805230E-11
 2.49934010E+02 3.56553890E-12
 2.50421470E+02 1.40104940E-12
 2.50909890E+02 3.65506410E-11
 2.51399270E+02 6.45251430E-11
 2.51553820E+02 1.02817680E-10
 2.51889590E+02 1.88851440E-10
 2.52380880E+02 2.59196730E-10
 2.52873120E+02 2.90451490E-10
 2.53297040E+02 1.62086470E-10
 2.53300250E+02 1.60732180E-10
 2.53366320E+02 1.40063880E-10
 2.53860480E+02 2.51078850E-11
 2.54355610E+02 1.74253300E-10
 2.54600830E+02 3.10578040E-10
 2.54604070E+02 3.17443120E-10
 2.54851700E+02 4.62067390E-10
 2.55348760E+02 4.57336400E-12
 2.55846790E+02 2.86039070E-11
 2.56345790E+02 2.80838970E-10
 2.56735220E+02 3.07587270E-10
 2.56845760E+02 3.15395880E-10
 2.57346710E+02 3.49368730E-10
 2.57848640E+02 3.86618820E-10
 2.58351550E+02 3.52803280E-10
 2.58855430E+02 2.35654890E-10
 2.58905710E+02 2.27975340E-10
 2.58909060E+02 3.95271740E-10
 2.59360300E+02 2.71528530E-10
 2.59866150E+02 1.64554400E-10
 2.60372990E+02 5.54744480E-10
 2.60880820E+02 2.95333980E-10
 2.61010740E+02 2.26768820E-10
 2.61014140E+02 1.84794090E-10
 2.61378120E+02 2.14785600E-11
 2.61381530E+02 2.17765450E-11
 2.61389640E+02 1.76906230E-11
 2.61899450E+02 8.27632480E-11
 2.62410260E+02 2.30552800E-11
 2.62922060E+02 1.66759050E-11
 2.63434860E+02 1.30807380E-11
 2.63948660E+02 5.36178870E-11
 2.64463470E+02 1.29977320E-09
 2.64575530E+02 1.32804430E-09
 2.64979270E+02 1.43285350E-09
 2.65496090E+02 1.64847110E-09
 2.66013910E+02 9.99416660E-11
 2.66532740E+02 1.87650180E-10
 2.67052580E+02 6.44025440E-10
 2.67573440E+02 1.31755980E-09
 2.67852140E+02 9.58587630E-10
 2.68095310E+02 6.33791720E-10
 2.68618200E+02 1.03555990E-09
 2.69142110E+02 1.06900310E-09
 2.69667040E+02 2.05220490E-09
 2.70193000E+02 2.22762160E-09
 2.70719980E+02 1.73516480E-09
 2.71210930E+02 1.66719420E-09
 2.71247990E+02 1.66180080E-09
 2.71777030E+02 1.67551630E-09
 2.72307100E+02 3.66630660E-09
 2.72838200E+02 1.57096850E-09
 2.72922110E+02 1.50674480E-09
 2.73370350E+02 1.15072570E-09
 2.73903520E+02 2.73400010E-11
 2.74437740E+02 7.54695620E-11
 2.74655030E+02 1.68258930E-10
 2.74658800E+02 1.67787000E-10
 2.74973000E+02 3.04905080E-10
 2.75509310E+02 3.75349840E-09
 2.76046660E+02 4.52091330E-10
 2.76585060E+02 2.41330120E-09
 2.77124500E+02 5.80446080E-09
 2.77383510E+02 6.58526580E-09
 2.77665010E+02 7.46096480E-09
 2.78206560E+02 3.86566940E-09
 2.78749170E+02 2.43237550E-10
 2.79292840E+02 8.80983190E-11
 2.79837570E+02 2.06479560E-10
 2.80166740E+02 2.33381050E-09
 2.80170670E+02 2.52686790E-09
 2.80383360E+02 4.04890920E-09
 2.80930220E+02 1.24590160E-09
 2.81478140E+02 1.82810720E-09
 2.82027140E+02 7.32840600E-10
 2.82577200E+02 4.95082420E-10
 2.83128330E+02 3.64826960E-09
 2.83305060E+02 5.61624890E-09
 2.83680540E+02 9.93622000E-09
 2.84233830E+02 7.46016940E-09
 2.84788200E+02 9.08635590E-10
 2.85343650E+02 2.11217680E-10
 2.85900180E+02 7.13995510E-10
 2.86457800E+02 6.06865870E-09
 2.86514480E+02 5.61700170E-09
 2.86518580E+02 5.59634750E-09
 2.87016500E+02 1.48404040E-09
 2.87576290E+02 2.57688260E-09
 2.88137180E+02 4.23980510E-09
 2.88699160E+02 2.78409600E-09
 2.89262230E+02 7.96553260E-09
 2.89826410E+02 7.48278500E-12
 2.90391680E+02 4.95663940E-10
 2.90958060E+02 3.28693640E-09
 2.91525540E+02 1.26237420E-09
 2.92094130E+02 4.69201550E-09
 2.92663830E+02 1.27566510E-08
 2.92892620E+02 1.07854120E-08
 2.93234640E+02 7.73927700E-09
 2.93806560E+02 5.12538390E-09
 2.94379600E+02 1.77498630E-09
 2.94953750E+02 4.69214270E-09
 2.95529020E+02 2.25023190E-08
 2.96000000E+02 2.40094030E-08
 2.96105420E+02 2.43550590E-08
 2.96682940E+02 9.43225320E-09
 2.97261590E+02 9.67749230E-09
 2.97841370E+02 6.52812640E-09
 2.98422270E+02 8.05892210E-09
 2.99004310E+02 6.94173830E-09
 2.99561200E+02 1.50800480E-09
 2.99565690E+02 3.07010920E-09
 2.99587490E+02 2.60781900E-09
 2.99930480E+02 2.46573330E-09
 2.99934970E+02 2.46391340E-09
 3.00171800E+02 2.36437540E-09
 3.00757250E+02 6.41432190E-09
 3.01343850E+02 8.48024830E-09
 3.01931580E+02 6.81658800E-11
 3.02520470E+02 2.67957430E-10
 3.03110500E+02 1.68071100E-09
 3.03701680E+02 7.34169390E-09
 3.04294020E+02 6.30158240E-12
 3.04887510E+02 5.97069920E-10
 3.05482160E+02 2.32839090E-09
 3.06077970E+02 1.38433860E-08
 3.06534360E+02 1.06921360E-08
 3.06674940E+02 9.70444750E-09
 3.07273080E+02 1.36393660E-08
 3.07872380E+02 5.02149860E-09
 3.08472850E+02 1.69264050E-10
 3.09074490E+02 1.83428070E-09
 3.09677310E+02 1.11122570E-08
 3.10281300E+02 1.06879220E-09
 3.10886470E+02 9.60645760E-11
 3.11492820E+02 2.36264350E-10
 3.12100350E+02 2.49662800E-10
 3.12709070E+02 4.37994330E-10
 3.13318970E+02 6.01941630E-11
 3.13435610E+02 4.71183190E-10
 3.13440520E+02 4.90779880E-10
 3.13588740E+02 1.02006260E-09
 3.13593660E+02 1.03771780E-09
 3.13930070E+02 2.25803180E-09
 3.14542350E+02 1.71655370E-08
 3.15155830E+02 1.63492860E-08
 3.15770510E+02 1.01511470E-08
 3.16351530E+02 1.27079490E-08
 3.16386390E+02 1.28643420E-08
 3.17003460E+02 3.78455640E-08
 3.17621740E+02 3.33415640E-08
 3.18241230E+02 1.44844010E-08
 3.18861920E+02 1.48138440E-08
 3.19163430E+02 8.19096750E-09
 3.19168530E+02 8.82902710E-09
 3.19483830E+02 1.09682270E-09
 3.20106950E+02 8.46769810E-09
 3.20731280E+02 1.78740860E-08
 3.20800100E+02 1.60925320E-08
 3.20805250E+02 1.59593080E-08
 3.21356830E+02 1.40175600E-09
 3.21983600E+02 4.51531010E-10
 3.22611600E+02 3.94204080E-09
 3.23240810E+02 3.10094910E-08
 3.23871260E+02 2.37604250E-08
 3.24233030E+02 2.17427880E-08
 3.24502930E+02 2.02060390E-08
 3.25135840E+02 1.55966560E-09
 3.25769980E+02 1.21615510E-08
 3.26405360E+02 5.60425950E-09
 3.27041980E+02 1.53246910E-09
 3.27679840E+02 1.10366640E-08
 3.27740230E+02 1.14599320E-08
 3.27745600E+02 1.14977680E-08
 3.27954120E+02 1.29721980E-08
 3.27959500E+02 1.32899460E-08
 3.28318940E+02 1.59290200E-08
 3.28839200E+02 2.19873180E-08
 3.28844600E+02 2.21676500E-08
 3.28959290E+02 2.35364910E-08
 3.29600890E+02 4.54899740E-08
 3.30243740E+02 1.99508440E-08
 3.30887840E+02 1.85852690E-08
 3.31533200E+02 2.42658000E-08
 3.32179820E+02 4.87816380E-08
 3.32827700E+02 6.42850200E-08
 3.33476850E+02 3.43455550E-08
 3.34127260E+02 4.22117770E-08
 3.34778940E+02 3.41572310E-08
 3.35234000E+02 3.94842080E-08
 3.35431880E+02 4.18474390E-08
 3.36086110E+02 3.33727240E-09
 3.36741610E+02 2.06473950E-08
 3.37398380E+02 5.22714340E-08
 3.38056440E+02 3.41817780E-08
 3.38715780E+02 5.15666510E-08
 3.39376410E+02 9.95858690E-08
 3.40038330E+02 3.58292880E-08
 3.40701540E+02 5.60541530E-08
 3.41366040E+02 8.31217650E-08
 3.41882450E+02 9.74171230E-08
 3.41888290E+02 9.82284940E-08
 3.42031830E+02 1.02306240E-07
 3.42698930E+02 5.75556970E-08
 3.43367320E+02 6.94026130E-08
 3.44037020E+02 1.73874120E-08
 3.44708030E+02 6.90336420E-08
 3.45380350E+02 1.67261190E-07
 3.46053970E+02 1.33056990E-07
 3.46728910E+02 9.77275040E-08
 3.46988970E+02 1.07203710E-07
 3.47405170E+02 1.22687090E-07
 3.48082740E+02 1.34602990E-07
 3.48761640E+02 1.27021690E-07
 3.49441860E+02 1.43662560E-07
 3.50123410E+02 6.05632930E-08
 3.50806290E+02 1.13723370E-07
 3.51490500E+02 5.60073170E-08
 3.52176040E+02 8.23360740E-08
 3.52250350E+02 7.95916110E-08
 3.52256560E+02 8.28260270E-08
 3.52412100E+02 7.67687670E-08
 3.52418310E+02 1.21111290E-07
 3.52862920E+02 9.26568940E-08
 3.53551140E+02 2.06675820E-07
 3.54240700E+02 6.42561580E-08
 3.54931610E+02 5.01536640E-08
 3.55623860E+02 5.19152310E-08
 3.56317470E+02 1.65360200E-07
 3.56692090E+02 1.46933370E-07
 3.57012430E+02 1.30960380E-07
 3.57708740E+02 9.95619440E-08
 3.58406410E+02 1.08739440E-07
 3.59105440E+02 1.30921870E-07
 3.59805840E+02 8.69788320E-08
 3.60507600E+02 9.99554970E-08
 3.61077310E+02 1.71034010E-07
 3.61210730E+02 1.87917700E-07
 3.61915230E+02 1.46929730E-07
 3.62621110E+02 1.88003010E-07
 3.63328360E+02 3.52591570E-08
 3.64036990E+02 7.45102780E-08
 3.64747010E+02 1.93944130E-07
 3.65458410E+02 3.11485970E-07
 3.65571700E+02 2.93414840E-07
 3.66171190E+02 1.96319440E-07
 3.66885370E+02 1.83592790E-07
 3.67600940E+02 4.03440800E-07
 3.67861110E+02 3.19931960E-07
 3.68317900E+02 1.71024570E-07
 3.69036270E+02 2.00774870E-07
 3.69756030E+02 2.61331760E-07
 3.70179390E+02 1.96122460E-07
 3.70186240E+02 1.95127120E-07
 3.70477200E+02 1.49570880E-07
 3.71199770E+02 2.00536830E-07
 3.71923760E+02 1.99227400E-09
 3.72649160E+02 7.32871090E-09
 3.73375970E+02 6.50383560E-08
 3.74104190E+02 3.19273270E-07
 3.74833840E+02 4.42684260E-07
 3.75564920E+02 4.19521530E-07
 3.76297410E+02 2.04751730E-07
 3.77031340E+02 1.24981970E-07
 3.77652630E+02 6.91885200E-08
 3.77766700E+02 5.87739880E-08
 3.78503490E+02 1.76813780E-07
 3.79241720E+02 3.54657880E-07
 3.79981390E+02 3.26661710E-07
 3.80722500E+02 3.22431040E-07
 3.81465060E+02 3.11686950E-07
 3.82209060E+02 5.20343610E-07
 3.82954520E+02 1.13346760E-08
 3.83701430E+02 4.28312850E-08
 3.84449800E+02 6.78581090E-10
 3.85199620E+02 7.45680510E-09
 3.85433840E+02 4.07707340E-08
 3.85441270E+02 4.18400380E-08
 3.85950910E+02 1.15596160E-07
 3.86703670E+02 3.49936650E-07
 3.87457890E+02 2.24775130E-07
 3.88213590E+02 3.24550150E-07
 3.88970750E+02 3.32530580E-07
 3.89193040E+02 3.52827070E-07
 3.89200620E+02 3.78209350E-07
 3.89729400E+02 4.30325030E-07
 3.90489520E+02 3.85426280E-07
 3.91251130E+02 4.31360530E-07
