 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.40 Teff 28.10 logg 3.08 R/R0 27.77 R 1.9314E+12
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 1.60832250E-59
 6.24448220E+01 5.56169130E-54
 8.31374340E+01 1.22649630E-49
 9.35000000E+01 3.01047200E-48
 9.77000000E+01 8.24217960E-47
 1.02000000E+02 1.25294800E-44
 1.05600000E+02 6.94960090E-43
 1.10400000E+02 1.03767380E-40
 1.14000000E+02 3.47498500E-39
 1.17800000E+02 1.14562230E-37
 1.21300000E+02 2.39361080E-36
 1.24340780E+02 2.94072170E-35
 1.25103210E+02 5.41484930E-35
 1.25875050E+02 9.97248990E-35
 1.26264560E+02 1.35344330E-34
 1.26656480E+02 1.83693150E-34
 1.26657280E+02 1.83807660E-34
 1.27447660E+02 3.38409030E-34
 1.27448480E+02 3.38620040E-34
 1.29343070E+02 1.41932880E-33
 1.31295690E+02 5.95426580E-33
 1.33308180E+02 2.49761480E-32
 1.34337740E+02 5.11457570E-32
 1.35383330E+02 1.04719230E-31
 1.35384240E+02 1.04784500E-31
 1.37200850E+02 3.54417280E-31
 1.39067840E+02 1.19858210E-30
 1.39068810E+02 1.19932820E-30
 1.40058470E+02 2.25708640E-30
 1.41063320E+02 4.24915120E-30
 1.41064320E+02 4.25179410E-30
 1.44205920E+02 2.89711950E-29
 1.47491730E+02 1.96795480E-28
 1.50930770E+02 1.33080070E-27
 1.52711150E+02 3.45402960E-27
 1.54534020E+02 8.95213080E-27
 1.54535210E+02 8.95274720E-27
 1.57236080E+02 3.51536800E-26
 1.60034310E+02 1.37648140E-25
 1.60035590E+02 1.37739980E-25
 1.60224390E+02 1.50749190E-25
 1.60225670E+02 1.50841610E-25
 1.62147230E+02 3.73114560E-25
 1.64116780E+02 9.21888790E-25
 1.64118130E+02 1.91310070E-26
 1.65325350E+02 3.29447420E-26
 1.66551860E+02 5.67315620E-26
 1.66553240E+02 5.67661620E-26
 1.68739650E+02 1.46439810E-25
 1.70985680E+02 3.77215750E-25
 1.70987140E+02 3.30311960E-25
 1.71113420E+02 3.48082280E-25
 1.71114880E+02 2.76780310E-25
 1.71458910E+02 3.19124580E-25
 1.71460380E+02 1.52044870E-25
 1.72433830E+02 2.26779810E-25
 1.72435320E+02 2.23347250E-26
 1.75831390E+02 8.85574310E-26
 1.79365540E+02 3.50282550E-25
 1.79367150E+02 3.50491250E-25
 1.80916590E+02 6.29098860E-25
 1.80918230E+02 6.29484120E-25
 1.83985820E+02 1.94344690E-24
 1.87160980E+02 5.99014310E-24
 1.87162730E+02 5.99288660E-24
 1.88738970E+02 1.03239640E-23
 1.88740750E+02 1.03302550E-23
 1.89790130E+02 1.47591280E-23
 1.90853060E+02 2.10946220E-23
 1.90854880E+02 2.11074450E-23
 1.92241740E+02 3.34256700E-23
 1.92243590E+02 3.34180740E-23
 1.93566170E+02 5.14696180E-23
 1.93568040E+02 5.15008870E-23
 1.94617540E+02 7.22323640E-23
 1.94619430E+02 7.20472950E-23
