 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.05 Teff 50.00 logg 4.00 R/R0 9.80 R 6.8160E+11
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 4.57163420E-25
 5.53001880E+01 5.11348990E-24
 6.18572940E+01 4.76008990E-22
 7.01785730E+01 3.05947210E-19
 7.14852590E+01 7.53764840E-19
 7.28415280E+01 1.85750650E-18
 7.35391460E+01 2.91559530E-18
 7.42502560E+01 4.57561730E-18
 7.42530130E+01 2.47598250E-18
 7.72377550E+01 1.52767460E-17
 8.04757400E+01 9.49923980E-17
 8.39970920E+01 5.92355920E-16
 8.58759150E+01 1.47995950E-15
 8.78407110E+01 3.69823830E-15
 8.78445690E+01 3.32239090E-15
 8.87928230E+01 5.07867340E-15
 8.97658010E+01 7.77619270E-15
 8.97698300E+01 7.80391780E-15
 9.03282960E+01 9.92381900E-15
 9.08978860E+01 1.26411910E-14
 9.09020170E+01 1.24858310E-14
 9.25243130E+01 2.44501910E-14
 9.42100040E+01 4.79472440E-14
 9.42144420E+01 4.80066100E-14
 9.60831740E+01 9.84808000E-14
 9.80323440E+01 2.02306870E-13
 9.80371490E+01 1.55487770E-13
 9.83013530E+01 1.70928430E-13
 9.83061840E+01 1.71231540E-13
 9.92180430E+01 2.36468080E-13
 9.92229650E+01 2.32762810E-13
 1.00018170E+02 3.06648860E-13
 1.00831310E+02 4.04633150E-13
 1.00831820E+02 4.04053090E-13
 1.00955720E+02 4.21312170E-13
 1.00956230E+02 3.97867710E-13
 1.01176410E+02 4.28385650E-13
 1.01176920E+02 4.26005150E-13
 1.02009210E+02 5.61456350E-13
 1.02009730E+02 5.59562620E-13
 1.03240150E+02 8.34242780E-13
 1.04501150E+02 1.24345600E-12
 1.04501690E+02 1.24486130E-12
 1.05314160E+02 1.60139760E-12
 1.06139920E+02 2.06002950E-12
 1.06140480E+02 2.06033400E-12
 1.06715730E+02 2.44952940E-12
 1.07297830E+02 2.91247840E-12
 1.07298410E+02 2.89499770E-12
 1.08067960E+02 3.62831090E-12
 1.08849220E+02 4.54740330E-12
 1.08849820E+02 4.75786910E-12
 1.11066990E+02 8.86788660E-12
 1.13377010E+02 1.64941280E-11
 1.13377660E+02 1.55286770E-11
 1.14496000E+02 2.08317490E-11
 1.15637300E+02 2.79425450E-11
 1.15637960E+02 2.79473920E-11
 1.16979650E+02 3.91679230E-11
 1.18353530E+02 5.48803590E-11
 1.18354230E+02 5.48218750E-11
 1.18360690E+02 5.49077870E-11
 1.18361390E+02 5.49167620E-11
 1.18952510E+02 6.33320720E-11
 1.19550290E+02 7.30437320E-11
 1.19551000E+02 6.81972900E-11
 1.21713390E+02 1.12906870E-10
 1.23956210E+02 1.86748890E-10
 1.23956980E+02 1.85249430E-10
 1.24737770E+02 2.19689740E-10
 1.24738550E+02 2.19499360E-10
 1.25689800E+02 2.69352050E-10
 1.26656480E+02 3.30508620E-10
 1.26657280E+02 2.61624090E-10
 1.26797720E+02 2.69428900E-10
 1.26798530E+02 2.67660070E-10
 1.27081660E+02 2.83934630E-10
 1.27082470E+02 2.81461450E-10
 1.27447660E+02 3.03593570E-10
 1.27448480E+02 1.56936630E-10
 1.27598120E+02 1.61853920E-10
 1.27598940E+02 1.61553170E-10
 1.27944040E+02 1.73415250E-10
 1.27944860E+02 1.71658420E-10
 1.28310670E+02 1.84964410E-10
 1.28311500E+02 1.81769400E-10
 1.29932340E+02 2.51668460E-10
 1.31595520E+02 3.48346830E-10
 1.31596380E+02 3.44819890E-10
 1.32580630E+02 4.16239360E-10
 1.33580600E+02 5.02451040E-10
 1.33581490E+02 4.73205300E-10
 1.34475920E+02 5.58681930E-10
 1.35383330E+02 6.59622260E-10
 1.35384240E+02 4.86285330E-10
 1.37035540E+02 6.55524080E-10
 1.38728580E+02 8.83532630E-10
 1.38729540E+02 8.83680600E-10
 1.39886210E+02 1.07888160E-09
 1.41063320E+02 1.31721600E-09
