 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.05 Teff 26.30 logg 4.00 R/R0 8.12 R 5.6475E+11
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 2.77175750E-58
 5.39800670E+01 1.67424650E-54
 5.86485720E+01 7.83839070E-51
 6.42010450E+01 2.37360170E-47
 6.72342620E+01 8.82390880E-46
 7.05683030E+01 2.78560790E-44
 7.23624730E+01 1.46037290E-43
 7.42502560E+01 7.28007720E-43
 7.42530130E+01 7.33372130E-43
 8.29011090E+01 2.59646420E-40
 8.60000000E+01 1.32934080E-39
 9.38336070E+01 3.93393880E-38
 9.96000000E+01 2.98910170E-37
 1.03800000E+02 1.10593070E-36
 1.08087540E+02 3.76131620E-36
 1.16971940E+02 3.77710920E-35
 1.21300000E+02 1.10836720E-34
 1.27447660E+02 5.30437300E-34
 1.27448480E+02 5.30552240E-34
 1.29343070E+02 8.92364850E-34
 1.31295690E+02 1.59052710E-33
 1.33308180E+02 3.07824490E-33
 1.34337740E+02 4.45006290E-33
 1.35383330E+02 6.61780240E-33
 1.35384240E+02 6.62016990E-33
 1.37200850E+02 1.38861880E-32
 1.39067840E+02 3.14406830E-32
 1.39068810E+02 3.14543550E-32
 1.42636710E+02 1.63872620E-31
 1.46393570E+02 9.55871950E-31
 1.50353690E+02 5.86740880E-30
 1.52415200E+02 1.46693980E-29
 1.54534020E+02 3.67946400E-29
 1.54535210E+02 3.57513930E-29
 1.57236080E+02 1.11912020E-28
 1.60034310E+02 3.51037160E-28
 1.60035590E+02 3.51216860E-28
 1.60224390E+02 3.78844010E-28
 1.60225670E+02 3.79038710E-28
 1.62147230E+02 8.11066960E-28
 1.64116780E+02 1.73646690E-27
 1.64118130E+02 1.66680490E-27
 1.65325350E+02 2.63367870E-27
 1.66551860E+02 4.16330510E-27
 1.66553240E+02 4.16544560E-27
 1.68739650E+02 9.26646700E-27
 1.70985680E+02 2.06173160E-26
 1.70987140E+02 2.06238740E-26
 1.71113420E+02 2.15586200E-26
 1.71114880E+02 2.15635650E-26
 1.71458910E+02 2.43231010E-26
 1.71460380E+02 2.43211950E-26
 1.72433830E+02 3.41040550E-26
 1.72435320E+02 3.41037270E-26
 1.75831390E+02 1.07639970E-25
 1.79365540E+02 3.39492230E-25
 1.79367150E+02 3.39666180E-25
 1.80916590E+02 5.53899010E-25
 1.80918230E+02 5.54182650E-25
 1.83985820E+02 1.42307400E-24
 1.87160980E+02 3.65222600E-24
 1.87162730E+02 3.65397400E-24
 1.88988990E+02 6.19084180E-24
 1.90853060E+02 1.04904380E-23
 1.90854880E+02 1.04957860E-23
 1.92241740E+02 1.54323190E-23
 1.92243590E+02 1.54401320E-23
 1.93422340E+02 2.13297360E-23
 1.94617540E+02 2.94764570E-23
 1.94619430E+02 2.94812000E-23
 1.94836520E+02 3.12514970E-23
 1.94838420E+02 3.12674170E-23
 1.95961030E+02 4.21817700E-23
 1.97098590E+02 5.69271540E-23
 1.97100530E+02 5.69561270E-23
 1.98877180E+02 9.03184630E-23
 2.00688160E+02 1.43247270E-22
 2.00690170E+02 1.43320060E-22
 2.01029230E+02 1.56095750E-22
 2.01031250E+02 1.56175060E-22
 2.01590960E+02 1.79698190E-22
 2.01592990E+02 1.79789480E-22
 2.02358650E+02 2.17544130E-22
 2.02360700E+02 2.17654600E-22
 2.02518850E+02 2.26352440E-22
 2.02520900E+02 2.26467390E-22
 2.06041210E+02 5.33022570E-22
 2.09688270E+02 1.25354060E-21
 2.13466760E+02 2.94396160E-21
 2.15407540E+02 4.50913960E-21
 2.17383930E+02 6.90386460E-21
 2.17386300E+02 6.90734780E-21
 2.19479890E+02 1.07513920E-20
 2.19482300E+02 1.07568110E-20
 2.21038630E+02 1.48609220E-20
 2.22619670E+02 2.05363940E-20
 2.22622150E+02 2.05467300E-20
 2.23980340E+02 2.70241630E-20
 2.25357750E+02 3.55551930E-20
 2.25360290E+02 3.55730650E-20
 2.25609880E+02 3.73720800E-20
 2.25612420E+02 1.92066570E-20
 2.25845330E+02 2.01204310E-20
 2.25847880E+02 1.81717020E-20
 2.26991880E+02 2.28085070E-20
 2.26994450E+02 2.28201220E-20
 2.27837820E+02 2.69416490E-20
 2.27840410E+02 9.09063130E-15
 2.28062080E+02 9.35391430E-15
 2.28506890E+02 9.88632240E-15
 2.28952570E+02 9.78361740E-15
 2.29366480E+02 7.56048390E-16
 2.29369110E+02 6.95650930E-16
 2.29399110E+02 3.93360040E-18
 2.29846530E+02 4.89451020E-18
 2.30294820E+02 3.15687820E-16
 2.30743990E+02 5.33285380E-18
 2.31194030E+02 1.48529930E-15
 2.31502650E+02 8.57368370E-15
 2.31644950E+02 1.20203920E-14
 2.32096740E+02 1.97904580E-16
 2.32549420E+02 2.82236480E-14
 2.33002980E+02 1.74213410E-14
 2.33457430E+02 1.74162090E-14
 2.33678980E+02 9.38760750E-15
 2.33681710E+02 9.28595720E-15
 2.33912760E+02 4.38885910E-16
 2.34368990E+02 7.07509850E-14
 2.34826100E+02 2.25836930E-14
 2.34985870E+02 2.27331750E-14
 2.35284100E+02 2.30040530E-14
 2.35742990E+02 2.41401630E-14
 2.36202790E+02 2.52157560E-14
 2.36307460E+02 1.97310680E-14
 2.36310250E+02 1.94677650E-14
 2.36663470E+02 3.17817820E-17
 2.37125060E+02 3.27907490E-15
 2.37587540E+02 3.04603260E-14
 2.37749710E+02 3.03854780E-14
 2.37752530E+02 3.03848710E-14
 2.38050930E+02 3.02088650E-14
 2.38515230E+02 3.35228900E-14
 2.38980420E+02 3.51991240E-14
 2.39446530E+02 3.68099270E-14
 2.39913540E+02 3.88980660E-14
 2.40381470E+02 4.12341600E-14
 2.40641950E+02 4.28053140E-14
 2.40850300E+02 4.41009340E-14
 2.41320060E+02 4.58006780E-14
 2.41790720E+02 4.89708860E-14
 2.42262310E+02 1.29656280E-17
 2.42734820E+02 4.70985010E-15
 2.43208240E+02 6.07148350E-14
 2.43605420E+02 6.01049190E-14
 2.43608390E+02 6.01047550E-14
 2.43682590E+02 5.99707100E-14
 2.44157870E+02 6.55945620E-14
 2.44634070E+02 6.63573570E-14
 2.45111210E+02 7.17814850E-14
 2.45413770E+02 7.24153460E-14
 2.45416780E+02 7.24220550E-14
 2.45589270E+02 7.27642540E-14
 2.46068260E+02 7.20832050E-14
 2.46548190E+02 7.92505470E-14
 2.47029060E+02 7.43171000E-14
 2.47510860E+02 8.87624590E-14
 2.47579110E+02 8.51935980E-14
 2.47582170E+02 8.50337220E-14
 2.47993600E+02 6.22819370E-14
 2.48477290E+02 9.90780400E-14
 2.48961910E+02 1.14949240E-13
 2.49447490E+02 1.15626690E-13
 2.49834420E+02 1.19756810E-13
 2.49837540E+02 1.19809590E-13
 2.49934010E+02 1.20859750E-13
 2.50421470E+02 1.14816340E-13
 2.50909890E+02 9.84996190E-14
 2.51399270E+02 1.27090890E-13
 2.51553820E+02 1.34273760E-13
 2.51889590E+02 1.50553560E-13
 2.52380880E+02 1.55058180E-13
 2.52873120E+02 1.70275990E-13
 2.53297040E+02 1.74719490E-13
 2.53300250E+02 1.74741570E-13
 2.53366320E+02 1.75437500E-13
 2.53860480E+02 1.80514490E-13
 2.54355610E+02 1.53129300E-13
 2.54600830E+02 1.67185460E-13
 2.54604070E+02 1.64426710E-13
 2.54851700E+02 1.78977570E-13
 2.55348760E+02 1.79958650E-13
 2.55846790E+02 2.83442420E-15
 2.56345790E+02 4.74926570E-13
 2.56735220E+02 2.99957120E-13
 2.56845760E+02 2.47697470E-13
 2.57346710E+02 2.57340000E-13
 2.57848640E+02 2.74154490E-13
 2.58351550E+02 2.86328900E-13
 2.58855430E+02 3.01779720E-13
 2.58905710E+02 3.02942500E-13
 2.58909060E+02 2.86438550E-13
 2.59360300E+02 2.96551830E-13
