 TLUSTY Ostars, Lanz & Hubeny 2003
 T 55000. G 4.75000 M15 TLUSTY
 Frequency   Eddington Hnu
   (Hz)    (ergs/s/cm2/Hz/sr)
 6.67944E+16  6.83163E-22
 6.67573E+16  6.79406E-22
 6.67202E+16  6.74429E-22
 6.66831E+16  6.69488E-22
 6.66461E+16  6.64583E-22
 6.66091E+16  6.59714E-22
 6.65721E+16  6.54881E-22
 6.65351E+16  6.50084E-22
 6.64982E+16  6.45321E-22
 6.64612E+16  6.40593E-22
 6.64243E+16  6.35900E-22
 6.63874E+16  6.31242E-22
 6.63506E+16  6.26617E-22
 6.63137E+16  6.22027E-22
 6.62769E+16  6.17470E-22
 6.62401E+16  6.12946E-22
 6.62033E+16  6.08456E-22
 6.61665E+16  6.03998E-22
 6.61298E+16  5.99573E-22
 6.60930E+16  5.95181E-22
 6.60563E+16  5.90820E-22
 6.60196E+16  5.86492E-22
 6.59830E+16  5.82195E-22
 6.59463E+16  5.77930E-22
 6.59097E+16  5.73696E-22
 6.58731E+16  5.69493E-22
 6.58365E+16  5.65321E-22
 6.57999E+16  5.61180E-22
 6.57634E+16  5.57068E-22
 6.57269E+16  5.52987E-22
 6.56904E+16  5.48936E-22
 6.56539E+16  5.44915E-22
 6.56174E+16  5.40923E-22
 6.55810E+16  5.36960E-22
 6.55445E+16  5.33026E-22
 6.55081E+16  5.29121E-22
 6.54718E+16  5.25245E-22
 6.54354E+16  5.21397E-22
 6.53991E+16  5.17577E-22
 6.53627E+16  5.13785E-22
 6.53264E+16  5.10021E-22
 6.52901E+16  5.06285E-22
 6.52539E+16  5.02576E-22
 6.52176E+16  4.98894E-22
 6.51814E+16  4.95239E-22
 6.51452E+16  4.91611E-22
 6.51090E+16  4.88009E-22
 6.50729E+16  4.84434E-22
 6.50367E+16  4.80885E-22
 6.50006E+16  4.77362E-22
 6.49645E+16  4.73865E-22
 6.49284E+16  4.70393E-22
 6.48924E+16  4.66947E-22
 6.48563E+16  4.63526E-22
 6.48203E+16  4.60131E-22
 6.47843E+16  4.56760E-22
 6.47483E+16  4.53413E-22
 6.47124E+16  4.50092E-22
 6.46764E+16  4.46794E-22
 6.46405E+16  4.43521E-22
 6.46046E+16  4.40272E-22
 6.45687E+16  4.37046E-22
 6.45329E+16  4.33845E-22
 6.44970E+16  4.30666E-22
 6.44612E+16  4.27511E-22
 6.44254E+16  4.24379E-22
 6.43896E+16  4.21270E-22
 6.43539E+16  4.18184E-22
 6.43181E+16  4.15120E-22
 6.42824E+16  4.12071E-22
 6.42467E+16  4.09013E-22
 6.42110E+16  4.05978E-22
 6.41753E+16  4.02965E-22
 6.41397E+16  3.99974E-22
 6.41041E+16  3.97006E-22
 6.40685E+16  3.94060E-22
 6.40329E+16  3.91135E-22
 6.39973E+16  3.88232E-22
 6.39618E+16  3.85351E-22
 6.39263E+16  3.82491E-22
 6.38908E+16  3.79653E-22
 6.38553E+16  3.76835E-22
 6.38198E+16  3.74039E-22
 6.37844E+16  3.71263E-22
 6.37489E+16  3.68507E-22
 6.37135E+16  3.65773E-22
 6.36781E+16  3.63058E-22
 6.36428E+16  3.60364E-22
 6.36074E+16  3.57689E-22
 6.35721E+16  3.55035E-22
 6.35368E+16  3.52400E-22
 6.35015E+16  3.49785E-22
 6.34662E+16  3.47189E-22
 6.34310E+16  3.44612E-22
 6.33958E+16  3.42055E-22
 6.33605E+16  3.39516E-22
 6.33254E+16  3.36997E-22
 6.32902E+16  3.34496E-22
 6.32550E+16  3.32013E-22
 6.32199E+16  3.29549E-22
 6.31848E+16  3.27103E-22
 6.31497E+16  3.24676E-22
 6.31146E+16  3.22266E-22
 6.30796E+16  3.19875E-22
 6.30445E+16  3.17501E-22
 6.30095E+16  3.15145E-22
 6.29745E+16  3.12806E-22
 6.29395E+16  3.10484E-22
 6.29046E+16  3.08180E-22
 6.28697E+16  3.05893E-22
 6.28347E+16  3.03623E-22
 6.27998E+16  3.01370E-22
 6.27650E+16  2.99133E-22
 6.27301E+16  2.96913E-22
 6.26953E+16  2.94710E-22
 6.26604E+16  2.92522E-22
 6.26256E+16  2.90352E-22
 6.25909E+16  2.88197E-22
 6.25561E+16  2.86058E-22
 6.25213E+16  2.83935E-22
 6.24866E+16  2.81828E-22
 6.24519E+16  2.79736E-22
 6.24172E+16  2.77660E-22
 6.23826E+16  2.75600E-22
 6.23479E+16  2.73554E-22
 6.23133E+16  2.71524E-22
 6.22787E+16  2.69509E-22
 6.22441E+16  2.67509E-22
 6.22095E+16  2.65524E-22
