 TLUSTY Ostars, Lanz & Hubeny 2003
 T 47500. G 4.00000 Abundance P03
 Frequency   Eddington Hnu
   (Hz)    (ergs/s/cm2/Hz/sr)
 6.67944E+16  1.41018E-36
 6.67573E+16  1.45413E-36
 6.67202E+16  1.51490E-36
 6.66831E+16  1.57820E-36
 6.66461E+16  1.64416E-36
 6.66091E+16  1.71287E-36
 6.65721E+16  1.78445E-36
 6.65351E+16  1.85902E-36
 6.64982E+16  1.93670E-36
 6.64612E+16  2.01764E-36
 6.64243E+16  2.10196E-36
 6.63874E+16  2.18980E-36
 6.63506E+16  2.28131E-36
 6.63137E+16  2.37664E-36
 6.62769E+16  2.47596E-36
 6.62401E+16  2.57943E-36
 6.62033E+16  2.68722E-36
 6.61665E+16  2.79952E-36
 6.61298E+16  2.91651E-36
 6.60930E+16  3.03839E-36
 6.60563E+16  3.16537E-36
 6.60196E+16  3.29764E-36
 6.59830E+16  3.43545E-36
 6.59463E+16  3.57902E-36
 6.59097E+16  3.72858E-36
 6.58731E+16  3.88440E-36
 6.58365E+16  4.04673E-36
 6.57999E+16  4.21584E-36
 6.57634E+16  4.39202E-36
 6.57269E+16  4.57556E-36
 6.56904E+16  4.76677E-36
 6.56539E+16  4.96597E-36
 6.56174E+16  5.17350E-36
 6.55810E+16  5.38970E-36
 6.55445E+16  5.61493E-36
 6.55081E+16  5.84958E-36
 6.54718E+16  6.09403E-36
 6.54354E+16  6.34869E-36
 6.53991E+16  6.61400E-36
 6.53627E+16  6.89040E-36
 6.53264E+16  7.17835E-36
 6.52901E+16  7.47833E-36
 6.52539E+16  7.79085E-36
 6.52176E+16  8.11642E-36
 6.51814E+16  8.45560E-36
 6.51452E+16  8.80896E-36
 6.51090E+16  9.17708E-36
 6.50729E+16  9.56059E-36
 6.50367E+16  9.96012E-36
 6.50006E+16  1.03764E-35
 6.49645E+16  1.08100E-35
 6.49284E+16  1.12617E-35
 6.48924E+16  1.17323E-35
 6.48563E+16  1.22226E-35
