 TLUSTY Ostars, Lanz & Hubeny 2003
 T 40000. G 4.25000 Abundance P03
 Frequency   Eddington Hnu
   (Hz)    (ergs/s/cm2/Hz/sr)
 6.67944E+16  2.44002E-44
 6.67573E+16  2.53148E-44
 6.67202E+16  2.65887E-44
 6.66831E+16  2.79266E-44
 6.66461E+16  2.93319E-44
 6.66091E+16  3.08079E-44
 6.65721E+16  3.23582E-44
 6.65351E+16  3.39865E-44
 6.64982E+16  3.56967E-44
 6.64612E+16  3.74930E-44
 6.64243E+16  3.93796E-44
 6.63874E+16  4.13612E-44
 6.63506E+16  4.34425E-44
 6.63137E+16  4.56286E-44
 6.62769E+16  4.79246E-44
 6.62401E+16  5.03362E-44
 6.62033E+16  5.28692E-44
 6.61665E+16  5.55296E-44
 6.61298E+16  5.83238E-44
 6.60930E+16  6.12587E-44
 6.60563E+16  6.43413E-44
 6.60196E+16  6.75790E-44
 6.59830E+16  7.09796E-44
 6.59463E+16  7.45513E-44
 6.59097E+16  7.83028E-44
 6.58731E+16  8.22430E-44
 6.58365E+16  8.63815E-44
 6.57999E+16  9.07283E-44
 6.57634E+16  9.52938E-44
 6.57269E+16  1.00089E-43
 6.56904E+16  1.05126E-43
 6.56539E+16  1.10416E-43
 6.56174E+16  1.15972E-43
 6.55810E+16  1.21807E-43
 6.55445E+16  1.27937E-43
 6.55081E+16  1.34375E-43
 6.54718E+16  1.41136E-43
 6.54354E+16  1.48239E-43
 6.53991E+16  1.55698E-43
 6.53627E+16  1.63533E-43
 6.53264E+16  1.71762E-43
 6.52901E+16  1.80405E-43
 6.52539E+16  1.89483E-43
 6.52176E+16  1.99018E-43
 6.51814E+16  2.09033E-43
 6.51452E+16  2.19551E-43
 6.51090E+16  2.30599E-43
 6.50729E+16  2.42203E-43
 6.50367E+16  2.54391E-43
 6.50006E+16  2.67192E-43
 6.49645E+16  2.80637E-43
 6.49284E+16  2.94759E-43
 6.48924E+16  3.09591E-43
 6.48563E+16  3.25170E-43
 6.48203E+16  3.41533E-43
 6.47843E+16  3.58719E-43
 6.47483E+16  3.76770E-43
 6.47124E+16  3.95729E-43
 6.46764E+16  4.15642E-43
 6.46405E+16  4.36558E-43
 6.46046E+16  4.58525E-43
 6.45687E+16  4.81599E-43
 6.45329E+16  5.05833E-43
 6.44970E+16  5.31287E-43
 6.44612E+16  5.58021E-43
 6.44254E+16  5.86101E-43
 6.43896E+16  6.15594E-43
 6.43539E+16  6.46571E-43
 6.43181E+16  6.79107E-43
 6.42824E+16  7.13080E-43
 6.42467E+16  7.47805E-43
 6.42110E+16  7.84241E-43
 6.41753E+16  8.22452E-43
 6.41397E+16  8.62526E-43
