UniqueID      Time          Wavelength    L_lambda      L_l_neb       
              (yr)          (Angstrom)    (erg/s/A)     (erg/s/A)     
-----------   -----------   -----------   -----------   -----------   
          1   2.00000e+06   3.54506e+04   1.73881e+34   1.47045e+35
          1   2.00000e+06   3.54521e+04   1.73852e+34   1.46646e+35
          1   2.00000e+06   3.54536e+04   1.73824e+34   1.46604e+35
          1   2.00000e+06   3.55000e+04   1.72927e+34   1.46261e+35
          1   2.00000e+06   3.57000e+04   1.69281e+34   1.44823e+35
          1   2.00000e+06   3.57098e+04   1.69106e+34   1.44756e+35
          1   2.00000e+06   3.57112e+04   1.69079e+34   1.44781e+35
          1   2.00000e+06   3.57127e+04   1.69053e+34   1.45213e+35
          1   2.00000e+06   3.57142e+04   1.69026e+34   1.48839e+35
          1   2.00000e+06   3.57157e+04   1.68999e+34   1.68591e+35
          1   2.00000e+06   3.57172e+04   1.68973e+34   2.38413e+35
          1   2.00000e+06   3.57187e+04   1.68946e+34   3.93525e+35
          1   2.00000e+06   3.57202e+04   1.68920e+34   5.91754e+35
          1   2.00000e+06   3.57217e+04   1.68893e+34   6.88173e+35
          1   2.00000e+06   3.57232e+04   1.68866e+34   5.91733e+35
          1   2.00000e+06   3.57246e+04   1.68840e+34   3.93482e+35
          1   2.00000e+06   3.57261e+04   1.68813e+34   2.38349e+35
          1   2.00000e+06   3.57276e+04   1.68786e+34   1.68507e+35
          1   2.00000e+06   3.57291e+04   1.68760e+34   1.48733e+35
          1   2.00000e+06   3.57306e+04   1.68733e+34   1.45086e+35
          1   2.00000e+06   3.57321e+04   1.68707e+34   1.44633e+35
          1   2.00000e+06   3.57336e+04   1.68680e+34   1.44586e+35
          1   2.00000e+06   3.59000e+04   1.65742e+34   1.43409e+35
          1   2.00000e+06   3.60381e+04   1.63252e+34   1.42438e+35
          1   2.00000e+06   3.60396e+04   1.63225e+34   1.42469e+35
          1   2.00000e+06   3.60411e+04   1.63199e+34   1.42966e+35
          1   2.00000e+06   3.60426e+04   1.63172e+34   1.47131e+35
          1   2.00000e+06   3.60441e+04   1.63145e+34   1.69810e+35
          1   2.00000e+06   3.60456e+04   1.63118e+34   2.49973e+35
          1   2.00000e+06   3.60471e+04   1.63091e+34   4.28057e+35
          1   2.00000e+06   3.60486e+04   1.63064e+34   6.55645e+35
          1   2.00000e+06   3.60501e+04   1.63038e+34   7.66344e+35
          1   2.00000e+06   3.60516e+04   1.63011e+34   6.55624e+35
          1   2.00000e+06   3.60531e+04   1.62984e+34   4.28015e+35
          1   2.00000e+06   3.60546e+04   1.62957e+34   2.49910e+35
          1   2.00000e+06   3.60561e+04   1.62931e+34   1.69726e+35
          1   2.00000e+06   3.60576e+04   1.62904e+34   1.47026e+35
          1   2.00000e+06   3.60591e+04   1.62877e+34   1.42840e+35
          1   2.00000e+06   3.60606e+04   1.62850e+34   1.42321e+35
          1   2.00000e+06   3.60622e+04   1.62823e+34   1.42270e+35
          1   2.00000e+06   3.61000e+04   1.62152e+34   1.42003e+35
          1   2.00000e+06   3.63000e+04   1.58703e+34   1.40624e+35
          1   2.00000e+06   3.64273e+04   1.56417e+34   1.39746e+35
          1   2.00000e+06   3.64288e+04   1.56390e+34   1.39783e+35
          1   2.00000e+06   3.64304e+04   1.56363e+34   1.40360e+35
          1   2.00000e+06   3.64319e+04   1.56336e+34   1.45173e+35
          1   2.00000e+06   3.64334e+04   1.56309e+34   1.71373e+35
          1   2.00000e+06   3.64349e+04   1.56282e+34   2.63979e+35
          1   2.00000e+06   3.64364e+04   1.56255e+34   4.69704e+35
          1   2.00000e+06   3.64379e+04   1.56228e+34   7.32615e+35
          1   2.00000e+06   3.64395e+04   1.56201e+34   8.60497e+35
          1   2.00000e+06   3.64410e+04   1.56174e+34   7.32594e+35
          1   2.00000e+06   3.64425e+04   1.56147e+34   4.69663e+35
          1   2.00000e+06   3.64440e+04   1.56120e+34   2.63917e+35
          1   2.00000e+06   3.64455e+04   1.56093e+34   1.71290e+35
          1   2.00000e+06   3.64471e+04   1.56066e+34   1.45069e+35
          1   2.00000e+06   3.64486e+04   1.56039e+34   1.40235e+35
          1   2.00000e+06   3.64501e+04   1.56012e+34   1.39637e+35
          1   2.00000e+06   3.64516e+04   1.55985e+34   1.39579e+35
          1   2.00000e+06   3.65000e+04   1.55130e+34   1.39245e+35
          1   2.00000e+06   3.67000e+04   1.52091e+34   1.37932e+35
          1   2.00000e+06   3.68940e+04   1.48856e+34   1.36645e+35
          1   2.00000e+06   3.68955e+04   1.48831e+34   1.36690e+35
          1   2.00000e+06   3.68971e+04   1.48805e+34   1.37362e+35
          1   2.00000e+06   3.68986e+04   1.48780e+34   1.42961e+35
          1   2.00000e+06   3.69000e+04   1.48757e+34   1.67833e+35
          1   2.00000e+06   3.69002e+04   1.48755e+34   1.73428e+35
          1   2.00000e+06   3.69017e+04   1.48732e+34   2.81110e+35
          1   2.00000e+06   3.69032e+04   1.48708e+34   5.20324e+35
          1   2.00000e+06   3.69048e+04   1.48685e+34   8.26033e+35
          1   2.00000e+06   3.69063e+04   1.48662e+34   9.74734e+35
          1   2.00000e+06   3.69079e+04   1.48638e+34   8.26013e+35
          1   2.00000e+06   3.69094e+04   1.48615e+34   5.20285e+35
          1   2.00000e+06   3.69109e+04   1.48592e+34   2.81050e+35
          1   2.00000e+06   3.69125e+04   1.48568e+34   1.73348e+35
          1   2.00000e+06   3.69140e+04   1.48545e+34   1.42861e+35
          1   2.00000e+06   3.69155e+04   1.48522e+34   1.37242e+35
          1   2.00000e+06   3.69171e+04   1.48499e+34   1.36550e+35
          1   2.00000e+06   3.69186e+04   1.48475e+34   1.36485e+35
          1   2.00000e+06   3.71000e+04   1.45764e+34   1.35318e+35
          1   2.00000e+06   3.73000e+04   1.42033e+34   1.33972e+35
          1   2.00000e+06   3.73728e+04   1.40757e+34   1.33551e+35
          1   2.00000e+06   3.73744e+04   1.40729e+34   1.34582e+35
          1   2.00000e+06   3.73760e+04   1.40702e+34   1.47403e+35
          1   2.00000e+06   3.73775e+04   1.40675e+34   2.52867e+35
          1   2.00000e+06   3.73791e+04   1.40648e+34   8.25967e+35
          1   2.00000e+06   3.73806e+04   1.40621e+34   2.85108e+36
          1   2.00000e+06   3.73822e+04   1.40594e+34   7.34961e+36
          1   2.00000e+06   3.73838e+04   1.40567e+34   1.30985e+37
          1   2.00000e+06   3.73853e+04   1.40539e+34   1.58950e+37
          1   2.00000e+06   3.73869e+04   1.40512e+34   1.30985e+37
          1   2.00000e+06   3.73884e+04   1.40485e+34   7.34956e+36
          1   2.00000e+06   3.73900e+04   1.40458e+34   2.85102e+36
          1   2.00000e+06   3.73916e+04   1.40431e+34   8.25885e+35
          1   2.00000e+06   3.73931e+04   1.40404e+34   2.52765e+35
          1   2.00000e+06   3.73947e+04   1.40377e+34   1.47280e+35
          1   2.00000e+06   3.73962e+04   1.40350e+34   1.34439e+35
          1   2.00000e+06   3.73978e+04   1.40323e+34   1.33388e+35
          1   2.00000e+06   3.74611e+04   1.39229e+34   1.32920e+35
          1   2.00000e+06   3.74627e+04   1.39202e+34   1.32975e+35
          1   2.00000e+06   3.74642e+04   1.39175e+34   1.33764e+35
          1   2.00000e+06   3.74658e+04   1.39148e+34   1.40323e+35
          1   2.00000e+06   3.74674e+04   1.39121e+34   1.76008e+35
          1   2.00000e+06   3.74689e+04   1.39094e+34   3.02128e+35
          1   2.00000e+06   3.74705e+04   1.39068e+34   5.82302e+35
          1   2.00000e+06   3.74720e+04   1.39041e+34   9.40354e+35
          1   2.00000e+06   3.74736e+04   1.39014e+34   1.11452e+36
          1   2.00000e+06   3.74752e+04   1.38987e+34   9.40334e+35
          1   2.00000e+06   3.74767e+04   1.38960e+34   5.82261e+35
          1   2.00000e+06   3.74783e+04   1.38934e+34   3.02068e+35
          1   2.00000e+06   3.74799e+04   1.38907e+34   1.75926e+35
          1   2.00000e+06   3.74814e+04   1.38880e+34   1.40221e+35
          1   2.00000e+06   3.74830e+04   1.38853e+34   1.33642e+35
          1   2.00000e+06   3.74845e+04   1.38826e+34   1.32832e+35
          1   2.00000e+06   3.74861e+04   1.38800e+34   1.32757e+35
          1   2.00000e+06   3.75000e+04   1.38562e+34   1.32664e+35
          1   2.00000e+06   3.77000e+04   1.36963e+34   1.31554e+35
          1   2.00000e+06   3.79000e+04   1.34288e+34   1.30348e+35
          1   2.00000e+06   3.81000e+04   1.31348e+34   1.29127e+35
          1   2.00000e+06   3.81611e+04   1.30536e+34   1.28769e+35
          1   2.00000e+06   3.81627e+04   1.30515e+34   1.28836e+35
          1   2.00000e+06   3.81643e+04   1.30494e+34   1.29770e+35
          1   2.00000e+06   3.81658e+04   1.30473e+34   1.37514e+35
          1   2.00000e+06   3.81674e+04   1.30452e+34   1.79632e+35
          1   2.00000e+06   3.81690e+04   1.30430e+34   3.28485e+35
          1   2.00000e+06   3.81706e+04   1.30409e+34   6.59153e+35
          1   2.00000e+06   3.81722e+04   1.30388e+34   1.08174e+36
          1   2.00000e+06   3.81738e+04   1.30367e+34   1.28729e+36
          1   2.00000e+06   3.81754e+04   1.30346e+34   1.08172e+36
          1   2.00000e+06   3.81770e+04   1.30325e+34   6.59116e+35
          1   2.00000e+06   3.81786e+04   1.30304e+34   3.28429e+35
          1   2.00000e+06   3.81802e+04   1.30283e+34   1.79557e+35
          1   2.00000e+06   3.81818e+04   1.30262e+34   1.37420e+35
          1   2.00000e+06   3.81834e+04   1.30241e+34   1.29657e+35
          1   2.00000e+06   3.81849e+04   1.30220e+34   1.28705e+35
          1   2.00000e+06   3.81865e+04   1.30199e+34   1.28619e+35
          1   2.00000e+06   3.83000e+04   1.28711e+34   1.27947e+35
          1   2.00000e+06   3.85000e+04   1.26247e+34   1.26795e+35
          1   2.00000e+06   3.87000e+04   1.23811e+34   1.25657e+35
          1   2.00000e+06   3.89000e+04   1.21292e+34   1.24521e+35
          1   2.00000e+06   3.90413e+04   1.19379e+34   1.23716e+35
          1   2.00000e+06   3.90429e+04   1.19357e+34   1.23798e+35
          1   2.00000e+06   3.90445e+04   1.19335e+34   1.24911e+35
          1   2.00000e+06   3.90462e+04   1.19313e+34   1.34126e+35
          1   2.00000e+06   3.90478e+04   1.19292e+34   1.84237e+35
          1   2.00000e+06   3.90494e+04   1.19270e+34   3.61332e+35
          1   2.00000e+06   3.90510e+04   1.19248e+34   7.54737e+35
          1   2.00000e+06   3.90527e+04   1.19226e+34   1.25749e+36
          1   2.00000e+06   3.90543e+04   1.19204e+34   1.50205e+36
          1   2.00000e+06   3.90559e+04   1.19183e+34   1.25748e+36
          1   2.00000e+06   3.90576e+04   1.19161e+34   7.54700e+35
          1   2.00000e+06   3.90592e+04   1.19139e+34   3.61277e+35
          1   2.00000e+06   3.90608e+04   1.19117e+34   1.84163e+35
          1   2.00000e+06   3.90624e+04   1.19095e+34   1.34033e+35
          1   2.00000e+06   3.90641e+04   1.19074e+34   1.24800e+35
          1   2.00000e+06   3.90657e+04   1.19052e+34   1.23668e+35
          1   2.00000e+06   3.90673e+04   1.19030e+34   1.23568e+35
          1   2.00000e+06   3.91000e+04   1.18595e+34   1.23377e+35
          1   2.00000e+06   3.93000e+04   1.16602e+34   1.22314e+35
          1   2.00000e+06   3.95000e+04   1.14297e+34   1.21230e+35
          1   2.00000e+06   3.97000e+04   1.12157e+34   1.20172e+35
          1   2.00000e+06   3.99000e+04   1.10007e+34   1.19123e+35
          1   2.00000e+06   4.01000e+04   1.07602e+34   1.18058e+35
          1   2.00000e+06   4.01735e+04   1.06777e+34   1.17681e+35
          1   2.00000e+06   4.01751e+04   1.06758e+34   1.17781e+35
          1   2.00000e+06   4.01768e+04   1.06739e+34   1.19119e+35
          1   2.00000e+06   4.01785e+04   1.06720e+34   1.30174e+35
          1   2.00000e+06   4.01802e+04   1.06702e+34   1.90283e+35
          1   2.00000e+06   4.01819e+04   1.06683e+34   4.02704e+35
          1   2.00000e+06   4.01835e+04   1.06664e+34   8.74579e+35
          1   2.00000e+06   4.01852e+04   1.06646e+34   1.47762e+36
          1   2.00000e+06   4.01869e+04   1.06627e+34   1.77095e+36
          1   2.00000e+06   4.01886e+04   1.06608e+34   1.47760e+36
          1   2.00000e+06   4.01902e+04   1.06589e+34   8.74544e+35
          1   2.00000e+06   4.01919e+04   1.06571e+34   4.02652e+35
          1   2.00000e+06   4.01936e+04   1.06552e+34   1.90213e+35
          1   2.00000e+06   4.01953e+04   1.06533e+34   1.30087e+35
          1   2.00000e+06   4.01969e+04   1.06515e+34   1.19014e+35
          1   2.00000e+06   4.01986e+04   1.06496e+34   1.17660e+35
          1   2.00000e+06   4.02003e+04   1.06477e+34   1.17542e+35
          1   2.00000e+06   4.03000e+04   1.05374e+34   1.17020e+35
          1   2.00000e+06   4.04872e+04   1.02858e+34   1.16424e+35
          1   2.00000e+06   4.04889e+04   1.02835e+34   1.23694e+35
          1   2.00000e+06   4.04906e+04   1.02813e+34   2.13399e+35
          1   2.00000e+06   4.04923e+04   1.02791e+34   9.50873e+35
          1   2.00000e+06   4.04940e+04   1.02768e+34   4.95810e+36
          1   2.00000e+06   4.04957e+04   1.02746e+34   1.91179e+37
          1   2.00000e+06   4.04974e+04   1.02724e+34   5.05720e+37
          1   2.00000e+06   4.04991e+04   1.02701e+34   9.07691e+37
          1   2.00000e+06   4.05000e+04   1.02689e+34   1.06072e+38
          1   2.00000e+06   4.05008e+04   1.02685e+34   1.10322e+38
          1   2.00000e+06   4.05024e+04   1.02677e+34   9.07691e+37
          1   2.00000e+06   4.05041e+04   1.02669e+34   5.05720e+37
          1   2.00000e+06   4.05058e+04   1.02661e+34   1.91179e+37
          1   2.00000e+06   4.05075e+04   1.02653e+34   4.95803e+36
          1   2.00000e+06   4.05092e+04   1.02645e+34   9.50791e+35
          1   2.00000e+06   4.05109e+04   1.02637e+34   2.13300e+35
          1   2.00000e+06   4.05126e+04   1.02630e+34   1.23578e+35
          1   2.00000e+06   4.05143e+04   1.02622e+34   1.16292e+35
          1   2.00000e+06   4.07000e+04   1.01750e+34   1.15055e+35
          1   2.00000e+06   4.09000e+04   9.99326e+33   1.14085e+35
          1   2.00000e+06   4.11000e+04   9.80726e+33   1.13117e+35
          1   2.00000e+06   4.13000e+04   9.61934e+33   1.12159e+35
          1   2.00000e+06   4.15000e+04   9.42877e+33   1.11206e+35
          1   2.00000e+06   4.16714e+04   9.24173e+33   1.10381e+35
          1   2.00000e+06   4.16732e+04   9.23986e+33   1.10505e+35
          1   2.00000e+06   4.16749e+04   9.23798e+33   1.12125e+35
          1   2.00000e+06   4.16766e+04   9.23611e+33   1.25505e+35
          1   2.00000e+06   4.16784e+04   9.23424e+33   1.98243e+35
          1   2.00000e+06   4.16801e+04   9.23237e+33   4.55289e+35
          1   2.00000e+06   4.16819e+04   9.23050e+33   1.02629e+36
          1   2.00000e+06   4.16836e+04   9.22862e+33   1.75602e+36
          1   2.00000e+06   4.16853e+04   9.22675e+33   2.11097e+36
          1   2.00000e+06   4.16871e+04   9.22488e+33   1.75600e+36
          1   2.00000e+06   4.16888e+04   9.22302e+33   1.02626e+36
          1   2.00000e+06   4.16905e+04   9.22115e+33   4.55239e+35
          1   2.00000e+06   4.16923e+04   9.21928e+33   1.98176e+35
          1   2.00000e+06   4.16940e+04   9.21741e+33   1.25421e+35
          1   2.00000e+06   4.16958e+04   9.21554e+33   1.12024e+35
          1   2.00000e+06   4.16975e+04   9.21368e+33   1.10387e+35
          1   2.00000e+06   4.16992e+04   9.21181e+33   1.10247e+35
          1   2.00000e+06   4.17000e+04   9.21099e+33   1.10237e+35
          1   2.00000e+06   4.19000e+04   9.09036e+33   1.09370e+35
          1   2.00000e+06   4.21000e+04   8.93200e+33   1.08475e+35
          1   2.00000e+06   4.23000e+04   8.76907e+33   1.07584e+35
          1   2.00000e+06   4.25000e+04   8.60398e+33   1.06699e+35
          1   2.00000e+06   4.27000e+04   8.45448e+33   1.05837e+35
          1   2.00000e+06   4.29000e+04   8.30006e+33   1.04976e+35
          1   2.00000e+06   4.31000e+04   8.15336e+33   1.04132e+35
          1   2.00000e+06   4.33000e+04   8.00676e+33   1.03296e+35
          1   2.00000e+06   4.35000e+04   7.85519e+33   1.02462e+35
          1   2.00000e+06   4.37000e+04   7.67275e+33   1.01605e+35
          1   2.00000e+06   4.37262e+04   7.65945e+33   1.01513e+35
          1   2.00000e+06   4.37281e+04   7.65852e+33   1.01667e+35
          1   2.00000e+06   4.37299e+04   7.65760e+33   1.03646e+35
          1   2.00000e+06   4.37317e+04   7.65667e+33   1.19964e+35
          1   2.00000e+06   4.37335e+04   7.65575e+33   2.08663e+35
          1   2.00000e+06   4.37353e+04   7.65483e+33   5.22106e+35
          1   2.00000e+06   4.37372e+04   7.65390e+33   1.21839e+36
          1   2.00000e+06   4.37390e+04   7.65298e+33   2.10820e+36
          1   2.00000e+06   4.37408e+04   7.65206e+33   2.54104e+36
          1   2.00000e+06   4.37426e+04   7.65113e+33   2.10819e+36
          1   2.00000e+06   4.37445e+04   7.65021e+33   1.21836e+36
          1   2.00000e+06   4.37463e+04   7.64929e+33   5.22064e+35
          1   2.00000e+06   4.37481e+04   7.64837e+33   2.08607e+35
          1   2.00000e+06   4.37499e+04   7.64744e+33   1.19894e+35
          1   2.00000e+06   4.37518e+04   7.64652e+33   1.03561e+35
          1   2.00000e+06   4.37536e+04   7.64560e+33   1.01568e+35
          1   2.00000e+06   4.37554e+04   7.64468e+33   1.01400e+35
          1   2.00000e+06   4.39000e+04   7.57207e+33   1.00798e+35
          1   2.00000e+06   4.41000e+04   7.45492e+33   1.00021e+35
          1   2.00000e+06   4.43000e+04   7.32574e+33   9.92391e+34
          1   2.00000e+06   4.45000e+04   7.19574e+33   9.84632e+34
          1   2.00000e+06   4.47000e+04   7.07714e+33   9.27506e+34
          1   2.00000e+06   4.48562e+04   6.98441e+33   9.21791e+34
          1   2.00000e+06   4.48581e+04   6.98331e+33   9.21725e+34
          1   2.00000e+06   4.48600e+04   6.98221e+33   9.21658e+34
          1   2.00000e+06   4.48618e+04   6.98111e+33   9.21592e+34
          1   2.00000e+06   4.48637e+04   6.98001e+33   9.21525e+34
          1   2.00000e+06   4.48656e+04   6.97891e+33   9.21458e+34
          1   2.00000e+06   4.48675e+04   6.97781e+33   9.21392e+34
          1   2.00000e+06   4.48693e+04   6.97671e+33   9.21325e+34
          1   2.00000e+06   4.48712e+04   6.97561e+33   9.21259e+34
          1   2.00000e+06   4.48731e+04   6.97451e+33   9.21192e+34
          1   2.00000e+06   4.48749e+04   6.97341e+33   9.21126e+34
          1   2.00000e+06   4.48768e+04   6.97231e+33   9.21059e+34
          1   2.00000e+06   4.48787e+04   6.97121e+33   9.20993e+34
          1   2.00000e+06   4.48806e+04   6.97012e+33   9.20926e+34
          1   2.00000e+06   4.48824e+04   6.96902e+33   9.20860e+34
          1   2.00000e+06   4.48843e+04   6.96792e+33   9.20793e+34
          1   2.00000e+06   4.48862e+04   6.96682e+33   9.20727e+34
          1   2.00000e+06   4.49000e+04   6.95871e+33   9.20235e+34
          1   2.00000e+06   4.51000e+04   6.83983e+33   9.13149e+34
          1   2.00000e+06   4.53000e+04   6.72104e+33   9.06125e+34
          1   2.00000e+06   4.55000e+04   6.60499e+33   8.99189e+34
          1   2.00000e+06   4.57000e+04   6.49728e+33   8.92397e+34
          1   2.00000e+06   4.59000e+04   6.38866e+33   8.85654e+34
          1   2.00000e+06   4.61000e+04   6.28191e+33   8.78989e+34
          1   2.00000e+06   4.63000e+04   6.17207e+33   8.72350e+34
          1   2.00000e+06   4.64971e+04   6.00362e+33   8.65983e+34
          1   2.00000e+06   4.64990e+04   6.00199e+33   8.78698e+34
          1   2.00000e+06   4.65000e+04   6.00116e+33   9.16758e+34
          1   2.00000e+06   4.65010e+04   6.00076e+33   1.03622e+35
          1   2.00000e+06   4.65029e+04   5.99993e+33   2.33159e+35
          1   2.00000e+06   4.65048e+04   5.99910e+33   9.37045e+35
          1   2.00000e+06   4.65068e+04   5.99827e+33   3.42429e+36
          1   2.00000e+06   4.65087e+04   5.99745e+33   8.94937e+36
          1   2.00000e+06   4.65106e+04   5.99662e+33   1.60102e+37
          1   2.00000e+06   4.65126e+04   5.99579e+33   1.94448e+37
          1   2.00000e+06   4.65145e+04   5.99497e+33   1.60102e+37
          1   2.00000e+06   4.65165e+04   5.99414e+33   8.94934e+36
          1   2.00000e+06   4.65184e+04   5.99331e+33   3.42425e+36
          1   2.00000e+06   4.65203e+04   5.99249e+33   9.36996e+35
          1   2.00000e+06   4.65223e+04   5.99166e+33   2.33098e+35
          1   2.00000e+06   4.65242e+04   5.99083e+33   1.03549e+35
          1   2.00000e+06   4.65262e+04   5.99001e+33   8.77838e+34
          1   2.00000e+06   4.65281e+04   5.98918e+33   8.64992e+34
          1   2.00000e+06   4.66842e+04   5.92320e+33   8.59488e+34
          1   2.00000e+06   4.66861e+04   5.92238e+33   8.61403e+34
          1   2.00000e+06   4.66881e+04   5.92156e+33   8.85696e+34
          1   2.00000e+06   4.66900e+04   5.92075e+33   1.08583e+35
          1   2.00000e+06   4.66920e+04   5.91993e+33   2.17355e+35
          1   2.00000e+06   4.66939e+04   5.91911e+33   6.01723e+35
          1   2.00000e+06   4.66959e+04   5.91830e+33   1.45555e+36
          1   2.00000e+06   4.66978e+04   5.91748e+33   2.54671e+36
          1   2.00000e+06   4.66998e+04   5.91666e+33   3.07748e+36
          1   2.00000e+06   4.67000e+04   5.91656e+33   3.06833e+36
          1   2.00000e+06   4.67017e+04   5.91614e+33   2.54670e+36
          1   2.00000e+06   4.67037e+04   5.91565e+33   1.45553e+36
          1   2.00000e+06   4.67056e+04   5.91517e+33   6.01687e+35
          1   2.00000e+06   4.67075e+04   5.91468e+33   2.17308e+35
          1   2.00000e+06   4.67095e+04   5.91420e+33   1.08524e+35
          1   2.00000e+06   4.67114e+04   5.91371e+33   8.84986e+34
          1   2.00000e+06   4.67134e+04   5.91323e+33   8.60576e+34
          1   2.00000e+06   4.67153e+04   5.91274e+33   8.58543e+34
          1   2.00000e+06   4.69000e+04   5.86704e+33   8.53015e+34
          1   2.00000e+06   4.71000e+04   5.78190e+33   8.46846e+34
          1   2.00000e+06   4.73000e+04   5.68865e+33   8.40649e+34
          1   2.00000e+06   4.75000e+04   5.59383e+33   8.34489e+34
          1   2.00000e+06   4.77000e+04   5.50622e+33   8.28454e+34
          1   2.00000e+06   4.79000e+04   5.41926e+33   8.22477e+34
          1   2.00000e+06   4.81000e+04   5.33239e+33   8.16551e+34
          1   2.00000e+06   4.83000e+04   5.24718e+33   8.10693e+34
          1   2.00000e+06   4.84345e+04   5.18954e+33   8.06785e+34
          1   2.00000e+06   4.84365e+04   5.18868e+33   8.06832e+34
          1   2.00000e+06   4.84385e+04   5.18782e+33   8.08078e+34
          1   2.00000e+06   4.84405e+04   5.18696e+33   8.18741e+34
          1   2.00000e+06   4.84425e+04   5.18610e+33   8.76940e+34
          1   2.00000e+06   4.84446e+04   5.18524e+33   1.08274e+35
          1   2.00000e+06   4.84466e+04   5.18438e+33   1.53996e+35
          1   2.00000e+06   4.84486e+04   5.18352e+33   2.12429e+35
          1   2.00000e+06   4.84506e+04   5.18267e+33   2.40850e+35
          1   2.00000e+06   4.84526e+04   5.18181e+33   2.12418e+35
          1   2.00000e+06   4.84547e+04   5.18095e+33   1.53973e+35
          1   2.00000e+06   4.84567e+04   5.18009e+33   1.08239e+35
          1   2.00000e+06   4.84587e+04   5.17923e+33   8.76472e+34
          1   2.00000e+06   4.84607e+04   5.17837e+33   8.18155e+34
          1   2.00000e+06   4.84627e+04   5.17752e+33   8.07375e+34
          1   2.00000e+06   4.84648e+04   5.17666e+33   8.06012e+34
          1   2.00000e+06   4.84668e+04   5.17580e+33   8.05848e+34
          1   2.00000e+06   4.85000e+04   5.16173e+33   8.04881e+34
          1   2.00000e+06   4.87000e+04   5.08346e+33   7.99191e+34
          1   2.00000e+06   4.87875e+04   5.04941e+33   7.96725e+34
          1   2.00000e+06   4.87896e+04   5.04862e+33   7.96786e+34
          1   2.00000e+06   4.87916e+04   5.04783e+33   7.98194e+34
          1   2.00000e+06   4.87936e+04   5.04705e+33   8.10180e+34
          1   2.00000e+06   4.87957e+04   5.04626e+33   8.75564e+34
          1   2.00000e+06   4.87977e+04   5.04547e+33   1.10675e+35
          1   2.00000e+06   4.87997e+04   5.04468e+33   1.62036e+35
          1   2.00000e+06   4.88018e+04   5.04390e+33   2.27674e+35
          1   2.00000e+06   4.88038e+04   5.04311e+33   2.59600e+35
          1   2.00000e+06   4.88058e+04   5.04232e+33   2.27663e+35
          1   2.00000e+06   4.88079e+04   5.04153e+33   1.62013e+35
          1   2.00000e+06   4.88099e+04   5.04075e+33   1.10640e+35
          1   2.00000e+06   4.88119e+04   5.03996e+33   8.75105e+34
          1   2.00000e+06   4.88140e+04   5.03917e+33   8.09607e+34
          1   2.00000e+06   4.88160e+04   5.03839e+33   7.97506e+34
          1   2.00000e+06   4.88180e+04   5.03760e+33   7.95984e+34
          1   2.00000e+06   4.88201e+04   5.03682e+33   7.95808e+34
          1   2.00000e+06   4.89000e+04   5.00607e+33   7.93557e+34
          1   2.00000e+06   4.91000e+04   4.92901e+33   7.87975e+34
          1   2.00000e+06   4.91939e+04   4.89290e+33   7.85378e+34
          1   2.00000e+06   4.91960e+04   4.89211e+33   7.85456e+34
          1   2.00000e+06   4.91980e+04   4.89133e+33   7.87051e+34
          1   2.00000e+06   4.92001e+04   4.89054e+33   8.00577e+34
          1   2.00000e+06   4.92021e+04   4.88976e+33   8.74323e+34
          1   2.00000e+06   4.92042e+04   4.88897e+33   1.13505e+35
          1   2.00000e+06   4.92062e+04   4.88819e+33   1.71430e+35
          1   2.00000e+06   4.92083e+04   4.88741e+33   2.45456e+35
          1   2.00000e+06   4.92103e+04   4.88662e+33   2.81462e+35
          1   2.00000e+06   4.92124e+04   4.88584e+33   2.45445e+35
          1   2.00000e+06   4.92144e+04   4.88505e+33   1.71407e+35
          1   2.00000e+06   4.92165e+04   4.88427e+33   1.13471e+35
          1   2.00000e+06   4.92185e+04   4.88349e+33   8.73869e+34
          1   2.00000e+06   4.92206e+04   4.88270e+33   8.00010e+34
          1   2.00000e+06   4.92226e+04   4.88192e+33   7.86371e+34
          1   2.00000e+06   4.92247e+04   4.88114e+33   7.84662e+34
          1   2.00000e+06   4.92267e+04   4.88035e+33   7.84471e+34
          1   2.00000e+06   4.93000e+04   4.85250e+33   7.82445e+34
          1   2.00000e+06   4.95000e+04   4.77645e+33   7.76966e+34
          1   2.00000e+06   4.96653e+04   4.71409e+33   7.72486e+34
          1   2.00000e+06   4.96674e+04   4.71332e+33   7.72582e+34
          1   2.00000e+06   4.96694e+04   4.71254e+33   7.74398e+34
          1   2.00000e+06   4.96715e+04   4.71177e+33   7.89731e+34
          1   2.00000e+06   4.96736e+04   4.71099e+33   8.73292e+34
          1   2.00000e+06   4.96756e+04   4.71022e+33   1.16870e+35
          1   2.00000e+06   4.96777e+04   4.70944e+33   1.82499e+35
          1   2.00000e+06   4.96798e+04   4.70867e+33   2.66371e+35
          1   2.00000e+06   4.96819e+04   4.70790e+33   3.07166e+35
          1   2.00000e+06   4.96839e+04   4.70712e+33   2.66360e+35
          1   2.00000e+06   4.96860e+04   4.70635e+33   1.82476e+35
          1   2.00000e+06   4.96881e+04   4.70557e+33   1.16837e+35
          1   2.00000e+06   4.96901e+04   4.70480e+33   8.72845e+34
          1   2.00000e+06   4.96922e+04   4.70403e+33   7.89171e+34
          1   2.00000e+06   4.96943e+04   4.70325e+33   7.73727e+34
          1   2.00000e+06   4.96964e+04   4.70248e+33   7.71799e+34
          1   2.00000e+06   4.96984e+04   4.70171e+33   7.71591e+34
