 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 1.00 Teff 25.00 logg 2.95 R/R0 26.87 R 1.8688E+12
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 8.90796980E-64
 5.34837490E+01 9.12490310E-62
 5.74893160E+01 6.85114420E-60
 6.21434350E+01 3.67149490E-58
 6.57151460E+01 4.29574160E-57
 6.97224650E+01 4.14425000E-56
 7.19151640E+01 1.19159920E-55
 7.42502560E+01 3.24636490E-55
 7.42530130E+01 3.32413480E-55
 8.10000000E+01 3.27663140E-54
 8.53333920E+01 9.74018290E-54
 9.09000000E+01 2.85977140E-53
 9.61000000E+01 6.83046380E-53
 1.00305760E+02 4.39701750E-52
 1.05600000E+02 4.77769960E-50
 1.10400000E+02 3.98039640E-48
 1.14000000E+02 1.02155920E-46
 1.17800000E+02 2.88551490E-45
 1.21650180E+02 7.81124990E-44
 1.24800000E+02 1.08616400E-42
 1.28400000E+02 2.02784710E-41
 1.32400000E+02 4.66865790E-40
 1.36134440E+02 7.73605110E-39
 1.39800000E+02 1.08050490E-37
 1.43300000E+02 1.19838550E-36
 1.47200000E+02 1.54203810E-35
 1.51000000E+02 1.64203250E-34
 1.54534020E+02 1.33461540E-33
 1.54535210E+02 7.93371210E-34
 1.57236080E+02 3.69530560E-33
 1.60034310E+02 1.72139560E-32
 1.60035590E+02 1.72257000E-32
 1.60224390E+02 1.90724630E-32
 1.60225670E+02 1.90856570E-32
 1.64616180E+02 1.90518190E-31
 1.69255510E+02 1.89563180E-30
 1.74163930E+02 1.87708370E-29
 1.76726470E+02 5.89517470E-29
 1.79365540E+02 1.84894420E-28
 1.79367150E+02 1.85021310E-28
 1.80916590E+02 3.56175440E-28
 1.80918230E+02 3.56419720E-28
 1.83620910E+02 1.08684530E-27
 1.86407310E+02 3.31219280E-27
 1.89279570E+02 1.00813650E-26
 1.90749160E+02 1.75801260E-26
 1.92241740E+02 3.06474840E-26
 1.92243590E+02 3.06683130E-26
 1.93422340E+02 4.72702600E-26
 1.94617540E+02 7.28964410E-26
 1.94619430E+02 3.40594070E-26
 1.95850210E+02 5.32156660E-26
 1.97098590E+02 8.31973750E-26
 1.97100530E+02 8.32548700E-26
 1.98877180E+02 1.55720080E-25
 2.00688160E+02 2.91423170E-25
 2.00690170E+02 2.91624480E-25
 2.01029230E+02 3.27514320E-25
 2.01031250E+02 3.27740550E-25
 2.02358650E+02 5.14310550E-25
 2.02360700E+02 5.14665760E-25
 2.03566670E+02 7.71048130E-25
 2.04789200E+02 1.15589660E-24
 2.04791300E+02 1.12518740E-24
 2.07799050E+02 2.98701330E-24
 2.10898700E+02 7.93348380E-24
 2.14092210E+02 2.10674600E-23
 2.15725520E+02 3.43287190E-23
 2.17383930E+02 5.59349850E-23
 2.17386300E+02 5.59736050E-23
 2.18149610E+02 6.99004550E-23
 2.18151990E+02 6.99440070E-23
 2.19479890E+02 1.02567110E-22
 2.19482300E+02 1.02637920E-22
 2.21038630E+02 1.59809180E-22
 2.22619670E+02 2.48986650E-22
 2.22622150E+02 2.49158510E-22
 2.23980340E+02 3.62840730E-22
 2.25357750E+02 5.28737060E-22
 2.25360290E+02 5.29101940E-22
 2.25609880E+02 5.66179620E-22
 2.25612420E+02 5.44903370E-22
 2.25845330E+02 5.80362260E-22
 2.25847880E+02 4.18602810E-22
 2.26991880E+02 5.70883430E-22
 2.26994450E+02 5.71280430E-22
 2.27837820E+02 7.16653090E-22
 2.27840410E+02 3.63811980E-17
 2.28062080E+02 3.73754230E-17
 2.28506890E+02 3.51902570E-17
 2.28952570E+02 1.42913380E-17
 2.29366480E+02 3.80162700E-18
 2.29369110E+02 3.80033480E-18
 2.29399110E+02 3.78619290E-18
 2.29846530E+02 4.02787420E-19
 2.30294820E+02 1.36917420E-17
 2.30743990E+02 5.08014880E-18
 2.31194030E+02 1.33397790E-17
 2.31502650E+02 6.40180760E-22
 2.31644950E+02 3.11108080E-22
 2.32096740E+02 2.31980350E-17
 2.32549420E+02 4.89117870E-17
 2.33002980E+02 5.84272720E-18
 2.33457430E+02 1.47034750E-19
 2.33678980E+02 2.33305260E-19
 2.33681710E+02 2.35000800E-19
 2.33912760E+02 1.57913210E-17
 2.34368990E+02 6.22743390E-17
 2.34826100E+02 7.86855710E-17
 2.34985870E+02 8.10331190E-17
 2.35284100E+02 8.44291580E-17
 2.35742990E+02 4.20342180E-17
 2.36202790E+02 5.90448530E-17
 2.36307460E+02 3.85418670E-17
 2.36310250E+02 4.35052390E-17
 2.36663470E+02 3.62717030E-17
 2.37125060E+02 7.71802450E-17
 2.37587540E+02 1.52039920E-16
 2.38050930E+02 2.18520770E-16
 2.38515230E+02 2.01713350E-16
 2.38980420E+02 2.56573720E-16
 2.39446530E+02 8.31835160E-17
 2.39900950E+02 2.26984810E-16
 2.39913540E+02 2.41718810E-16
 2.40381470E+02 7.62796220E-17
 2.40850300E+02 1.82715530E-16
 2.41320060E+02 3.03970750E-16
 2.41790720E+02 1.73888060E-16
 2.42262310E+02 7.32487920E-17
 2.42734820E+02 2.12503140E-16
 2.43208240E+02 1.88395980E-16
 2.43605420E+02 3.53552000E-16
 2.43608390E+02 3.52638240E-16
 2.43682590E+02 4.45974680E-16
 2.44157870E+02 3.90130020E-16
 2.44634070E+02 3.16681260E-16
 2.45111210E+02 1.98933860E-16
 2.45413770E+02 1.81298280E-16
 2.45416780E+02 1.81015760E-16
 2.45589270E+02 1.68090410E-16
 2.46068260E+02 4.65120980E-16
 2.46548190E+02 5.46396210E-16
 2.47029060E+02 4.38145520E-16
 2.47510860E+02 1.45955370E-16
 2.47579110E+02 1.56207840E-16
 2.47582170E+02 1.56716070E-16
 2.47993600E+02 2.85839740E-16
 2.48477290E+02 5.30263550E-16
 2.48961910E+02 8.76338590E-16
 2.49447490E+02 8.50007840E-16
 2.49834420E+02 9.20032980E-16
 2.49837540E+02 9.27905980E-16
 2.49934010E+02 9.46500660E-16
 2.50421470E+02 5.91944260E-16
 2.50909890E+02 4.89381990E-16
 2.51268590E+02 6.18543070E-16
 2.51399270E+02 9.42762030E-16
 2.51889590E+02 8.79661740E-16
 2.52380880E+02 1.65645010E-15
 2.52719320E+02 1.79499020E-15
 2.52722520E+02 1.79184760E-15
 2.52873120E+02 1.67494530E-15
 2.53297040E+02 9.96587610E-16
 2.53300250E+02 9.93602770E-16
 2.53366320E+02 9.37067990E-16
 2.53860480E+02 9.80445280E-16
 2.54355610E+02 4.46131350E-16
 2.54600830E+02 5.92796620E-16
 2.54604070E+02 5.96101410E-16
 2.54851700E+02 2.31919400E-15
 2.55348760E+02 4.11530200E-17
 2.55846790E+02 1.89811370E-15
 2.56345790E+02 2.72211980E-15
 2.56735220E+02 2.48384530E-15
 2.56845760E+02 2.43231480E-15
 2.57346710E+02 3.10410760E-15
 2.57848640E+02 3.07447220E-15
 2.58351550E+02 3.79574500E-15
 2.58855430E+02 3.33466080E-15
 2.58905710E+02 3.40972260E-15
 2.58909060E+02 9.75655860E-15
 2.59360300E+02 1.02758800E-14
 2.59866150E+02 1.38512510E-15
 2.60372990E+02 2.54468590E-14
 2.60880820E+02 3.02765400E-14
 2.61010740E+02 2.36486330E-14
 2.61014140E+02 2.44614840E-14
 2.61378120E+02 4.10751580E-15
 2.61381530E+02 8.06159040E-15
 2.61389640E+02 7.09037660E-15
 2.61899450E+02 4.34561260E-16
 2.62410260E+02 7.98610780E-15
 2.62922060E+02 1.05301210E-16
 2.63434860E+02 1.03294150E-16
 2.63948660E+02 1.36055930E-15
 2.64463470E+02 4.25585950E-14
 2.64575530E+02 4.33537400E-14
 2.64979270E+02 4.63199890E-14
 2.65496090E+02 7.37042940E-14
 2.66013910E+02 2.61094300E-15
 2.66532740E+02 8.71327250E-16
 2.67052580E+02 8.27790910E-15
 2.67573440E+02 5.90412030E-14
 2.67852140E+02 9.30971160E-14
 2.68095310E+02 1.24232380E-13
 2.68618200E+02 6.69321010E-15
 2.69142110E+02 1.11884050E-14
 2.69667040E+02 1.22359100E-13
 2.70193000E+02 3.08403130E-13
 2.70719980E+02 7.26943050E-14
 2.71210930E+02 8.58517980E-14
 2.71247990E+02 8.68887900E-14
 2.71777030E+02 2.07593730E-13
 2.72307100E+02 2.08688310E-13
 2.72838200E+02 2.06805710E-13
 2.72922110E+02 1.88105210E-13
