 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 1.00 Teff 30.20 logg 3.14 R/R0 28.12 R 1.9558E+12
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 3.72405010E-67
 5.39979250E+01 6.01333780E-66
 5.86907500E+01 7.72034410E-65
 6.42768940E+01 1.00070520E-63
 6.72896990E+01 7.90019080E-63
 7.05988270E+01 1.00647580E-60
 7.23785180E+01 1.87730750E-59
 7.42502560E+01 4.35121480E-58
 7.42530130E+01 1.73781260E-61
 8.28169820E+01 1.02055220E-54
 8.60000000E+01 2.09928320E-52
 9.36183240E+01 1.60464030E-47
 9.96000000E+01 3.13920900E-44
 1.03800000E+02 3.73190020E-42
 1.07659770E+02 2.13944850E-40
 1.16388060E+02 7.25008290E-37
 1.21300000E+02 4.13014340E-35
 1.26656480E+02 2.34881130E-33
 1.26657280E+02 2.35017120E-33
 1.27447660E+02 4.14219820E-33
 1.27448480E+02 4.14459580E-33
 1.29343070E+02 1.56647700E-32
 1.31295690E+02 5.91863000E-32
 1.33308180E+02 2.23426570E-31
 1.34337740E+02 4.33960640E-31
 1.35383330E+02 8.42698740E-31
 1.35384240E+02 8.43185190E-31
 1.37200850E+02 2.60623860E-30
 1.39067840E+02 8.05529400E-30
 1.39068810E+02 8.05993880E-30
 1.40058470E+02 1.44776020E-29
 1.41063320E+02 2.60156160E-29
 1.41064320E+02 2.60306080E-29
 1.44205920E+02 1.54131400E-28
 1.47491730E+02 9.11448640E-28
 1.50930770E+02 5.37829110E-27
 1.52711150E+02 1.30528890E-26
 1.54534020E+02 3.16575870E-26
 1.54535210E+02 3.18454280E-26
 1.57236080E+02 1.13764630E-25
 1.60034310E+02 4.05965180E-25
 1.60035590E+02 4.06197660E-25
 1.60224390E+02 4.41865880E-25
 1.60225670E+02 4.42118500E-25
 1.62147230E+02 1.02923590E-24
 1.64116780E+02 2.39522500E-24
 1.64118130E+02 6.45140940E-26
 1.65325350E+02 1.07273150E-25
 1.66551860E+02 1.78413990E-25
 1.66553240E+02 1.78515870E-25
 1.68739650E+02 4.33694670E-25
 1.70985680E+02 1.05301930E-24
 1.70987140E+02 9.27527910E-25
 1.71113420E+02 9.74260360E-25
 1.71114880E+02 7.83360780E-25
 1.71458910E+02 8.95315690E-25
 1.71460380E+02 4.47111980E-25
 1.72433830E+02 6.50984380E-25
 1.72435320E+02 9.93873240E-26
 1.75831390E+02 3.66114270E-25
 1.79365540E+02 1.34694610E-24
 1.79367150E+02 1.34772860E-24
 1.80916590E+02 2.34638500E-24
 1.80918230E+02 2.34774720E-24
 1.83985820E+02 6.83827580E-24
