%
% OII Recombination spectrum
%
% Liu et al 1995, Storey 1994
%
% @ARTICLE{1995MNRAS.272..369L,
%    author = {{Liu}, X.-W. and {Storey}, P.~J. and {Barlow}, M.~J. and {Clegg}, R.~E.~S.
% 	},
%     title = "{The rich O II recombination spectrum of the planetary nebula NGC 7009: new observations and atomic data}",
%   journal = {\mnras},
%  keywords = {ATOMIC DATA-ATOMIC PROCESSES-ISM, ABUNDANCES-PLANETARY NUBULAE, INDIVIDUAL, NGC 7009.},
%      year = 1995,
%     month = jan,
%    volume = 272,
%     pages = {369-388},
%    adsurl = {http://adsabs.harvard.edu/abs/1995MNRAS.272..369L},
%   adsnote = {Provided by the SAO/NASA Astrophysics Data System}
% }
%
% @ARTICLE{1994A&A...282..999S,
%    author = {{Storey}, P.~J.},
%     title = "{Recombination coefficients for O II lines at nebular temperatures and densities}",
%   journal = {\aap},
%  keywords = {Atomic Spectra, Coefficients, Electron Recombination, H Ii Regions, Line Spectra, Oxygen Spectra, Photoionization, Planetary Nebulae, Radiative Recombination, Configuration Interaction, Electron Density (Concentration), Electron Energy, Electron Orbitals},
%      year = 1994,
%     month = feb,
%    volume = 282,
%     pages = {999-1013},
%    adsurl = {http://adsabs.harvard.edu/abs/1994A%26A...282..999S},
%   adsnote = {Provided by the SAO/NASA Astrophysics Data System}
% }
%
% Title
% Multiplets Title
% nentries
% ID Mult Eij lamobs transition
% Title  Coefficients Case A   B and C
% ncases
% Case Title
% nentries
% Branch a20 a40 a50 a60 b c d
% …
% Case Title
% nentries
% Branch a20 a40 a50 a60 b c d
% …
% Case Title
% nentries
% Branch a20 a40 a50 a60 b c d
% …
%
%
Oxygen II Recombination Spectrum v5.2.0
OII 5 Multiplet transition v1.0.1
200
101 015 22382.942 4466.434 4fD[2]5|2-3d2P3|2
102 016 23065.166 4334.324 4fD[2]3|2-3d4D5|2
103 016 21358.094 4680.756 4fD[2]3|2-3d2D5|2
104 016 23350.004 4281.450 4fD[2]3|2-3d4P5|2
105 016 24516.602 4077.717 4fD[2]3|2-3d4F3|2
106 016 23066.747 4334.026 4fD[2]3|2-3d4D3|2
107 016 21409.931 4669.423 4fD[2]3|2-3d2D3|2
108 016 23276.779 4294.919 4fD[2]3|2-3d4P3|2
109 016 22382.198 4466.583 4fD[2]3|2-3d2P3|2
110 016 23101.086 4327.584 4fD[2]3|2-3d4D1|2
111 016 23210.236 4307.232 4fD[2]3|2-3d4P1|2
112 016 22268.138 4489.462 4fD[2]3|2-3d2P1|2
113 017 23116.022 4324.788 4fD[1]3|2-3d2F5|2
114 017 23164.758 4315.689 4fD[1]3|2-3d4D5|2
115 017 21457.686 4659.030 4fD[1]3|2-3d2D5|2
116 017 23449.596 4263.266 4fD[1]3|2-3d4P5|2
117 017 23166.339 4315.394 4fD[1]3|2-3d4D3|2
118 017 21509.523 4647.802 4fD[1]3|2-3d2D3|2
119 017 23376.371 4276.620 4fD[1]3|2-3d4P3|2
120 017 22481.790 4446.796 4fD[1]3|2-3d2P3|2
121 017 23200.678 4309.007 4fD[1]3|2-3d4D1|2
122 017 23309.828 4288.829 4fD[1]3|2-3d4P1|2
123 017 22367.730 4469.472 4fD[1]3|2-3d2P1|2
124 018 23166.389 4315.385 4fD[1]1|2-3d4D3|2
125 018 23376.421 4276.611 4fD[1]1|2-3d4P3|2
126 018 23200.728 4308.998 4fD[1]1|2-3d4D1|2
127 018 23309.878 4288.820 4fD[1]1|2-3d4P1|2
128 019 24527.764 4075.862 3d4F9|2-3p4D7|2*
129 020 24425.488 4092.929 3d4F7|2-3p4D7|2*
130 020 24550.105 4072.152 3d4F7|2-3p4D5|2*
131 021 24347.605 4106.021 3d4F5|2-3p4D7|2*
132 021 24472.222 4085.112 3d4F5|2-3p4D5|2*
133 021 24563.801 4069.882 3d4F5|2-3p4D3|2*
134 022 24418.261 4094.140 3d4F3|2-3p4D5|2*
135 022 24509.840 4078.842 3d4F3|2-3p4D3|2*
136 022 24565.364 4069.623 3d4F3|2-3p4D1|2*
137 023 25751.334 3882.194 3d4D7|2-3p4D7|2*
138 023 25875.951 3863.497 3d4D7|2-3p4D5|2*
139 023 21041.084 4751.278 3d4D7|2-3p2D5|2*
140 023 24269.614 4119.217 3d4D7|2-3p4P5|2*
141 024 25745.080 3883.137 3d4D5|2-3p4D7|2*
142 024 25869.697 3864.431 3d4D5|2-3p4D5|2*
143 024 21034.830 4752.691 3d4D5|2-3p2D5|2*
144 024 24263.360 4120.278 3d4D5|2-3p4P5|2*
145 024 25961.276 3850.799 3d4D5|2-3p4D3|2*
146 024 21225.445 4710.009 3d4D5|2-3p2D3|2*
147 024 24355.304 4104.723 3d4D5|2-3p4P3|2*
148 024 20585.681 4856.389 3d4D5|2-3p4S3|2*
149 025 25868.116 3864.667 3d4D3|2-3p4D5|2*
150 025 24261.779 4120.547 3d4D3|2-3p4P5|2*
151 025 25959.695 3851.033 3d4D3|2-3p4D3|2*
152 025 24353.723 4104.990 3d4D3|2-3p4P3|2*
153 025 20584.100 4856.762 3d4D3|2-3p4S3|2*
154 025 26015.219 3842.814 3d4D3|2-3p4D1|2*
155 025 24399.877 4097.225 3d4D3|2-3p4P1|2*
156 026 25925.356 3856.134 3d4D1|2-3p4D3|2*
157 026 24319.384 4110.786 3d4D1|2-3p4P3|2*
158 026 20549.761 4864.878 3d4D1|2-3p4S3|2*
159 026 25980.880 3847.893 3d4D1|2-3p4D1|2*
160 026 24365.538 4102.999 3d4D1|2-3p4P1|2*
161 027 25584.859 3907.455 3d4P5|2-3p4D5|2*
162 027 23978.522 4169.224 3d4P5|2-3p4P5|2*
163 027 25676.438 3893.518 3d4P5|2-3p4D3|2*
164 027 24070.466 4153.298 3d4P5|2-3p4P3|2*
165 027 20300.843 4924.529 3d4P5|2-3p4S3|2*
166 028 25658.084 3896.303 3d4P3|2-3p4D5|2*
167 028 24051.747 4156.530 3d4P3|2-3p4P5|2*
168 028 25749.663 3882.446 3d4P3|2-3p4D3|2*
169 028 24143.691 4140.701 3d4P3|2-3p4P3|2*
170 028 20374.068 4906.830 3d4P3|2-3p4S3|2*
171 028 25805.187 3874.092 3d4P3|2-3p4D1|2*
172 028 24189.845 4132.800 3d4P3|2-3p4P1|2*
173 029 25816.206 3872.438 3d4P1|2-3p4D3|2*
174 029 24210.234 4129.320 3d4P1|2-3p4P3|2*
175 029 20440.611 4890.856 3d4P1|2-3p4S3|2*
176 029 25871.730 3864.127 3d4P1|2-3p4D1|2*
177 029 24256.388 4121.463 3d4P1|2-3p4P1|2*
178 030 25956.728 3851.473 3d2F7|2-3p4D7|2*
179 030 26081.345 3833.071 3d2F7|2-3p4D5|2*
180 030 21246.478 4705.346 3d2F7|2-3p2D5|2*
181 030 24475.008 4084.647 3d2F7|2-3p4P5|2*
182 031 25793.816 3875.800 3d2F5|2-3p4D7|2*
183 031 25918.433 3857.164 3d2F5|2-3p4D5|2*
184 031 21083.566 4741.704 3d2F5|2-3p2D5|2*
185 031 24312.096 4112.019 3d2F5|2-3p4P5|2*
186 031 26010.012 3843.583 3d2F5|2-3p4D3|2*
187 031 21274.181 4699.218 3d2F5|2-3p2D3|2*
188 031 24404.040 4096.526 3d2F5|2-3p4P3|2*
189 031 20634.417 4844.919 3d2F5|2-3p4S3|2*
190 032 22741.902 4395.935 3d2D5|2-3p2D5|2*
191 032 20224.963 4943.005 3d2D5|2-3p2P3|2*
192 033 22880.680 4369.272 3d2D3|2-3p2D3|2*
193 033 20173.126 4955.707 3d2D3|2-3p2P3|2*
194 033 20232.877 4941.072 3d2D3|2-3p2P1|2*
195 034 19200.859 5206.651 3d2P3|2-3p2P3|2*
196 034 19260.610 5190.498 3d2P3|2-3p2P1|2*
197 034 29488.242 3390.209 3d2P3|2-3p2S1|2*
198 035 19314.919 5175.903 3d2P1|2-3p2P3|2*
199 035 19374.670 5159.941 3d2P1|2-3p2P1|2*
200 035 29602.302 3377.146 3d2P1|2-3p2S1|2*
OII Recombination Coefficients Case A, B and C
3
OII Recombination Coefficients Case A v1.0.1
200
001 2.8320E+00 2.7840E+00 2.7360E+00 2.6640E+00 -9.2009E-01 1.5526E-01 3.4420E-02
002 5.4280E-02 5.3360E-02 5.2440E-02 5.1060E-02 -9.2009E-01 1.5526E-01 3.4420E-02
003 4.8144E-01 4.7328E-01 4.6512E-01 4.5288E-01 -9.2009E-01 1.5526E-01 3.4420E-02
004 1.6567E+00 1.6286E+00 1.6006E+00 1.5584E+00 -9.2009E-01 1.5526E-01 3.4420E-02
005 1.6992E-01 1.6704E-01 1.6416E-01 1.5984E-01 -9.2009E-01 1.5526E-01 3.4420E-02
006 4.4840E-02 4.4080E-02 4.3320E-02 4.2180E-02 -9.2009E-01 1.5526E-01 3.4420E-02
007 1.7346E+00 1.7052E+00 1.6758E+00 1.6317E+00 -9.2009E-01 1.5526E-01 3.4420E-02
008 2.9500E-01 2.9000E-01 2.8500E-01 2.7750E-01 -9.2009E-01 1.5526E-01 3.4420E-02
009 2.8556E-01 2.8072E-01 2.7588E-01 2.6862E-01 -9.2009E-01 1.5526E-01 3.4420E-02
010 8.6848E-02 8.5376E-02 8.3904E-02 8.1696E-02 -9.2009E-01 1.5526E-01 3.4420E-02
011 8.0806E-01 7.9437E-01 7.8067E-01 7.6013E-01 -9.2009E-01 1.5526E-01 3.4420E-02
012 6.6835E-01 6.5702E-01 6.4570E-01 6.2870E-01 -9.2009E-01 1.5526E-01 3.4420E-02
013 2.3222E-01 2.2829E-01 2.2435E-01 2.1845E-01 -9.2009E-01 1.5526E-01 3.4420E-02
014 8.6848E-02 8.5376E-02 8.3904E-02 8.1696E-02 -9.2009E-01 1.5526E-01 3.4420E-02
015 1.0195E-01 1.0022E-01 9.8496E-02 9.5904E-02 -9.2009E-01 1.5526E-01 3.4420E-02
016 9.4400E-02 9.2800E-02 9.1200E-02 8.8800E-02 -9.2009E-01 1.5526E-01 3.4420E-02
017 5.5885E-01 5.4938E-01 5.3990E-01 5.2570E-01 -9.2009E-01 1.5526E-01 3.4420E-02
018 3.0586E-01 3.0067E-01 2.9549E-01 2.8771E-01 -9.2009E-01 1.5526E-01 3.4420E-02
019 3.5683E-01 3.5078E-01 3.4474E-01 3.3566E-01 -9.2009E-01 1.5526E-01 3.4420E-02
020 4.6445E-01 4.5658E-01 4.4870E-01 4.3690E-01 -9.2009E-01 1.5526E-01 3.4420E-02
021 1.3594E-01 1.3363E-01 1.3133E-01 1.2787E-01 -9.2009E-01 1.5526E-01 3.4420E-02
022 9.9120E-03 9.7440E-03 9.5760E-03 9.3240E-03 -9.2009E-01 1.5526E-01 3.4420E-02
023 8.4960E-03 8.3520E-03 8.2080E-03 7.9920E-03 -9.2009E-01 1.5526E-01 3.4420E-02
024 4.8144E-02 4.7328E-02 4.6512E-02 4.5288E-02 -9.2009E-01 1.5526E-01 3.4420E-02
025 1.9824E-02 1.9488E-02 1.9152E-02 1.8648E-02 -9.2009E-01 1.5526E-01 3.4420E-02
026 7.6747E-01 7.5446E-01 7.4146E-01 7.2194E-01 -9.2009E-01 1.5526E-01 3.4420E-02
027 9.2040E-02 9.0480E-02 8.8920E-02 8.6580E-02 -9.2009E-01 1.5526E-01 3.4420E-02
028 2.6621E-01 2.6170E-01 2.5718E-01 2.5042E-01 -9.2009E-01 1.5526E-01 3.4420E-02
029 3.5400E-01 3.4800E-01 3.4200E-01 3.3300E-01 -9.2009E-01 1.5526E-01 3.4420E-02
030 3.5400E-02 3.4800E-02 3.4200E-02 3.3300E-02 -9.2009E-01 1.5526E-01 3.4420E-02
031 3.6108E-01 3.5496E-01 3.4884E-01 3.3966E-01 -9.2009E-01 1.5526E-01 3.4420E-02
032 1.6072E+00 1.5799E+00 1.5527E+00 1.5118E+00 -9.2009E-01 1.5526E-01 3.4420E-02
033 4.5312E-02 4.4544E-02 4.3776E-02 4.2624E-02 -9.2009E-01 1.5526E-01 3.4420E-02
034 1.8502E-01 1.8189E-01 1.7875E-01 1.7405E-01 -9.2009E-01 1.5526E-01 3.4420E-02
035 6.6080E-02 6.4960E-02 6.3840E-02 6.2160E-02 -9.2009E-01 1.5526E-01 3.4420E-02
036 3.2096E-02 3.1552E-02 3.1008E-02 3.0192E-02 -9.2009E-01 1.5526E-01 3.4420E-02
037 1.5293E-01 1.5034E-01 1.4774E-01 1.4386E-01 -9.2009E-01 1.5526E-01 3.4420E-02
038 1.3688E+00 1.3456E+00 1.3224E+00 1.2876E+00 -9.2009E-01 1.5526E-01 3.4420E-02
039 3.2096E-02 3.1552E-02 3.1008E-02 3.0192E-02 -9.2009E-01 1.5526E-01 3.4420E-02
040 3.0208E-02 2.9696E-02 2.9184E-02 2.8416E-02 -9.2009E-01 1.5526E-01 3.4420E-02
041 1.7747E-01 1.7446E-01 1.7146E-01 1.6694E-01 -9.2009E-01 1.5526E-01 3.4420E-02
042 8.6848E-02 8.5376E-02 8.3904E-02 8.1696E-02 -9.2009E-01 1.5526E-01 3.4420E-02
043 2.9075E-01 2.8582E-01 2.8090E-01 2.7350E-01 -9.2009E-01 1.5526E-01 3.4420E-02
044 5.6262E-01 5.5309E-01 5.4355E-01 5.2925E-01 -9.2009E-01 1.5526E-01 3.4420E-02
045 5.9472E-01 5.8464E-01 5.7456E-01 5.5944E-01 -9.2009E-01 1.5526E-01 3.4420E-02
046 1.3971E-01 1.3734E-01 1.3498E-01 1.3142E-01 -9.2009E-01 1.5526E-01 3.4420E-02
047 1.5576E-02 1.5312E-02 1.5048E-02 1.4652E-02 -9.2009E-01 1.5526E-01 3.4420E-02
048 1.4160E-02 1.3920E-02 1.3680E-02 1.3320E-02 -9.2009E-01 1.5526E-01 3.4420E-02
049 7.3632E-02 7.2384E-02 7.1136E-02 6.9264E-02 -9.2009E-01 1.5526E-01 3.4420E-02
050 2.2373E-01 2.1994E-01 2.1614E-01 2.1046E-01 -9.2009E-01 1.5526E-01 3.4420E-02
051 1.0903E-01 1.0718E-01 1.0534E-01 1.0256E-01 -9.2009E-01 1.5526E-01 3.4420E-02
052 8.4960E-03 8.3520E-03 8.2080E-03 7.9920E-03 -9.2009E-01 1.5526E-01 3.4420E-02
053 1.4160E-02 1.3920E-02 1.3680E-02 1.3320E-02 -9.2009E-01 1.5526E-01 3.4420E-02
054 3.0869E-01 3.0346E-01 2.9822E-01 2.9038E-01 -9.2009E-01 1.5526E-01 3.4420E-02
055 5.4516E-01 5.3592E-01 5.2668E-01 5.1282E-01 -9.2009E-01 1.5526E-01 3.4420E-02
056 3.1152E-02 3.0624E-02 3.0096E-02 2.9304E-02 -9.2009E-01 1.5526E-01 3.4420E-02
057 5.2392E-02 5.1504E-02 5.0616E-02 4.9284E-02 -9.2009E-01 1.5526E-01 3.4420E-02
058 1.9824E-02 1.9488E-02 1.9152E-02 1.8648E-02 -9.2009E-01 1.5526E-01 3.4420E-02
059 9.9120E-03 9.7440E-03 9.5760E-03 9.3240E-03 -9.2009E-01 1.5526E-01 3.4420E-02
060 1.6992E-02 1.6704E-02 1.6416E-02 1.5984E-02 -9.2009E-01 1.5526E-01 3.4420E-02
061 4.6728E-02 4.5936E-02 4.5144E-02 4.3956E-02 -9.2009E-01 1.5526E-01 3.4420E-02
062 2.6338E-01 2.5891E-01 2.5445E-01 2.4775E-01 -9.2009E-01 1.5526E-01 3.4420E-02
063 9.2040E-02 9.0480E-02 8.8920E-02 8.6580E-02 -9.2009E-01 1.5526E-01 3.4420E-02
064 6.0888E-02 5.9856E-02 5.8824E-02 5.7276E-02 -9.2009E-01 1.5526E-01 3.4420E-02
065 4.5737E-01 4.4962E-01 4.4186E-01 4.3024E-01 -9.2009E-01 1.5526E-01 3.4420E-02
066 4.3330E-01 4.2595E-01 4.1861E-01 4.0759E-01 -9.2009E-01 1.5526E-01 3.4420E-02
067 1.9824E-02 1.9488E-02 1.9152E-02 1.8648E-02 -9.2009E-01 1.5526E-01 3.4420E-02
