 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.20 Teff 30.20 logg 4.00 R/R0 9.53 R 6.6282E+11
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 8.14873370E-52
 5.39979250E+01 7.56362260E-49
 5.86907500E+01 4.37347430E-46
 6.42768940E+01 1.41382180E-43
 6.72896990E+01 1.72279690E-42
 7.05988270E+01 1.84115300E-41
 7.23785180E+01 5.76740530E-41
 7.42502560E+01 1.76719520E-40
 7.42530130E+01 1.84238980E-40
 8.28169820E+01 1.33944070E-38
 8.60000000E+01 5.05848100E-38
 9.36183240E+01 7.55350580E-37
 9.96000000E+01 4.18723260E-36
 1.03800000E+02 1.17822090E-35
 1.07659770E+02 2.80814470E-35
 1.16388060E+02 2.36451060E-34
 1.21300000E+02 3.39046880E-33
 1.26656480E+02 1.54089030E-31
 1.26657280E+02 1.54176610E-31
 1.27447660E+02 2.69224880E-31
 1.27448480E+02 2.69377990E-31
 1.29343070E+02 1.00280810E-30
 1.31295690E+02 3.75433900E-30
 1.33308180E+02 1.40969070E-29
 1.34337740E+02 2.73362730E-29
 1.35383330E+02 5.30291640E-29
 1.35384240E+02 5.30597400E-29
 1.37200850E+02 1.63907530E-28
 1.39067840E+02 5.06931540E-28
 1.39068810E+02 5.07224160E-28
 1.40058470E+02 9.11795750E-28
 1.41063320E+02 1.64014650E-27
 1.41064320E+02 1.64109360E-27
 1.44205920E+02 9.76166910E-27
 1.47491730E+02 5.80980040E-26
 1.50930770E+02 3.45590900E-25
 1.52711150E+02 8.42566320E-25
 1.54534020E+02 2.05353630E-24
 1.54535210E+02 2.04690650E-24
 1.57236080E+02 7.37505160E-24
 1.60034310E+02 2.65586160E-23
 1.60035590E+02 2.65771090E-23
 1.60224390E+02 2.89288770E-23
 1.60225670E+02 2.89455530E-23
 1.62147230E+02 6.78170780E-23
 1.64116780E+02 1.58878070E-22
 1.64118130E+02 4.22643230E-24
 1.65325350E+02 7.04733830E-24
 1.66551860E+02 1.17549890E-23
 1.66553240E+02 1.17617400E-23
 1.68739650E+02 2.87263410E-23
 1.70985680E+02 7.01396250E-23
 1.70987140E+02 6.14312900E-23
 1.71113420E+02 6.45464300E-23
 1.71114880E+02 5.12896790E-23
 1.71458910E+02 5.86665200E-23
 1.71460380E+02 2.74795020E-23
 1.72433830E+02 4.00729070E-23
 1.72435320E+02 1.47471850E-24
 1.75831390E+02 5.37627660E-24
 1.79365540E+02 1.96070500E-23
 1.79367150E+02 1.96166250E-23
 1.80916590E+02 3.40396470E-23
 1.80918230E+02 3.40592800E-23
 1.83985820E+02 9.86335940E-23
 1.87160980E+02 2.85580010E-22
 1.87162730E+02 2.85513710E-22
 1.88738970E+02 4.77440320E-22
 1.88740750E+02 4.77715400E-22
 1.89790130E+02 6.69433440E-22
 1.90853060E+02 9.38523120E-22
 1.90854880E+02 9.39059370E-22
 1.92241740E+02 1.45085780E-21
 1.92243590E+02 1.44552750E-21
 1.93566170E+02 2.17588000E-21
 1.93568040E+02 2.17713190E-21
 1.94617540E+02 2.99941980E-21
 1.94619430E+02 2.96516730E-21
 1.94836520E+02 3.16710930E-21
 1.94838420E+02 3.16893210E-21
 1.95961030E+02 4.44453720E-21
 1.97098590E+02 6.23617760E-21
 1.97100530E+02 6.23976340E-21
 1.98877180E+02 1.05045920E-20
 2.00688160E+02 1.76869620E-20
 2.00690170E+02 1.76971150E-20
 2.01029230E+02 1.94890520E-20
 2.01031250E+02 1.95002390E-20
 2.01590960E+02 2.28488060E-20
 2.01592990E+02 2.28619170E-20
 2.02358650E+02 2.83539110E-20
 2.02360700E+02 2.83701740E-20
 2.02518850E+02 2.96538960E-20
 2.02520900E+02 2.96709030E-20
 2.06041210E+02 7.80043590E-20
 2.09688270E+02 2.04817810E-19
 2.13466760E+02 5.36729310E-19
 2.15407540E+02 8.68165110E-19
 2.17383930E+02 1.40347590E-18
 2.17386300E+02 1.40427420E-18
 2.19479890E+02 2.31234550E-18
 2.19482300E+02 2.31365160E-18
 2.22379990E+02 4.53830250E-18
 2.25357750E+02 8.89566600E-18
 2.25360290E+02 8.90070030E-18
 2.25609880E+02 9.40905610E-18
 2.25612420E+02 4.28289480E-18
 2.25845330E+02 4.51100250E-18
 2.25847880E+02 3.50982070E-18
 2.26991880E+02 4.52891170E-18
 2.26994450E+02 4.53149860E-18
 2.27837820E+02 5.45893970E-18
 2.27840410E+02 3.37218720E-12
 2.28062080E+02 3.45289240E-12
 2.28506890E+02 3.55157360E-12
 2.28952570E+02 2.24307090E-12
 2.29399110E+02 6.38939310E-15
 2.29846530E+02 4.18466510E-15
 2.30294820E+02 7.82932670E-14
 2.30721440E+02 6.37876970E-15
 2.30743990E+02 2.40246510E-15
 2.31194030E+02 2.57152420E-13
 2.31644950E+02 2.33303640E-12
 2.32096740E+02 1.39851610E-13
 2.32549420E+02 1.24122200E-11
 2.33002980E+02 6.55132730E-12
 2.33457430E+02 3.83241100E-14
 2.33678980E+02 1.51948260E-13
 2.33681710E+02 1.53378900E-13
 2.33912760E+02 2.77180830E-13
 2.34368990E+02 1.31004620E-11
 2.34826100E+02 7.90848560E-12
 2.34985870E+02 7.58185410E-12
 2.35284100E+02 6.93945130E-12
 2.35742990E+02 7.14048540E-12
 2.36202790E+02 7.00079680E-12
 2.36307460E+02 5.46854490E-12
 2.36310250E+02 5.18637760E-12
 2.36663470E+02 1.90989330E-14
 2.37125060E+02 1.74342930E-12
 2.37587540E+02 8.17968470E-12
 2.37749710E+02 6.84819730E-12
 2.37752530E+02 6.82593840E-12
 2.38050930E+02 4.26013920E-12
 2.38515230E+02 3.35611760E-12
 2.38980420E+02 9.72957180E-12
 2.39446530E+02 7.90759460E-12
 2.39913540E+02 8.72699900E-12
 2.40381470E+02 9.20359450E-12
 2.40641950E+02 1.06754970E-11
 2.40850300E+02 1.18999680E-11
 2.41320060E+02 9.66535990E-12
 2.41790720E+02 7.89321390E-12
 2.42262310E+02 6.56537970E-15
 2.42734820E+02 5.61121030E-13
 2.43208240E+02 6.15178610E-12
 2.43605420E+02 1.00319570E-11
 2.43608390E+02 1.00690580E-11
 2.43682590E+02 1.08247870E-11
