 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.20 Teff 32.30 logg 4.00 R/R0 10.15 R 7.0594E+11
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 9.00404320E-50
 5.44728350E+01 1.79216700E-46
 5.98245410E+01 2.11908810E-43
 6.63423760E+01 1.22017350E-40
 6.87842880E+01 7.95026920E-40
 7.14128330E+01 4.63149360E-39
 7.28039090E+01 1.06963150E-38
 7.42502560E+01 2.40106810E-38
 7.42530130E+01 2.54070410E-38
 8.06599260E+01 4.58100460E-37
 8.50000000E+01 2.01885760E-36
 8.82807830E+01 5.19994580E-36
 9.35000000E+01 1.91581930E-35
 9.74919540E+01 4.69277410E-35
 1.02858030E+02 1.44445030E-34
 1.08849220E+02 6.04568000E-34
 1.08849820E+02 6.04695380E-34
 1.11066990E+02 1.69870920E-33
 1.13377010E+02 8.06018080E-33
 1.13377660E+02 8.06401590E-33
 1.14859780E+02 2.48276920E-32
 1.16381840E+02 8.05629810E-32
 1.17944790E+02 2.67582160E-31
 1.18742110E+02 4.89770590E-31
 1.19550290E+02 8.97949530E-31
 1.19551000E+02 8.98428220E-31
 1.21251010E+02 3.14200540E-30
 1.23000830E+02 1.10224970E-29
 1.24801890E+02 3.87262980E-29
 1.25722340E+02 7.26174410E-29
 1.26656480E+02 1.36196830E-28
 1.26657280E+02 1.36269860E-28
 1.27447660E+02 2.30370500E-28
 1.27448480E+02 2.30493890E-28
 1.29488380E+02 8.67974830E-28
 1.31595520E+02 3.27202160E-27
 1.31596380E+02 3.27377790E-27
 1.33462550E+02 1.02419190E-26
 1.35383330E+02 3.20644760E-26
 1.35384240E+02 3.20816930E-26
 1.37200850E+02 9.16810750E-26
 1.39067840E+02 2.62140890E-25
 1.39068810E+02 2.62281650E-25
 1.40058470E+02 4.52558520E-25
 1.41063320E+02 7.81269030E-25
 1.41064320E+02 7.81688500E-25
 1.41853670E+02 1.19381070E-24
 1.41854680E+02 1.19445160E-24
 1.43685140E+02 3.13175230E-24
 1.45564520E+02 8.21364660E-24
 1.45565580E+02 8.21805390E-24
 1.47707840E+02 2.39291970E-23
 1.49915230E+02 6.96794640E-23
 1.52189590E+02 2.02774810E-22
 1.53352840E+02 3.45820630E-22
 1.54534020E+02 5.89657030E-22
 1.54535210E+02 5.90207940E-22
 1.55996320E+02 1.12897560E-21
 1.57486560E+02 2.15992820E-21
 1.57487800E+02 2.16108310E-21
 1.58750220E+02 3.70747330E-21
 1.60034310E+02 6.36191610E-21
 1.60035590E+02 6.36726710E-21
 1.60224390E+02 6.88816520E-21
 1.60225670E+02 6.89197130E-21
 1.62147230E+02 1.51782130E-20
 1.64116780E+02 3.34193950E-20
 1.64118130E+02 1.08708130E-21
 1.65325350E+02 1.74624880E-21
 1.66551860E+02 2.80580140E-21
 1.66553240E+02 2.80729490E-21
 1.68739650E+02 6.42198930E-21
 1.70985680E+02 1.46837720E-20
 1.70987140E+02 1.28823100E-20
 1.71113420E+02 1.34863100E-20
 1.71114880E+02 1.07447700E-20
 1.71458910E+02 1.21689800E-20
 1.71460380E+02 5.72357340E-21
 1.72433830E+02 8.11713040E-21
 1.72435320E+02 1.52518160E-22
 1.72510760E+02 1.56706390E-22
 1.72512240E+02 1.56790070E-22
 1.73777390E+02 2.46076430E-22
 1.75062760E+02 3.86358100E-22
 1.75064300E+02 3.86564380E-22
 1.77188030E+02 8.02684030E-22
 1.79365540E+02 1.66683690E-21
 1.79367150E+02 1.66759020E-21
 1.81856170E+02 3.76054310E-21
 1.84416950E+02 8.47848520E-21
 1.84418650E+02 8.48299760E-21
 1.85778830E+02 1.29414160E-20
 1.87160980E+02 1.97488160E-20
 1.87162730E+02 1.97541040E-20
 1.88738970E+02 3.17379770E-20
 1.88740750E+02 3.17548390E-20
 1.90123900E+02 4.78159930E-20
 1.90125710E+02 4.78413800E-20
 1.90853060E+02 5.91837660E-20
 1.90854880E+02 5.92151020E-20
 1.92241740E+02 8.84263640E-20
 1.92243590E+02 8.83748170E-20
 1.93566170E+02 1.28819420E-19
 1.93568040E+02 1.28887700E-19
