 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 2.00 Teff 45.70 logg 3.73 R/R0 18.40 R 1.2797E+12
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 2.93172000E-55
 5.48514390E+01 1.52596190E-55
 6.07455020E+01 1.73949750E-53
 6.80587560E+01 2.07940080E-47
 7.00045780E+01 5.23535480E-46
 7.20649380E+01 1.31287260E-44
 7.31412780E+01 6.56341170E-44
 7.42502560E+01 3.27719500E-43
 7.42530130E+01 3.15103490E-43
 7.90441730E+01 1.93401090E-40
 8.44998470E+01 1.16245980E-37
 9.07644620E+01 6.77466370E-35
 9.42585110E+01 1.61336120E-33
 9.80323440E+01 3.80300760E-32
 9.80371490E+01 3.81772360E-32
 9.94725570E+01 1.18918430E-31
 1.00955720E+02 3.71291940E-31
 1.00956230E+02 3.71434990E-31
 1.02697840E+02 1.35348230E-30
 1.04501150E+02 4.92359230E-30
 1.04501690E+02 4.92548310E-30
 1.05881020E+02 1.28208680E-29
 1.07297830E+02 3.33442420E-29
 1.07298410E+02 3.33570140E-29
 1.08067960E+02 5.54459100E-29
 1.08849220E+02 9.21639530E-29
 1.08849820E+02 9.21992060E-29
 1.11066990E+02 3.74356400E-28
 1.13377010E+02 1.51616110E-27
 1.13377660E+02 1.51673860E-27
 1.15811840E+02 6.21520420E-27
 1.18353530E+02 2.53961120E-26
 1.18354230E+02 2.54057410E-26
 1.18948900E+02 3.49931200E-26
 1.19550290E+02 4.82082880E-26
 1.19551000E+02 4.82265460E-26
 1.21713390E+02 1.48457200E-25
 1.23956210E+02 4.56137720E-25
 1.23956980E+02 4.56104010E-25
 1.25291800E+02 8.71861220E-25
 1.26656480E+02 1.66589420E-24
 1.26657280E+02 1.66652110E-24
 1.26797720E+02 1.77986220E-24
 1.26798530E+02 1.78045280E-24
 1.27081660E+02 2.03205350E-24
 1.27082470E+02 2.03274320E-24
 1.27447660E+02 2.40838160E-24
 1.27448480E+02 2.40928790E-24
 1.27944040E+02 3.02766650E-24
 1.27944860E+02 3.02877550E-24
 1.28310670E+02 3.58085820E-24
 1.28311500E+02 3.58215590E-24
 1.29932340E+02 7.43249920E-24
 1.31595520E+02 1.54104170E-23
 1.31596380E+02 1.54161900E-23
 1.32580630E+02 2.35188990E-23
 1.33580600E+02 3.58801350E-23
 1.33581490E+02 3.58935520E-23
 1.34475920E+02 5.20762750E-23
 1.35383330E+02 7.55602780E-23
 1.35384240E+02 7.55884860E-23
 1.38164970E+02 2.28986400E-22
 1.41063320E+02 6.91976850E-22
 1.41064320E+02 6.92233860E-22
 1.41853670E+02 9.27770370E-22
 1.41854680E+02 9.28114700E-22
 1.43685140E+02 1.80642290E-21
 1.45564520E+02 3.51330680E-21
 1.45565580E+02 3.51460640E-21
 1.48089090E+02 8.34656970E-21
 1.50702770E+02 1.97895950E-20
 1.50703910E+02 1.97968810E-20
 1.52594350E+02 3.62442930E-20
 1.54534020E+02 6.63123180E-20
 1.54535210E+02 6.71593630E-20
 1.55996320E+02 1.04716220E-19
 1.57486560E+02 1.63240150E-19
 1.57487800E+02 1.62754230E-19
 1.58750220E+02 2.35422930E-19
 1.60034310E+02 3.40520190E-19
 1.60035590E+02 3.42194910E-19
 1.60176710E+02 3.56218250E-19
 1.60224390E+02 3.61079650E-19
 1.60225670E+02 2.53764550E-19
 1.60470520E+02 2.71724260E-19
 1.60764870E+02 2.95351400E-19
 1.61059770E+02 3.20375830E-19
 1.61355200E+02 3.47733430E-19
 1.61651180E+02 3.77356200E-19
 1.61947700E+02 4.09414330E-19
 1.62147230E+02 4.31842580E-19
 1.62244760E+02 4.43213620E-19
 1.62542370E+02 4.81717420E-19
 1.62840520E+02 5.22206340E-19
 1.63139220E+02 5.65547830E-19
 1.63438470E+02 6.14005030E-19
 1.63738270E+02 6.64041790E-19
 1.64038610E+02 7.21164770E-19
 1.64116780E+02 7.26099880E-19
 1.64118130E+02 3.56472040E-19
 1.64339510E+02 3.68662290E-19
 1.64640960E+02 4.13713920E-19
 1.64942970E+02 4.48791000E-19
 1.65245520E+02 4.84103160E-19
 1.65548640E+02 5.27307330E-19
 1.65852300E+02 5.70963660E-19
 1.66156530E+02 6.18654020E-19
 1.66461310E+02 6.70566790E-19
 1.66766660E+02 7.23495480E-19
 1.67072560E+02 7.86430530E-19
 1.67379020E+02 8.50351670E-19
 1.67480830E+02 8.72592610E-19
 1.67686050E+02 9.19002950E-19
 1.67993640E+02 9.95268360E-19
 1.68301790E+02 1.07924190E-18
 1.68610510E+02 1.16864930E-18
 1.68919790E+02 1.26422440E-18
 1.69229640E+02 1.36690670E-18
 1.69540060E+02 6.68997220E-19
 1.69851050E+02 1.59696520E-18
 1.70162610E+02 1.67909000E-18
 1.70474750E+02 1.86796830E-18
 1.70787450E+02 2.01240770E-18
 1.70985680E+02 2.11741150E-18
 1.70987140E+02 2.09825420E-18
 1.71100730E+02 2.16034500E-18
 1.71113420E+02 2.16717820E-18
 1.71114880E+02 2.13771080E-18
 1.71414580E+02 2.30304120E-18
 1.71458910E+02 2.31892430E-18
 1.71460380E+02 2.24896470E-18
 1.71729010E+02 2.34160890E-18
 1.72044010E+02 2.59750140E-18
 1.72359600E+02 2.80848530E-18
 1.72433830E+02 2.85975390E-18
 1.72435320E+02 2.77403320E-18
 1.72510760E+02 2.82549410E-18
 1.72512240E+02 2.82629510E-18
 1.72675760E+02 2.94099770E-18
 1.72992500E+02 3.16641080E-18
 1.73309820E+02 3.43073740E-18
 1.73627730E+02 3.70603510E-18
 1.73777390E+02 3.83711230E-18
 1.73946220E+02 3.98977120E-18
 1.74265290E+02 4.30986720E-18
 1.74584940E+02 4.61643550E-18
 1.74905190E+02 5.01202440E-18
 1.75062760E+02 5.20228630E-18
 1.75064300E+02 5.20416990E-18
 1.75226020E+02 5.40665580E-18
 1.75547440E+02 5.79900630E-18
