 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 2.00 Teff 42.60 logg 3.67 R/R0 19.73 R 1.3722E+12
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 1.77196420E-53
 5.44728350E+01 8.74425160E-53
 5.98245410E+01 2.95672690E-52
 6.63423760E+01 6.57888850E-51
 6.87842880E+01 4.77615940E-49
 7.14128330E+01 4.06160750E-47
 7.28039090E+01 3.75466570E-46
 7.42502560E+01 3.47222660E-45
 7.42530130E+01 1.98446210E-45
 8.06599260E+01 1.68879230E-41
 8.50000000E+01 3.55578960E-39
 8.82807830E+01 1.42642470E-37
 9.35000000E+01 2.95233550E-35
 9.74919540E+01 1.17892020E-33
 1.02858030E+02 1.05730930E-31
 1.08849220E+02 9.36173150E-30
 1.08849820E+02 9.36564770E-30
 1.11066990E+02 4.33849220E-29
 1.13377010E+02 2.00654340E-28
 1.13377660E+02 2.00738070E-28
 1.14859780E+02 5.18572750E-28
 1.16381840E+02 1.33905150E-27
 1.17944790E+02 3.45459210E-27
 1.18742110E+02 5.54684890E-27
 1.19550290E+02 8.90416700E-27
 1.19551000E+02 8.90786800E-27
 1.21713390E+02 3.06068050E-26
 1.23956210E+02 1.05025810E-25
 1.23956980E+02 1.05042770E-25
 1.25291800E+02 2.14091680E-25
 1.26656480E+02 4.36259650E-25
 1.26657280E+02 4.36440170E-25
 1.26797720E+02 4.69187500E-25
 1.26798530E+02 4.69371370E-25
 1.27081660E+02 5.42803260E-25
 1.27082470E+02 5.43018110E-25
 1.27447660E+02 6.54340240E-25
 1.27448480E+02 6.54610900E-25
 1.27944040E+02 8.41614210E-25
 1.27944860E+02 8.41958410E-25
 1.28310670E+02 1.01223980E-24
 1.28311500E+02 1.01265200E-24
 1.29932340E+02 2.26070170E-24
 1.31595520E+02 5.04466680E-24
 1.31596380E+02 5.04674750E-24
 1.33462550E+02 1.21159530E-23
 1.35383330E+02 2.90676670E-23
 1.35384240E+02 2.90796270E-23
 1.37200850E+02 6.49837970E-23
 1.39067840E+02 1.45136320E-22
 1.39068810E+02 1.45195890E-22
 1.40058470E+02 2.20288720E-22
 1.41063320E+02 3.34263600E-22
 1.41064320E+02 3.34400620E-22
 1.41853670E+02 4.62000450E-22
 1.41854680E+02 4.62189720E-22
 1.43685140E+02 9.64109420E-22
 1.45564520E+02 2.01010640E-21
 1.45565580E+02 2.01092790E-21
 1.47707840E+02 4.53675980E-21
 1.49915230E+02 1.02274120E-20
 1.52189590E+02 2.30284710E-20
 1.53352840E+02 3.45394300E-20
 1.54534020E+02 5.17880760E-20
 1.54535210E+02 5.24514310E-20
 1.55996320E+02 8.57812500E-20
 1.57486560E+02 1.40280090E-19
 1.57487800E+02 1.39430300E-19
 1.58750220E+02 2.09917520E-19
 1.60034310E+02 3.16058680E-19
 1.60035590E+02 3.17567590E-19
 1.60224390E+02 3.37059990E-19
 1.60225670E+02 3.97884740E-20
 1.62147230E+02 7.12557890E-20
 1.64116780E+02 1.27520300E-19
 1.64118130E+02 8.20137560E-20
 1.65325350E+02 1.16660030E-19
 1.66551860E+02 1.65944850E-19
 1.66553240E+02 1.66010480E-19
 1.68739650E+02 3.06920170E-19
 1.70985680E+02 5.66970900E-19
 1.70987140E+02 5.64743180E-19
 1.71113420E+02 5.84270920E-19
 1.71114880E+02 5.80734920E-19
 1.71458910E+02 6.36921430E-19
 1.71460380E+02 6.28318540E-19
 1.72433830E+02 8.14275890E-19
 1.72435320E+02 8.03751220E-19
 1.72510760E+02 8.19960260E-19
 1.72512240E+02 8.19902670E-19
 1.73777390E+02 1.14281240E-18
 1.75062760E+02 1.59292590E-18
 1.75064300E+02 1.59355170E-18
 1.77188030E+02 2.72716420E-18
 1.79365540E+02 4.66425500E-18
 1.79367150E+02 4.66605190E-18
