 TLUSTY Ostars, Lanz & Hubeny 2003
 T 37500. G 3.75000 P00 TLUSTY,
 Frequency   Eddington Hnu
   (Hz)    (ergs/s/cm2/Hz/sr)
 6.67944E+16  5.16236E-47
 6.67573E+16  5.37110E-47
 6.67202E+16  5.66283E-47
 6.66831E+16  5.97041E-47
 6.66461E+16  6.29469E-47
 6.66091E+16  6.63659E-47
 6.65721E+16  6.99705E-47
 6.65351E+16  7.37710E-47
 6.64982E+16  7.77779E-47
 6.64612E+16  8.20024E-47
 6.64243E+16  8.64563E-47
 6.63874E+16  9.11522E-47
 6.63506E+16  9.61031E-47
 6.63137E+16  1.01323E-46
 6.62769E+16  1.06826E-46
 6.62401E+16  1.12629E-46
 6.62033E+16  1.18746E-46
 6.61665E+16  1.25196E-46
 6.61298E+16  1.31996E-46
 6.60930E+16  1.39165E-46
 6.60563E+16  1.46724E-46
 6.60196E+16  1.54693E-46
 6.59830E+16  1.63095E-46
 6.59463E+16  1.71954E-46
 6.59097E+16  1.81293E-46
 6.58731E+16  1.91140E-46
 6.58365E+16  2.01522E-46
 6.57999E+16  2.12468E-46
 6.57634E+16  2.24008E-46
 6.57269E+16  2.36175E-46
 6.56904E+16  2.49003E-46
 6.56539E+16  2.62527E-46
 6.56174E+16  2.76786E-46
 6.55810E+16  2.91820E-46
 6.55445E+16  3.07670E-46
 6.55081E+16  3.24381E-46
 6.54718E+16  3.42000E-46
 6.54354E+16  3.60576E-46
 6.53991E+16  3.80161E-46
 6.53627E+16  4.00809E-46
 6.53264E+16  4.22579E-46
 6.52901E+16  4.45531E-46
 6.52539E+16  4.69730E-46
 6.52176E+16  4.95244E-46
 6.51814E+16  5.22143E-46
 6.51452E+16  5.50503E-46
 6.51090E+16  5.80403E-46
 6.50729E+16  6.11928E-46
 6.50367E+16  6.45165E-46
 6.50006E+16  6.80207E-46
 6.49645E+16  7.17152E-46
 6.49284E+16  7.56104E-46
 6.48924E+16  7.97172E-46
 6.48563E+16  8.40471E-46
 6.48203E+16  8.86121E-46
 6.47843E+16  9.34250E-46
 6.47483E+16  9.84994E-46
 6.47124E+16  1.03849E-45
 6.46764E+16  1.09490E-45
 6.46405E+16  1.15437E-45
 6.46046E+16  1.21707E-45
 6.45687E+16  1.28317E-45
 6.45329E+16  1.35287E-45
 6.44970E+16  1.42635E-45
 6.44612E+16  1.50382E-45
 6.44254E+16  1.58550E-45
 6.43896E+16  1.67162E-45
 6.43539E+16  1.76241E-45
 6.43181E+16  1.85814E-45
 6.42824E+16  1.95840E-45
 6.42467E+16  2.06099E-45
 6.42110E+16  2.16901E-45
 6.41753E+16  2.28270E-45
 6.41397E+16  2.40234E-45
 6.41041E+16  2.52825E-45
 6.40685E+16  2.66076E-45
 6.40329E+16  2.80022E-45
 6.39973E+16  2.94698E-45
 6.39618E+16  3.10144E-45
 6.39263E+16  3.26400E-45
 6.38908E+16  3.43507E-45
 6.38553E+16  3.61511E-45
 6.38198E+16  3.80459E-45
 6.37844E+16  4.00400E-45
 6.37489E+16  4.21385E-45
 6.37135E+16  4.43471E-45
 6.36781E+16  4.66715E-45
 6.36428E+16  4.91176E-45
 6.36074E+16  5.16920E-45
 6.35721E+16  5.44013E-45
 6.35368E+16  5.72526E-45
 6.35015E+16  6.02533E-45
 6.34662E+16  6.34113E-45
 6.34310E+16  6.67349E-45
 6.33958E+16  7.02326E-45
 6.33605E+16  7.39137E-45
 6.33254E+16  7.77877E-45
 6.32902E+16  8.18647E-45
 6.32550E+16  8.61554E-45
 6.32199E+16  9.06710E-45
 6.31848E+16  9.54233E-45
 6.31497E+16  1.00425E-44
 6.31146E+16  1.05688E-44
 6.30796E+16  1.11228E-44
 6.30445E+16  1.17057E-44
 6.30095E+16  1.23192E-44
 6.29745E+16  1.29649E-44
 6.29395E+16  1.36445E-44
 6.29046E+16  1.43596E-44
 6.28697E+16  1.51122E-44
 6.28347E+16  1.59043E-44
 6.27998E+16  1.67379E-44
 6.27650E+16  1.76151E-44
 6.27301E+16  1.85384E-44
 6.26953E+16  1.95100E-44
 6.26604E+16  2.05326E-44
 6.26256E+16  2.16087E-44
 6.25909E+16  2.27413E-44
 6.25561E+16  2.39332E-44
 6.25213E+16  2.51876E-44
 6.24866E+16  2.65078E-44
 6.24519E+16  2.78971E-44
 6.24172E+16  2.93593E-44
 6.23826E+16  3.08980E-44
 6.23479E+16  3.25175E-44
 6.23133E+16  3.42218E-44
 6.22787E+16  3.60155E-44
 6.22441E+16  3.79031E-44
 6.22095E+16  3.98897E-44
 6.21750E+16  4.19804E-44
 6.21404E+16  4.41807E-44
 6.21059E+16  4.64963E-44
 6.20714E+16  4.89333E-44
 6.20370E+16  5.14980E-44
 6.20025E+16  5.41971E-44
 6.19681E+16  5.70377E-44
 6.19337E+16  6.00272E-44
 6.18993E+16  6.31734E-44
 6.18649E+16  6.64845E-44
 6.18305E+16  6.99691E-44
 6.17962E+16  7.36422E-44
 6.17619E+16  7.74034E-44
 6.17276E+16  8.13151E-44
 6.16933E+16  8.54244E-44
 6.16590E+16  8.97415E-44
 6.16248E+16  9.42767E-44
 6.15905E+16  9.90411E-44
 6.15563E+16  1.04046E-43
 6.15221E+16  1.09304E-43
 6.14880E+16  1.14828E-43
 6.14538E+16  1.20631E-43
 6.14197E+16  1.26727E-43
 6.13856E+16  1.33132E-43
 6.13515E+16  1.39860E-43
 6.13174E+16  1.46928E-43
 6.12834E+16  1.54353E-43
 6.12493E+16  1.62153E-43
 6.12153E+16  1.70348E-43
 6.11813E+16  1.78957E-43
 6.11473E+16  1.88001E-43
 6.11134E+16  1.97502E-43
 6.10794E+16  2.07483E-43
 6.10455E+16  2.17968E-43
 6.10116E+16  2.28983E-43
 6.09777E+16  2.40555E-43
 6.09438E+16  2.52712E-43
 6.09100E+16  2.65483E-43
 6.08762E+16  2.78900E-43
 6.08423E+16  2.92994E-43
 6.08086E+16  3.07801E-43
 6.07748E+16  3.23356E-43
 6.07410E+16  3.39697E-43
 6.07073E+16  3.56865E-43
 6.06736E+16  3.74899E-43
 6.06399E+16  3.93845E-43
 6.06062E+16  4.13749E-43
 6.05725E+16  4.34658E-43
 6.05389E+16  4.56624E-43
 6.05053E+16  4.79700E-43
 6.04717E+16  5.03942E-43
 6.04381E+16  5.29410E-43
 6.04045E+16  5.56164E-43
 6.03710E+16  5.84271E-43
 6.03374E+16  6.13798E-43
 6.03039E+16  6.44817E-43
 6.02704E+16  6.77403E-43
 6.02370E+16  7.11637E-43
 6.02035E+16  7.47600E-43
 6.01701E+16  7.85381E-43
 6.01366E+16  8.25072E-43
 6.01032E+16  8.66768E-43
 6.00699E+16  9.10571E-43
 6.00365E+16  9.56588E-43
 6.00032E+16  1.00493E-42
 5.99698E+16  1.05572E-42
 5.99365E+16  1.10907E-42
 5.99032E+16  1.16512E-42
 5.98700E+16  1.22400E-42
 5.98367E+16  1.28585E-42
 5.98035E+16  1.35084E-42
 5.97703E+16  1.41910E-42
 5.97371E+16  1.49082E-42
 5.97039E+16  1.56616E-42
 5.96707E+16  1.64531E-42
 5.96376E+16  1.72845E-42
 5.96045E+16  1.81580E-42
 5.95714E+16  1.90757E-42
 5.95383E+16  2.00397E-42
 5.95052E+16  2.10524E-42
 5.94722E+16  2.21163E-42
 5.94391E+16  2.32340E-42
 5.94061E+16  2.44082E-42
 5.93731E+16  2.56417E-42
 5.93402E+16  2.69375E-42
 5.93072E+16  2.82988E-42
 5.92743E+16  2.97196E-42
 5.92413E+16  3.11659E-42
 5.92084E+16  3.26824E-42
 5.91755E+16  3.42727E-42
 5.91427E+16  3.59405E-42
 5.91098E+16  3.76894E-42
 5.90770E+16  3.95233E-42
 5.90442E+16  4.14466E-42
 5.90114E+16  4.34634E-42
 5.89786E+16  4.55783E-42
 5.89459E+16  4.77962E-42
 5.89131E+16  5.01220E-42
 5.88804E+16  5.25609E-42
 5.88477E+16  5.51186E-42
 5.88150E+16  5.78007E-42
 5.87824E+16  6.06133E-42
 5.87497E+16  6.35628E-42
 5.87171E+16  6.66558E-42
 5.86845E+16  6.98993E-42
 5.86519E+16  7.33006E-42
 5.86193E+16  7.68674E-42
 5.85867E+16  8.06078E-42
 5.85542E+16  8.45303E-42
 5.85217E+16  8.86435E-42
 5.84892E+16  9.29570E-42
 5.84567E+16  9.74803E-42
 5.84242E+16  1.02224E-41
 5.83918E+16  1.07198E-41
 5.83594E+16  1.12414E-41
 5.83269E+16  1.17884E-41
 5.82945E+16  1.23621E-41
 5.82622E+16  1.29636E-41
 5.82298E+16  1.35944E-41
 5.81975E+16  1.42560E-41
 5.81651E+16  1.49497E-41
 5.81328E+16  1.56771E-41
 5.81006E+16  1.64400E-41
 5.80683E+16  1.72399E-41
 5.80360E+16  1.80789E-41
 5.80038E+16  1.89586E-41
 5.79716E+16  1.98811E-41
 5.79394E+16  2.08485E-41
 5.79072E+16  2.18630E-41
 5.78750E+16  2.29269E-41
 5.78429E+16  2.40425E-41
 5.78108E+16  2.52125E-41
 5.77787E+16  2.64393E-41
 5.77466E+16  2.77259E-41
 5.77145E+16  2.90750E-41
 5.76825E+16  3.04898E-41
 5.76504E+16  3.19735E-41
 5.76184E+16  3.35293E-41
 5.75864E+16  3.51609E-41
 5.75544E+16  3.68718E-41
 5.75224E+16  3.86660E-41
 5.74905E+16  4.05475E-41
 5.74586E+16  4.25206E-41
 5.74267E+16  4.45897E-41
 5.73948E+16  4.67594E-41
 5.73629E+16  4.90348E-41
 5.73310E+16  5.14208E-41
 5.72992E+16  5.39230E-41
 5.72674E+16  5.65469E-41
 5.72356E+16  5.92985E-41
 5.72038E+16  6.21840E-41
 5.71720E+16  6.52099E-41
 5.71402E+16  6.83830E-41
 5.71085E+16  7.17106E-41
 5.70768E+16  7.52001E-41
 5.70451E+16  7.88593E-41
 5.70134E+16  8.26967E-41
 5.69817E+16  8.67207E-41
 5.69501E+16  9.09406E-41
 5.69185E+16  9.53658E-41
 5.68869E+16  1.00006E-40
 5.68553E+16  1.04873E-40
 5.68237E+16  1.09976E-40
 5.67921E+16  1.15327E-40
 5.67606E+16  1.20846E-40
 5.67291E+16  1.26483E-40
 5.66975E+16  1.32395E-40
 5.66661E+16  1.38582E-40
 5.66346E+16  1.45059E-40
 5.66031E+16  1.51838E-40
 5.65717E+16  1.58934E-40
 5.65403E+16  1.66362E-40
 5.65089E+16  1.74137E-40
 5.64775E+16  1.82275E-40
 5.64461E+16  1.90794E-40
 5.64148E+16  1.99711E-40
 5.63834E+16  2.09044E-40
 5.63521E+16  2.18814E-40
 5.63208E+16  2.29040E-40
 5.62895E+16  2.39744E-40
 5.62583E+16  2.50949E-40
 5.62270E+16  2.62677E-40
 5.61958E+16  2.74953E-40
 5.61646E+16  2.87803E-40
 5.61334E+16  3.01254E-40
 5.61022E+16  3.15333E-40
 5.60711E+16  3.30070E-40
 5.60399E+16  3.45496E-40
 5.60088E+16  3.61643E-40
 5.59777E+16  3.78544E-40
 5.59466E+16  3.96235E-40
 5.59155E+16  4.14753E-40
 5.58845E+16  4.34137E-40
 5.58534E+16  4.54426E-40
 5.58224E+16  4.75664E-40
 5.57914E+16  4.97894E-40
 5.57604E+16  5.21163E-40
 5.57295E+16  5.45520E-40
 5.56985E+16  5.71015E-40
 5.56676E+16  5.97701E-40
 5.56367E+16  6.25635E-40
 5.56058E+16  6.54874E-40
 5.55749E+16  6.85480E-40
 5.55440E+16  7.17516E-40
 5.55132E+16  7.51049E-40
 5.54823E+16  7.86149E-40
 5.54515E+16  8.22890E-40
 5.54207E+16  8.61348E-40
 5.53899E+16  9.01603E-40
 5.53592E+16  9.43740E-40
 5.53284E+16  9.87845E-40
 5.52977E+16  1.03401E-39
 5.52670E+16  1.08234E-39
 5.52363E+16  1.13292E-39
 5.52056E+16  1.18587E-39
 5.51749E+16  1.24129E-39
 5.51443E+16  1.29930E-39
 5.51137E+16  1.36002E-39
 5.50831E+16  1.42358E-39
 5.50525E+16  1.49012E-39
 5.50219E+16  1.55976E-39
 5.49913E+16  1.63265E-39
 5.49608E+16  1.70895E-39
 5.49303E+16  1.78882E-39
 5.48998E+16  1.87242E-39
 5.48693E+16  1.95993E-39
 5.48388E+16  2.05153E-39
 5.48083E+16  2.14741E-39
 5.47779E+16  2.24777E-39
 5.47475E+16  2.35282E-39
 5.47171E+16  2.46277E-39
 5.46867E+16  2.57787E-39
 5.46563E+16  2.69835E-39
 5.46259E+16  2.82446E-39
 5.45956E+16  2.95646E-39
 5.45653E+16  3.09463E-39
 5.45350E+16  3.23926E-39
 5.45047E+16  3.39064E-39
 5.44744E+16  3.54911E-39
 5.44442E+16  3.71497E-39
 5.44139E+16  3.88859E-39
 5.43837E+16  4.07033E-39
 5.43535E+16  4.26055E-39
 5.43233E+16  4.45967E-39
 5.42931E+16  4.66810E-39
 5.42630E+16  4.88411E-39
 5.42328E+16  5.10279E-39
 5.42027E+16  5.33135E-39
 5.41726E+16  5.57016E-39
 5.41425E+16  5.81966E-39
 5.41125E+16  6.08034E-39
 5.40824E+16  6.35270E-39
 5.40524E+16  6.63726E-39
 5.40224E+16  6.93456E-39
 5.39923E+16  7.24518E-39
 5.39624E+16  7.56971E-39
 5.39324E+16  7.90878E-39
 5.39024E+16  8.26303E-39
 5.38725E+16  8.63316E-39
 5.38426E+16  9.01986E-39
 5.38127E+16  9.42389E-39
 5.37828E+16  9.84601E-39
 5.37529E+16  1.02870E-38
 5.37231E+16  1.07478E-38
 5.36932E+16  1.12293E-38
 5.36634E+16  1.17322E-38
 5.36336E+16  1.22578E-38
 5.36038E+16  1.28068E-38
 5.35740E+16  1.33805E-38
 5.35443E+16  1.39798E-38
 5.35145E+16  1.46060E-38
 5.34848E+16  1.52603E-38
 5.34551E+16  1.59438E-38
 5.34254E+16  1.66580E-38
 5.33958E+16  1.74042E-38
 5.33661E+16  1.81837E-38
 5.33365E+16  1.89982E-38
 5.33068E+16  1.98492E-38
 5.32772E+16  2.07383E-38
 5.32476E+16  2.16673E-38
 5.32181E+16  2.26378E-38
 5.31885E+16  2.36518E-38
 5.31590E+16  2.47112E-38
 5.31294E+16  2.58181E-38
 5.30999E+16  2.69746E-38
 5.30704E+16  2.81829E-38
 5.30410E+16  2.94453E-38
 5.30115E+16  3.07642E-38
 5.29821E+16  3.21422E-38
 5.29526E+16  3.35820E-38
 5.29232E+16  3.50862E-38
 5.28938E+16  3.66578E-38
 5.28645E+16  3.82998E-38
 5.28351E+16  4.00154E-38
 5.28058E+16  4.18078E-38
 5.27764E+16  4.36805E-38
 5.27471E+16  4.56370E-38
 5.27178E+16  4.76813E-38
 5.26885E+16  4.98170E-38
 5.26593E+16  5.20485E-38
 5.26300E+16  5.43799E-38
 5.26008E+16  5.68157E-38
 5.25716E+16  5.93607E-38
 5.25424E+16  6.20196E-38
 5.25132E+16  6.47976E-38
