 TLUSTY Ostars, Lanz & Hubeny 2003
 T 30000. G 3.50000 P00 TLUSTY,
 Frequency   Eddington Hnu
   (Hz)    (ergs/s/cm2/Hz/sr)
 6.67944E+16  7.82760E-62
 6.67573E+16  8.24310E-62
 6.67202E+16  8.83220E-62
 6.66831E+16  9.46340E-62
 6.66461E+16  1.01397E-61
 6.66091E+16  1.08643E-61
 6.65721E+16  1.16408E-61
 6.65351E+16  1.24727E-61
 6.64982E+16  1.33640E-61
 6.64612E+16  1.43191E-61
 6.64243E+16  1.53424E-61
 6.63874E+16  1.64389E-61
 6.63506E+16  1.76137E-61
 6.63137E+16  1.88725E-61
 6.62769E+16  2.02212E-61
 6.62401E+16  2.16663E-61
 6.62033E+16  2.32147E-61
 6.61665E+16  2.48737E-61
 6.61298E+16  2.66513E-61
 6.60930E+16  2.85560E-61
 6.60563E+16  3.05967E-61
 6.60196E+16  3.27834E-61
 6.59830E+16  3.51262E-61
 6.59463E+16  3.76365E-61
 6.59097E+16  4.03262E-61
 6.58731E+16  4.32082E-61
 6.58365E+16  4.62961E-61
 6.57999E+16  4.96046E-61
 6.57634E+16  5.31496E-61
 6.57269E+16  5.69480E-61
 6.56904E+16  6.10178E-61
 6.56539E+16  6.53785E-61
 6.56174E+16  7.00508E-61
 6.55810E+16  7.50570E-61
 6.55445E+16  8.04209E-61
 6.55081E+16  8.61682E-61
 6.54718E+16  9.23263E-61
 6.54354E+16  9.89244E-61
 6.53991E+16  1.05994E-60
 6.53627E+16  1.13569E-60
 6.53264E+16  1.21685E-60
 6.52901E+16  1.30382E-60
 6.52539E+16  1.39699E-60
 6.52176E+16  1.49683E-60
 6.51814E+16  1.60380E-60
 6.51452E+16  1.71842E-60
 6.51090E+16  1.84122E-60
 6.50729E+16  1.97281E-60
 6.50367E+16  2.11380E-60
 6.50006E+16  2.26486E-60
 6.49645E+16  2.42672E-60
 6.49284E+16  2.60014E-60
 6.48924E+16  2.78596E-60
 6.48563E+16  2.98506E-60
