 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.20 Teff 25.00 logg 2.95 R/R0 26.87 R 1.8688E+12
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 9.72964560E-59
 5.39800670E+01 8.34625360E-55
 5.86485720E+01 5.65006640E-51
 6.42010450E+01 2.71807280E-47
 6.72342620E+01 1.31339500E-45
 7.05683030E+01 5.55710580E-44
 7.23624730E+01 3.41289050E-43
 7.42502560E+01 2.00873840E-42
 7.42530130E+01 2.04952390E-42
 8.29011090E+01 1.46408720E-39
 8.60000000E+01 9.21271610E-39
 9.38336070E+01 3.85742600E-37
 9.96000000E+01 3.25222650E-36
 1.03800000E+02 1.25427280E-35
 1.08087540E+02 4.50770070E-35
 1.16971940E+02 5.45016580E-34
 1.21300000E+02 1.71691930E-33
 1.27447660E+02 8.05825940E-33
 1.27448480E+02 8.05985680E-33
 1.29343070E+02 1.27491950E-32
 1.31295690E+02 2.03087700E-32
 1.33308180E+02 3.26257680E-32
 1.34337740E+02 4.15147200E-32
 1.35383330E+02 5.29936760E-32
 1.35384240E+02 5.30050110E-32
 1.37200850E+02 8.10240800E-32
 1.39067840E+02 1.25802250E-31
 1.39068810E+02 1.25831170E-31
 1.42636710E+02 3.02455470E-31
 1.46393570E+02 8.66967940E-31
 1.50353690E+02 3.43555690E-30
 1.52415200E+02 7.91425870E-30
 1.54534020E+02 1.98215340E-29
 1.54535210E+02 3.89211480E-30
 1.57236080E+02 7.60012080E-30
 1.60034310E+02 1.63042050E-29
 1.60035590E+02 1.62805570E-29
 1.60224390E+02 1.71952320E-29
 1.60225670E+02 1.72007270E-29
 1.63326860E+02 4.50620350E-29
 1.66551860E+02 1.38882250E-28
 1.66553240E+02 1.38952670E-28
 1.69580520E+02 4.34123240E-28
 1.72721370E+02 1.47478250E-27
 1.75980760E+02 5.28782530E-27
 1.77657030E+02 1.01481430E-26
 1.79365540E+02 1.96011750E-26
 1.79367150E+02 1.96131500E-26
 1.80916590E+02 3.54008990E-26
 1.80918230E+02 3.54228610E-26
 1.83985820E+02 1.11701290E-25
 1.87160980E+02 3.55436630E-25
 1.87162730E+02 3.54007010E-25
 1.88988990E+02 6.78804370E-25
 1.90853060E+02 1.30448360E-24
 1.90854880E+02 1.30528630E-24
 1.92241740E+02 2.10656920E-24
 1.92243590E+02 2.10347280E-24
 1.93422340E+02 3.14408770E-24
 1.94617540E+02 4.70445910E-24
 1.94619430E+02 4.19865070E-24
 1.94836520E+02 4.51744910E-24
 1.94838420E+02 4.52033770E-24
 1.95961030E+02 6.58398940E-24
 1.97098590E+02 9.59880830E-24
 1.97100530E+02 9.60495600E-24
 1.98877180E+02 1.71667640E-23
 2.00688160E+02 3.07194740E-23
 2.00690170E+02 3.07391890E-23
 2.01029230E+02 3.42394460E-23
 2.01031250E+02 3.42614230E-23
 2.01590960E+02 4.09061420E-23
 2.01592990E+02 4.09324040E-23
 2.02358650E+02 5.20856170E-23
 2.02360700E+02 5.21190690E-23
 2.02518850E+02 5.47668370E-23
 2.02520900E+02 5.48020130E-23
 2.06041210E+02 1.62037640E-22
 2.09688270E+02 4.80025640E-22
 2.13466760E+02 1.42346170E-21
 2.15407540E+02 2.45197440E-21
 2.17383930E+02 4.22431150E-21
 2.17386300E+02 4.22703500E-21
 2.19479890E+02 7.44219830E-21
 2.19482300E+02 7.44699220E-21
 2.21038630E+02 1.12619900E-20
 2.22619670E+02 1.70431760E-20
 2.22622150E+02 1.70541690E-20
 2.23980340E+02 2.42317750E-20
 2.25357750E+02 3.44530980E-20
 2.25360290E+02 3.44753220E-20
 2.25609880E+02 3.67285940E-20
 2.25612420E+02 3.10770480E-20
 2.25845330E+02 3.29588860E-20
 2.25847880E+02 2.14407770E-20
 2.26991880E+02 2.85512390E-20
 2.26994450E+02 2.85695710E-20
 2.27837820E+02 3.52235150E-20
 2.27840410E+02 1.25722950E-14
 2.28062080E+02 1.29263620E-14
 2.28506890E+02 1.36097300E-14
 2.28952570E+02 1.29899430E-14
 2.29366480E+02 1.24559500E-14
 2.29369110E+02 1.24522760E-14
 2.29399110E+02 1.24101150E-14
 2.29846530E+02 4.98887660E-16
 2.30294820E+02 8.56242650E-17
 2.30743990E+02 1.93458110E-14
 2.31194030E+02 6.52408630E-16
 2.31502650E+02 1.05407820E-14
 2.31644950E+02 1.53423100E-14
 2.32096740E+02 5.54996460E-17
 2.32549420E+02 4.04485140E-15
 2.33002980E+02 2.38757600E-14
 2.33457430E+02 2.20955020E-14
 2.33678980E+02 1.17511110E-14
 2.33681710E+02 1.16202500E-14
 2.33912760E+02 2.40678940E-16
 2.34368990E+02 1.52910080E-14
 2.34826100E+02 3.00310480E-14
 2.34985870E+02 3.02645770E-14
 2.35284100E+02 3.06941990E-14
 2.35742990E+02 3.21193480E-14
 2.36202790E+02 3.27209030E-14
 2.36307460E+02 2.55897820E-14
 2.36310250E+02 2.52571930E-14
 2.36663470E+02 2.10748560E-17
 2.37125060E+02 2.41034250E-15
 2.37587540E+02 3.87675520E-14
 2.38050930E+02 3.77909020E-14
 2.38515230E+02 4.40707980E-14
 2.38980420E+02 4.64330220E-14
 2.39446530E+02 4.73060400E-14
 2.39900950E+02 4.80066240E-14
 2.39913540E+02 4.80251980E-14
 2.40381470E+02 5.21059160E-14
 2.40850300E+02 6.18952360E-14
 2.41320060E+02 5.57296490E-14
 2.41790720E+02 5.38878810E-14
 2.42262310E+02 6.49225970E-14
 2.42734820E+02 1.63049090E-15
 2.43208240E+02 5.51658240E-14
 2.43605420E+02 7.12634850E-14
 2.43608390E+02 7.14220760E-14
 2.43682590E+02 7.45718430E-14
 2.44157870E+02 8.84096690E-14
 2.44634070E+02 8.32345330E-14
 2.45111210E+02 8.88029690E-14
 2.45413770E+02 9.02185620E-14
 2.45416780E+02 9.02345620E-14
 2.45589270E+02 9.10380350E-14
 2.46068260E+02 8.86901180E-14
 2.46548190E+02 1.13282290E-13
 2.47029060E+02 9.75707720E-14
 2.47510860E+02 1.13583190E-13
 2.47579110E+02 1.04975020E-13
 2.47582170E+02 1.04592470E-13
 2.47993600E+02 4.99298380E-14
 2.48477290E+02 1.59238350E-13
 2.48961910E+02 1.81183840E-13
 2.49447490E+02 1.44063350E-13
 2.49834420E+02 1.49958880E-13
 2.49837540E+02 1.50113020E-13
 2.49934010E+02 1.51619050E-13
 2.50421470E+02 8.49883010E-14
 2.50909890E+02 7.37236750E-14
 2.51268590E+02 1.17701660E-13
 2.51399270E+02 1.34481260E-13
 2.51889590E+02 1.95907530E-13
 2.52380880E+02 1.88408990E-13
 2.52719320E+02 2.11311560E-13
 2.52722520E+02 2.11556930E-13
 2.52873120E+02 2.22173460E-13
 2.53297040E+02 2.20886240E-13
 2.53300250E+02 2.20857360E-13
 2.53366320E+02 2.20608490E-13
 2.53860480E+02 2.30633210E-13
 2.54355610E+02 2.65670920E-13
 2.54600830E+02 2.38926840E-13
 2.54604070E+02 2.36620020E-13
 2.54851700E+02 2.08358030E-13
 2.55348760E+02 2.99132150E-13
 2.55846790E+02 9.41844670E-16
 2.56345790E+02 1.16351380E-13
 2.56735220E+02 2.65071370E-13
 2.56845760E+02 3.09271740E-13
 2.57346710E+02 3.17124990E-13
 2.57848640E+02 3.47081950E-13
 2.58351550E+02 3.55964700E-13
 2.58855430E+02 3.78366920E-13
 2.58905710E+02 3.78674570E-13
 2.58909060E+02 3.34429730E-13
 2.59360300E+02 3.36839240E-13
 2.59866150E+02 3.24862040E-13
 2.60372990E+02 3.72199040E-13
 2.60880820E+02 4.09786500E-13
 2.61010740E+02 4.14490900E-13
 2.61014140E+02 4.15025890E-13
 2.61378120E+02 4.28498420E-13
 2.61381530E+02 3.49763550E-13
 2.61389640E+02 3.50012800E-13
 2.61899450E+02 2.78519880E-13
 2.62410260E+02 1.75186270E-13
 2.62922060E+02 5.71152150E-13
 2.63434860E+02 1.44677650E-13
 2.63948660E+02 2.61340770E-13
 2.64463470E+02 6.64842600E-13
 2.64575530E+02 1.10409820E-12
 2.64979270E+02 2.76164920E-12
 2.65496090E+02 5.09498850E-13
 2.66013910E+02 5.29884360E-13
 2.66532740E+02 9.84399290E-14
 2.67052580E+02 5.74024860E-13
 2.67573440E+02 6.87989330E-13
 2.67852140E+02 6.81692220E-13
 2.68095310E+02 6.75557450E-13
 2.68618200E+02 6.78794260E-13
 2.69142110E+02 6.25545620E-13
