#"E (kev)" "Fv (kev/s/cm^2/kev)"
8.194850126005006e-07 6.16934931718358e+22
8.27133539384772e-07 6.284064847582367e+22
8.349261837665936e-07 6.4041228981523595e+22
8.428670577969822e-07 6.526716237794084e+22
8.503771823695394e-07 6.644209090099789e+22
8.586161308492443e-07 6.7738880993493665e+22
8.664108303611438e-07 6.8968546522927594e+22
8.743483503010276e-07 7.023241027094162e+22
8.82432652259714e-07 7.1532093769811134e+22
8.906678457122455e-07 7.288187593710485e+22
8.990581949834478e-07 7.42555110199747e+22
9.069446703780395e-07 7.556936514653086e+22
9.156459845587882e-07 7.702130613214692e+22
9.238274825593135e-07 7.840001268329768e+22
9.328573752459835e-07 7.994766266760028e+22
9.413507656124112e-07 8.140644666301838e+22
9.500002366593859e-07 8.290843218763556e+22
9.588101306624096e-07 8.445935456915044e+22
9.677849524782824e-07 8.605009956238612e+22
9.761607467168827e-07 8.75447574588749e+22
9.85464899981857e-07 8.920929161880089e+22
9.949481227563416e-07 9.093716314353786e+22
1.0038028390591892e-06 9.256299743823168e+22
1.0128165788384964e-06 9.423505091870828e+22
1.0228361987445655e-06 9.6101063448184e+22
1.032196596570015e-06 9.78718276101836e+22
1.0417298984694862e-06 9.968856512459966e+22
1.0514409398958968e-06 1.0155586282542124e+23
1.0613347383038135e-06 1.034780457521691e+23
1.0704920699544072e-06 1.052671591402802e+23
1.0807493981508345e-06 1.0730406327849505e+23
1.090246317291e-06 1.0919133263708285e+23
1.1008875856940178e-06 1.1134133465607299e+23
1.110743338475522e-06 1.1334248648970977e+23
1.1207771536379026e-06 1.1540341927916257e+23
1.1320258294499618e-06 1.177267882858544e+23
1.1424496400342154e-06 1.1990556557535717e+23
1.1530672017445707e-06 1.2214282533704295e+23
1.162793166895181e-06 1.2420471845327016e+23
1.1737940483227605e-06 1.2657072094608054e+23
1.1850050707518223e-06 1.2900747185261992e+23
1.195279681191867e-06 1.312493024949836e+23
1.2069069154447063e-06 1.338205838460358e+23
1.2175665447273387e-06 1.3618635646378458e+23
1.2296336066175994e-06 1.388993893750142e+23
1.240700309077158e-06 1.4141021345977347e+23
1.2522207398840917e-06 1.4405973326515121e+23
1.2638283682155018e-06 1.4672987352919772e+23
1.2755220613520694e-06 1.4946020124580662e+23
1.2873005904515026e-06 1.522273356746375e+23
1.2991626273059246e-06 1.5505296589046575e+23
1.3112453065706595e-06 1.5795377872122865e+23
1.323272513947481e-06 1.6086467944681233e+23
1.3355223994371992e-06 1.6384385232595415e+23
1.3480012049947394e-06 1.669284706213208e+23
1.3604170055670592e-06 1.700208629786846e+23
1.3730636443970317e-06 1.7318643740979666e+23
1.3856380490028568e-06 1.7638100278654455e+23
1.398444893008519e-06 1.7966063542836997e+23
1.4114906815439797e-06 1.8303265052567757e+23
1.4244550046810078e-06 1.8639749953579648e+23
1.4376596860685492e-06 1.8987210657409695e+23
1.4509417718128384e-06 1.933985421350998e+23
1.4644715640665227e-06 1.9702585310877194e+23
1.477903882164572e-06 2.0065362383350212e+23
1.4915848870848259e-06 2.0438961179635864e+23
1.5055215496628538e-06 2.082177922843225e+23
1.5193488967391111e-06 2.120783985373238e+23
1.5334325906280534e-06 2.1602013665603226e+23
1.5475867644719446e-06 2.2002276516815738e+23
1.562004669617472e-06 2.2413101483252336e+23
1.5764934041641144e-06 2.2832071944008683e+23
1.5910493832741191e-06 2.3254953128811254e+23
1.605668835352864e-06 2.368460206251945e+23
1.6205594423682838e-06 2.4126326119382173e+23
1.6355131941433667e-06 2.4573797064690824e+23
1.650745488394303e-06 2.5032937522246165e+23
1.6660404311496684e-06 2.5499325716551195e+23
1.6813935615627564e-06 2.5971055188625737e+23
1.697032292541592e-06 2.6457564149484017e+23
1.7127282013765295e-06 2.6948319151452383e+23
1.728476329168512e-06 2.744367166370281e+23
1.7445167450466227e-06 2.795615656051363e+23
1.7606077892396168e-06 2.8476186525191616e+23
1.7769984375209941e-06 2.9007521216784028e+23
1.7934378564283869e-06 2.9546684991401956e+23
1.8099202174721486e-06 3.009488136604082e+23
1.8267083466978182e-06 3.065572089447638e+23
1.8435368634133106e-06 3.1228689685621395e+23
1.8606783279501468e-06 3.181078604860444e+23
1.877857286328376e-06 3.239885917407153e+23
1.8953564147222088e-06 3.299768230734214e+23
1.912889776560527e-06 3.361192041713539e+23
1.930450146378027e-06 3.4230120550013315e+23
1.948335912495537e-06 3.48717946208815e+23
1.9662445468734675e-06 3.55200001698389e+23
1.9844854591765163e-06 3.6173668590764084e+23
2.0030679836570197e-06 3.6856193047602926e+23
2.0213429603733433e-06 3.752765597441892e+23
2.040289934348229e-06 3.823752230304536e+23
2.058911896908659e-06 3.894181660721638e+23
2.078224973328573e-06 3.9681796629162374e+23
2.0971945724766024e-06 4.0401817435193e+23
2.116874780885784e-06 4.1165392987750656e+23
2.1361919922127376e-06 4.192975226799471e+23
2.156239675142784e-06 4.2712637366415735e+23
2.1759037339129394e-06 4.349661683037215e+23
2.196318479513468e-06 4.430989964708088e+23
2.216327811856302e-06 4.513547326683642e+23
2.237108382757227e-06 4.5972135049619266e+23
2.2578713540985587e-06 4.6832230825564016e+23
2.2786047916935868e-06 4.769619365829188e+23
2.299722537677772e-06 4.858982374872194e+23
2.3208011767249496e-06 4.948446831096923e+23
2.3422697924809475e-06 5.040930733596119e+23
2.3641393084549505e-06 5.1339650060017495e+23
2.385962132840688e-06 5.229794263359861e+23
2.408191593705664e-06 5.32781000106906e+23
2.4303629952539826e-06 5.426258508297645e+23
2.4529464394566192e-06 5.527925184406563e+23
2.4754595153175536e-06 5.629948922123701e+23
2.498389667896009e-06 5.734102336932544e+23
2.5217485956852803e-06 5.841747108594128e+23
2.5450262750300675e-06 5.950388510662494e+23
2.568205980288052e-06 6.058129315302971e+23
2.5923533411557833e-06 6.173883279702772e+23
2.616407231288819e-06 6.289346482190659e+23
2.6403496681786724e-06 6.404122898152359e+23
2.6647343408014564e-06 6.523178905722695e+23
2.6895736160354607e-06 6.645328823681103e+23
2.714286390455388e-06 6.768204759111652e+23
2.739457516178313e-06 6.894308537166117e+23
2.765099864223664e-06 7.023241027094162e+23
2.790598985778583e-06 7.153209376981114e+23
2.8159335203748477e-06 7.284594789806578e+23
2.8423832968548867e-06 7.42197587155327e+23
2.868671234860481e-06 7.559473310924281e+23
2.8954499628405087e-06 7.702130613214692e+23
2.922045004892035e-06 7.843492625184852e+23
2.9491331330571854e-06 7.989388598720559e+23
2.976014173847824e-06 8.136078220407608e+23
3.004116971131133e-06 8.290843218763555e+23
3.0312736600956705e-06 8.442053311695493e+23
3.059680170350575e-06 8.599632288307374e+23
3.0878554232880982e-06 8.759757381083093e+23
3.116554406121974e-06 8.923319867484642e+23
3.1449944463299315e-06 9.086276512120489e+23
3.1747704940561875e-06 9.25878648260271e+23
3.203460648275647e-06 9.427753706827387e+23
3.233516573044457e-06 9.604824708769184e+23
3.2632832958368175e-06 9.782616315302052e+23
3.29360315656267e-06 9.965319180552012e+23
3.3236011494164426e-06 1.0147767851297817e+24
3.355057623248129e-06 1.0341531724294462e+24
3.386190799883073e-06 1.053277788247583e+24
3.4169658746272594e-06 1.0726457882560035e+24
3.449264134215063e-06 1.0930443051789382e+24
3.480225270903669e-06 1.1126693663443931e+24
3.5127415319285334e-06 1.1335239865257707e+24
3.5458711319724436e-06 1.1550630855692573e+24
3.5785991031934176e-06 1.1764542565834705e+24
3.610885649235035e-06 1.1978098634446012e+24
3.6448305202031668e-06 1.2204384394513502e+24
3.6783288143408182e-06 1.242962346607155e+24
3.7124485609729446e-06 1.266163312722684e+24
3.747207215575832e-06 1.290074718526199e+24
3.7814700063308684e-06 1.3135924957297892e+24
3.8163651463462256e-06 1.3379600047887595e+24
3.851910304492885e-06 1.3631020524229162e+24
3.886905730191597e-06 1.387857776002127e+24
3.9237833936659015e-06 1.4143558141891494e+24
3.960103125046786e-06 1.4406250508561722e+24
3.995814199926435e-06 1.4667410962066314e+24
4.033486050315858e-06 1.4946020124580662e+24
4.070539071775453e-06 1.5222310294968315e+24
4.108279169129662e-06 1.5505296589046574e+24
4.146725631942373e-06 1.5795672627601082e+24
4.184486708523299e-06 1.608547672865459e+24
4.222941828036617e-06 1.6382594954391237e+24
4.2621103025666715e-06 1.668790740098467e+24
4.302012167396526e-06 1.700208629786846e+24
4.341148737148908e-06 1.731233840564877e+24
4.382551427330124e-06 1.7645623954350544e+24
4.423174007405198e-06 1.7973176105237788e+24
4.462950752076108e-06 1.8297281543004708e+24
4.505084637171961e-06 1.8645037002946726e+24
4.546355108380938e-06 1.8988266665820375e+24
4.5883887170013235e-06 1.934139437965229e+24
4.631206827462329e-06 1.970266377016419e+24
4.6730708439817624e-06 2.006035793021114e+24
4.717491669494898e-06 2.0444292872566986e+24
4.760937486865534e-06 2.082177922843225e+24
4.80519097241347e-06 2.1211704425625148e+24
4.8483794805672445e-06 2.1594606347707466e+24
4.894281298134746e-06 2.2005869320719727e+24
4.939093587090597e-06 2.241058767474821e+24
4.984734066199912e-06 2.2826772735619253e+24
5.031225908666497e-06 2.3254728667300857e+24
5.078593160364953e-06 2.3694148554601873e+24
5.124743118864759e-06 2.4127191481143428e+24
5.171739512618416e-06 2.45714441688702e+24
5.219605843824813e-06 2.502856988703432e+24
5.268366492896637e-06 2.5499095841006254e+24
5.318046759867801e-06 2.597979045910656e+24
5.366350817807777e-06 2.6456239036880774e+24
5.415540415002873e-06 2.6942802138357337e+24
5.465640128093207e-06 2.744367166370281e+24
5.516675451654771e-06 2.8365301329628274e+24
5.568672841459417e-06 3.0872688031602817e+24
5.619113718646549e-06 3.3273238919341454e+24
5.6704767325281446e-06 3.569107623252324e+24
5.722787403492427e-06 3.8122229372666164e+24
5.776072202407626e-06 4.05674576248994e+24
5.8303585952873965e-06 4.3033835119715544e+24
5.882884348398094e-06 4.538384293643321e+24
5.939206840962939e-06 4.788164274994902e+24
5.9937212998896524e-06 5.026210274898192e+24
6.0492457780456266e-06 5.266677279027291e+24
6.105808607663179e-06 5.509657284030476e+24
6.160378893133853e-06 5.740845698713881e+24
6.219049168306557e-06 5.985260191006097e+24
6.275671770749409e-06 6.219707049816455e+24
6.333334911062572e-06 6.456128439340127e+24
6.392067537749398e-06 6.69400135928901e+24
6.451899683188549e-06 6.934470917138224e+24
6.512862514840725e-06 7.177410872109435e+24
6.571505874349353e-06 7.40769807102738e+24
6.631214906879519e-06 7.639478480356588e+24
6.692018927061262e-06 7.873976094004739e+24
6.7539483346606315e-06 8.110754689914413e+24
6.81703466525911e-06 8.350423438955239e+24
6.8813106438001e-06 8.590926258989383e+24
6.946810241193494e-06 8.834666627965534e+24
7.009606265972644e-06 9.065344592193682e+24
7.073547942287104e-06 9.299168656521311e+24
7.138666910685604e-06 9.534231180471446e+24
7.2049959876722295e-06 9.772944055228917e+24
7.272569220850868e-06 1.0013170300484778e+25
7.341421947202118e-06 1.0256414734301506e+25
7.407166024341242e-06 1.0487026103957114e+25
7.474098247452759e-06 1.071833168749381e+25
7.546838862999745e-06 1.0970134348145834e+25
7.616330933561437e-06 1.120807467997773e+25
7.687114678297138e-06 1.1449672195177014e+25
7.754376931732238e-06 1.1676418816825678e+25
7.827762202379545e-06 1.1923568596065618e+25
7.902549739344956e-06 1.2172479574903954e+25
7.97365237196117e-06 1.2407056837990738e+25
8.046046102964708e-06 1.2646196570468457e+25
8.119766420662029e-06 1.2886723799215313e+25
8.194850126005006e-06 1.3131568058909681e+25
8.27133539384772e-06 1.337810774583505e+25
8.349261837665935e-06 1.3630019089552349e+25
8.428670577969824e-06 1.3884457770525434e+25
8.503771823695394e-06 1.4124376243868855e+25
8.586161308492443e-06 1.4385897541298155e+25
8.664108303611439e-06 1.4631260193523225e+25
8.743483503010276e-06 1.4880073964180787e+25
8.82432652259714e-06 1.5132457709975372e+25
8.906678457122455e-06 1.542549723291065e+25
8.99058194983448e-06 1.5751490413206222e+25
9.069446703780395e-06 1.6056982967068375e+25
9.156459845587883e-06 1.6390794800129988e+25
9.238274825593134e-06 1.6702768668739088e+25
9.328573752459835e-06 1.7046146426877149e+25
9.413507656124113e-06 1.7366133888568645e+25
9.500002366593858e-06 1.769046234403056e+25
9.588101306624096e-06 1.8019645312145527e+25
9.677849524782825e-06 1.8352828598021968e+25
9.761607467168829e-06 1.8661898855077822e+25
9.85464899981857e-06 1.9002454931291146e+25
9.949481227563417e-06 1.9349368320288776e+25
1.0038028390591894e-05 1.967153790893486e+25
1.0128165788384964e-05 1.9998366095742027e+25
1.0228361987445657e-05 2.0359064615381507e+25
1.032196596570015e-05 2.0695741078716655e+25
1.0417298984694862e-05 2.112298746408448e+25
1.0514409398958966e-05 2.1574404475373296e+25
1.0613347383038135e-05 2.2031308088451127e+25
1.0704920699544073e-05 2.245084292754408e+25
1.0807493981508344e-05 2.291926113293066e+25
1.090246317291e-05 2.334849433517047e+25
1.1008875856940179e-05 2.3828188178961544e+25
1.1107433384755221e-05 2.426905288592491e+25
1.1207771536379025e-05 2.4715840041792604e+25
1.1320258294499616e-05 2.5212820673357808e+25
1.1424496400342155e-05 2.567133290437813e+25
1.1530672017445707e-05 2.6135712544684474e+25
1.162793166895181e-05 2.655834035095119e+25
1.1737940483227607e-05 2.7035659367533454e+25
1.1850050707518224e-05 2.751986573219693e+25
1.1952796811918672e-05 2.7960720685034044e+25
1.2069069154447062e-05 2.8458381256787092e+25
1.2175665447273385e-05 2.8911485872375104e+25
1.2296336066175995e-05 2.9423520263109584e+25
1.2407003090771581e-05 2.98911637948404e+25
1.2522207398840916e-05 3.0563603211608925e+25
1.2638283682155017e-05 3.1233743573218825e+25
1.2755220613520696e-05 3.190537340638192e+25
1.2873005904515024e-05 3.2576313517330917e+25
1.2991626273059245e-05 3.3248633037357345e+25
1.3112453065706594e-05 3.3928714224928105e+25
1.3232725139474808e-05 3.4600739049996794e+25
1.3355223994371992e-05 3.5279550892637165e+25
1.3480012049947392e-05 3.596893829938273e+25
1.3604170055670592e-05 3.6650334123058603e+25
1.3730636443970319e-05 3.733885695935582e+25
1.3856380490028569e-05 3.8021567436660542e+25
1.398444893008519e-05 3.8712674258222446e+25
1.4114906815439796e-05 3.941320712789964e+25
1.424455004681008e-05 4.010401927272502e+25
1.4376596860685493e-05 4.080598660247403e+25
1.4509417718128382e-05 4.1508588597879595e+25
1.4644715640665226e-05 4.2221131481385525e+25
1.4779038821645717e-05 4.292504810731833e+25
1.4915848870848256e-05 4.363977018230427e+25
1.5055215496628541e-05 4.4363578303084055e+25
1.519348896739111e-05 4.508197880430782e+25
1.5334325906280535e-05 4.5808315835951445e+25
1.5475867644719448e-05 4.653642726864557e+25
1.5620046696174718e-05 4.756796663596822e+25
1.5764934041641144e-05 4.868566819378698e+25
1.591049383274119e-05 4.979749251530006e+25
1.605668835352864e-05 5.090661299147207e+25
1.6205594423682837e-05 5.202780823078353e+25
1.6355131941433668e-05 5.314543506927379e+25
1.650745488394303e-05 5.427432716780238e+25
1.6660404311496683e-05 5.540115011324755e+25
1.6813935615627565e-05 5.652354011982648e+25
1.6970322925415922e-05 5.766099367267073e+25
1.7127282013765297e-05 5.879274498601056e+25
1.728476329168512e-05 5.991977842259961e+25
1.7445167450466226e-05 6.106388949776406e+25
1.760607789239617e-05 6.220622607762517e+25
1.776998437520994e-05 6.33596984811962e+25
1.7934378564283868e-05 6.451127659596702e+25
1.8099202174721487e-05 6.566239490215369e+25
1.826708346697818e-05 6.6826102875005705e+25
1.8435368634133105e-05 6.7992394844250505e+25
1.860678327950147e-05 6.916787327505207e+25
1.877857286328376e-05 7.033983838181355e+25
1.895356414722209e-05 7.152232399406923e+25
1.9128897765605272e-05 7.271097165271783e+25
1.930450146378027e-05 7.3893797222749775e+25
1.948335912495537e-05 7.5100037343989375e+25
1.9662445468734677e-05 7.630337932339272e+25
1.9844854591765163e-05 7.751224868508848e+25
2.0030679836570197e-05 7.874985593191627e+25
2.021342960373343e-05 7.995718069906023e+25
2.040289934348229e-05 8.121259069821206e+25
2.0589118969086592e-05 8.2443320269008e+25
2.0782249733285726e-05 8.425243934218078e+25
2.0971945724766023e-05 8.644900832450105e+25
2.116874780885784e-05 8.871634194572866e+25
2.1361919922127373e-05 9.093009803297668e+25
2.156239675142784e-05 9.31894849418043e+25
2.1759037339129394e-05 9.539542379510088e+25
2.196318479513468e-05 9.765788990718545e+25
2.216327811856302e-05 9.9877943391921e+25
2.2371083827572267e-05 1.02136575285974e+26
2.2578713540985585e-05 1.0439103992991866e+26
2.278604791693587e-05 1.0662228414355697e+26
2.2997225376777723e-05 1.0888307588016914e+26
2.3208011767249497e-05 1.1111762961609128e+26
2.3422697924809478e-05 1.1338232007811305e+26
2.3641393084549505e-05 1.1565257372984204e+26
2.3859621328406886e-05 1.1792334226306207e+26
2.4081915937056637e-05 1.2021597094294831e+26
2.4303629952539823e-05 1.224856162713268e+26
2.4529464394566193e-05 1.2478749623048689e+26
2.475459515317554e-05 1.2706563846739618e+26
2.498389667896009e-05 1.2936501580267478e+26
2.5217485956852804e-05 1.3169935788328626e+26
2.545026275030068e-05 1.3401601400246428e+26
2.5682059802880522e-05 1.3629668517387369e+26
2.5923533411557836e-05 1.3868469567761595e+26
2.616407231288819e-05 1.4104241378693328e+26
2.6403496681786724e-05 1.4336620394048688e+26
2.6647343408014564e-05 1.4573236380322505e+26
2.6895736160354605e-05 1.4812976182878261e+26
2.7142863904553883e-05 1.5050708645912945e+26
2.739457516178313e-05 1.5291642015713437e+26
2.7650998642236638e-05 1.5535437483325992e+26
2.790598985778583e-05 1.5777526829065224e+26
2.815933520374848e-05 1.6018277213939926e+26
2.8423832968548864e-05 1.6267761345518906e+26
2.8686712348604812e-05 1.6514654690115095e+26
2.8954499628405086e-05 1.6766699148241565e+26
2.922045004892035e-05 1.7014701511695112e+26
2.9491331330571855e-05 1.7267232962067908e+26
2.9760141738478244e-05 1.7517841625115647e+26
3.0041169711311335e-05 1.777925218382854e+26
3.0312736600956707e-05 1.8031656646288464e+26
3.059680170350574e-05 1.829313871510995e+26
3.087855423288099e-05 1.8554445275338785e+26
3.1165544061219745e-05 1.9047763792971265e+26
3.144994446329932e-05 1.974226325016212e+26
3.1747704940561877e-05 2.0461103312699452e+26
3.203460648275647e-05 2.1146856079288035e+26
3.233516573044457e-05 2.1855500207213e+26
3.2632832958368175e-05 2.25500755765063e+26
3.2936031565626704e-05 2.3249627717916344e+26
3.3236011494164424e-05 2.393401009058712e+26
