#"E (kev)" "Fv (kev/s/cm^2/kev)"
1.240700309077158e-07 3.0901697350333843e+21
1.2522207398840916e-07 3.1476083245585526e+21
1.2638283682155016e-07 3.2064407637173427e+21
1.2755220613520696e-07 3.2658994990457784e+21
1.2873005904515024e-07 3.3265276948929435e+21
1.2991626273059247e-07 3.3881334628586954e+21
1.3112453065706595e-07 3.4514312271892175e+21
1.3232725139474809e-07 3.5151934019340384e+21
1.335522399437199e-07 3.5804713172473374e+21
1.3480012049947392e-07 3.647639993262463e+21
1.360417005567059e-07 3.715158065012215e+21
1.373063644397032e-07 3.7846237873570196e+21
1.3856380490028567e-07 3.8541845135988606e+21
1.3984448930085188e-07 3.9259804002495596e+21
1.4114906815439796e-07 3.999500166129427e+21
1.4244550046810078e-07 4.0731161978910587e+21
1.437659686068549e-07 4.1491186407600895e+21
1.4509417718128381e-07 4.226160540528701e+21
1.4644715640665228e-07 4.3052175899620734e+21
1.4779038821645716e-07 4.384489654190551e+21
1.4915848870848257e-07 4.4661400164224787e+21
1.505521549662854e-07 4.5499280369376344e+21
1.519348896739111e-07 4.6339891979100115e+21
1.5334325906280533e-07 4.7203705312270504e+21
1.5475867644719446e-07 4.807685063740499e+21
1.562004669617472e-07 4.897687913264348e+21
1.5764934041641146e-07 4.989216495128513e+21
1.591049383274119e-07 5.081853914385848e+21
1.605668835352864e-07 5.175466407756291e+21
1.6205594423682836e-07 5.271794722513726e+21
1.6355131941433667e-07 5.369639395715207e+21
1.6507454883943029e-07 5.469991133462567e+21
1.6660404311496683e-07 5.572132370195859e+21
1.6813935615627564e-07 5.675038043955961e+21
1.697032292541592e-07 5.781165824883389e+21
1.7127282013765298e-07 5.888740584259278e+21
1.728476329168512e-07 5.997319802843953e+21
1.7445167450466224e-07 6.109396766408933e+21
1.760607789239617e-07 6.222526940091513e+21
1.776998437520994e-07 6.338906725261208e+21
1.793437856428387e-07 6.456747241517672e+21
1.8099202174721489e-07 6.575877228986512e+21
1.826708346697818e-07 6.698619976217829e+21
1.8435368634133107e-07 6.822455310444401e+21
1.8606783279501472e-07 6.949933407051035e+21
1.877857286328376e-07 7.078874114875137e+21
1.895356414722209e-07 7.211508216355675e+21
1.9128897765605273e-07 7.345311778339854e+21
1.9304501463780272e-07 7.480989850752808e+21
1.948335912495537e-07 7.620171308638754e+21
1.9662445468734676e-07 7.760896629467761e+21
1.9844854591765164e-07 7.905583488046413e+21
2.0030679836570198e-07 8.054406904369854e+21
2.0213429603733432e-07 8.201882723669445e+21
2.040289934348229e-07 8.356642188939046e+21
2.058911896908659e-07 8.509452149648931e+21
2.078224973328573e-07 8.669907667485492e+21
2.0971945724766025e-07 8.828928078883542e+21
2.1168747808857839e-07 8.995584673414403e+21
2.136191992212738e-07 9.160278629139698e+21
2.1562396751427842e-07 9.333237562417789e+21
2.1759037339129395e-07 9.504148845312407e+21
2.196318479513468e-07 9.683227603182052e+21
2.2163278118563024e-07 9.860438726383059e+21
2.237108382757227e-07 1.0046375478267008e+22
2.2578713540985587e-07 1.023365421199378e+22
2.278604791693587e-07 1.042262682211799e+22
2.299722537677772e-07 1.0616533545800992e+22
2.3208011767249495e-07 1.0812186013511226e+22
2.3422697924809479e-07 1.1013011997728845e+22
2.3641393084549503e-07 1.1219901536301448e+22
2.3859621328406886e-07 1.1427851160415166e+22
2.408191593705664e-07 1.164178622815638e+22
2.4303629952539824e-07 1.1856816998642644e+22
2.4529464394566194e-07 1.207859450825607e+22
2.4754595153175537e-07 1.2301166457666182e+22
2.4983896678960086e-07 1.2530052618182078e+22
2.5217485956852805e-07 1.276558863337032e+22
2.5450262750300677e-07 1.3002302247412429e+22
2.568205980288052e-07 1.324034282938156e+22
2.5923533411557833e-07 1.3490408663858207e+22
2.616407231288819e-07 1.3741913982966253e+22
2.640349668178672e-07 1.3994567515976336e+22
2.664734340801456e-07 1.4254432198439782e+22
2.689573616035461e-07 1.4521258634877082e+22
