#"E (kev)" "Fv (kev/s/cm^2/kev)"
1.240700309077158e-07 3.5456952803198905e+21
1.2522207398840916e-07 3.611735795425399e+21
1.2638283682155016e-07 3.6790637790124604e+21
1.2755220613520696e-07 3.74779836029955e+21
1.2873005904515024e-07 3.8169964187024307e+21
1.2991626273059247e-07 3.887949806863501e+21
1.3112453065706595e-07 3.960581685846005e+21
1.3232725139474809e-07 4.0335582561702505e+21
1.335522399437199e-07 4.108186508669656e+21
1.3480012049947392e-07 4.1855780406961803e+21
1.360417005567059e-07 4.262701149736119e+21
1.373063644397032e-07 4.342813441721267e+21
1.3856380490028567e-07 4.4224044846870524e+21
1.3984448930085188e-07 4.504536258580204e+21
1.4114906815439796e-07 4.588863959375171e+21
1.4244550046810078e-07 4.6740578283602507e+21
1.437659686068549e-07 4.760937814836187e+21
1.4509417718128381e-07 4.849412054924883e+21
1.4644715640665228e-07 4.940357928237575e+21
1.4779038821645716e-07 5.031131513181162e+21
1.4915848870848257e-07 5.12485950396361e+21
1.505521549662854e-07 5.22091757519569e+21
1.519348896739111e-07 5.317205592364727e+21
1.5334325906280533e-07 5.416122391131856e+21
1.5475867644719446e-07 5.516959410418214e+21
1.562004669617472e-07 5.620076364794378e+21
1.5764934041641146e-07 5.724948649101647e+21
1.591049383274119e-07 5.830813057041923e+21
1.605668835352864e-07 5.938471272421554e+21
1.6205594423682836e-07 6.049107116206611e+21
1.6355131941433667e-07 6.161459927623796e+21
1.6507454883943029e-07 6.276506348085645e+21
1.6660404311496683e-07 6.393377082435e+21
1.6813935615627564e-07 6.512256202960288e+21
1.697032292541592e-07 6.633599100364051e+21
1.7127282013765298e-07 6.756858175862642e+21
1.728476329168512e-07 6.88166563026594e+21
1.7445167450466224e-07 7.010113400061356e+21
1.760607789239617e-07 7.139940845364054e+21
1.776998437520994e-07 7.273566097915855e+21
1.793437856428387e-07 7.408758681842413e+21
1.8099202174721489e-07 7.545522410501878e+21
1.826708346697818e-07 7.685911429634217e+21
1.8435368634133107e-07 7.828458127515469e+21
1.8606783279501472e-07 7.974794891036222e+21
1.877857286328376e-07 8.122342284202361e+21
1.895356414722209e-07 8.274281300042738e+21
1.9128897765605273e-07 8.428474246932437e+21
1.9304501463780272e-07 8.584057964793908e+21
1.948335912495537e-07 8.744087380464928e+21
1.9662445468734676e-07 8.905607174235939e+21
1.9844854591765164e-07 9.071541701324899e+21
2.0030679836570198e-07 9.241998193777929e+21
2.0213429603733432e-07 9.41146603291885e+21
2.040289934348229e-07 9.58857131904634e+21
2.058911896908659e-07 9.764630637029483e+21
2.078224973328573e-07 9.94837327661302e+21
2.0971945724766025e-07 1.0130913028142363e+22
2.1168747808857839e-07 1.0321844777405766e+22
2.136191992212738e-07 1.051122479190889e+22
2.1562396751427842e-07 1.0709365175008077e+22
2.1759037339129395e-07 1.0905731160673878e+22
2.196318479513468e-07 1.1111570919606041e+22
2.2163278118563024e-07 1.1314221255570701e+22
2.237108382757227e-07 1.152833883967061e+22
2.2578713540985587e-07 1.174329452694631e+22
2.278604791693587e-07 1.195864550638399e+22
2.299722537677772e-07 1.2182649394000682e+22
2.3208011767249495e-07 1.2406415708862831e+22
2.3422697924809479e-07 1.2636777086681623e+22
2.3641393084549503e-07 1.2873404664096685e+22
2.3859621328406886e-07 1.3110816375449766e+22
2.408191593705664e-07 1.335756528083994e+22
2.4303629952539824e-07 1.3605654115004545e+22
2.4529464394566194e-07 1.3860029934682524e+22
2.4754595153175537e-07 1.4117277908604673e+22
2.4983896678960086e-07 1.43793354495134e+22
2.5217485956852805e-07 1.4650529696195533e+22
2.5450262750300677e-07 1.4918001033807498e+22
2.568205980288052e-07 1.5191765715485148e+22
2.5923533411557833e-07 1.5482023169833562e+22
2.616407231288819e-07 1.5769353645584432e+22
2.640349668178672e-07 1.605789878601718e+22
2.664734340801456e-07 1.6356879542178491e+22
