#"E (kev)" "Fv (kev/s/cm^2/kev)"
1.240700309077158e-07 4.641288007711207e+21
1.2522207398840916e-07 4.72780760408578e+21
1.2638283682155016e-07 4.815987058696196e+21
1.2755220613520696e-07 4.905711389268603e+21
1.2873005904515024e-07 4.996382687919322e+21
1.2991626273059247e-07 5.089041217059893e+21
1.3112453065706595e-07 5.184228047988138e+21
1.3232725139474809e-07 5.279684105718611e+21
1.335522399437199e-07 5.377760451035943e+21
1.3480012049947392e-07 5.479030686378928e+21
1.360417005567059e-07 5.580034499828649e+21
1.373063644397032e-07 5.684593416188141e+21
1.3856380490028567e-07 5.789154949556674e+21
1.3984448930085188e-07 5.89655738741185e+21
1.4114906815439796e-07 6.007014428218925e+21
1.4244550046810078e-07 6.117907092651706e+21
1.437659686068549e-07 6.231904279295718e+21
1.4509417718128381e-07 6.347566745994299e+21
1.4644715640665228e-07 6.466749166604297e+21
1.4779038821645716e-07 6.585876059014394e+21
1.4915848870848257e-07 6.708215912307953e+21
1.505521549662854e-07 6.834286613558886e+21
1.519348896739111e-07 6.960310013245454e+21
1.5334325906280533e-07 7.089789799644788e+21
1.5475867644719446e-07 7.221526043368143e+21
1.562004669617472e-07 7.356706333812045e+21
1.5764934041641146e-07 7.493807670183414e+21
1.591049383274119e-07 7.632432194624637e+21
1.605668835352864e-07 7.773449846580716e+21
1.6205594423682836e-07 7.918228073664768e+21
1.6355131941433667e-07 8.065212839535404e+21
1.6507454883943029e-07 8.216065123440104e+21
1.6660404311496683e-07 8.369122449941507e+21
1.6813935615627564e-07 8.52425226215127e+21
1.697032292541592e-07 8.683394302090066e+21
1.7127282013765298e-07 8.844810373654354e+21
1.728476329168512e-07 9.008020356746133e+21
1.7445167450466224e-07 9.176303208768001e+21
1.760607789239617e-07 9.34618908220862e+21
1.776998437520994e-07 9.5209232822173e+21
1.793437856428387e-07 9.698034343945781e+21
1.8099202174721489e-07 9.87685125682279e+21
1.826708346697818e-07 1.0061085985610576e+22
