#"E (kev)" "Fv (kev/s/cm^2/kev)"
1.240700309077158e-07 6.592104348760951e+20
1.2522207398840916e-07 6.715386225169406e+20
1.2638283682155016e-07 6.839944069791661e+20
1.2755220613520696e-07 6.967266873565155e+20
1.2873005904515024e-07 7.096341012010201e+20
1.2991626273059247e-07 7.227808590583373e+20
1.3112453065706595e-07 7.363126175603297e+20
1.3232725139474809e-07 7.498878171152004e+20
1.335522399437199e-07 7.637747290435631e+20
1.3480012049947392e-07 7.7813391081152e+20
1.360417005567059e-07 7.925848110997739e+20
1.373063644397032e-07 8.073269457212127e+20
1.3856380490028567e-07 8.222312818315921e+20
1.3984448930085188e-07 8.37515103626384e+20
1.4114906815439796e-07 8.532430087705667e+20
1.4244550046810078e-07 8.689249256399914e+20
1.437659686068549e-07 8.850894803833831e+20
1.4509417718128381e-07 9.015575396082475e+20
1.4644715640665228e-07 9.184525088461269e+20
1.4779038821645716e-07 9.353547827749688e+20
1.4915848870848257e-07 9.527485476355058e+20
1.505521549662854e-07 9.706060997095123e+20
1.519348896739111e-07 9.886287876235594e+20
1.5334325906280533e-07 1.0069866670153631e+21
1.5475867644719446e-07 1.0256463901752934e+21
1.562004669617472e-07 1.0448028444852489e+21
1.5764934041641146e-07 1.0643485240735873e+21
1.591049383274119e-07 1.084096508053451e+21
1.605668835352864e-07 1.1041113941764255e+21
1.6205594423682836e-07 1.1246250758973196e+21
1.6355131941433667e-07 1.1455065682844877e+21
1.6507454883943029e-07 1.1668951765410162e+21
1.6660404311496683e-07 1.1887216579458535e+21
1.6813935615627564e-07 1.210642651019896e+21
1.697032292541592e-07 1.2333219536379922e+21
1.7127282013765298e-07 1.256196643082862e+21
1.728476329168512e-07 1.2793927173238882e+21
1.7445167450466224e-07 1.3032628046809827e+21
1.760607789239617e-07 1.3274542818007423e+21
1.776998437520994e-07 1.3522492169695823e+21
1.793437856428387e-07 1.37736771875941e+21
1.8099202174721489e-07 1.4028319756789799e+21
1.826708346697818e-07 1.4289985064163593e+21
1.8435368634133107e-07 1.4555430407667314e+21
1.8606783279501472e-07 1.4827150130292654e+21
1.877857286328376e-07 1.5101565007335472e+21
1.895356414722209e-07 1.5383666492331757e+21
1.9128897765605273e-07 1.56690950907607e+21
1.9304501463780272e-07 1.5957803010757118e+21
1.948335912495537e-07 1.625561465381703e+21
1.9662445468734676e-07 1.6557477045383872e+21
1.9844854591765164e-07 1.6863924739526513e+21
2.0030679836570198e-07 1.718193989543557e+21
2.0213429603733432e-07 1.7495610777479416e+21
2.040289934348229e-07 1.7825903506886602e+21
2.058911896908659e-07 1.815334616409955e+21
2.078224973328573e-07 1.8496730806311778e+21
2.0971945724766025e-07 1.883450553267248e+21
2.1168747808857839e-07 1.919015725979403e+21
2.136191992212738e-07 1.9543627320728711e+21
2.1562396751427842e-07 1.9911406663031896e+21
2.1759037339129395e-07 2.027547484661388e+21
2.196318479513468e-07 2.065674196423422e+21
2.2163278118563024e-07 2.1037680185707447e+21
2.237108382757227e-07 2.1430753220170974e+21
2.2578713540985587e-07 2.1831506619400444e+21
2.278604791693587e-07 2.2233729033341507e+21
2.299722537677772e-07 2.2649849578831838e+21
2.3208011767249495e-07 2.306669172748893e+21
2.3422697924809479e-07 2.349622105123393e+21
2.3641393084549503e-07 2.3934467464346914e+21
2.3859621328406886e-07 2.4379424423318425e+21
2.408191593705664e-07 2.483618000076528e+21
2.4303629952539824e-07 2.5293743466441726e+21
2.4529464394566194e-07 2.5768193034533764e+21
2.4754595153175537e-07 2.6243577852155653e+21
2.4983896678960086e-07 2.6728648975099217e+21
2.5217485956852805e-07 2.723102866586303e+21
2.5450262750300677e-07 2.773685592007991e+21
2.568205980288052e-07 2.8240849716796777e+21
2.5923533411557833e-07 2.8780142840043605e+21
2.616407231288819e-07 2.931648828184134e+21
2.640349668178672e-07 2.9852154865779684e+21
2.664734340801456e-07 3.040697471321738e+21
2.689573616035461e-07 3.097838722747367e+21
2.7142863904553885e-07 3.1550978480855366e+21
2.739457516178313e-07 3.2137919384442136e+21
2.765099864223664e-07 3.273963240193604e+21
2.790598985778583e-07 3.334586849886549e+21
2.815933520374848e-07 3.3955282863920974e+21
2.8423832968548866e-07 3.459820014015574e+21
2.868671234860481e-07 3.523824715193746e+21
2.895449962840509e-07 3.590342020570619e+21
2.9220450048920346e-07 3.6563646047577393e+21
2.949133133057186e-07 3.724425716971423e+21
2.976014173847825e-07 3.7926137353143813e+21
3.0041169711311335e-07 3.864791402373696e+21
3.031273660095671e-07 3.935186934142125e+21
3.0596801703505746e-07 4.008903246658775e+21
3.0878554232880985e-07 4.0834217850223775e+21
3.116554406121974e-07 4.159495742584772e+21
3.144994446329932e-07 4.235574694872549e+21
3.1747704940561877e-07 4.3160111109363125e+21
3.203460648275647e-07 4.3946641014201836e+21
3.2335165730444563e-07 4.477382368247394e+21
3.263283295836818e-07 4.5601749722616064e+21
3.2936031565626706e-07 4.6454595355878815e+21
3.3236011494164423e-07 4.730562210278045e+21
3.3550576232481283e-07 4.820812794832602e+21
3.3861907998830734e-07 4.910051212072348e+21
3.41696587462726e-07 5.000141676344369e+21
3.4492641342150627e-07 5.095227671996055e+21
3.480225270903669e-07 5.186631356452087e+21
3.5127415319285333e-07 5.284106754354547e+21
3.5458711319724434e-07 5.38450336083707e+21
3.578599103193418e-07 5.483937788257895e+21
3.610885649235035e-07 5.583556684970937e+21
3.644830520203167e-07 5.689181990048175e+21
3.6783288143408183e-07 5.79427935976821e+21
3.712448560972944e-07 5.902463219570736e+21
3.7472072155758324e-07 6.013606830122056e+21
3.781470006330869e-07 6.123654737474471e+21
3.816365146346226e-07 6.237296592128342e+21
3.8519103044928846e-07 6.354086538120281e+21
3.886905730191598e-07 6.469746275850837e+21
3.923783393665902e-07 6.593189562969054e+21
