#"E (kev)" "Fv (kev/s/cm^2/kev)"
1.240700309077158e-07 4.047252443636199e+21
1.2522207398840916e-07 4.12267164539118e+21
1.2638283682155016e-07 4.1995846193718886e+21
1.2755220613520696e-07 4.2777961621042695e+21
1.2873005904515024e-07 4.356828104821757e+21
1.2991626273059247e-07 4.4375357853383435e+21
1.3112453065706595e-07 4.520531643165766e+21
1.3232725139474809e-07 4.6037205568784784e+21
1.335522399437199e-07 4.6893898710303575e+21
1.3480012049947392e-07 4.777751359734103e+21
1.360417005567059e-07 4.865853730839076e+21
1.373063644397032e-07 4.956833223333977e+21
1.3856380490028567e-07 5.048199309130383e+21
1.3984448930085188e-07 5.14180622944975e+21
1.4114906815439796e-07 5.238144557696856e+21
1.4244550046810078e-07 5.334596642047465e+21
1.437659686068549e-07 5.434095538087025e+21
1.4509417718128381e-07 5.53504813979015e+21
1.4644715640665228e-07 5.638891934068805e+21
1.4779038821645716e-07 5.742612547270959e+21
1.4915848870848257e-07 5.849420039639027e+21
1.505521549662854e-07 5.959354827266675e+21
1.519348896739111e-07 6.069160472405726e+21
1.5334325906280533e-07 6.182188933289703e+21
1.5475867644719446e-07 6.296865821297824e+21
1.562004669617472e-07 6.415135066353188e+21
1.5764934041641146e-07 6.534724578984804e+21
1.591049383274119e-07 6.655552560982717e+21
1.605668835352864e-07 6.778164074727232e+21
1.6205594423682836e-07 6.904549910580884e+21
1.6355131941433667e-07 7.032949901034211e+21
1.6507454883943029e-07 7.164612291098031e+21
1.6660404311496683e-07 7.29793718210962e+21
1.6813935615627564e-07 7.432686319673764e+21
1.697032292541592e-07 7.572080986066684e+21
1.7127282013765298e-07 7.712566130583257e+21
1.728476329168512e-07 7.85485448822896e+21
1.7445167450466224e-07 8.001859432723162e+21
1.760607789239617e-07 8.150011623063718e+21
1.776998437520994e-07 8.302049262422232e+21
1.793437856428387e-07 8.456531530597155e+21
1.8099202174721489e-07 8.612233066721719e+21
1.826708346697818e-07 8.773036470344041e+21
1.8435368634133107e-07 8.935873228118281e+21
1.8606783279501472e-07 9.102830224453017e+21
1.877857286328376e-07 9.271224706377112e+21
1.895356414722209e-07 9.445167748319172e+21
1.9128897765605273e-07 9.620281400989609e+21
1.9304501463780272e-07 9.797404077942741e+21
1.948335912495537e-07 9.980486593504086e+21
1.9662445468734676e-07 1.0165174487047192e+22
1.9844854591765164e-07 1.0353583264631204e+22
2.0030679836570198e-07 1.0548232694763966e+22
2.0213429603733432e-07 1.0742084391267304e+22
2.040289934348229e-07 1.0944830861208642e+22
2.058911896908659e-07 1.114407058125909e+22
2.078224973328573e-07 1.135548015658121e+22
2.0971945724766025e-07 1.156314389779789e+22
2.1168747808857839e-07 1.1782421193452285e+22
2.136191992212738e-07 1.199935688350272e+22
2.1562396751427842e-07 1.2224641932484495e+22
2.1759037339129395e-07 1.2447611493105214e+22
2.196318479513468e-07 1.2683129251009183e+22
2.2163278118563024e-07 1.291549275409558e+22
2.237108382757227e-07 1.3160100970351146e+22
2.2578713540985587e-07 1.3405020169152414e+22
2.278604791693587e-07 1.3652384951566516e+22
2.299722537677772e-07 1.390441277001605e+22
2.3208011767249495e-07 1.4160111404285864e+22
2.3422697924809479e-07 1.4425497682914847e+22
2.3641393084549503e-07 1.469560554821651e+22
2.3859621328406886e-07 1.4968197745018808e+22
2.408191593705664e-07 1.5247144466666339e+22
2.4303629952539824e-07 1.5528722066613895e+22
2.4529464394566194e-07 1.582009677036192e+22
2.4754595153175537e-07 1.611243543549338e+22
2.4983896678960086e-07 1.6411372507121773e+22
2.5217485956852805e-07 1.6719790392230722e+22
2.5450262750300677e-07 1.7029368118968112e+22
2.568205980288052e-07 1.7341037942297158e+22
2.5923533411557833e-07 1.7669932347442892e+22
2.616407231288819e-07 1.799930553305817e+22
2.640349668178672e-07 1.832980890864748e+22
2.664734340801456e-07 1.8668242842023031e+22
2.689573616035461e-07 1.90194935092515e+22
2.7142863904553885e-07 1.9368160278683165e+22
2.739457516178313e-07 1.9730381641160323e+22
2.765099864223664e-07 2.0103138364045367e+22
2.790598985778583e-07 2.047398574266356e+22
2.815933520374848e-07 2.0847634755129084e+22
2.8423832968548866e-07 2.124201557921782e+22
2.868671234860481e-07 2.163822631366794e+22
2.895449962840509e-07 2.2041289530777623e+22
2.9220450048920346e-07 2.244910462378691e+22
2.949133133057186e-07 2.2868787867523456e+22
2.976014173847825e-07 2.3284146829227243e+22
3.0041169711311335e-07 2.3726157809825295e+22
3.031273660095671e-07 2.4159938343239548e+22
