#"E (kev)" "Fv (kev/s/cm^2/kev)"
1.1320258294499616e-05 5.93259941761117e+25
1.1424496400342155e-05 6.041459461217409e+25
1.1530672017445707e-05 6.1527139802602005e+25
1.162793166895181e-05 6.254199847063903e+25
1.1737940483227607e-05 6.369241894492584e+25
1.1850050707518224e-05 6.4860309669995506e+25
1.1952796811918672e-05 6.593277432550727e+25
1.2069069154447062e-05 6.714603769468028e+25
1.2175665447273385e-05 6.826122270338832e+25
1.2296336066175995e-05 6.951985635464762e+25
1.2407003090771581e-05 7.067998506847031e+25
1.2522207398840916e-05 7.2190332539283165e+25
1.2638283682155017e-05 7.371430229904316e+25
1.2755220613520696e-05 7.524214089675435e+25
1.2873005904515024e-05 7.677601737146951e+25
1.2991626273059245e-05 7.831755837448978e+25
1.3112453065706594e-05 7.988384534141357e+25
1.3232725139474808e-05 8.144357867365122e+25
1.3355223994371992e-05 8.30277770142128e+25
1.3480012049947392e-05 8.463854382955497e+25
1.3604170055670592e-05 8.623516413629069e+25
1.3730636443970319e-05 8.786722531358935e+25
1.3856380490028569e-05 8.948204040783973e+25
1.398444893008519e-05 9.112860441675106e+25
1.4114906815439796e-05 9.28014040199277e+25
1.424455004681008e-05 9.446953574964448e+25
1.4376596860685493e-05 9.616159763375887e+25
1.4509417718128382e-05 9.786368730663676e+25
1.4644715640665226e-05 9.959927927138046e+25
1.4779038821645717e-05 1.0132007150989038e+26
1.4915848870848256e-05 1.0307816514650372e+26
1.5055215496628541e-05 1.0486665909754539e+26
1.519348896739111e-05 1.0664257631309385e+26
1.5334325906280535e-05 1.08453385986671e+26
1.5475867644719448e-05 1.102737551237209e+26
1.5620046696174718e-05 1.126168037693012e+26
1.5764934041641144e-05 1.1510704285825452e+26
1.591049383274119e-05 1.1760040452338971e+26
1.605668835352864e-05 1.2009398703206265e+26
1.6205594423682837e-05 1.2262676699244799e+26
1.6355131941433668e-05 1.2516152149988667e+26
1.650745488394303e-05 1.2774089628358332e+26
1.6660404311496683e-05 1.3032433731702103e+26
1.6813935615627565e-05 1.3290889132967042e+26
1.6970322925415922e-05 1.3553288169820474e+26
1.7127282013765297e-05 1.3816557315795165e+26
1.728476329168512e-05 1.4079900412310695e+26
1.7445167450466226e-05 1.4348414144858828e+26
1.760607789239617e-05 1.461695563702964e+26
1.776998437520994e-05 1.4889947546095719e+26
1.7934378564283868e-05 1.5163891941248177e+26
1.8099202174721487e-05 1.5438142221681264e+26
1.826708346697818e-05 1.57173506478351e+26
1.8435368634133105e-05 1.599686050460761e+26
1.860678327950147e-05 1.628149527236238e+26
1.877857286328376e-05 1.6566815657554577e+26
1.895356414722209e-05 1.6857645139694573e+26
1.9128897765605272e-05 1.714890998507135e+26
1.930450146378027e-05 1.744113099861816e+26
1.948335912495537e-05 1.7738279789434e+26
1.9662445468734677e-05 1.8036685076908645e+26
1.9844854591765163e-05 1.8340194060246845e+26
2.0030679836570197e-05 1.8650169413822207e+26
2.021342960373343e-05 1.8955430298309474e+26
2.040289934348229e-05 1.927186427284615e+26
2.0589118969086592e-05 1.9583632005167922e+26
2.0782249733285726e-05 1.999553768237864e+26
2.0971945724766023e-05 2.047279523733343e+26
2.116874780885784e-05 2.096575063970196e+26
2.1361919922127373e-05 2.1447146714244804e+26
2.156239675142784e-05 2.1944456687686226e+26
2.1759037339129394e-05 2.243065595849965e+26
2.196318479513468e-05 2.293278239493629e+26
2.216327811856302e-05 2.3423435464032853e+26
2.2371083827572267e-05 2.3930939749334505e+26
2.2578713540985585e-05 2.44365621105445e+26
2.278604791693587e-05 2.4939380170964737e+26
2.2997225376777723e-05 2.5450246489174963e+26
2.3208011767249497e-05 2.5958704754581704e+26
2.3422697924809478e-05 2.647518451803429e+26
2.3641393084549505e-05 2.699982298912324e+26
2.3859621328406886e-05 2.75224324843769e+26
2.4081915937056637e-05 2.8053800182155268e+26
2.4303629952539823e-05 2.8582360275350345e+26
2.4529464394566193e-05 2.9120089441666616e+26
2.475459515317554e-05 2.9654959519247728e+26
2.498389667896009e-05 3.019938432657255e+26
2.5217485956852804e-05 3.0752841189166984e+26
2.545026275030068e-05 3.130366987734115e+26
2.5682059802880522e-05 3.185265787027978e+26
2.5923533411557836e-05 3.242387905407875e+26
2.616407231288819e-05 3.2991778077867875e+26
2.6403496681786724e-05 3.35583837767343e+26
2.6647343408014564e-05 3.4134868168186834e+26
2.6895736160354605e-05 3.4720803103448275e+26
2.7142863904553883e-05 3.530346596389596e+26
2.739457516178313e-05 3.590071573682187e+26
2.7650998642236638e-05 3.65055739722728e+26
2.790598985778583e-05 3.711011320487353e+26
2.815933520374848e-05 3.77091961613934e+26
2.8423832968548864e-05 3.8335568036662344e+26
2.8686712348604812e-05 3.895920633532062e+26
2.8954499628405086e-05 3.9598405720775297e+26
2.922045004892035e-05 4.023090458661839e+26
2.9491331330571855e-05 4.087531461936001e+26
2.9760141738478244e-05 4.152045850966898e+26
3.0041169711311335e-05 4.2193451156721544e+26
3.0312736600956707e-05 4.284273325740853e+26
3.059680170350574e-05 4.352573724795406e+26
3.087855423288099e-05 4.420494289267905e+26
3.1165544061219745e-05 4.52770326218159e+26
3.144994446329932e-05 4.667953320773786e+26
3.1747704940561877e-05 4.813894347664849e+26
3.203460648275647e-05 4.9531075991517646e+26
3.233516573044457e-05 5.098429622163018e+26
3.2632832958368175e-05 5.2405150015615056e+26
3.2936031565626704e-05 5.384681846930371e+26
3.3236011494164424e-05 5.5261865150488024e+26
3.355057623248129e-05 5.673664229961775e+26
