#"E (kev)" "Fv (kev/s/cm^2/kev)"
1.240700309077158e-07 3.720392422307161e+21
1.2522207398840916e-07 3.789559310158409e+21
1.2638283682155016e-07 3.8603122781896746e+21
1.2755220613520696e-07 3.9322605530232783e+21
1.2873005904515024e-07 4.004990374612275e+21
1.2991626273059247e-07 4.079260303042788e+21
1.3112453065706595e-07 4.155369165015325e+21
1.3232725139474809e-07 4.232121653727613e+21
1.335522399437199e-07 4.310598142635603e+21
1.3480012049947392e-07 4.391695111841054e+21
1.360417005567059e-07 4.472654161030836e+21
1.373063644397032e-07 4.5566244638957377e+21
1.3856380490028567e-07 4.640203993382969e+21
1.3984448930085188e-07 4.726449976506218e+21
1.4114906815439796e-07 4.814971639887785e+21
1.4244550046810078e-07 4.904251863355422e+21
1.437659686068549e-07 4.995394007034458e+21
1.4509417718128381e-07 5.088122230893492e+21
1.4644715640665228e-07 5.183539895057837e+21
1.4779038821645716e-07 5.278750679198673e+21
1.4915848870848257e-07 5.377179597038164e+21
1.505521549662854e-07 5.478022115151599e+21
1.519348896739111e-07 5.579071513288537e+21
1.5334325906280533e-07 5.682925285077132e+21
1.5475867644719446e-07 5.788434097053562e+21
1.562004669617472e-07 5.896770269350982e+21
1.5764934041641146e-07 6.006715508497669e+21
1.591049383274119e-07 6.118131894478059e+21
1.605668835352864e-07 6.230996440622813e+21
1.6205594423682836e-07 6.347148080474009e+21
1.6355131941433667e-07 6.464770867158901e+21
1.6507454883943029e-07 6.58581866756589e+21
1.6660404311496683e-07 6.708429561483588e+21
1.6813935615627564e-07 6.832856402274137e+21
1.697032292541592e-07 6.960248523401258e+21
1.7127282013765298e-07 7.089640484755393e+21
1.728476329168512e-07 7.220457619604685e+21
1.7445167450466224e-07 7.355320408246489e+21
1.760607789239617e-07 7.491585383714106e+21
1.776998437520994e-07 7.631781079627933e+21
1.793437856428387e-07 7.773631815729586e+21
1.8099202174721489e-07 7.917137592019161e+21
1.826708346697818e-07 8.064666035431999e+21
