#"E (kev)" "Fv (kev/s/cm^2/kev)"
1.240700309077158e-07 6.605572392354078e+21
1.2522207398840916e-07 6.728724547491244e+21
1.2638283682155016e-07 6.854185481106421e+21
1.2755220613520696e-07 6.981840028823352e+21
1.2873005904515024e-07 7.111020227655388e+21
1.2991626273059247e-07 7.242917525630774e+21
1.3112453065706595e-07 7.37832945659144e+21
1.3232725139474809e-07 7.514237077831589e+21
1.335522399437199e-07 7.653754155787745e+21
1.3480012049947392e-07 7.797737434176229e+21
1.360417005567059e-07 7.941641162857558e+21
1.373063644397032e-07 8.090417603353089e+21
1.3856380490028567e-07 8.239107906694672e+21
1.3984448930085188e-07 8.392025107827359e+21
1.4114906815439796e-07 8.549316074362935e+21
1.4244550046810078e-07 8.707305841727957e+21
1.437659686068549e-07 8.869459676521323e+21
1.4509417718128381e-07 9.034068289992309e+21
1.4644715640665228e-07 9.203594492765011e+21
1.4779038821645716e-07 9.37305461088193e+21
1.4915848870848257e-07 9.547332429088817e+21
1.505521549662854e-07 9.726604130835354e+21
1.519348896739111e-07 9.905981442603161e+21
1.5334325906280533e-07 1.0090343373279158e+22
1.5475867644719446e-07 1.0277877702000218e+22
1.562004669617472e-07 1.0470112179326368e+22
1.5764934041641146e-07 1.0665324631018034e+22
1.591049383274119e-07 1.0862707679193712e+22
1.605668835352864e-07 1.1063446186344898e+22
1.6205594423682836e-07 1.1269391605981518e+22
1.6355131941433667e-07 1.147864731717457e+22
1.6507454883943029e-07 1.1693313341192004e+22
1.6660404311496683e-07 1.1911122158447833e+22
1.6813935615627564e-07 1.2131963093399712e+22
1.697032292541592e-07 1.23583719964222e+22
1.7127282013765298e-07 1.2587984712377339e+22
1.728476329168512e-07 1.2820449163682345e+22
1.7445167450466224e-07 1.3059860288697824e+22
1.760607789239617e-07 1.3301718739381924e+22
1.776998437520994e-07 1.3550430561347868e+22
1.793437856428387e-07 1.3802432333745939e+22
1.8099202174721489e-07 1.4057052836380986e+22
1.826708346697818e-07 1.4319059750456132e+22
1.8435368634133107e-07 1.4584247170780973e+22
1.8606783279501472e-07 1.4856975977962923e+22
1.877857286328376e-07 1.5132148199651214e+22
1.895356414722209e-07 1.541559890040644e+22
1.9128897765605273e-07 1.5702433507714374e+22
1.9304501463780272e-07 1.5992110585939503e+22
1.948335912495537e-07 1.6289671285612015e+22
1.9662445468734676e-07 1.6590582955636345e+22
1.9844854591765164e-07 1.6900013639646044e+22
2.0030679836570198e-07 1.7217629501403953e+22
2.0213429603733432e-07 1.7533058623938106e+22
2.040289934348229e-07 1.7863668021581771e+22
2.058911896908659e-07 1.8190894166823085e+22
2.078224973328573e-07 1.853403348020582e+22
2.0971945724766025e-07 1.8873435362236171e+22
2.1168747808857839e-07 1.9229503648825814e+22
2.136191992212738e-07 1.9583335451150707e+22
2.1562396751427842e-07 1.995221133343721e+22
2.1759037339129395e-07 2.0317027227329037e+22
2.196318479513468e-07 2.0700394703612352e+22
2.2163278118563024e-07 2.1079218241475413e+22
2.237108382757227e-07 2.147723295005028e+22
2.2578713540985587e-07 2.1877907071254418e+22
2.278604791693587e-07 2.2279877180920527e+22
2.299722537677772e-07 2.269461287772975e+22
2.3208011767249495e-07 2.3112280150252687e+22
2.3422697924809479e-07 2.3542989387380654e+22
2.3641393084549503e-07 2.3983810969732708e+22
2.3859621328406886e-07 2.442734458064931e+22
2.408191593705664e-07 2.4884930716994535e+22
2.4303629952539824e-07 2.534623815016264e+22
2.4529464394566194e-07 2.582084066938246e+22
2.4754595153175537e-07 2.6299612589066277e+22
2.4983896678960086e-07 2.6786319869660797e+22
2.5217485956852805e-07 2.7292398723525446e+22
2.5450262750300677e-07 2.7793228595617686e+22
2.568205980288052e-07 2.8302729172980706e+22
2.5923533411557833e-07 2.8840148187850815e+22
2.616407231288819e-07 2.9376708727135304e+22
2.640349668178672e-07 2.9915362699090082e+22
2.664734340801456e-07 3.0470561034450095e+22
2.689573616035461e-07 3.1043622283929174e+22
2.7142863904553885e-07 3.1613314192465474e+22
