 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.40 Teff 50.00 logg 4.00 R/R0 9.80 R 6.8160E+11
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 9.12330210E-28
 5.53001880E+01 3.41469230E-25
 6.18572940E+01 1.21882390E-22
 7.01785730E+01 4.42861630E-20
 7.14852590E+01 1.00738180E-19
 7.28415280E+01 2.32801650E-19
 7.35391460E+01 3.56947190E-19
 7.42502560E+01 5.51480090E-19
 7.42530130E+01 6.84962880E-19
 7.72377550E+01 3.31608160E-18
 8.04757400E+01 1.62698670E-17
 8.39970920E+01 8.23171570E-17
 8.58759150E+01 1.89259960E-16
 8.78407110E+01 4.45436400E-16
 8.78445690E+01 4.22435350E-16
 8.87928230E+01 6.31556890E-16
 8.97658010E+01 9.51850940E-16
 8.97698300E+01 9.64609970E-16
 9.03282960E+01 1.21918500E-15
 9.08978860E+01 1.54743110E-15
 9.09020170E+01 1.54145860E-15
 9.25243130E+01 3.03106990E-15
 9.42100040E+01 6.11657580E-15
 9.42144420E+01 6.12859020E-15
 9.60831740E+01 1.33732290E-14
 9.80323440E+01 3.03026060E-14
 9.80371490E+01 3.11972730E-14
 9.83013530E+01 3.47297470E-14
 9.83061840E+01 3.48047930E-14
 9.92180430E+01 5.04199270E-14
 9.92229650E+01 3.78733620E-14
 1.00018170E+02 5.10865820E-14
 1.00831310E+02 6.94070210E-14
 1.00831820E+02 6.65444800E-14
 1.00955720E+02 6.96875160E-14
 1.00956230E+02 7.00713610E-14
 1.01176410E+02 7.59778000E-14
 1.01176920E+02 6.70276190E-14
 1.02009210E+02 9.01491350E-14
 1.02009730E+02 8.21349050E-14
 1.03240150E+02 1.25756810E-13
 1.04501150E+02 1.94632420E-13
 1.04501690E+02 1.96155410E-13
 1.05314160E+02 2.59780770E-13
 1.06139920E+02 3.45722760E-13
 1.06140480E+02 3.45521860E-13
 1.06715730E+02 4.21669850E-13
 1.07297830E+02 5.15885650E-13
 1.07298410E+02 5.10124360E-13
 1.08067960E+02 6.66034060E-13
 1.08849220E+02 8.73223920E-13
 1.08849820E+02 4.08607700E-12
 1.11066990E+02 8.14286750E-12
 1.13377010E+02 1.65506590E-11
 1.13377660E+02 2.42575850E-11
 1.14496000E+02 3.24308930E-11
 1.15637300E+02 4.34912600E-11
 1.15637960E+02 4.34990520E-11
 1.16979650E+02 6.12213930E-11
 1.18353530E+02 8.66159320E-11
 1.18354230E+02 8.66704570E-11
 1.18360690E+02 8.68113490E-11
 1.18361390E+02 8.68264800E-11
 1.18952510E+02 1.00723380E-10
 1.19550290E+02 1.16993980E-10
 1.19551000E+02 1.98677750E-10
 1.21713390E+02 3.26509150E-10
 1.23956210E+02 5.42850190E-10
 1.23956980E+02 5.45313240E-10
 1.24737770E+02 6.43155470E-10
 1.24738550E+02 6.48491110E-10
 1.25689800E+02 7.91582420E-10
 1.26656480E+02 9.67843810E-10
 1.26657280E+02 9.72312990E-10
 1.26797720E+02 1.00117060E-09
