 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 0.40 Teff 25.00 logg 4.00 R/R0 7.07 R 4.9172E+11
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 4.70889890E-56
 5.34837490E+01 1.64463450E-53
 5.74893160E+01 4.04455040E-51
 6.21434350E+01 6.93806570E-49
 6.57151460E+01 1.80299590E-47
 6.97224650E+01 3.97414920E-46
 7.19151640E+01 1.73819450E-45
 7.42502560E+01 7.19542290E-45
 7.42530130E+01 7.34600010E-45
 8.10000000E+01 2.07645400E-43
 8.53333920E+01 1.10178200E-42
 9.09000000E+01 6.36148270E-42
 9.61000000E+01 2.48452750E-41
 1.00305760E+02 6.51756290E-41
 1.05600000E+02 1.91224040E-40
 1.10400000E+02 4.52990760E-40
 1.14000000E+02 8.16599420E-40
 1.17800000E+02 1.54899450E-39
 1.21650180E+02 5.02072910E-39
 1.24800000E+02 3.15426200E-38
 1.28400000E+02 3.87120990E-37
 1.32400000E+02 6.11766440E-36
 1.36134440E+02 7.23804350E-35
 1.39800000E+02 7.43466540E-34
 1.43300000E+02 6.34899150E-33
 1.47200000E+02 6.37526060E-32
 1.51000000E+02 5.57557530E-31
 1.54534020E+02 3.91516100E-30
 1.54535210E+02 2.60875100E-31
 1.57236080E+02 9.95500330E-31
 1.60034310E+02 3.84102120E-30
 1.60035590E+02 3.84156420E-30
 1.60224390E+02 4.20253620E-30
 1.60225670E+02 4.20507180E-30
 1.64616180E+02 3.25183410E-29
 1.69255510E+02 2.59856240E-28
 1.74163930E+02 2.15133740E-27
 1.76726470E+02 6.27450610E-27
 1.79365540E+02 1.84616420E-26
 1.79367150E+02 1.84736520E-26
 1.80916590E+02 3.44360670E-26
 1.80918230E+02 3.44585800E-26
 1.83620910E+02 1.00176300E-25
 1.86407310E+02 2.93507100E-25
 1.89279570E+02 8.65527020E-25
 1.90749160E+02 1.48958760E-24
 1.92241740E+02 2.56704380E-24
 1.92243590E+02 2.56859230E-24
 1.93422340E+02 3.92789770E-24
 1.94617540E+02 6.01485200E-24
 1.94619430E+02 5.97707110E-24
 1.95850210E+02 9.22597020E-24
 1.97098590E+02 1.42596210E-23
 1.97100530E+02 1.42692300E-23
 1.98877180E+02 2.62935420E-23
 2.00688160E+02 4.85340060E-23
 2.00690170E+02 4.85668240E-23
 2.01029230E+02 5.44113390E-23
 2.01031250E+02 5.44481410E-23
 2.02358650E+02 8.46673750E-23
 2.02360700E+02 8.47247000E-23
 2.03566670E+02 1.25946990E-22
 2.04789200E+02 1.87409730E-22
 2.04791300E+02 1.87502170E-22
 2.07799050E+02 4.89180360E-22
 2.10898700E+02 1.27856820E-21
 2.14092210E+02 3.34420030E-21
 2.15725520E+02 5.40927020E-21
 2.17383930E+02 8.74979820E-21
 2.17386300E+02 8.75574960E-21
 2.18149610E+02 1.08981830E-20
 2.18151990E+02 1.09055900E-20
 2.19479890E+02 1.59013110E-20
 2.19482300E+02 1.59121260E-20
 2.21038630E+02 2.46122590E-20
 2.22619670E+02 3.80915140E-20
 2.22622150E+02 3.81174090E-20
 2.23980340E+02 5.51924950E-20
 2.25357750E+02 7.99618240E-20
 2.25360290E+02 8.00161490E-20
 2.25609880E+02 8.55332450E-20
 2.25612420E+02 2.60022870E-20
 2.25845330E+02 2.76934650E-20
 2.25847880E+02 2.66613320E-20
 2.26991880E+02 3.62748310E-20
 2.26994450E+02 3.62998650E-20
 2.27837820E+02 4.54589050E-20
 2.27840410E+02 2.32024000E-14
 2.28062080E+02 2.37346940E-14
 2.28506890E+02 2.41271690E-14
 2.28952570E+02 4.39250290E-15
 2.29366480E+02 6.48809600E-16
 2.29369110E+02 6.24033560E-16
 2.29399110E+02 3.40520820E-16
 2.29846530E+02 1.87196330E-15
 2.30294820E+02 3.74450300E-16
 2.30743990E+02 1.74836410E-19
 2.31194030E+02 6.16306860E-16
 2.31502650E+02 1.69979440E-14
 2.31644950E+02 2.48767770E-14
 2.32096740E+02 7.80412730E-16
 2.32549420E+02 7.57029040E-14
