 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 2.00 Teff 26.30 logg 4.00 R/R0 8.12 R 5.6475E+11
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 1.75243040E-59
 5.34837490E+01 1.45915130E-57
 5.74893160E+01 9.31393000E-56
 6.21434350E+01 4.26564510E-54
 6.57151460E+01 4.40566250E-53
 6.97224650E+01 3.74895290E-52
 7.19151640E+01 1.03512590E-51
 7.42502560E+01 2.81752100E-51
 7.42530130E+01 3.05758100E-51
 8.10000000E+01 3.96292900E-50
 8.53333920E+01 1.65305280E-49
 9.09000000E+01 7.20151580E-49
 9.61000000E+01 1.92969830E-48
 1.00305760E+02 3.33572600E-48
 1.05600000E+02 5.19929800E-48
 1.10400000E+02 2.85728320E-47
 1.14000000E+02 1.00321550E-45
 1.17800000E+02 4.46689600E-44
 1.21650180E+02 1.66248060E-42
 1.24800000E+02 2.71029250E-41
 1.28400000E+02 5.54687150E-40
 1.32400000E+02 1.30232090E-38
 1.36134440E+02 2.08573500E-37
 1.39800000E+02 2.73323240E-36
 1.43300000E+02 2.80627280E-35
 1.47200000E+02 3.28157540E-34
 1.51000000E+02 3.17075760E-33
 1.54534020E+02 2.35348050E-32
 1.54535210E+02 1.48552580E-32
 1.57236080E+02 6.52460630E-32
 1.60034310E+02 2.86007560E-31
 1.60035590E+02 2.86197210E-31
 1.60224390E+02 3.15587960E-31
 1.60225670E+02 3.15797500E-31
 1.64616180E+02 2.86947940E-30
 1.69255510E+02 2.59231670E-29
 1.74163930E+02 2.32623730E-28
 1.76726470E+02 6.95041850E-28
 1.79365540E+02 2.07302460E-27
 1.79367150E+02 2.07438440E-27
 1.80916590E+02 3.87907680E-27
 1.80918230E+02 3.88161900E-27
 1.83620910E+02 1.12617160E-26
 1.86407310E+02 3.26392800E-26
 1.89279570E+02 9.44360450E-26
 1.90749160E+02 1.60531690E-25
 1.92241740E+02 2.72772880E-25
 1.92243590E+02 2.72950210E-25
 1.93422340E+02 4.12357540E-25
 1.94617540E+02 6.23214440E-25
 1.94619430E+02 4.46600350E-25
 1.95850210E+02 6.81673350E-25
 1.97098590E+02 1.04091630E-24
 1.97100530E+02 1.04159750E-24
 1.98877180E+02 1.88442510E-24
 2.00688160E+02 3.40995540E-24
 2.00690170E+02 3.41218390E-24
 2.01029230E+02 3.80818180E-24
 2.01031250E+02 3.81067030E-24
 2.02358650E+02 5.83562060E-24
 2.02360700E+02 5.83943180E-24
 2.03566670E+02 8.55752030E-24
 2.04789200E+02 1.25468270E-23
 2.04791300E+02 1.24110700E-23
 2.07799050E+02 3.12000100E-23
 2.10898700E+02 7.84121550E-23
 2.14092210E+02 1.96896350E-22
 2.15725520E+02 3.11912490E-22
 2.17383930E+02 4.94019740E-22
 2.17386300E+02 4.94340970E-22
 2.18149610E+02 6.09394170E-22
 2.18151990E+02 6.09768880E-22
 2.19479890E+02 8.74384750E-22
 2.19482300E+02 8.74953040E-22
 2.21038630E+02 1.32737500E-21
 2.22619670E+02 2.01476460E-21
 2.22622150E+02 2.01607310E-21
 2.23980340E+02 2.87144640E-21
 2.25357750E+02 4.09201030E-21
 2.25360290E+02 4.09466660E-21
 2.25609880E+02 4.36403600E-21
 2.25612420E+02 4.42317080E-21
 2.25845330E+02 4.69308570E-21
 2.25847880E+02 4.30307820E-21
 2.26991880E+02 5.75003710E-21
 2.26994450E+02 5.75377260E-21
 2.27837820E+02 7.11105290E-21
 2.27840410E+02 1.13951560E-17
 2.28062080E+02 1.18224550E-17
 2.28506890E+02 1.16624300E-17
 2.28952570E+02 7.13084420E-18
 2.29366480E+02 7.46303790E-18
 2.29369110E+02 7.46388620E-18
 2.29399110E+02 7.47574770E-18
 2.29846530E+02 3.77636900E-18
 2.30294820E+02 1.22390240E-17
 2.30743990E+02 1.47698450E-18
 2.31194030E+02 1.17512490E-17
 2.31502650E+02 3.84592360E-18
 2.31644950E+02 3.97492530E-18
 2.32096740E+02 1.85390520E-17
 2.32549420E+02 1.50838820E-17
 2.33002980E+02 1.22435840E-17
 2.33457430E+02 9.51657540E-18
 2.33678980E+02 1.00253320E-17
 2.33681710E+02 1.00318510E-17
 2.33912760E+02 2.02715350E-17
 2.34368990E+02 3.25348870E-17
 2.34826100E+02 3.65213460E-17
 2.34985870E+02 3.67270970E-17
 2.35284100E+02 3.70508860E-17
 2.35742990E+02 2.43096420E-17
 2.36202790E+02 4.30895220E-17
 2.36307460E+02 3.42547460E-17
 2.36310250E+02 3.74680890E-17
 2.36663470E+02 2.83508180E-17
 2.37125060E+02 4.58510420E-17
 2.37587540E+02 7.32380720E-17
 2.38050930E+02 9.20365940E-17
 2.38515230E+02 9.79399040E-17
 2.38980420E+02 1.16136510E-16
 2.39446530E+02 8.44452830E-17
 2.39900950E+02 1.21492580E-16
 2.39913540E+02 1.22856190E-16
 2.40381470E+02 7.93154200E-17
 2.40850300E+02 1.29615870E-16
 2.41320060E+02 1.39123690E-16
 2.41790720E+02 1.50681840E-16
 2.42262310E+02 1.31354110E-16
 2.42734820E+02 1.92016550E-16
 2.43208240E+02 1.76335760E-16
 2.43605420E+02 2.20135610E-16
 2.43608390E+02 2.17610900E-16
 2.43682590E+02 2.36766950E-16
 2.44157870E+02 2.60907170E-16
 2.44634070E+02 2.87899500E-16
 2.45111210E+02 1.83598500E-16
 2.45413770E+02 2.18902590E-16
 2.45416780E+02 2.19211590E-16
 2.45589270E+02 2.43441040E-16
 2.46068260E+02 2.52946130E-16
 2.46548190E+02 4.00925080E-16
 2.47029060E+02 4.13270720E-16
 2.47510860E+02 1.63016390E-15
 2.47579110E+02 1.76922870E-15
 2.47582170E+02 1.77612620E-15
 2.47993600E+02 4.06857030E-16
 2.48477290E+02 5.39449030E-16
 2.48961910E+02 6.66078290E-16
 2.49447490E+02 7.21450820E-16
 2.49834420E+02 7.74275360E-16
 2.49837540E+02 7.76159460E-16
 2.49934010E+02 7.89224700E-16
 2.50421470E+02 6.94923220E-16
 2.50909890E+02 7.74849480E-16
 2.51268590E+02 8.73291640E-16
 2.51399270E+02 1.03116110E-15
 2.51889590E+02 1.01827740E-15
 2.52380880E+02 1.28463450E-15
 2.52719320E+02 1.36677050E-15
 2.52722520E+02 1.36516320E-15
 2.52873120E+02 1.41084390E-15
 2.53297040E+02 8.37834450E-16
 2.53300250E+02 8.36328820E-16
 2.53366320E+02 8.08226410E-16
 2.53860480E+02 1.18048440E-15
 2.54355610E+02 1.34154040E-15
 2.54600830E+02 1.45833240E-15
 2.54604070E+02 1.46029210E-15
 2.54851700E+02 2.00587730E-15
 2.55348760E+02 1.37156190E-15
 2.55846790E+02 2.38146130E-15
 2.56345790E+02 2.51384880E-15
 2.56735220E+02 2.71809620E-15
 2.56845760E+02 2.78422740E-15
 2.57346710E+02 3.24307780E-15
 2.57848640E+02 3.44380640E-15
 2.58351550E+02 3.98101820E-15
 2.58855430E+02 3.98135180E-15
 2.58905710E+02 4.13799700E-15
 2.58909060E+02 9.68540240E-15
 2.59360300E+02 1.65945600E-14
 2.59866150E+02 9.25984200E-15
 2.60372990E+02 1.35784110E-14
 2.60880820E+02 1.88354380E-14
 2.61010740E+02 6.51937770E-14
 2.61014140E+02 6.54710020E-14
 2.61378120E+02 6.27831260E-14
 2.61381530E+02 1.06612470E-13
 2.61389640E+02 1.98633590E-14
 2.61899450E+02 1.35904810E-15
 2.62410260E+02 1.38608540E-14
 2.62922060E+02 8.49584850E-16
 2.63434860E+02 5.63291450E-16
 2.63948660E+02 2.86897100E-15
 2.64463470E+02 4.46860520E-14
 2.64575530E+02 3.64662840E-14
 2.64979270E+02 5.21903290E-15
 2.65496090E+02 8.46136960E-14
 2.66013910E+02 6.60977170E-16
 2.66532740E+02 4.51055600E-15
 2.67052580E+02 1.97352500E-14
 2.67573440E+02 4.71659840E-14
 2.67852140E+02 7.57507940E-14
 2.68095310E+02 1.02066470E-13
 2.68618200E+02 2.66302510E-14
 2.69142110E+02 2.84266510E-14
 2.69667040E+02 2.23999520E-13
 2.70193000E+02 3.31266880E-13
 2.70719980E+02 9.07713150E-14
 2.71210930E+02 1.11071790E-13
 2.71247990E+02 1.12684390E-13
 2.71777030E+02 1.97891320E-13
 2.72307100E+02 1.85917510E-13
 2.72838200E+02 1.69649610E-13
 2.72922110E+02 1.57984100E-13
 2.73370350E+02 9.15481520E-14
 2.73903520E+02 1.46216370E-13
 2.74437740E+02 1.03928540E-14
 2.74655030E+02 2.96733900E-14
 2.74658800E+02 3.11924170E-14
 2.74973000E+02 6.19785600E-14
 2.75509310E+02 1.67086040E-13
 2.76046660E+02 1.51107170E-13
 2.76585060E+02 1.47026600E-13
 2.77124500E+02 3.34305760E-13
 2.77383510E+02 3.68252790E-13
 2.77665010E+02 4.07207110E-13
 2.78206560E+02 2.83240300E-13
 2.78749170E+02 9.13286640E-14
 2.79292840E+02 1.71602550E-14
 2.79837570E+02 1.22497580E-13
 2.80166740E+02 2.10789070E-13
 2.80170670E+02 6.97181990E-12
 2.80383360E+02 7.06811010E-12
 2.80930220E+02 8.47061630E-13
 2.81478140E+02 9.67044920E-13
 2.82027140E+02 1.43536290E-13
 2.82577200E+02 2.46471460E-13
 2.83128330E+02 3.09430830E-12
 2.83305060E+02 5.63355430E-12
 2.83680540E+02 1.12077310E-11
 2.84233830E+02 1.34587850E-11
 2.84788200E+02 1.25777920E-11
 2.85343650E+02 6.30935410E-12
 2.85900180E+02 1.73858980E-11
 2.86457800E+02 1.05140030E-11
 2.86514480E+02 1.11858930E-11
 2.86518580E+02 1.14802200E-11
 2.87016500E+02 1.77070190E-11
 2.87576290E+02 3.59136490E-13
 2.88137180E+02 5.25488080E-11
 2.88699160E+02 3.13369450E-11
 2.89262230E+02 2.55808950E-11
 2.89826410E+02 2.34292940E-11
 2.90391680E+02 1.66056580E-13
 2.90958060E+02 1.57492370E-11
 2.91525540E+02 1.15977730E-13
 2.92094130E+02 1.41371160E-11
 2.92663830E+02 3.06852550E-11
 2.92892620E+02 3.10032390E-11
 2.93234640E+02 3.14834950E-11
 2.93806560E+02 1.91106930E-11
 2.94379600E+02 3.96624830E-12
 2.94953750E+02 8.38975760E-12
 2.95529020E+02 1.99546840E-11
 2.96000000E+02 1.84741500E-11
 2.96105420E+02 1.81298800E-11
 2.96682940E+02 5.87091510E-11
 2.97261590E+02 4.89366630E-11
 2.97841370E+02 3.19984240E-11
 2.98422270E+02 1.56694160E-11
 2.99004310E+02 1.08660190E-11
 2.99561200E+02 1.67549220E-11
 2.99565690E+02 4.73290460E-11
 2.99587490E+02 4.79968940E-11
 3.00171800E+02 3.71751000E-12
 3.00757250E+02 2.34527110E-11
 3.01343850E+02 1.49991650E-11
 3.01931580E+02 1.18515240E-11
 3.02520470E+02 1.78605020E-12
 3.03110500E+02 7.42088900E-12
 3.03701680E+02 2.59601580E-10
 3.04294020E+02 2.98665190E-12
 3.04887510E+02 5.01981040E-12
 3.05482160E+02 4.57210760E-11
 3.06077970E+02 1.74665590E-10
 3.06341390E+02 1.82720030E-10
 3.06674940E+02 1.93180810E-10
 3.07273080E+02 4.26677590E-11
 3.07872380E+02 1.07132970E-11
 3.08472850E+02 5.66081230E-11
 3.09074490E+02 3.02998560E-12
 3.09677310E+02 7.63776170E-12
 3.10281300E+02 7.32518620E-13
 3.10886470E+02 1.03792910E-11
 3.11492820E+02 7.26118750E-11
 3.12100350E+02 1.60031490E-11
 3.12709070E+02 6.35183990E-12
 3.13318970E+02 3.42351100E-11
 3.13435610E+02 2.83480420E-11
 3.13440520E+02 2.80752130E-11
 3.13588740E+02 2.04969990E-11
 3.13593660E+02 2.02436710E-11
 3.13930070E+02 2.61865190E-12
 3.14542350E+02 2.01633860E-10
 3.15155830E+02 1.91449330E-10
 3.15770510E+02 2.22017190E-10
 3.16351530E+02 1.85927010E-10
 3.16386390E+02 1.83691470E-10
