 TLUSTY Ostars, Lanz & Hubeny 2003
 T 50000. G 4.25000 M20 TLUSTY
 Frequency   Eddington Hnu
   (Hz)    (ergs/s/cm2/Hz/sr)
 6.67944E+16  1.52702E-24
 6.67573E+16  1.51067E-24
 6.67202E+16  1.48915E-24
 6.66831E+16  1.46793E-24
 6.66461E+16  1.44702E-24
 6.66091E+16  1.42641E-24
 6.65721E+16  1.40608E-24
 6.65351E+16  1.38605E-24
 6.64982E+16  1.36631E-24
 6.64612E+16  1.34684E-24
 6.64243E+16  1.32766E-24
 6.63874E+16  1.30874E-24
 6.63506E+16  1.29010E-24
 6.63137E+16  1.27172E-24
 6.62769E+16  1.25360E-24
 6.62401E+16  1.23574E-24
 6.62033E+16  1.21814E-24
 6.61665E+16  1.20078E-24
 6.61298E+16  1.18368E-24
 6.60930E+16  1.16681E-24
 6.60563E+16  1.15019E-24
 6.60196E+16  1.13381E-24
 6.59830E+16  1.11765E-24
 6.59463E+16  1.10173E-24
 6.59097E+16  1.08604E-24
 6.58731E+16  1.07056E-24
 6.58365E+16  1.05531E-24
 6.57999E+16  1.04028E-24
 6.57634E+16  1.02546E-24
 6.57269E+16  1.01085E-24
 6.56904E+16  9.96449E-25
 6.56539E+16  9.82254E-25
 6.56174E+16  9.68260E-25
 6.55810E+16  9.54467E-25
 6.55445E+16  9.40869E-25
 6.55081E+16  9.27465E-25
 6.54718E+16  9.14253E-25
 6.54354E+16  9.01228E-25
 6.53991E+16  8.88389E-25
 6.53627E+16  8.75733E-25
 6.53264E+16  8.63257E-25
 6.52901E+16  8.50959E-25
 6.52539E+16  8.38836E-25
 6.52176E+16  8.26886E-25
 6.51814E+16  8.15106E-25
 6.51452E+16  8.03494E-25
 6.51090E+16  7.92047E-25
 6.50729E+16  7.80764E-25
 6.50367E+16  7.69641E-25
 6.50006E+16  7.58676E-25
 6.49645E+16  7.47868E-25
 6.49284E+16  7.37214E-25
 6.48924E+16  7.26712E-25
 6.48563E+16  7.16359E-25
 6.48203E+16  7.06153E-25
 6.47843E+16  6.96093E-25
 6.47483E+16  6.86177E-25
 6.47124E+16  6.76401E-25
 6.46764E+16  6.66765E-25
 6.46405E+16  6.57266E-25
 6.46046E+16  6.47903E-25
 6.45687E+16  6.38673E-25
 6.45329E+16  6.29574E-25
 6.44970E+16  6.20605E-25
 6.44612E+16  6.11764E-25
 6.44254E+16  6.03049E-25
 6.43896E+16  5.94458E-25
 6.43539E+16  5.85989E-25
 6.43181E+16  5.77641E-25
 6.42824E+16  5.69301E-25
 6.42467E+16  5.60739E-25
 6.42110E+16  5.52290E-25
 6.41753E+16  5.43969E-25
 6.41397E+16  5.35774E-25
 6.41041E+16  5.27702E-25
 6.40685E+16  5.19751E-25
 6.40329E+16  5.11920E-25
 6.39973E+16  5.04207E-25
 6.39618E+16  4.96611E-25
 6.39263E+16  4.89129E-25
 6.38908E+16  4.81759E-25
 6.38553E+16  4.74501E-25
 6.38198E+16  4.67352E-25
 6.37844E+16  4.60311E-25
 6.37489E+16  4.53375E-25
 6.37135E+16  4.46545E-25
 6.36781E+16  4.39817E-25
 6.36428E+16  4.33190E-25
 6.36074E+16  4.26664E-25
 6.35721E+16  4.20236E-25
 6.35368E+16  4.13904E-25
 6.35015E+16  4.07668E-25
 6.34662E+16  4.01526E-25
 6.34310E+16  3.95476E-25
 6.33958E+16  3.89518E-25
 6.33605E+16  3.83649E-25
 6.33254E+16  3.77869E-25
 6.32902E+16  3.72176E-25
 6.32550E+16  3.66569E-25
 6.32199E+16  3.61046E-25
 6.31848E+16  3.55606E-25
 6.31497E+16  3.50248E-25
 6.31146E+16  3.44972E-25
 6.30796E+16  3.39774E-25
 6.30445E+16  3.34655E-25
 6.30095E+16  3.29613E-25
 6.29745E+16  3.24647E-25
 6.29395E+16  3.19755E-25
 6.29046E+16  3.14938E-25
 6.28697E+16  3.10193E-25
 6.28347E+16  3.05519E-25
 6.27998E+16  3.00916E-25
 6.27650E+16  2.96383E-25
 6.27301E+16  2.91917E-25
 6.26953E+16  2.87519E-25
 6.26604E+16  2.83187E-25
 6.26256E+16  2.78921E-25
 6.25909E+16  2.74718E-25
 6.25561E+16  2.70579E-25
 6.25213E+16  2.66503E-25
 6.24866E+16  2.62487E-25
 6.24519E+16  2.58533E-25
 6.24172E+16  2.54638E-25
 6.23826E+16  2.50801E-25
 6.23479E+16  2.47022E-25
 6.23133E+16  2.43301E-25
 6.22787E+16  2.39635E-25
 6.22441E+16  2.36025E-25
 6.22095E+16  2.32469E-25
 6.21750E+16  2.28966E-25
 6.21404E+16  2.25516E-25
 6.21059E+16  2.22119E-25
 6.20714E+16  2.18772E-25
 6.20370E+16  2.15476E-25
 6.20025E+16  2.12230E-25
 6.19681E+16  2.09032E-25
 6.19337E+16  2.05883E-25
 6.18993E+16  2.02781E-25
 6.18649E+16  1.99726E-25
 6.18305E+16  1.96716E-25
 6.17962E+16  1.93753E-25
 6.17619E+16  1.90756E-25
 6.17276E+16  1.87767E-25
 6.16933E+16  1.84825E-25
 6.16590E+16  1.81929E-25
 6.16248E+16  1.79079E-25
 6.15905E+16  1.76273E-25
 6.15563E+16  1.73511E-25
 6.15221E+16  1.70793E-25
 6.14880E+16  1.68117E-25
 6.14538E+16  1.65483E-25
 6.14197E+16  1.62890E-25
 6.13856E+16  1.60338E-25
 6.13515E+16  1.57826E-25
 6.13174E+16  1.55353E-25
 6.12834E+16  1.52919E-25
 6.12493E+16  1.50523E-25
 6.12153E+16  1.48164E-25
 6.11813E+16  1.45843E-25
 6.11473E+16  1.43558E-25
 6.11134E+16  1.41309E-25
 6.10794E+16  1.39095E-25
 6.10455E+16  1.36915E-25
 6.10116E+16  1.34770E-25
 6.09777E+16  1.32659E-25
 6.09438E+16  1.30580E-25
 6.09100E+16  1.28534E-25
 6.08762E+16  1.26520E-25
 6.08423E+16  1.24538E-25
 6.08086E+16  1.22587E-25
 6.07748E+16  1.20666E-25
 6.07410E+16  1.18776E-25
 6.07073E+16  1.16915E-25
 6.06736E+16  1.15083E-25
 6.06399E+16  1.13280E-25
 6.06062E+16  1.11505E-25
 6.05725E+16  1.09758E-25
 6.05389E+16  1.08038E-25
 6.05053E+16  1.06346E-25
 6.04717E+16  1.04679E-25
 6.04381E+16  1.03039E-25
 6.04045E+16  1.01425E-25
 6.03710E+16  9.98357E-26
 6.03374E+16  9.82715E-26
 6.03039E+16  9.67318E-26
 6.02704E+16  9.52162E-26
 6.02370E+16  9.37244E-26
 6.02035E+16  9.22559E-26
 6.01701E+16  9.08105E-26
 6.01366E+16  8.93877E-26
 6.01032E+16  8.79871E-26
 6.00699E+16  8.66086E-26
 6.00365E+16  8.52516E-26
 6.00032E+16  8.39159E-26
 5.99698E+16  8.26011E-26
 5.99365E+16  8.13069E-26
 5.99032E+16  8.00330E-26
 5.98700E+16  7.87791E-26
 5.98367E+16  7.75448E-26
 5.98035E+16  7.63298E-26
 5.97703E+16  7.51339E-26
 5.97371E+16  7.39567E-26
 5.97039E+16  7.27980E-26
 5.96707E+16  7.16574E-26
 5.96376E+16  7.05347E-26
 5.96045E+16  6.94295E-26
 5.95714E+16  6.83417E-26
 5.95383E+16  6.72710E-26
 5.95052E+16  6.62170E-26
 5.94722E+16  6.51795E-26
 5.94391E+16  6.41583E-26
 5.94061E+16  6.31530E-26
 5.93731E+16  6.21636E-26
 5.93402E+16  6.11896E-26
 5.93072E+16  6.02309E-26
 5.92743E+16  5.92936E-26
 5.92413E+16  5.83877E-26
 5.92084E+16  5.74976E-26
 5.91755E+16  5.66210E-26
 5.91427E+16  5.57578E-26
 5.91098E+16  5.49078E-26
 5.90770E+16  5.40707E-26
 5.90442E+16  5.32464E-26
 5.90114E+16  5.24346E-26
 5.89786E+16  5.16353E-26
 5.89459E+16  5.08481E-26
 5.89131E+16  5.00729E-26
 5.88804E+16  4.93095E-26
 5.88477E+16  4.85578E-26
 5.88150E+16  4.78175E-26
 5.87824E+16  4.70885E-26
 5.87497E+16  4.63706E-26
 5.87171E+16  4.56637E-26
 5.86845E+16  4.49675E-26
 5.86519E+16  4.42820E-26
 5.86193E+16  4.36069E-26
 5.85867E+16  4.29421E-26
 5.85542E+16  4.22874E-26
 5.85217E+16  4.16428E-26
 5.84892E+16  4.10079E-26
 5.84567E+16  4.03827E-26
 5.84242E+16  3.97671E-26
 5.83918E+16  3.91608E-26
 5.83594E+16  3.85638E-26
 5.83269E+16  3.79759E-26
 5.82945E+16  3.73969E-26
 5.82622E+16  3.68268E-26
 5.82298E+16  3.62654E-26
 5.81975E+16  3.57125E-26
 5.81651E+16  3.51681E-26
 5.81328E+16  3.46319E-26
 5.81006E+16  3.41039E-26
 5.80683E+16  3.35840E-26
 5.80360E+16  3.30720E-26
 5.80038E+16  3.25678E-26
 5.79716E+16  3.20713E-26
 5.79394E+16  3.15824E-26
 5.79072E+16  3.11009E-26
 5.78750E+16  3.06268E-26
 5.78429E+16  3.01599E-26
 5.78108E+16  2.97001E-26
 5.77787E+16  2.92473E-26
 5.77466E+16  2.88014E-26
 5.77145E+16  2.83623E-26
 5.76825E+16  2.79299E-26
 5.76504E+16  2.75041E-26
 5.76184E+16  2.70848E-26
 5.75864E+16  2.66719E-26
 5.75544E+16  2.62653E-26
 5.75224E+16  2.58649E-26
 5.74905E+16  2.54705E-26
 5.74586E+16  2.50822E-26
 5.74267E+16  2.46999E-26
 5.73948E+16  2.43233E-26
 5.73629E+16  2.39525E-26
 5.73310E+16  2.35873E-26
 5.72992E+16  2.32277E-26
 5.72674E+16  2.28736E-26
 5.72356E+16  2.25249E-26
 5.72038E+16  2.21815E-26
 5.71720E+16  2.18433E-26
 5.71402E+16  2.15103E-26
 5.71085E+16  2.11824E-26
 5.70768E+16  2.08595E-26
 5.70451E+16  2.05415E-26
 5.70134E+16  2.02283E-26
 5.69817E+16  1.99199E-26
 5.69501E+16  1.96162E-26
 5.69185E+16  1.93172E-26
 5.68869E+16  1.90227E-26
 5.68553E+16  1.87327E-26
 5.68237E+16  1.84471E-26
 5.67921E+16  1.81659E-26
 5.67606E+16  1.80356E-26
 5.67291E+16  1.80750E-26
 5.66975E+16  1.81148E-26
 5.66661E+16  1.81546E-26
 5.66346E+16  1.81945E-26
 5.66031E+16  1.82345E-26
 5.65717E+16  1.82746E-26
 5.65403E+16  1.83148E-26
 5.65089E+16  1.83550E-26
 5.64775E+16  1.83954E-26
 5.64461E+16  1.84358E-26
 5.64148E+16  1.84764E-26
 5.63834E+16  1.85170E-26
 5.63521E+16  1.85577E-26
 5.63208E+16  1.85985E-26
 5.62895E+16  1.86394E-26
 5.62583E+16  1.86804E-26
 5.62270E+16  1.87214E-26
 5.61958E+16  1.87626E-26
 5.61646E+16  1.88039E-26
 5.61334E+16  1.88452E-26
 5.61022E+16  1.88866E-26
 5.60711E+16  1.89282E-26
 5.60399E+16  1.89698E-26
 5.60088E+16  1.90115E-26
 5.59777E+16  1.90533E-26
 5.59466E+16  1.90952E-26
 5.59155E+16  1.91371E-26
 5.58845E+16  1.91792E-26
 5.58534E+16  1.92214E-26
 5.58224E+16  1.92636E-26
 5.57914E+16  1.93060E-26
 5.57604E+16  1.93484E-26
 5.57295E+16  1.93910E-26
 5.56985E+16  1.94336E-26
 5.56676E+16  1.94763E-26
 5.56367E+16  1.95192E-26
 5.56058E+16  1.95621E-26
 5.55749E+16  1.96051E-26
 5.55440E+16  1.96482E-26
 5.55132E+16  1.96914E-26
 5.54823E+16  1.97347E-26
 5.54515E+16  1.97781E-26
 5.54207E+16  1.98215E-26
 5.53899E+16  1.98651E-26
 5.53592E+16  1.99088E-26
 5.53284E+16  1.99526E-26
 5.52977E+16  1.99964E-26
 5.52670E+16  2.00404E-26
 5.52363E+16  2.00845E-26
 5.52056E+16  2.01286E-26
 5.51749E+16  2.01729E-26
 5.51443E+16  2.02172E-26
 5.51137E+16  2.02617E-26
 5.50831E+16  2.03062E-26
 5.50525E+16  2.03509E-26
 5.50219E+16  2.03956E-26
 5.49913E+16  2.04404E-26
 5.49608E+16  2.04854E-26
 5.49303E+16  2.05304E-26
 5.48998E+16  2.05756E-26
 5.48693E+16  2.06208E-26
 5.48388E+16  2.06661E-26
 5.48083E+16  2.07116E-26
 5.47779E+16  2.07571E-26
 5.47475E+16  2.08027E-26
 5.47171E+16  2.08485E-26
 5.46867E+16  2.08943E-26
 5.46563E+16  2.09402E-26
 5.46259E+16  2.09863E-26
 5.45956E+16  2.10324E-26
 5.45653E+16  2.10787E-26
 5.45350E+16  2.11250E-26
 5.45047E+16  2.11714E-26
 5.44744E+16  2.12180E-26
 5.44442E+16  2.12646E-26
 5.44139E+16  2.13114E-26
 5.43837E+16  2.13582E-26
 5.43535E+16  2.14052E-26
 5.43233E+16  2.14523E-26
 5.42931E+16  2.14994E-26
 5.42630E+16  2.17213E-26
 5.42328E+16  2.23842E-26
 5.42027E+16  2.30893E-26
 5.41726E+16  2.38165E-26
 5.41425E+16  2.45666E-26
 5.41125E+16  2.53404E-26
 5.40824E+16  2.61386E-26
 5.40524E+16  2.69618E-26
 5.40224E+16  2.78111E-26
 5.39923E+16  2.86870E-26
 5.39624E+16  2.95906E-26
 5.39324E+16  3.05226E-26
 5.39024E+16  3.14839E-26
 5.38725E+16  3.24756E-26
 5.38426E+16  3.34985E-26
 5.38127E+16  3.45536E-26
 5.37828E+16  3.56419E-26
 5.37529E+16  3.67645E-26
 5.37231E+16  3.79225E-26
 5.36932E+16  3.91169E-26
 5.36634E+16  4.03490E-26
 5.36336E+16  4.16198E-26
 5.36038E+16  4.29307E-26
 5.35740E+16  4.42829E-26
 5.35443E+16  4.56777E-26
 5.35145E+16  4.71164E-26
 5.34848E+16  4.86004E-26
 5.34551E+16  5.01312E-26
 5.34254E+16  5.17102E-26
 5.33958E+16  5.33389E-26
 5.33661E+16  5.50189E-26
 5.33365E+16  5.67518E-26
 5.33068E+16  5.85393E-26
 5.32772E+16  6.03831E-26
 5.32476E+16  6.22850E-26
 5.32181E+16  6.42468E-26
 5.31885E+16  6.62703E-26
 5.31590E+16  6.83577E-26
 5.31294E+16  7.05107E-26
 5.30999E+16  7.27316E-26
 5.30704E+16  7.50224E-26
 5.30410E+16  7.73854E-26
 5.30115E+16  7.98228E-26
 5.29821E+16  8.23369E-26
 5.29526E+16  8.49303E-26
 5.29232E+16  8.76053E-26
 5.28938E+16  9.03646E-26
 5.28645E+16  9.32108E-26
 5.28351E+16  9.61467E-26
 5.28058E+16  9.91750E-26
 5.27764E+16  1.02299E-25
 5.27471E+16  1.05521E-25
 5.27178E+16  1.08844E-25
 5.26885E+16  1.12273E-25
 5.26593E+16  1.15809E-25
 5.26300E+16  1.19457E-25
 5.26008E+16  1.23219E-25
 5.25716E+16  1.27100E-25
 5.25424E+16  1.31103E-25
 5.25132E+16  1.35233E-25
 5.24840E+16  1.39492E-25
 5.24549E+16  1.43886E-25
 5.24258E+16  1.48418E-25
 5.23966E+16  1.53092E-25
 5.23675E+16  1.57914E-25
 5.23385E+16  1.62888E-25
 5.23094E+16  1.68018E-25
 5.22803E+16  1.73310E-25
 5.22513E+16  1.78769E-25
 5.22223E+16  1.84400E-25
 5.21933E+16  1.90208E-25
 5.21643E+16  1.96199E-25
 5.21353E+16  2.02379E-25
 5.21064E+16  2.08753E-25
 5.20774E+16  2.15328E-25
 5.20485E+16  2.22110E-25
 5.20196E+16  2.29106E-25
 5.19907E+16  2.36322E-25
 5.19618E+16  2.43765E-25
 5.19330E+16  2.51443E-25
 5.19041E+16  2.59363E-25
 5.18753E+16  2.67532E-25
 5.18465E+16  2.75958E-25
 5.18177E+16  2.84650E-25
 5.17889E+16  2.93616E-25
 5.17601E+16  3.02978E-25
 5.17314E+16  3.12924E-25
 5.17027E+16  3.23232E-25
 5.16739E+16  3.33880E-25
 5.16452E+16  3.44878E-25
 5.16166E+16  3.56239E-25
 5.15879E+16  3.67974E-25
 5.15592E+16  3.80095E-25
 5.15306E+16  3.92616E-25
 5.15020E+16  4.05549E-25
 5.14734E+16  4.18908E-25
 5.14448E+16  4.32707E-25
 5.14162E+16  4.46961E-25
 5.13877E+16  4.61684E-25
 5.13591E+16  4.76893E-25
 5.13306E+16  4.92602E-25
 5.13021E+16  5.08829E-25
 5.12736E+16  5.25590E-25
 5.12451E+16  5.42903E-25
 5.12167E+16  5.60787E-25
 5.11882E+16  5.79260E-25
 5.11598E+16  5.98341E-25
 5.11314E+16  6.18051E-25
 5.11030E+16  6.38410E-25
 5.10746E+16  6.59440E-25
 5.10462E+16  6.81163E-25
 5.10179E+16  7.03601E-25
 5.09895E+16  7.26778E-25
 5.09612E+16  7.50719E-25
 5.09329E+16  7.75448E-25
 5.09046E+16  8.00992E-25
 5.08764E+16  8.27378E-25
 5.08481E+16  8.54632E-25
 5.08199E+16  8.82785E-25
 5.07916E+16  9.11865E-25
 5.07634E+16  9.41902E-25
 5.07352E+16  9.72929E-25
 5.07071E+16  1.00498E-24
 5.06789E+16  1.03808E-24
 5.06507E+16  1.07228E-24
 5.06226E+16  1.10760E-24
 5.05945E+16  1.14409E-24
 5.05664E+16  1.18177E-24
 5.05383E+16  1.22070E-24
 5.05102E+16  1.26091E-24
 5.04822E+16  1.30245E-24
 5.04542E+16  1.34535E-24
 5.04261E+16  1.38967E-24
 5.03981E+16  1.43545E-24
 5.03701E+16  1.48273E-24
 5.03422E+16  1.53157E-24
 5.03142E+16  1.58203E-24
 5.02863E+16  1.63414E-24
 5.02583E+16  1.68797E-24
 5.02304E+16  1.74357E-24
 5.02025E+16  1.80101E-24
 5.01746E+16  1.86033E-24
 5.01468E+16  1.92162E-24
 5.01189E+16  1.98492E-24
 5.00911E+16  2.05030E-24
 5.00633E+16  2.11784E-24
 5.00354E+16  2.18760E-24
 5.00077E+16  2.25966E-24
 4.99799E+16  2.33410E-24
 4.99521E+16  2.41099E-24
 4.99244E+16  2.49041E-24
 4.98967E+16  2.57244E-24
 4.98689E+16  2.65718E-24
 4.98412E+16  2.74471E-24
 4.98136E+16  2.83513E-24
 4.97859E+16  2.92852E-24
 4.97582E+16  3.02499E-24
 4.97306E+16  3.12463E-24
 4.97030E+16  3.22756E-24
 4.96754E+16  3.33388E-24
 4.96478E+16  3.44370E-24
 4.96202E+16  3.55714E-24
 4.95927E+16  3.67431E-24
 4.95651E+16  3.79535E-24
 4.95376E+16  3.92037E-24
 4.95101E+16  4.04951E-24
 4.94826E+16  4.18291E-24
 4.94551E+16  4.32069E-24
 4.94276E+16  4.46302E-24
 4.94002E+16  4.61004E-24
 4.93727E+16  4.76190E-24
 4.93453E+16  4.91876E-24
 4.93179E+16  5.08079E-24
 4.92905E+16  5.24815E-24
 4.92631E+16  5.42053E-24
 4.92358E+16  5.59171E-24
 4.92084E+16  5.76703E-24
 4.91811E+16  5.94784E-24
 4.91538E+16  6.13432E-24
 4.91265E+16  6.32665E-24
 4.90992E+16  6.52500E-24
 4.90719E+16  6.72958E-24
 4.90447E+16  6.94057E-24
 4.90174E+16  7.15817E-24
 4.89902E+16  7.38260E-24
 4.89630E+16  7.61406E-24
 4.89358E+16  7.85279E-24
 4.89086E+16  8.09899E-24
 4.88815E+16  8.35292E-24
 4.88543E+16  8.61480E-24
 4.88272E+16  8.88490E-24
 4.88001E+16  9.16346E-24
 4.87730E+16  9.45076E-24
 4.87459E+16  9.74707E-24
 4.87188E+16  1.00527E-23
 4.86918E+16  1.03678E-23
 4.86647E+16  1.06929E-23
 4.86377E+16  1.10281E-23
 4.86107E+16  1.13739E-23
 4.85837E+16  1.17305E-23
 4.85567E+16  1.20983E-23
 4.85297E+16  1.24776E-23
 4.85028E+16  1.28688E-23
 4.84758E+16  1.32723E-23
 4.84489E+16  1.36884E-23
 4.84220E+16  1.41176E-23
 4.83951E+16  1.45602E-23
 4.83682E+16  1.50167E-23
 4.83414E+16  1.54875E-23
 4.83145E+16  1.59731E-23
 4.82877E+16  1.64739E-23
 4.82609E+16  1.69904E-23
 4.82341E+16  1.75231E-23
 4.82073E+16  1.80725E-23
 4.81805E+16  1.86391E-23
 4.81537E+16  1.92235E-23
 4.81270E+16  1.98262E-23
 4.81003E+16  2.04478E-23
 4.80735E+16  2.10889E-23
 4.80468E+16  2.17501E-23
 4.80202E+16  2.24320E-23
 4.79935E+16  2.31353E-23
 4.79668E+16  2.38606E-23
 4.79402E+16  2.46087E-23
 4.79136E+16  2.53803E-23
 4.78870E+16  2.61760E-23
 4.78604E+16  2.69967E-23
 4.78338E+16  2.78431E-23
 4.78072E+16  2.87161E-23
 4.77807E+16  2.96164E-23
 4.77541E+16  3.05449E-23
 4.77276E+16  3.15026E-23
 4.77011E+16  3.24903E-23
 4.76746E+16  3.35090E-23
 4.76481E+16  3.45595E-23
 4.76217E+16  3.56431E-23
 4.75952E+16  3.67606E-23
 4.75688E+16  3.79131E-23
 4.75424E+16  3.91018E-23
 4.75159E+16  4.03277E-23
 4.74896E+16  4.15921E-23
 4.74632E+16  4.28961E-23
 4.74368E+16  4.42410E-23
 4.74105E+16  4.56281E-23
 4.73841E+16  4.70587E-23
 4.73578E+16  4.85341E-23
 4.73315E+16  5.00558E-23
 4.73052E+16  5.16251E-23
 4.72790E+16  5.32437E-23
 4.72527E+16  5.49131E-23
 4.72265E+16  5.66347E-23
 4.72002E+16  5.84104E-23
 4.71740E+16  6.02417E-23
 4.71478E+16  6.21304E-23
 4.71216E+16  6.40784E-23
 4.70955E+16  6.60874E-23
 4.70693E+16  6.81594E-23
 4.70432E+16  7.02964E-23
 4.70170E+16  7.25004E-23
 4.69909E+16  7.47734E-23
 4.69648E+16  7.71178E-23
 4.69387E+16  7.95356E-23
 4.69127E+16  8.20293E-23
 4.68866E+16  8.46011E-23
 4.68606E+16  8.72536E-23
 4.68345E+16  8.99892E-23
 4.68085E+16  9.28106E-23
 4.67825E+16  9.57204E-23
 4.67566E+16  9.87060E-23
 4.67306E+16  1.01650E-22
 4.67046E+16  1.04663E-22
 4.66787E+16  1.07765E-22
 4.66528E+16  1.10958E-22
 4.66269E+16  1.14247E-22
 4.66010E+16  1.17632E-22
 4.65751E+16  1.21119E-22
 4.65492E+16  1.24708E-22
 4.65234E+16  1.28404E-22
 4.64975E+16  1.32209E-22
 4.64717E+16  1.36127E-22
 4.64459E+16  1.40162E-22
 4.64201E+16  1.44315E-22
 4.63943E+16  1.48592E-22
 4.63685E+16  1.52996E-22
 4.63428E+16  1.57530E-22
 4.63170E+16  1.62199E-22
 4.62913E+16  1.67006E-22
 4.62656E+16  1.71955E-22
 4.62399E+16  1.77051E-22
 4.62142E+16  1.82298E-22
 4.61886E+16  1.87701E-22
 4.61629E+16  1.93263E-22
 4.61373E+16  1.98991E-22
 4.61116E+16  2.04888E-22
 4.60860E+16  2.10960E-22
 4.60604E+16  2.17212E-22
 4.60349E+16  2.23650E-22
 4.60093E+16  2.30278E-22
 4.59837E+16  2.37102E-22
 4.59582E+16  2.44129E-22
 4.59327E+16  2.51364E-22
 4.59072E+16  2.58813E-22
 4.58817E+16  2.66483E-22
 4.58562E+16  2.74381E-22
 4.58307E+16  2.82512E-22
 4.58053E+16  2.90885E-22
 4.57798E+16  2.99506E-22
 4.57544E+16  3.08382E-22
 4.57290E+16  3.17521E-22
 4.57036E+16  3.26931E-22
 4.56782E+16  3.36620E-22
 4.56528E+16  3.46596E-22
 4.56275E+16  3.56868E-22
 4.56021E+16  3.67444E-22
 4.55768E+16  3.78333E-22
 4.55515E+16  3.89545E-22
 4.55262E+16  4.01090E-22
 4.55009E+16  4.12977E-22
 4.54756E+16  4.25216E-22
 4.54504E+16  4.37817E-22
 4.54251E+16  4.50792E-22
 4.53999E+16  4.64152E-22
 4.53747E+16  4.77908E-22
 4.53495E+16  4.92071E-22
 4.53243E+16  5.06654E-22
 4.52991E+16  5.21669E-22
 4.52740E+16  5.37129E-22
 4.52488E+16  5.53047E-22
 4.52237E+16  5.69437E-22
 4.51986E+16  5.86313E-22
 4.51735E+16  6.03689E-22
 4.51484E+16  6.21580E-22
 4.51233E+16  6.40001E-22
 4.50983E+16  6.58968E-22
 4.50732E+16  6.78497E-22
 4.50482E+16  6.98605E-22
 4.50232E+16  7.19309E-22
 4.49981E+16  7.40626E-22
 4.49732E+16  7.62575E-22
