 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 1.00 Teff 37.15 logg 4.00 R/R0 10.52 R 7.3167E+11
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 1.82507290E-39
 5.44728350E+01 9.07953270E-37
 5.98245410E+01 3.18088210E-34
 6.63423760E+01 7.01996800E-32
 6.87842880E+01 3.61643020E-31
 7.14128330E+01 1.75588060E-30
 7.28039090E+01 3.81355280E-30
 7.42502560E+01 8.40292470E-30
 7.42530130E+01 1.82327440E-29
 8.06599260E+01 2.34109410E-28
 8.50000000E+01 8.20752050E-28
 8.82807830E+01 1.71721050E-27
 9.35000000E+01 4.06796650E-27
 9.74919540E+01 6.34046280E-27
 1.02858030E+02 9.10623010E-27
 1.08849220E+02 1.11780660E-26
 1.08849820E+02 1.12553720E-26
 1.11066990E+02 1.36953840E-26
 1.13377010E+02 2.68526550E-26
 1.13377660E+02 2.65569340E-26
 1.14859780E+02 5.75558270E-26
 1.16381840E+02 1.49193440E-25
 1.17944790E+02 4.19871690E-25
 1.18742110E+02 7.13618920E-25
 1.19550290E+02 1.21769100E-24
 1.19551000E+02 1.21826540E-24
 1.21251010E+02 3.68292620E-24
 1.23000830E+02 1.11604390E-23
 1.24801890E+02 3.37950300E-23
 1.25722340E+02 5.87738850E-23
 1.26656480E+02 1.02167580E-22
 1.26657280E+02 1.02215720E-22
 1.27447660E+02 1.62097560E-22
 1.27448480E+02 1.62179910E-22
 1.29488380E+02 5.18578390E-22
 1.31595520E+02 1.65485030E-21
 1.31596380E+02 1.65562620E-21
 1.33462550E+02 4.47780650E-21
 1.35383330E+02 1.20913890E-20
 1.35384240E+02 1.20970350E-20
 1.37200850E+02 3.01123100E-20
 1.39067840E+02 7.48475740E-20
 1.39068810E+02 7.48823690E-20
 1.40058470E+02 1.20052980E-19
 1.41063320E+02 1.92453760E-19
 1.41064320E+02 1.92543020E-19
 1.41853670E+02 2.77535910E-19
 1.41854680E+02 2.77664500E-19
 1.43685140E+02 6.37466270E-19
 1.45564520E+02 1.46140960E-18
 1.45565580E+02 1.46208360E-18
 1.47707840E+02 3.66008190E-18
 1.49915230E+02 9.14317680E-18
 1.52189590E+02 2.27789740E-17
 1.53352840E+02 3.59166310E-17
 1.54534020E+02 5.65902930E-17
 1.54535210E+02 5.69832470E-17
 1.55996320E+02 9.89381280E-17
 1.57486560E+02 1.71665840E-16
 1.57487800E+02 1.71741620E-16
 1.58750220E+02 2.71457240E-16
 1.60034310E+02 4.28905310E-16
 1.60035590E+02 4.30111210E-16
 1.60224390E+02 4.59713570E-16
 1.60225670E+02 4.66673890E-16
 1.62147230E+02 9.09906070E-16
 1.64116780E+02 1.77150940E-15
 1.64118130E+02 8.34782880E-17
 1.65325350E+02 1.24551930E-16
 1.66551860E+02 1.85784760E-16
 1.66553240E+02 1.85868090E-16
 1.68739650E+02 3.73024970E-16
 1.70985680E+02 7.47223840E-16
 1.70987140E+02 6.58034360E-16
 1.71113420E+02 6.83826770E-16
 1.71114880E+02 5.48272990E-16
 1.71458910E+02 6.08621070E-16
 1.71460380E+02 2.90882670E-16
 1.72433830E+02 3.89888920E-16
 1.72435320E+02 4.37683320E-19
 1.72510760E+02 4.47833910E-19
 1.72512240E+02 4.47080880E-19
 1.73777390E+02 6.54531320E-19
 1.75062760E+02 9.58037200E-19
 1.75064300E+02 9.58468830E-19
 1.77188030E+02 1.77439050E-18
 1.79365540E+02 3.28029520E-18
 1.79367150E+02 3.26598410E-18
 1.81856170E+02 6.45955300E-18
 1.84416950E+02 1.27500480E-17
 1.84418650E+02 1.27556070E-17
 1.85778830E+02 1.81470700E-17
 1.87160980E+02 2.58105750E-17
 1.87162730E+02 2.57270490E-17
 1.88738970E+02 3.81727760E-17
 1.88740750E+02 3.81896290E-17
 1.90123900E+02 5.36600130E-17
 1.90125710E+02 5.36833960E-17
 1.90853060E+02 6.40519450E-17
 1.90854880E+02 6.40772310E-17
 1.92241740E+02 8.93502060E-17
 1.92243590E+02 8.79598010E-17
 1.92420960E+02 9.17452440E-17
 1.92783400E+02 9.99281570E-17
 1.93146520E+02 1.09078550E-16
 1.93510330E+02 1.16115140E-16
 1.93566170E+02 1.17904440E-16
 1.93568040E+02 1.17965680E-16
 1.93874820E+02 1.29121670E-16
 1.94239990E+02 1.40625440E-16
 1.94605860E+02 4.20334870E-17
 1.94617540E+02 4.28651580E-17
 1.94619430E+02 4.28698080E-17
 1.94836520E+02 6.89537770E-17
 1.94838420E+02 6.93546290E-17
 1.94972410E+02 1.60483180E-16
 1.95339650E+02 1.74673710E-16
 1.95707590E+02 1.90006140E-16
 1.95961030E+02 2.01253630E-16
 1.96076220E+02 2.06564430E-16
 1.96445540E+02 2.24691570E-16
 1.96815560E+02 2.44232690E-16
 1.97098590E+02 2.60300370E-16
 1.97100530E+02 2.60414030E-16
 1.97186270E+02 2.65478660E-16
 1.97557690E+02 2.88475850E-16
 1.97929800E+02 3.12999680E-16
 1.98302610E+02 3.40472530E-16
 1.98676130E+02 3.69737690E-16
 1.98877180E+02 3.86433730E-16
 1.99050350E+02 4.01378480E-16
 1.99425280E+02 4.35853180E-16
 1.99800910E+02 4.67336130E-16
 2.00177240E+02 5.17893220E-16
 2.00554290E+02 5.62271900E-16
 2.00688160E+02 5.76762090E-16
 2.00690170E+02 5.76977220E-16
 2.00932050E+02 6.02093330E-16
 2.01310520E+02 6.54039030E-16
 2.01590960E+02 6.94815170E-16
 2.01592990E+02 6.95123170E-16
 2.01689700E+02 7.09996600E-16
 2.02069600E+02 7.70346830E-16
 2.02358650E+02 8.18813880E-16
 2.02360700E+02 8.19165030E-16
 2.02450210E+02 8.34742150E-16
 2.02518850E+02 8.46919120E-16
 2.02520900E+02 8.47285480E-16
 2.02831540E+02 9.04532060E-16
 2.03213580E+02 9.96220720E-16
 2.03596350E+02 8.62450770E-16
 2.03979840E+02 1.14901400E-15
 2.04364050E+02 1.21727680E-15
 2.04748980E+02 1.34770780E-15
 2.05134640E+02 1.46076080E-15
 2.05521020E+02 1.57908600E-15
 2.05908140E+02 1.70724140E-15
 2.06295980E+02 1.84760710E-15
 2.06508510E+02 1.92853350E-15
 2.06684550E+02 1.99800540E-15
 2.07073860E+02 2.15977910E-15
 2.07463890E+02 2.31705940E-15
 2.07854660E+02 2.54133580E-15
 2.08246170E+02 2.72812720E-15
 2.08638420E+02 2.94704970E-15
 2.09031400E+02 3.18469090E-15
 2.09425130E+02 3.43191010E-15
 2.09819590E+02 3.71456870E-15
 2.10214800E+02 4.00943110E-15
 2.10610760E+02 4.32185790E-15
 2.10658520E+02 4.36257690E-15
 2.11007460E+02 4.67238220E-15
 2.11404900E+02 5.04142310E-15
 2.11803100E+02 5.43929560E-15
 2.12202040E+02 5.84083710E-15
 2.12601740E+02 6.57409980E-15
 2.13002190E+02 6.82208130E-15
 2.13403400E+02 7.35456600E-15
 2.13805350E+02 7.86287180E-15
 2.14208070E+02 8.54618150E-15
 2.14611550E+02 9.20258160E-15
 2.14978750E+02 9.84722490E-15
 2.15015780E+02 9.91465810E-15
 2.15420780E+02 1.06780980E-14
 2.15826540E+02 1.14986540E-14
 2.16233060E+02 1.23822600E-14
 2.16640350E+02 1.33262200E-14
 2.17048410E+02 1.43428600E-14
 2.17206010E+02 1.47544370E-14
 2.17457230E+02 1.54335630E-14
 2.17866830E+02 1.66042290E-14
 2.18277200E+02 1.78605560E-14
 2.18688340E+02 1.92064180E-14
 2.19100250E+02 2.06549670E-14
 2.19479890E+02 2.20830490E-14
 2.19482300E+02 2.20901560E-14
 2.19512940E+02 2.22094860E-14
 2.19926410E+02 2.38523190E-14
 2.20340650E+02 2.56628600E-14
 2.20755680E+02 2.74278190E-14
 2.21171490E+02 2.96060830E-14
 2.21588080E+02 3.14176150E-14
 2.22005460E+02 3.41578100E-14
 2.22423620E+02 3.66636150E-14
 2.22502670E+02 3.71602400E-14
 2.22842570E+02 3.93708080E-14
 2.23262310E+02 4.22575950E-14
 2.23682840E+02 4.53514340E-14
 2.24104160E+02 4.86647790E-14
 2.24526270E+02 5.21979030E-14
 2.24949180E+02 6.08051150E-14
 2.25372890E+02 6.00371830E-14
 2.25609880E+02 6.14878340E-14
 2.25612420E+02 2.02548870E-14
 2.25797400E+02 2.21590360E-14
 2.25845330E+02 2.19496070E-14
