 WMBASIC, Moont, Westmoquette 2004 (Pauldrach 2003) after SNC 2002
 Z/Z0 1.00 Teff 50.00 logg 4.00 R/R0 9.80 R 6.8160E+11
   Wavelength   Eddington Hnu
 (Angstroms) (erg/s/cm2/Hz/sr)
 5.00000000E+01 8.80715340E-30
 5.53001880E+01 1.51300090E-27
 6.18572940E+01 2.19877980E-25
 7.01785730E+01 4.35407080E-23
 7.14852590E+01 1.05958200E-22
 7.28415280E+01 2.84957600E-22
 7.35391460E+01 4.88415100E-22
 7.42502560E+01 8.64031630E-22
 7.42530130E+01 1.06352920E-21
 7.72377550E+01 4.24980630E-21
 8.04757400E+01 1.97113760E-20
 8.39970920E+01 1.21180350E-19
 8.58759150E+01 3.50194010E-19
 8.78407110E+01 1.13731720E-18
 8.78445690E+01 8.03166350E-19
 8.87928230E+01 1.37406410E-18
 8.97658010E+01 2.41094310E-18
 8.97698300E+01 2.41924500E-18
 9.03282960E+01 3.35543310E-18
 9.08978860E+01 4.69965110E-18
 9.09020170E+01 4.57965140E-18
 9.25243130E+01 1.20807910E-17
 9.42100040E+01 3.37153830E-17
 9.42144420E+01 3.37905330E-17
 9.60831740E+01 1.06703570E-16
 9.80323440E+01 3.54998480E-16
 9.80371490E+01 3.82591760E-16
 9.83013530E+01 4.46866400E-16
 9.83061840E+01 4.48128750E-16
 9.92180430E+01 7.66558190E-16
 9.92229650E+01 3.37566990E-16
 1.00018170E+02 5.31527150E-16
 1.00831310E+02 8.46664220E-16
 1.00831820E+02 7.41899590E-16
 1.00955720E+02 7.96298580E-16
 1.00956230E+02 7.67481550E-16
 1.01176410E+02 8.69154540E-16
 1.01176920E+02 6.32784120E-16
 1.02009210E+02 1.00973290E-15
 1.02009730E+02 7.78802970E-16
 1.03240150E+02 1.55386910E-15
 1.04501150E+02 3.15146490E-15
 1.04501690E+02 3.15795510E-15
 1.05314160E+02 4.96968770E-15
 1.06139920E+02 7.85932070E-15
 1.06140480E+02 7.84331790E-15
 1.06715730E+02 1.07741170E-14
 1.07297830E+02 1.48299710E-14
 1.07298410E+02 1.47735490E-14
 1.08067960E+02 2.24743230E-14
 1.08849220E+02 3.42776210E-14
 1.08849820E+02 2.26500150E-13
 1.11066990E+02 6.02259830E-13
 1.13377010E+02 1.68753440E-12
 1.13377660E+02 3.44734610E-12
 1.14496000E+02 5.06148400E-12
 1.15637300E+02 7.55707160E-12
 1.15637960E+02 7.55888470E-12
 1.16979650E+02 1.22419490E-11
 1.18353530E+02 2.02783210E-11
 1.18354230E+02 2.02863240E-11
 1.18360690E+02 2.03349700E-11
 1.18361390E+02 2.03402480E-11
 1.18952510E+02 2.53472980E-11
 1.19550290E+02 3.17145000E-11
 1.19551000E+02 3.87870090E-11
 1.21713390E+02 8.18929430E-11
 1.23956210E+02 1.83707990E-10
 1.23956980E+02 1.21985490E-10
 1.24737770E+02 1.56101400E-10
 1.24738550E+02 1.56335260E-10
 1.25689800E+02 2.12317340E-10
 1.26656480E+02 2.91512960E-10
 1.26657280E+02 3.83748930E-10
 1.26797720E+02 4.00842250E-10
 1.26798530E+02 3.59618290E-10
 1.27081660E+02 3.91294210E-10
 1.27082470E+02 3.58865540E-10
 1.27447660E+02 3.98284880E-10
