 OPTXAGNF AGN Spectrum Model Parameters: NLS, Astar 0.0                          
 M_BH:  1.0000E+08 M_0            L  :  0.2000     L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   40.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   2.200     (-slope)       fpl:  0.2000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  50089555.      50087962.      2.5712056      1590.1836    
 1.01007101E-06 3.37196116E-09  51081688.      51080063.      2.6387569      1622.3073    
 1.01683752E-06 3.39455008E-09  52115584.      52113924.      2.7103818      1657.0877    
 1.02364936E-06 3.41729032E-09  53177997.      53176302.      2.7847614      1692.5577    
 1.03050683E-06 3.44018290E-09  54231106.      54229376.      2.8578957      1727.1999    
 1.03741024E-06 3.46322884E-09  55352473.      55350706.      2.9380067      1763.6747    
 1.04435990E-06 3.48642917E-09  56456686.      56454884.      3.0160418      1799.0556    
 1.05135611E-06 3.50978492E-09  57591244.      57589406.      3.0970354      1834.9731    
 1.05839920E-06 3.53329712E-09  58773411.      58771535.      3.1829158      1873.5120    
 1.06548946E-06 3.55696684E-09  59937329.      59935413.      3.2665167      1912.6495    
 1.07262722E-06 3.58079512E-09  61168037.      61166080.      3.3571334      1953.7321    
 1.07981280E-06 3.60478303E-09  62396914.      62394917.      3.4472680      1994.1132    
 1.08704652E-06 3.62893164E-09  63641877.      63639839.      3.5388463      2034.5217    
 1.09432869E-06 3.65324201E-09  64957218.      64955137.      3.6379944      2076.6400    
 1.10165965E-06 3.67771524E-09  66243591.      66241470.      3.7335597      2117.4071    
 1.10903971E-06 3.70235243E-09  67594233.      67592067.      3.8360499      2161.6250    
 1.11646922E-06 3.72715465E-09  68961763.      68959552.      3.9401472      2207.6619    
 1.12394850E-06 3.75212303E-09  70327804.      70325546.      4.0436827      2253.0908    
 1.13147788E-06 3.77725867E-09  71791234.      71788929.      4.1581351      2301.2267    
 1.13905770E-06 3.80256270E-09  73212940.      73210588.      4.2673772      2347.2617    
 1.14668830E-06 3.82803623E-09  74695129.      74692730.      4.3832854      2394.6867    
 1.15437002E-06 3.85368042E-09  76216857.      76214410.      4.5034936      2442.9812    
 1.16210319E-06 3.87949640E-09  77725915.      77723418.      4.6217640      2492.5874    
 1.16988818E-06 3.90548532E-09  79333454.      79330902.      4.7514024      2546.7581    
 1.17772531E-06 3.93164835E-09  80915030.      80912426.      4.8775155      2599.2637    
 1.18561494E-06 3.95798663E-09  82541499.      82538841.      5.0085853      2652.6388    
 1.19355743E-06 3.98450137E-09  84234712.      84232000.      5.1473814      2707.4509    
 1.20155313E-06 4.01119372E-09  85902507.      85899741.      5.2825780      2760.7432    
 1.20960239E-06 4.03806489E-09  87666747.      87663925.      5.4292178      2816.8110    
 1.21770557E-06 4.06511607E-09  89426832.      89423951.      5.5748859      2875.0669    
 1.22586303E-06 4.09234846E-09  91211534.      91208593.      5.7230855      2934.9952    
 1.23407514E-06 4.11976329E-09  93095441.      93092437.      5.8833252      2997.6300    
 1.24234227E-06 4.14736177E-09  94938657.      94935593.      6.0378702      3057.9728    
 1.25066478E-06 4.17514513E-09  96874782.      96871655.      6.2037251      3120.6040    
 1.25904304E-06 4.20311462E-09  98833396.      98830207.      6.3719595      3183.0709    
 1.26747742E-06 4.23127147E-09 1.00791618E+08 1.00788366E+08  6.5395102      3245.4461    
 1.27596831E-06 4.25961695E-09 1.02887566E+08 1.02884244E+08  6.7244853      3315.1501    
 1.28451608E-06 4.28815232E-09 1.04924637E+08 1.04921247E+08  6.9011476      3383.4719    
 1.29312111E-06 4.31687884E-09 1.07049287E+08 1.07045825E+08  7.0887172      3453.9867    
 1.30178379E-06 4.34579781E-09 1.09228690E+08 1.09225157E+08  7.2829901      3525.3117    
 1.31050450E-06 4.37491051E-09 1.11390881E+08 1.11387279E+08  7.4742527      3595.1684    
 1.31928362E-06 4.40421823E-09 1.13695123E+08 1.13691447E+08  7.6840371      3668.5741    
 1.32812156E-06 4.43372228E-09 1.15960192E+08 1.15956443E+08  7.8878483      3741.0778    
 1.33701871E-06 4.46342399E-09 1.18291602E+08 1.18287775E+08  8.0999544      3818.6627    
 1.34597546E-06 4.49332467E-09 1.20716529E+08 1.20712621E+08  8.3242693      3900.1544    
 1.35499221E-06 4.52342565E-09 1.23106091E+08 1.23102103E+08  8.5429041      3979.2538    
 1.36406936E-06 4.55372829E-09 1.25634890E+08 1.25630819E+08  8.7802017      4061.9848    
 1.37320733E-06 4.58423392E-09 1.28155535E+08 1.28151383E+08  9.0156173      4143.2710    
 1.38240650E-06 4.61494391E-09 1.30713688E+08 1.30709454E+08  9.2554452      4224.7869    
 1.39166731E-06 4.64585962E-09 1.33411625E+08 1.33407304E+08  9.5144176      4311.3057    
 1.40099015E-06 4.67698245E-09 1.36052440E+08 1.36048030E+08  9.7643415      4399.5810    
 1.41037545E-06 4.70831376E-09 1.38827541E+08 1.38823038E+08  10.032735      4492.7587    
 1.41982361E-06 4.73985497E-09 1.41632418E+08 1.41627822E+08  10.304622      4585.5548    
 1.42933508E-06 4.77160747E-09 1.44439225E+08 1.44434537E+08  10.575767      4677.2485    
 1.43891026E-06 4.80357269E-09 1.47440725E+08 1.47435940E+08  10.874717      4773.9556    
 1.44854958E-06 4.83575204E-09 1.50359177E+08 1.50354299E+08  11.160408      4866.8702    
 1.45825348E-06 4.86814696E-09 1.53404406E+08 1.53399430E+08  11.463943      4964.7431    
 1.46802239E-06 4.90075889E-09 1.56525362E+08 1.56520281E+08  11.777913      5069.6391    
 1.47785673E-06 4.93358930E-09 1.59623018E+08 1.59617833E+08  12.087214      5173.3269    
 1.48775696E-06 4.96663964E-09 1.62925530E+08 1.62920235E+08  12.426692      5282.6338    
 1.49772351E-06 4.99991138E-09 1.66169097E+08 1.66163696E+08  12.756069      5388.3846    
 1.50775683E-06 5.03340601E-09 1.69510578E+08 1.69505069E+08  13.099312      5496.0235    
 1.51785736E-06 5.06712502E-09 1.72983000E+08 1.72977380E+08  13.461836      5606.3477    
 1.52802556E-06 5.10106992E-09 1.76406272E+08 1.76400541E+08  13.815402      5716.9048    
 1.53826187E-06 5.13524222E-09 1.80030520E+08 1.80024667E+08  14.199403      5839.1116    
