 OPTXAGNF AGN Spectrum Model Parameters: BLS, Astar 0.0                          
 M_BH:  5.0000E+06 M_0            L  :  1.0000E-02 L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   60.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   1.800     (-slope)       fpl:  0.5000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  124174.68      124166.32     3.19339796E-02  8.3297644    
 1.01007101E-06 3.37196116E-09  126634.23      126625.70     3.27729323E-02  8.4967549    
 1.01683752E-06 3.39455008E-09  129197.31      129188.61     3.36624757E-02  8.6687314    
 1.02364936E-06 3.41729032E-09  131831.08      131822.20     3.45862288E-02  8.8429360    
 1.03050683E-06 3.44018290E-09  134441.79      134432.74     3.54945158E-02  9.0152136    
 1.03741024E-06 3.46322884E-09  137221.72      137212.48     3.64894472E-02  9.2060824    
 1.04435990E-06 3.48642917E-09  139959.13      139949.69     3.74585985E-02  9.3966785    
 1.05135611E-06 3.50978492E-09  142771.76      142762.14     3.84644904E-02  9.5902604    
 1.05839920E-06 3.53329712E-09  145702.42      145692.59     3.95310720E-02  9.7892631    
 1.06548946E-06 3.55696684E-09  148587.83      148577.81     4.05693434E-02  9.9826110    
 1.07262722E-06 3.58079512E-09  151638.81      151628.58     4.16947438E-02  10.184271    
 1.07981280E-06 3.60478303E-09  154685.26      154674.83     4.28141573E-02  10.385895    
 1.08704652E-06 3.62893164E-09  157771.59      157760.95     4.39514993E-02  10.598325    
 1.09432869E-06 3.65324201E-09  161032.40      161021.53     4.51828501E-02  10.825799    
 1.10165965E-06 3.67771524E-09  164221.39      164210.30     4.63697068E-02  11.044758    
 1.10903971E-06 3.70235243E-09  167569.70      167558.38     4.76425626E-02  11.271987    
 1.11646922E-06 3.72715465E-09  170959.88      170948.33     4.89353752E-02  11.498799    
 1.12394850E-06 3.75212303E-09  174346.36      174334.58     5.02212114E-02  11.722753    
 1.13147788E-06 3.77725867E-09  177974.27      177962.26     5.16426239E-02  11.962876    
 1.13905770E-06 3.80256270E-09  181498.76      181486.50     5.29993280E-02  12.207180    
 1.14668830E-06 3.82803623E-09  185173.20      185160.68     5.44388186E-02  12.463031    
 1.15437002E-06 3.85368042E-09  188945.65      188932.87     5.59317086E-02  12.722076    
 1.16210319E-06 3.87949640E-09  192686.68      192673.65     5.74005344E-02  12.975587    
 1.16988818E-06 3.90548532E-09  196671.85      196658.55     5.90105355E-02  13.242003    
 1.17772531E-06 3.93164835E-09  200592.65      200579.09     6.05767562E-02  13.500770    
 1.18561494E-06 3.95798663E-09  204624.75      204610.92     6.22045336E-02  13.768378    
 1.19355743E-06 3.98450137E-09  208822.32      208808.20     6.39282603E-02  14.061009    
 1.20155313E-06 4.01119372E-09  212956.89      212942.47     6.56072862E-02  14.348092    
 1.20960239E-06 4.03806489E-09  217330.54      217315.82     6.74284203E-02  14.648374    
 1.21770557E-06 4.06511607E-09  221693.88      221678.87     6.92374870E-02  14.943583    
 1.22586303E-06 4.09234846E-09  226118.24      226102.93     7.10779916E-02  15.239346    
 1.23407514E-06 4.11976329E-09  230788.54      230772.92     7.30680162E-02  15.546846    
 1.24234227E-06 4.14736177E-09  235357.96      235342.04     7.49873212E-02  15.852287    
 1.25066478E-06 4.17514513E-09  240157.73      240141.47     7.70470783E-02  16.187268    
 1.25904304E-06 4.20311462E-09  245013.25      244996.65     7.91363845E-02  16.524356    
 1.26747742E-06 4.23127147E-09  249867.80      249850.86     8.12172002E-02  16.857037    
 1.27596831E-06 4.25961695E-09  255063.76      255046.47     8.35144011E-02  17.208463    
 1.28451608E-06 4.28815232E-09  260113.76      260096.12     8.57083682E-02  17.545435    
 1.29312111E-06 4.31687884E-09  265380.86      265362.88     8.80377869E-02  17.892378    
 1.30178379E-06 4.34579781E-09  270783.71      270765.37     9.04504503E-02  18.255971    
 1.31050450E-06 4.37491051E-09  276143.92      276125.19     9.28257299E-02  18.629703    
 1.31928362E-06 4.40421823E-09  281856.27      281837.15     9.54310205E-02  19.026597    
 1.32812156E-06 4.43372228E-09  287471.50      287451.99     9.79621322E-02  19.410690    
 1.33701871E-06 4.46342399E-09  293251.19      293231.28     0.10059625      19.801356    
 1.34597546E-06 4.49332467E-09  299262.70      299242.39     0.10338199      20.201871    
 1.35499221E-06 4.52342565E-09  305186.53      305165.84     0.10609718      20.592542    
 1.36406936E-06 4.55372829E-09  311455.56      311434.44     0.10904414      21.016197    
 1.37320733E-06 4.58423392E-09  317704.39      317682.83     0.11196772      21.452777    
 1.38240650E-06 4.61494391E-09  324046.20      324024.20     0.11494610      21.892335    
 1.39166731E-06 4.64585962E-09  330734.54      330712.07     0.11816222      22.349976    
 1.40099015E-06 4.67698245E-09  337281.25      337258.34     0.12126597      22.791766    
 1.41037545E-06 4.70831376E-09  344160.86      344137.49     0.12459908      23.249988    
 1.41982361E-06 4.73985497E-09  351114.29      351090.45     0.12797557      23.708718    
 1.42933508E-06 4.77160747E-09  358072.51      358048.20     0.13134284      24.180883    
 1.43891026E-06 4.80357269E-09  365513.41      365488.57     0.13505541      24.702024    
 1.44854958E-06 4.83575204E-09  372748.43      372723.09     0.13860331      25.202300    
 1.45825348E-06 4.86814696E-09  380297.72      380271.86     0.14237281      25.718417    
 1.46802239E-06 4.90075889E-09  388034.73      388008.34     0.14627189      26.239913    
 1.47785673E-06 4.93358930E-09  395713.96      395687.06     0.15011299      26.751391    
 1.48775696E-06 4.96663964E-09  403901.05      403873.60     0.15432882      27.291415    
 1.49772351E-06 4.99991138E-09  411942.03      411914.03     0.15841922      27.841180    
