 OPTXAGNF AGN Spectrum Model Parameters: NLS, Astar 0.0                          
 M_BH:  5.0000E+06 M_0            L  :  5.0000E-02 L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   40.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   2.200     (-slope)       fpl:  0.2000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  187349.88      187348.12     1.84136232E-03  1.7507390    
 1.01007101E-06 3.37196116E-09  191062.60      191060.80     1.88974021E-03  1.7914681    
 1.01683752E-06 3.39455008E-09  194931.74      194929.89     1.94103557E-03  1.8420578    
 1.02364936E-06 3.41729032E-09  198907.68      198905.79     1.99430376E-03  1.8934967    
 1.03050683E-06 3.44018290E-09  202848.74      202846.80     2.04668006E-03  1.9431119    
 1.03741024E-06 3.46322884E-09  207045.50      207043.50     2.10405302E-03  1.9963240    
 1.04435990E-06 3.48642917E-09  211177.96      211175.91     2.15993931E-03  2.0471804    
 1.05135611E-06 3.50978492E-09  215424.08      215421.98     2.21794438E-03  2.0999702    
 1.05839920E-06 3.53329712E-09  219848.54      219846.38     2.27944938E-03  2.1581381    
 1.06548946E-06 3.55696684E-09  224204.59      224202.37     2.33932179E-03  2.2142692    
 1.07262722E-06 3.58079512E-09  228810.85      228808.57     2.40421885E-03  2.2738640    
 1.07981280E-06 3.60478303E-09  233410.22      233407.89     2.46877069E-03  2.3319677    
 1.08704652E-06 3.62893164E-09  238069.83      238067.43     2.53435647E-03  2.3899710    
 1.09432869E-06 3.65324201E-09  242993.11      242990.65     2.60536370E-03  2.4512008    
 1.10165965E-06 3.67771524E-09  247807.81      247805.30     2.67380501E-03  2.5109763    
 1.10903971E-06 3.70235243E-09  252863.30      252860.72     2.74720588E-03  2.5771956    
 1.11646922E-06 3.72715465E-09  257982.03      257979.38     2.82175769E-03  2.6436114    
 1.12394850E-06 3.75212303E-09  263095.14      263092.42     2.89590719E-03  2.7085991    
 1.13147788E-06 3.77725867E-09  268573.17      268570.39     2.97787542E-03  2.7785329    
 1.13905770E-06 3.80256270E-09  273894.80      273891.95     3.05611194E-03  2.8443810    
 1.14668830E-06 3.82803623E-09  279443.05      279440.13     3.13912281E-03  2.9127020    
 1.15437002E-06 3.85368042E-09  285139.44      285136.46     3.22521329E-03  2.9845455    
 1.16210319E-06 3.87949640E-09  290788.30      290785.24     3.30991600E-03  3.0575876    
 1.16988818E-06 3.90548532E-09  296806.20      296803.06     3.40276043E-03  3.1361254    
 1.17772531E-06 3.93164835E-09  302726.75      302723.53     3.49308006E-03  3.2113252    
 1.18561494E-06 3.95798663E-09  308815.50      308812.21     3.58694975E-03  3.2879529    
 1.19355743E-06 3.98450137E-09  315154.38      315151.01     3.68635300E-03  3.3670677    
 1.20155313E-06 4.01119372E-09  321397.93      321394.49     3.78317834E-03  3.4433745    
 1.20960239E-06 4.03806489E-09  328002.94      327999.41     3.88819931E-03  3.5270623    
 1.21770557E-06 4.06511607E-09  334592.32      334588.70     3.99252438E-03  3.6126842    
 1.22586303E-06 4.09234846E-09  341273.91      341270.21     4.09866257E-03  3.6986267    
 1.23407514E-06 4.11976329E-09  348327.33      348323.53     4.21342392E-03  3.7890136    
 1.24234227E-06 4.14736177E-09  355228.15      355224.27     4.32410678E-03  3.8752421    
 1.25066478E-06 4.17514513E-09  362477.20      362473.23     4.44288987E-03  3.9653635    
 1.25904304E-06 4.20311462E-09  369810.51      369806.45     4.56337719E-03  4.0554654    
 1.26747742E-06 4.23127147E-09  377142.28      377138.13     4.68337488E-03  4.1477161    
 1.27596831E-06 4.25961695E-09  384990.33      384986.07     4.81585216E-03  4.2506520    
 1.28451608E-06 4.28815232E-09  392617.57      392613.22     4.94237572E-03  4.3482441    
 1.29312111E-06 4.31687884E-09  400573.09      400568.64     5.07671123E-03  4.4494299    
 1.30178379E-06 4.34579781E-09  408733.84      408729.28     5.21584780E-03  4.5518810    
 1.31050450E-06 4.37491051E-09  416829.98      416825.32     5.35282837E-03  4.6516708    
 1.31928362E-06 4.40421823E-09  425458.67      425453.91     5.50307456E-03  4.7580902    
 1.32812156E-06 4.43372228E-09  433940.41      433935.54     5.64904267E-03  4.8656632    
 1.33701871E-06 4.46342399E-09  442670.82      442665.83     5.80095176E-03  4.9789427    
 1.34597546E-06 4.49332467E-09  451751.82      451746.72     5.96160508E-03  5.0960012    
 1.35499221E-06 4.52342565E-09  460700.12      460694.91     6.11819018E-03  5.2089502    
 1.36406936E-06 4.55372829E-09  470170.50      470165.16     6.28814206E-03  5.3278296    
 1.37320733E-06 4.58423392E-09  479610.20      479604.75     6.45674598E-03  5.4441696    
 1.38240650E-06 4.61494391E-09  489190.48      489184.92     6.62851017E-03  5.5615910    
 1.39166731E-06 4.64585962E-09  499294.92      499289.22     6.81398613E-03  5.6910824    
 1.40099015E-06 4.67698245E-09  509185.02      509179.19     6.99298140E-03  5.8188486    
 1.41037545E-06 4.70831376E-09  519578.66      519572.70     7.18520511E-03  5.9524466    
 1.41982361E-06 4.73985497E-09  530083.90      530077.81     7.37993087E-03  6.0853103    
 1.42933508E-06 4.77160747E-09  540596.26      540590.04     7.57412515E-03  6.2162365    
