 OPTXAGNF AGN Spectrum Model Parameters: BLS, Astar 0.0                          
 M_BH:  1.0000E+08 M_0            L  :   1.000     L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   60.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   1.800     (-slope)       fpl:  0.5000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  74324704.      74322642.      3.5866448      2058.3243    
 1.01007101E-06 3.37196116E-09  75797600.      75795495.      3.6808750      2101.7249    
 1.01683752E-06 3.39455008E-09  77332547.      77330396.      3.7807877      2146.5200    
 1.02364936E-06 3.41729032E-09  78909865.      78907669.      3.8845430      2192.1037    
 1.03050683E-06 3.44018290E-09  80473346.      80471104.      3.9865611      2238.3616    
 1.03741024E-06 3.46322884E-09  82138265.      82135972.      4.0983115      2289.5272    
 1.04435990E-06 3.48642917E-09  83777679.      83775336.      4.2071662      2339.1331    
 1.05135611E-06 3.50978492E-09  85462182.      85459788.      4.3201478      2389.5502    
 1.05839920E-06 3.53329712E-09  87217433.      87214987.      4.4399463      2441.4713    
 1.06548946E-06 3.55696684E-09  88945544.      88943048.      4.5565650      2491.7638    
 1.07262722E-06 3.58079512E-09  90772918.      90770368.      4.6829705      2544.6340    
 1.07981280E-06 3.60478303E-09  92597561.      92594957.      4.8087035      2599.1151    
 1.08704652E-06 3.62893164E-09  94446102.      94443442.      4.9364504      2655.6467    
 1.09432869E-06 3.65324201E-09  96399246.      96396526.      5.0747569      2715.0424    
 1.10165965E-06 3.67771524E-09  98309316.      98306539.      5.2080656      2772.0357    
 1.10903971E-06 3.70235243E-09 1.00314905E+08 1.00312068E+08  5.3510343      2831.3095    
 1.11646922E-06 3.72715465E-09 1.02345584E+08 1.02342688E+08  5.4962448      2890.4403    
 1.12394850E-06 3.75212303E-09 1.04374032E+08 1.04371077E+08  5.6406716      2949.0198    
 1.13147788E-06 3.77725867E-09 1.06547254E+08 1.06544234E+08  5.8003273      3014.4552    
 1.13905770E-06 3.80256270E-09 1.08658430E+08 1.08655345E+08  5.9527145      3079.0321    
 1.14668830E-06 3.82803623E-09 1.10859510E+08 1.10856358E+08  6.1144010      3145.7638    
 1.15437002E-06 3.85368042E-09 1.13119359E+08 1.13116140E+08  6.2820857      3213.3533    
 1.16210319E-06 3.87949640E-09 1.15360348E+08 1.15357063E+08  6.4470674      3279.3830    
 1.16988818E-06 3.90548532E-09 1.17747741E+08 1.17744385E+08  6.6279070      3348.9594    
 1.17772531E-06 3.93164835E-09 1.20096514E+08 1.20093090E+08  6.8038289      3416.9994    
 1.18561494E-06 3.95798663E-09 1.22512020E+08 1.22508523E+08  6.9866655      3489.7946    
 1.19355743E-06 3.98450137E-09 1.25026755E+08 1.25023181E+08  7.1802799      3567.0889    
 1.20155313E-06 4.01119372E-09 1.27503672E+08 1.27500023E+08  7.3688732      3641.9026    
 1.20960239E-06 4.03806489E-09 1.30123984E+08 1.30120256E+08  7.5734293      3720.3074    
 1.21770557E-06 4.06511607E-09 1.32738092E+08 1.32734287E+08  7.7766301      3797.2956    
 1.22586303E-06 4.09234846E-09 1.35388781E+08 1.35384898E+08  7.9833622      3874.4061    
 1.23407514E-06 4.11976329E-09 1.38186979E+08 1.38183015E+08  8.2068900      3955.6190    
 1.24234227E-06 4.14736177E-09 1.40924646E+08 1.40920599E+08  8.4224739      4038.6818    
 1.25066478E-06 4.17514513E-09 1.43800464E+08 1.43796328E+08  8.6538348      4126.9782    
 1.25904304E-06 4.20311462E-09 1.46709706E+08 1.46705482E+08  8.8885151      4214.9479    
 1.26747742E-06 4.23127147E-09 1.49618335E+08 1.49614024E+08  9.1222417      4301.6912    
 1.27596831E-06 4.25961695E-09 1.52731776E+08 1.52727373E+08  9.3802750      4393.5139    
 1.28451608E-06 4.28815232E-09 1.55757619E+08 1.55753128E+08  9.6267121      4481.3732    
 1.29312111E-06 4.31687884E-09 1.58913697E+08 1.58909114E+08  9.8883647      4573.2012    
 1.30178379E-06 4.34579781E-09 1.62151197E+08 1.62146515E+08  10.159368      4672.1407    
 1.31050450E-06 4.37491051E-09 1.65363066E+08 1.65358286E+08  10.426173      4770.2936    
 1.31928362E-06 4.40421823E-09 1.68786209E+08 1.68781324E+08  10.718815      4873.9855    
 1.32812156E-06 4.43372228E-09 1.72151048E+08 1.72146063E+08  11.003124      4974.1959    
 1.33701871E-06 4.46342399E-09 1.75614535E+08 1.75609448E+08  11.299005      5076.1565    
 1.34597546E-06 4.49332467E-09 1.79217110E+08 1.79211918E+08  11.611917      5180.7592    
 1.35499221E-06 4.52342565E-09 1.82767041E+08 1.82761744E+08  11.916905      5284.6060    
 1.36406936E-06 4.55372829E-09 1.86524090E+08 1.86518678E+08  12.247928      5399.6777    
 1.37320733E-06 4.58423392E-09 1.90268975E+08 1.90263449E+08  12.576325      5514.1427    
 1.38240650E-06 4.61494391E-09 1.94069627E+08 1.94063985E+08  12.910877      5628.8706    
 1.39166731E-06 4.64585962E-09 1.98078216E+08 1.98072455E+08  13.272136      5748.4359    
 1.40099015E-06 4.67698245E-09 2.02001771E+08 2.01995894E+08  13.620773      5863.7172    
 1.41037545E-06 4.70831376E-09 2.06125090E+08 2.06119093E+08  13.995174      5983.3932    
 1.41982361E-06 4.73985497E-09 2.10292682E+08 2.10286561E+08  14.374449      6106.2268    
 1.42933508E-06 4.77160747E-09 2.14463107E+08 2.14456859E+08  14.752688      6233.7154    
 1.43891026E-06 4.80357269E-09 2.18923208E+08 2.18916823E+08  15.169716      6370.4587    
 1.44854958E-06 4.83575204E-09 2.23259685E+08 2.23253168E+08  15.568247      6501.0443    
 1.45825348E-06 4.86814696E-09 2.27784771E+08 2.27778120E+08  15.991670      6635.8407    
 1.46802239E-06 4.90075889E-09 2.32422503E+08 2.32415715E+08  16.429651      6772.0558    
 1.47785673E-06 4.93358930E-09 2.37025508E+08 2.37018586E+08  16.861119      6905.6329    
 1.48775696E-06 4.96663964E-09 2.41933352E+08 2.41926284E+08  17.334682      7050.9200    
 1.49772351E-06 4.99991138E-09 2.46753428E+08 2.46746211E+08  17.794156      7198.8000    
 1.50775683E-06 5.03340601E-09 2.51719183E+08 2.51711814E+08  18.272972      7350.5184    
 1.51785736E-06 5.06712502E-09 2.56879782E+08 2.56872258E+08  18.778686      7506.1767    
 1.52802556E-06 5.10106992E-09 2.61967164E+08 2.61959487E+08  19.271903      7657.4077    
 1.53826187E-06 5.13524222E-09 2.67353635E+08 2.67345800E+08  19.807578      7815.5706    
 1.54856676E-06 5.16964344E-09 2.72717986E+08 2.72709994E+08  20.338306      7971.3297    
 1.55894067E-06 5.20427512E-09 2.78167039E+08 2.78158886E+08  20.879706      8133.0651    
 1.56938409E-06 5.23913879E-09 2.83909111E+08 2.83900779E+08  21.463560      8309.9944    
 1.57989746E-06 5.27423602E-09 2.89531800E+08 2.89523296E+08  22.027363      8481.2875    
 1.59048127E-06 5.30956836E-09 2.95443292E+08 2.95434610E+08  22.633238      8659.4853    
 1.60113597E-06 5.34513740E-09 3.01413017E+08 3.01404157E+08  23.246194      8836.8193    
 1.61186206E-06 5.38094472E-09 3.07392105E+08 3.07383069E+08  23.858295      9012.2569    
 1.62265999E-06 5.41699191E-09 3.13780768E+08 3.13771546E+08  24.532285      9197.7211    
 1.63353026E-06 5.45328058E-09 3.19995037E+08 3.19985628E+08  25.176776      9383.4743    
 1.64447336E-06 5.48981235E-09 3.26482404E+08 3.26472795E+08  25.861984      9583.2336    
 1.65548976E-06 5.52658885E-09 3.33125408E+08 3.33115596E+08  26.569821      9785.8278    
 1.66657996E-06 5.56361172E-09 3.39721529E+08 3.39711517E+08  27.267575      9984.1874    
 1.67774445E-06 5.60088261E-09 3.46757401E+08 3.46747180E+08  28.033907      10193.219    
 1.68898374E-06 5.63840317E-09 3.53661454E+08 3.53651030E+08  28.776462      10395.412    
 1.70029832E-06 5.67617509E-09 3.60780419E+08 3.60769787E+08  29.551314      10602.209    
 1.71168869E-06 5.71420004E-09 3.68172173E+08 3.68161318E+08  30.368622      10824.530    
 1.72315537E-06 5.75247973E-09 3.75462216E+08 3.75451136E+08  31.166233      11048.820    
 1.73469887E-06 5.79101585E-09 3.83184090E+08 3.83172773E+08  32.033081      11284.401    
 1.74631969E-06 5.82981012E-09 3.90867557E+08 3.90856009E+08  32.890795      11515.195    
 1.75801837E-06 5.86886429E-09 3.98679233E+08 3.98667452E+08  33.766930      11747.015    
 1.76979541E-06 5.90818007E-09 4.06903622E+08 4.06891600E+08  34.710528      11987.657    
 1.78165135E-06 5.94775924E-09 4.14960505E+08 4.14948248E+08  35.622288      12222.006    
 1.79358672E-06 5.98760354E-09 4.23434838E+08 4.23422324E+08  36.602741      12477.936    
 1.80560203E-06 6.02771477E-09 4.31985166E+08 4.31972386E+08  37.593350      12741.540    
 1.81769784E-06 6.06809470E-09 4.40556513E+08 4.40543472E+08  38.583904      13002.287    
 1.82987468E-06 6.10874514E-09 4.49706788E+08 4.49693471E+08  39.673183      13277.357    
 1.84213310E-06 6.14966790E-09 4.58611122E+08 4.58597540E+08  40.715425      13541.095    
 1.85447363E-06 6.19086481E-09 4.67910764E+08 4.67896909E+08  41.824264      13813.158    
 1.86689683E-06 6.23233769E-09 4.77425126E+08 4.77410993E+08  42.968219      14090.010    
 1.87940326E-06 6.27408840E-09 4.86876455E+08 4.86862034E+08  44.096597      14376.906    
 1.89199346E-06 6.31611880E-09 4.96962054E+08 4.96947320E+08  45.336691      14688.375    
 1.90466801E-06 6.35843077E-09 5.06850142E+08 5.06835107E+08  46.536725      14988.644    
 1.91742747E-06 6.40102618E-09 5.17054968E+08 5.17039625E+08  47.790637      15294.979    
 1.93027240E-06 6.44390694E-09 5.27641417E+08 5.27625759E+08  49.111519      15608.365    
 1.94320339E-06 6.48707497E-09 5.38086715E+08 5.38070750E+08  50.401380      15913.746    
 1.95622099E-06 6.53053217E-09 5.49155366E+08 5.49139078E+08  51.804136      16236.426    
 1.96932581E-06 6.57428050E-09 5.60159412E+08 5.60142786E+08  53.190287      16572.932    
 1.98251841E-06 6.61832191E-09 5.71356949E+08 5.71339977E+08  54.608108      16917.455    
 1.99579939E-06 6.66265834E-09 5.83135557E+08 5.83118225E+08  56.133102      17275.601    
 2.00916934E-06 6.70729179E-09 5.94679273E+08 5.94661594E+08  57.607556      17621.451    
 2.02262885E-06 6.75222424E-09 6.06826213E+08 6.06808173E+08  59.194158      17980.898    
 2.03617854E-06 6.79745770E-09 6.19071347E+08 6.19052948E+08  60.795091      18338.208    
 2.04981899E-06 6.84299417E-09 6.31357493E+08 6.31338732E+08  62.398081      18697.979    
 2.06355082E-06 6.88883570E-09 6.44461692E+08 6.44442527E+08  64.158527      19100.420    
 2.07737464E-06 6.93498432E-09 6.57219216E+08 6.57199658E+08  65.843989      19492.062    
 2.09129106E-06 6.98144209E-09 6.70548816E+08 6.70528851E+08  67.638358      19896.905    
 2.10530072E-06 7.02821109E-09 6.84174163E+08 6.84153789E+08  69.487127      20304.904    
 2.11940422E-06 7.07529339E-09 6.97715103E+08 6.97694327E+08  71.311881      20705.348    
 2.13360221E-06 7.12269110E-09 7.12170651E+08 7.12149451E+08  73.318614      21126.623    
 2.14789530E-06 7.17040633E-09 7.26330906E+08 7.26309287E+08  75.257966      21544.414    
 2.16228415E-06 7.21844121E-09 7.40957548E+08 7.40935478E+08  77.287108      21993.295    
 2.17676939E-06 7.26679787E-09 7.56117710E+08 7.56095171E+08  79.421824      22459.468    
 2.19135167E-06 7.31547848E-09 7.71082243E+08 7.71059248E+08  81.507718      22912.961    
 2.20603163E-06 7.36448520E-09 7.86946383E+08 7.86922911E+08  83.777682      23387.919    
 2.22080994E-06 7.41382021E-09 8.02704211E+08 8.02680272E+08  86.017828      23853.058    
 2.23568724E-06 7.46348573E-09 8.18753233E+08 8.18728824E+08  88.312227      24321.143    
 2.25066421E-06 7.51348396E-09 8.35619989E+08 8.35595077E+08  90.776829      24820.842    
 2.26574151E-06 7.56381713E-09 8.52157606E+08 8.52132184E+08  93.161233      25329.449    
 2.28091982E-06 7.61448748E-09 8.69566708E+08 8.69540748E+08  95.728712      25864.548    
 2.29619980E-06 7.66549727E-09 8.87101199E+08 8.87074705E+08  98.315980      26395.551    
 2.31158215E-06 7.71684879E-09 9.04710024E+08 9.04683001E+08  100.91004      26922.236    
 2.32706754E-06 7.76854430E-09 9.23474315E+08 9.23446735E+08  103.75518      27475.567    
 2.34265667E-06 7.82058613E-09 9.41750152E+08 9.41722037E+08  106.48081      28008.832    
 2.35835023E-06 7.87297659E-09 9.60853650E+08 9.60824964E+08  109.38452      28576.659    
 2.37414893E-06 7.92571802E-09 9.80363828E+08 9.80334536E+08  112.37233      29178.949    
 2.39005346E-06 7.97881276E-09 9.99761584E+08 9.99731695E+08  115.32322      29773.554    
 2.40606454E-06 8.03226319E-09 1.02047791E+09 1.02044739E+09  118.57051      30401.244    
 2.42218287E-06 8.08607168E-09 1.04075359E+09 1.04072247E+09  121.70464      31006.540    
 2.43840918E-06 8.14024064E-09 1.06171531E+09 1.06168356E+09  124.98828      31624.760    
 2.45474420E-06 8.19477248E-09 1.08342231E+09 1.08338993E+09  128.43823      32257.626    
 2.47118864E-06 8.24966963E-09 1.10485857E+09 1.10482554E+09  131.81141      32898.056    
 2.48774324E-06 8.30493454E-09 1.12759283E+09 1.12755909E+09  135.48468      33601.512    
 2.50440875E-06 8.36056967E-09 1.15015518E+09 1.15012075E+09  139.10494      34292.362    
 2.52118589E-06 8.41657750E-09 1.17315467E+09 1.17311954E+09  142.81784      34988.178    
