 OPTXAGNF AGN Spectrum Model Parameters: BLS, Astar 0.0                          
 M_BH:  3.0000E+06 M_0            L  :  1.0000E-02 L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   60.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   1.800     (-slope)       fpl:  0.5000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  50812.409      50809.797     7.66158331E-03  2.6038535    
 1.01007101E-06 3.37196116E-09  51819.042      51816.377     7.86286756E-03  2.6566869    
 1.01683752E-06 3.39455008E-09  52868.058      52865.339     8.07628993E-03  2.7111270    
 1.02364936E-06 3.41729032E-09  53946.018      53943.243     8.29792015E-03  2.7662814    
 1.03050683E-06 3.44018290E-09  55014.530      55011.701     8.51583967E-03  2.8203459    
 1.03741024E-06 3.46322884E-09  56152.325      56149.436     8.75454760E-03  2.8796421    
 1.04435990E-06 3.48642917E-09  57272.708      57269.759     8.98707020E-03  2.9398227    
 1.05135611E-06 3.50978492E-09  58423.889      58420.879     9.22840790E-03  3.0010965    
 1.05839920E-06 3.53329712E-09  59623.391      59620.318     9.48430682E-03  3.0641155    
 1.06548946E-06 3.55696684E-09  60804.364      60801.229     9.73341336E-03  3.1252949    
 1.07262722E-06 3.58079512E-09  62053.129      62049.929     1.00034246E-02  3.1891559    
 1.07981280E-06 3.60478303E-09  63300.033      63296.770     1.02719995E-02  3.2523462    
 1.08704652E-06 3.62893164E-09  64563.263      64559.934     1.05448760E-02  3.3184148    
 1.09432869E-06 3.65324201E-09  65897.933      65894.532     1.08403080E-02  3.3902629    
 1.10165965E-06 3.67771524E-09  67203.194      67199.724     1.11250646E-02  3.4595522    
 1.10903971E-06 3.70235243E-09  68573.688      68570.145     1.14304549E-02  3.5315030    
 1.11646922E-06 3.72715465E-09  69961.321      69957.706     1.17406334E-02  3.6033100    
 1.12394850E-06 3.75212303E-09  71347.436      71343.750     1.20491382E-02  3.6741817    
 1.13147788E-06 3.77725867E-09  72832.411      72828.649     1.23901718E-02  3.7494675    
 1.13905770E-06 3.80256270E-09  74275.029      74271.191     1.27156800E-02  3.8254682    
 1.14668830E-06 3.82803623E-09  75779.044      75775.125     1.30610511E-02  3.9062796    
 1.15437002E-06 3.85368042E-09  77323.194      77319.192     1.34192345E-02  3.9883065    
 1.16210319E-06 3.87949640E-09  78854.473      78850.391     1.37716442E-02  4.0685374    
 1.16988818E-06 3.90548532E-09  80485.721      80481.554     1.41579262E-02  4.1529225    
 1.17772531E-06 3.93164835E-09  82090.607      82086.358     1.45337040E-02  4.2348067    
 1.18561494E-06 3.95798663E-09  83741.063      83736.729     1.49242512E-02  4.3187051    
 1.19355743E-06 3.98450137E-09  85459.277      85454.852     1.53378197E-02  4.4096815    
 1.20155313E-06 4.01119372E-09  87151.683      87147.167     1.57406631E-02  4.5004567    
 1.20960239E-06 4.03806489E-09  88941.996      88937.384     1.61776028E-02  4.5955595    
 1.21770557E-06 4.06511607E-09  90728.083      90723.377     1.66116472E-02  4.6890170    
 1.22586303E-06 4.09234846E-09  92539.153      92534.353     1.70532347E-02  4.7826407    
 1.23407514E-06 4.11976329E-09  94450.934      94446.036     1.75306968E-02  4.8800384    
 1.24234227E-06 4.14736177E-09  96321.399      96316.406     1.79911912E-02  4.9754836    
 1.25066478E-06 4.17514513E-09  98286.190      98281.092     1.84853846E-02  5.0797789    
 1.25904304E-06 4.20311462E-09  100273.81      100268.60     1.89866678E-02  5.1865129    
 1.26747742E-06 4.23127147E-09  102261.02      102255.71     1.94859140E-02  5.2918156    
 1.27596831E-06 4.25961695E-09  104388.06      104382.64     2.00370783E-02  5.4031418    
 1.28451608E-06 4.28815232E-09  106455.31      106449.78     2.05634733E-02  5.5098015    
 1.29312111E-06 4.31687884E-09  108611.47      108605.83     2.11223679E-02  5.6196593    
 1.30178379E-06 4.34579781E-09  110823.22      110817.46     2.17012357E-02  5.7327945    
 1.31050450E-06 4.37491051E-09  113017.49      113011.61     2.22711340E-02  5.8496383    
 1.31928362E-06 4.40421823E-09  115355.98      115349.98     2.28962198E-02  5.9753598    
 1.32812156E-06 4.43372228E-09  117654.69      117648.57     2.35035077E-02  6.0969535    
 1.33701871E-06 4.46342399E-09  120020.75      120014.51     2.41355112E-02  6.2206467    
 1.34597546E-06 4.49332467E-09  122481.75      122475.38     2.48038920E-02  6.3474966    
 1.35499221E-06 4.52342565E-09  124906.84      124900.34     2.54553481E-02  6.4710364    
 1.36406936E-06 4.55372829E-09  127473.30      127466.67     2.61624120E-02  6.6024841    
 1.37320733E-06 4.58423392E-09  130031.47      130024.71     2.68638679E-02  6.7396005    
 1.38240650E-06 4.61494391E-09  132627.73      132620.82     2.75784708E-02  6.8787643    
 1.39166731E-06 4.64585962E-09  135365.91      135358.86     2.83501165E-02  7.0237255    
 1.40099015E-06 4.67698245E-09  138046.08      138038.89     2.90948012E-02  7.1635780    
 1.41037545E-06 4.70831376E-09  140862.59      140855.25     2.98945178E-02  7.3086981    
 1.41982361E-06 4.73985497E-09  143709.33      143701.85     3.07046428E-02  7.4534265    
 1.42933508E-06 4.77160747E-09  146558.02      146550.39     3.15125566E-02  7.5997537    
 1.43891026E-06 4.80357269E-09  149604.42      149596.62     3.24033198E-02  7.7639610    
 1.44854958E-06 4.83575204E-09  152566.47      152558.51     3.32545741E-02  7.9223348    
 1.45825348E-06 4.86814696E-09  155657.25      155649.13     3.41589959E-02  8.0857783    
 1.46802239E-06 4.90075889E-09  158824.91      158816.62     3.50945109E-02  8.2509352    
 1.47785673E-06 4.93358930E-09  161968.90      161960.45     3.60161150E-02  8.4128564    
 1.48775696E-06 4.96663964E-09  165320.91      165312.29     3.70276296E-02  8.5829216    
 1.49772351E-06 4.99991138E-09  168613.05      168604.26     3.80090507E-02  8.7534284    
 1.50775683E-06 5.03340601E-09  172004.63      171995.65     3.90317845E-02  8.9361341    
 1.51785736E-06 5.06712502E-09  175529.17      175520.00     4.01119685E-02  9.1248333    
 1.52802556E-06 5.10106992E-09  179003.78      178994.43     4.11654609E-02  9.3081986    
 1.53826187E-06 5.13524222E-09  182682.47      182672.93     4.23096375E-02  9.4999311    
 1.54856676E-06 5.16964344E-09  186346.10      186336.37     4.34432477E-02  9.6882347    
 1.55894067E-06 5.20427512E-09  190067.54      190057.61     4.45996530E-02  9.8772480    
 1.56938409E-06 5.23913879E-09  193988.91      193978.78     4.58467320E-02  10.081567    
 1.57989746E-06 5.27423602E-09  197828.87      197818.53     4.70509858E-02  10.288392    
 1.59048127E-06 5.30956836E-09  201865.89      201855.33     4.83450992E-02  10.504396    
 1.60113597E-06 5.34513740E-09  205942.65      205931.88     4.96543352E-02  10.719357    
 1.61186206E-06 5.38094472E-09  210025.84      210014.85     5.09617471E-02  10.932024    
 1.62265999E-06 5.41699191E-09  214388.45      214377.24     5.24013429E-02  11.155946    
 1.63353026E-06 5.45328058E-09  218632.12      218620.70     5.37779312E-02  11.371808    
 1.64447336E-06 5.48981235E-09  223062.12      223050.47     5.52414867E-02  11.603608    
 1.65548976E-06 5.52658885E-09  227598.33      227586.42     5.67533729E-02  11.848338    
 1.66657996E-06 5.56361172E-09  232102.59      232090.44     5.82437240E-02  12.088744    
 1.67774445E-06 5.60088261E-09  236906.83      236894.43     5.98805466E-02  12.342107    
 1.68898374E-06 5.63840317E-09  241621.20      241608.55     6.14665829E-02  12.587162    
 1.70029832E-06 5.67617509E-09  246482.19      246469.29     6.31216011E-02  12.836767    
 1.71168869E-06 5.71420004E-09  251529.26      251516.10     6.48672960E-02  13.093531    
 1.72315537E-06 5.75247973E-09  256507.00      256493.58     6.65709243E-02  13.355461    
 1.73469887E-06 5.79101585E-09  261779.32      261765.61     6.84224267E-02  13.640094    
 1.74631969E-06 5.82981012E-09  267025.47      267011.48     7.02544206E-02  13.919779    
 1.75801837E-06 5.86886429E-09  272359.11      272344.83     7.21257584E-02  14.200702    
 1.76979541E-06 5.90818007E-09  277974.24      277959.68     7.41411843E-02  14.492360    
 1.78165135E-06 5.94775924E-09  283475.18      283460.33     7.60886084E-02  14.774537    
 1.79358672E-06 5.98760354E-09  289260.84      289245.70     7.81827468E-02  15.069318    
 1.80560203E-06 6.02771477E-09  295098.38      295082.92     8.02985760E-02  15.378436    
 1.81769784E-06 6.06809470E-09  300950.30      300934.53     8.24142881E-02  15.693737    
 1.82987468E-06 6.10874514E-09  307197.04      307180.93     8.47408551E-02  16.027124    
 1.84213310E-06 6.14966790E-09  313276.13      313259.69     8.69669606E-02  16.346660    
 1.85447363E-06 6.19086481E-09  319624.81      319608.05     8.93353007E-02  16.676344    
 1.86689683E-06 6.23233769E-09  326119.95      326102.85     9.17786416E-02  17.008853    
 1.87940326E-06 6.27408840E-09  332572.15      332554.72     9.41887115E-02  17.338531    
 1.89199346E-06 6.31611880E-09  339456.88      339439.08     9.68373807E-02  17.704623    
