 OPTXAGNF AGN Spectrum Model Parameters: BLS, Astar 0.0                          
 M_BH:  4.0000E+06 M_0            L  :  5.0000E-02 L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   60.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   1.800     (-slope)       fpl:  0.5000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  125737.20      125734.17     4.82279791E-03  3.0290033    
 1.01007101E-06 3.37196116E-09  128229.08      128225.98     4.94950536E-03  3.0956188    
 1.01683752E-06 3.39455008E-09  130825.95      130822.78     5.08385393E-03  3.1644953    
 1.02364936E-06 3.41729032E-09  133494.50      133491.26     5.22336950E-03  3.2343484    
 1.03050683E-06 3.44018290E-09  136139.64      136136.34     5.36054914E-03  3.3024757    
 1.03741024E-06 3.46322884E-09  138956.41      138953.03     5.51081544E-03  3.3758266    
 1.04435990E-06 3.48642917E-09  141730.03      141726.57     5.65718801E-03  3.4510297    
 1.05135611E-06 3.50978492E-09  144579.94      144576.41     5.80910985E-03  3.5285227    
 1.05839920E-06 3.53329712E-09  147549.56      147545.94     5.97019827E-03  3.6084504    
 1.06548946E-06 3.55696684E-09  150473.25      150469.56     6.12701080E-03  3.6856670    
 1.07262722E-06 3.58079512E-09  153564.89      153561.12     6.29698328E-03  3.7666659    
 1.07981280E-06 3.60478303E-09  156651.91      156648.06     6.46605158E-03  3.8462546    
 1.08704652E-06 3.62893164E-09  159779.36      159775.43     6.63782785E-03  3.9275567    
 1.09432869E-06 3.65324201E-09  163083.81      163079.79     6.82380330E-03  4.0181180    
 1.10165965E-06 3.67771524E-09  166315.37      166311.26     7.00305839E-03  4.1056421    
 1.10903971E-06 3.70235243E-09  169708.56      169704.35     7.19530293E-03  4.1968560    
 1.11646922E-06 3.72715465E-09  173144.19      173139.90     7.39056185E-03  4.2877994    
 1.12394850E-06 3.75212303E-09  176576.05      176571.66     7.58476708E-03  4.3773331    
 1.13147788E-06 3.77725867E-09  180252.87      180248.39     7.79945009E-03  4.4723335    
 1.13905770E-06 3.80256270E-09  183824.70      183820.12     8.00435949E-03  4.5658759    
 1.14668830E-06 3.82803623E-09  187548.65      187543.97     8.22177320E-03  4.6677806    
 1.15437002E-06 3.85368042E-09  191372.05      191367.27     8.44725261E-03  4.7717951    
 1.16210319E-06 3.87949640E-09  195163.53      195158.65     8.66909736E-03  4.8732196    
 1.16988818E-06 3.90548532E-09  199202.73      199197.74     8.91226576E-03  4.9803954    
 1.17772531E-06 3.93164835E-09  203176.59      203171.49     9.14882153E-03  5.0839871    
 1.18561494E-06 3.95798663E-09  207263.35      207258.15     9.39467512E-03  5.1893099    
 1.19355743E-06 3.98450137E-09  211518.02      211512.71     9.65502141E-03  5.3019266    
 1.20155313E-06 4.01119372E-09  215708.70      215703.27     9.90861598E-03  5.4163056    
 1.20960239E-06 4.03806489E-09  220142.01      220136.46     1.01836754E-02  5.5370368    
 1.21770557E-06 4.06511607E-09  224564.82      224559.16     1.04569121E-02  5.6554186    
 1.22586303E-06 4.09234846E-09  229049.53      229043.75     1.07348975E-02  5.7739471    
 1.23407514E-06 4.11976329E-09  233783.84      233777.94     1.10354674E-02  5.8976516    
 1.24234227E-06 4.14736177E-09  238415.72      238409.69     1.13253555E-02  6.0170688    
 1.25066478E-06 4.17514513E-09  243281.35      243275.20     1.16364585E-02  6.1463674    
 1.25904304E-06 4.20311462E-09  248203.56      248197.26     1.19520249E-02  6.2812398    
 1.26747742E-06 4.23127147E-09  253124.71      253118.29     1.22663089E-02  6.4145348    
 1.27596831E-06 4.25961695E-09  258392.44      258385.88     1.26132775E-02  6.5560355    
 1.28451608E-06 4.28815232E-09  263511.94      263505.24     1.29446530E-02  6.6910390    
 1.29312111E-06 4.31687884E-09  268851.81      268844.96     1.32964884E-02  6.8303630    
 1.30178379E-06 4.34579781E-09  274329.44      274322.45     1.36608979E-02  6.9720227    
 1.31050450E-06 4.37491051E-09  279763.70      279756.57     1.40196607E-02  7.1168315    
 1.31928362E-06 4.40421823E-09  285555.48      285548.18     1.44131666E-02  7.2760563    
 1.32812156E-06 4.43372228E-09  291248.59      291241.14     1.47954681E-02  7.4301141    
 1.33701871E-06 4.46342399E-09  297108.62      297101.02     1.51933292E-02  7.5869481    
 1.34597546E-06 4.49332467E-09  303204.02      303196.25     1.56140917E-02  7.7480184    
 1.35499221E-06 4.52342565E-09  309210.32      309202.40     1.60241993E-02  7.9044123    
 1.36406936E-06 4.55372829E-09  315567.09      315559.00     1.64693150E-02  8.0690734    
 1.37320733E-06 4.58423392E-09  321903.28      321895.02     1.69109002E-02  8.2393093    
 1.38240650E-06 4.61494391E-09  328333.83      328325.40     1.73607623E-02  8.4153227    
 1.39166731E-06 4.64585962E-09  335116.26      335107.64     1.78465358E-02  8.5995110    
 1.40099015E-06 4.67698245E-09  341754.78      341745.99     1.83153361E-02  8.7766982    
 1.41037545E-06 4.70831376E-09  348731.35      348722.37     1.88187821E-02  8.9609416    
 1.41982361E-06 4.73985497E-09  355782.82      355773.66     1.93287809E-02  9.1444599    
 1.42933508E-06 4.77160747E-09  362839.07      362829.73     1.98373877E-02  9.3273015    
 1.43891026E-06 4.80357269E-09  370385.53      370375.98     2.03981531E-02  9.5314406    
 1.44854958E-06 4.83575204E-09  377722.78      377713.03     2.09340455E-02  9.7321491    
 1.45825348E-06 4.86814696E-09  385379.20      385369.24     2.15034101E-02  9.9396070    
 1.46802239E-06 4.90075889E-09  393226.24      393216.06     2.20923499E-02  10.149294    
 1.47785673E-06 4.93358930E-09  401014.50      401004.12     2.26725321E-02  10.354526    
 1.48775696E-06 4.96663964E-09  409318.62      409308.02     2.33093186E-02  10.570663    
 1.49772351E-06 4.99991138E-09  417474.19      417463.38     2.39271597E-02  10.782899    
 1.50775683E-06 5.03340601E-09  425876.29      425865.26     2.45710099E-02  11.010328    
 1.51785736E-06 5.06712502E-09  434608.13      434596.85     2.52510288E-02  11.250043    
 1.52802556E-06 5.10106992E-09  443216.04      443204.54     2.59142439E-02  11.482532    
 1.53826187E-06 5.13524222E-09  452330.11      452318.35     2.66345509E-02  11.726139    
