 OPTXAGNF AGN Spectrum Model Parameters: NLS, Astar 0.0                          
 M_BH:  1.0000E+08 M_0            L  :  0.1000     L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   40.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   2.200     (-slope)       fpl:  0.2000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  42092094.      42090034.      4.4468441      2055.3305    
 1.01007101E-06 3.37196116E-09  42925583.      42923483.      4.5636706      2095.3512    
 1.01683752E-06 3.39455008E-09  43794137.      43791995.      4.6875421      2137.7743    
 1.02364936E-06 3.41729032E-09  44686640.      44684452.      4.8161775      2183.1091    
 1.03050683E-06 3.44018290E-09  45571335.      45569103.      4.9426591      2227.7298    
 1.03741024E-06 3.46322884E-09  46513340.      46511061.      5.0812064      2274.7056    
 1.04435990E-06 3.48642917E-09  47440948.      47438622.      5.2161638      2320.2768    
 1.05135611E-06 3.50978492E-09  48394035.      48391663.      5.3562374      2366.5384    
 1.05839920E-06 3.53329712E-09  49387093.      49384674.      5.5047624      2414.1636    
 1.06548946E-06 3.55696684E-09  50364836.      50362368.      5.6493451      2462.1660    
 1.07262722E-06 3.58079512E-09  51398655.      51396134.      5.8060609      2514.7798    
 1.07981280E-06 3.60478303E-09  52430941.      52428368.      5.9619431      2566.7958    
 1.08704652E-06 3.62893164E-09  53476736.      53474111.      6.1203219      2618.8466    
 1.09432869E-06 3.65324201E-09  54581615.      54578936.      6.2917919      2673.1027    
 1.10165965E-06 3.67771524E-09  55662182.      55659450.      6.4570659      2725.4729    
 1.10903971E-06 3.70235243E-09  56796702.      56793915.      6.6343158      2779.8671    
 1.11646922E-06 3.72715465E-09  57945405.      57942561.      6.8143447      2836.6372    
 1.12394850E-06 3.75212303E-09  59092864.      59089962.      6.9934022      2894.9724    
 1.13147788E-06 3.77725867E-09  60322080.      60319116.      7.1913395      2956.9941    
 1.13905770E-06 3.80256270E-09  61516276.      61513253.      7.3802658      3016.2942    
 1.14668830E-06 3.82803623E-09  62761248.      62758163.      7.5807206      3077.3917    
 1.15437002E-06 3.85368042E-09  64039414.      64036267.      7.7886116      3139.2277    
 1.16210319E-06 3.87949640E-09  65306948.      65303740.      7.9931515      3200.0177    
 1.16988818E-06 3.90548532E-09  66657150.      66653875.      8.2173509      3267.0801    
 1.17772531E-06 3.93164835E-09  67985570.      67982226.      8.4354538      3334.7211    
 1.18561494E-06 3.95798663E-09  69351675.      69348263.      8.6621287      3403.4871    
 1.19355743E-06 3.98450137E-09  70773808.      70770325.      8.9021652      3474.1159    
 1.20155313E-06 4.01119372E-09  72174612.      72171060.      9.1359769      3542.7668    
 1.20960239E-06 4.03806489E-09  73656370.      73652746.      9.3895781      3614.4004    
 1.21770557E-06 4.06511607E-09  75134645.      75130950.      9.6414989      3685.3474    
 1.22586303E-06 4.09234846E-09  76633591.      76629821.      9.8977976      3760.1424    
 1.23407514E-06 4.11976329E-09  78215805.      78211954.      10.174918      3840.8414    
 1.24234227E-06 4.14736177E-09  79763877.      79759948.      10.442190      3918.5766    
 1.25066478E-06 4.17514513E-09  81389930.      81385920.      10.729021      3999.2859    
