 OPTXAGNF AGN Spectrum Model Parameters: NLS, Astar 0.0                          
 M_BH:  5.0000E+07 M_0            L  :  1.0000E-02 L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   40.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   2.200     (-slope)       fpl:  0.2000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  7018749.5      7018232.6      1.8880261      515.01917    
 1.01007101E-06 3.37196116E-09  7157608.7      7157081.6      1.9376256      525.16711    
 1.01683752E-06 3.39455008E-09  7302300.6      7301763.0      1.9902160      535.60987    
 1.02364936E-06 3.41729032E-09  7450975.8      7450427.5      2.0448288      546.24514    
 1.03050683E-06 3.44018290E-09  7598355.3      7597796.0      2.0985272      557.15009    
 1.03741024E-06 3.46322884E-09  7755265.7      7754694.5      2.1573479      569.06456    
 1.04435990E-06 3.48642917E-09  7909784.1      7909201.2      2.2146445      580.64277    
 1.05135611E-06 3.50978492E-09  8068540.9      8067946.2      2.2741131      592.39921    
 1.05839920E-06 3.53329712E-09  8233944.6      8233337.8      2.3371696      604.47637    
 1.06548946E-06 3.55696684E-09  8396804.0      8396185.4      2.3985524      616.22447    
 1.07262722E-06 3.58079512E-09  8568987.2      8568356.1      2.4650861      628.55637    
 1.07981280E-06 3.60478303E-09  8740918.3      8740274.4      2.5312658      641.36472    
 1.08704652E-06 3.62893164E-09  8915097.6      8914440.4      2.5985054      654.56311    
 1.09432869E-06 3.65324201E-09  9099099.8      9098428.8      2.6713026      668.36423    
 1.10165965E-06 3.67771524E-09  9279063.5      9278379.1      2.7414693      681.66711    
 1.10903971E-06 3.70235243E-09  9467996.8      9467298.5      2.8167201      695.45931    
 1.11646922E-06 3.72715465E-09  9659289.1      9658577.0      2.8931507      709.22976    
 1.12394850E-06 3.75212303E-09  9850377.5      9849651.5      2.9691688      722.95616    
 1.13147788E-06 3.77725867E-09  10055055.      10054314.      3.0532018      738.27304    
 1.13905770E-06 3.80256270E-09  10253917.      10253160.      3.1334094      753.33573    
 1.14668830E-06 3.82803623E-09  10461219.      10460447.      3.2185111      768.86759    
 1.15437002E-06 3.85368042E-09  10674039.      10673251.      3.3067695      784.59038    
 1.16210319E-06 3.87949640E-09  10885096.      10884292.      3.3936053      799.99095    
 1.16988818E-06 3.90548532E-09  11109890.      11109070.      3.4887869      816.15372    
 1.17772531E-06 3.93164835E-09  11331068.      11330232.      3.5813804      832.11051    
 1.18561494E-06 3.95798663E-09  11558511.      11557658.      3.6776128      849.16714    
 1.19355743E-06 3.98450137E-09  11795265.      11794394.      3.7795174      867.13104    
 1.20155313E-06 4.01119372E-09  12028480.      12027591.      3.8787794      884.56967    
 1.20960239E-06 4.03806489E-09  12275145.      12274238.      3.9864423      902.78989    
 1.21770557E-06 4.06511607E-09  12521235.      12520311.      4.0933918      920.71450    
 1.22586303E-06 4.09234846E-09  12770762.      12769819.      4.2021997      938.67579    
 1.23407514E-06 4.11976329E-09  13034123.      13033161.      4.3198466      957.69377    
 1.24234227E-06 4.14736177E-09  13291817.      13290836.      4.4333129      977.12968    
 1.25066478E-06 4.17514513E-09  13562467.      13561465.      4.5550820      997.65422    
 1.25904304E-06 4.20311462E-09  13836256.      13835233.      4.6785979      1018.1162    
 1.26747742E-06 4.23127147E-09  14109997.      14108954.      4.8016118      1038.3224    
 1.27596831E-06 4.25961695E-09  14402934.      14401870.      4.9374174      1059.6376    
 1.28451608E-06 4.28815232E-09  14687673.      14686588.      5.0671203      1080.1163    
 1.29312111E-06 4.31687884E-09  14984621.      14983514.      5.2048304      1101.6155    
 1.30178379E-06 4.34579781E-09  15289205.      15288075.      5.3474614      1124.7232    
 1.31050450E-06 4.37491051E-09  15591398.      15590245.      5.4878825      1147.5833    
 1.31928362E-06 4.40421823E-09  15913386.      15912209.      5.6419006      1171.6588    
 1.32812156E-06 4.43372228E-09  16229924.      16228723.      5.7915336      1194.9826    
 1.33701871E-06 4.46342399E-09  16555708.      16554484.      5.9472559      1218.6990    
 1.34597546E-06 4.49332467E-09  16894525.      16893276.      6.1119407      1243.0061    
 1.35499221E-06 4.52342565E-09  17228424.      17227150.      6.2724555      1267.3107    
 1.36406936E-06 4.55372829E-09  17581723.      17580422.      6.4466707      1294.2150    
 1.37320733E-06 4.58423392E-09  17933893.      17932566.      6.6195042      1320.8352    
 1.38240650E-06 4.61494391E-09  18291295.      18289941.      6.7955767      1347.5239    
 1.39166731E-06 4.64585962E-09  18668167.      18666785.      6.9857029      1375.2853    
 1.40099015E-06 4.67698245E-09  19037093.      19035684.      7.1691867      1402.1157    
 1.41037545E-06 4.70831376E-09  19424723.      19423286.      7.3662286      1429.9212    
 1.41982361E-06 4.73985497E-09  19816508.      19815041.      7.5658348      1458.6679    
 1.42933508E-06 4.77160747E-09  20208572.      20207076.      7.7648962      1488.4913    
 1.43891026E-06 4.80357269E-09  20627744.      20626216.      7.9843691      1520.2260    
 1.44854958E-06 4.83575204E-09  21035366.      21033807.      8.1941081      1550.6070    
 1.45825348E-06 4.86814696E-09  21460642.      21459052.      8.4169458      1581.9303    
 1.46802239E-06 4.90075889E-09  21896464.      21894842.      8.6474438      1613.5765    
 1.47785673E-06 4.93358930E-09  22329056.      22327402.      8.8745145      1644.6581    
 1.48775696E-06 4.96663964E-09  22790162.      22788474.      9.1237361      1678.6650    
 1.49772351E-06 4.99991138E-09  23243078.      23241356.      9.3655434      1713.1721    
 1.50775683E-06 5.03340601E-09  23709629.      23707871.      9.6175288      1748.4313    
 1.51785736E-06 5.06712502E-09  24194406.      24192611.      9.8836676      1784.5763    
 1.52802556E-06 5.10106992E-09  24672357.      24670527.      10.143231      1819.7479    
 1.53826187E-06 5.13524222E-09  25178273.      25176406.      10.425135      1856.4698    
 1.54856676E-06 5.16964344E-09  25682139.      25680235.      10.704435      1892.7194    
 1.55894067E-06 5.20427512E-09  26193938.      26191997.      10.989352      1930.6396    
 1.56938409E-06 5.23913879E-09  26733128.      26731145.      11.296606      1971.8072    
 1.57989746E-06 5.27423602E-09  27261185.      27259162.      11.593310      2011.6330    
 1.59048127E-06 5.30956836E-09  27816236.      27814171.      11.912152      2053.0125    
 1.60113597E-06 5.34513740E-09  28376742.      28374636.      12.234719      2094.2091    
 1.61186206E-06 5.38094472E-09  28938146.      28935998.      12.556837      2134.9946    
 1.62265999E-06 5.41699191E-09  29537808.      29535617.      12.911519      2178.1318    
 1.63353026E-06 5.45328058E-09  30121212.      30118977.      13.250678      2221.6867    
 1.64447336E-06 5.48981235E-09  30730133.      30727851.      13.611262      2268.1469    
 1.65548976E-06 5.52658885E-09  31353600.      31351271.      13.983752      2315.1910    
 1.66657996E-06 5.56361172E-09  31972718.      31970342.      14.350937      2361.2967    
 1.67774445E-06 5.60088261E-09  32632892.      32630467.      14.754205      2409.8055    
 1.68898374E-06 5.63840317E-09  33280790.      33278318.      15.144962      2456.7928    
 1.70029832E-06 5.67617509E-09  33948765.      33946245.      15.552712      2504.9979    
 1.71168869E-06 5.71420004E-09  34642211.      34639638.      15.982801      2557.0365    
 1.72315537E-06 5.75247973E-09  35326200.      35323574.      16.402525      2609.1821    
 1.73469887E-06 5.79101585E-09  36050486.      36047806.      16.858679      2663.8593    
 1.74631969E-06 5.82981012E-09  36771218.      36768483.      17.310026      2717.4694    
 1.75801837E-06 5.86886429E-09  37503935.      37501146.      17.771065      2771.3227    
 1.76979541E-06 5.90818007E-09  38275153.      38272308.      18.267599      2827.1701    
 1.78165135E-06 5.94775924E-09  39030790.      39027889.      18.747381      2881.9129    
 1.79358672E-06 5.98760354E-09  39825366.      39822405.      19.263306      2941.7497    
 1.80560203E-06 6.02771477E-09  40627056.      40624033.      19.784573      3002.9576    
 1.81769784E-06 6.06809470E-09  41430740.      41427656.      20.305811      3063.5327    
 1.82987468E-06 6.10874514E-09  42288391.      42285243.      20.878991      3127.3524    
 1.84213310E-06 6.14966790E-09  43123167.      43119956.      21.427422      3188.6258    
 1.85447363E-06 6.19086481E-09  43994800.      43991526.      22.010892      3251.7901    
 1.86689683E-06 6.23233769E-09  44886464.      44883125.      22.612837      3316.5304    
 1.87940326E-06 6.27408840E-09  45772303.      45768896.      23.206585      3383.5255    
 1.89199346E-06 6.31611880E-09  46717232.      46713753.      23.859109      3455.7902    
 1.90466801E-06 6.35843077E-09  47643813.      47640263.      24.490557      3525.5289    
 1.91742747E-06 6.40102618E-09  48599921.      48596300.      25.150349      3596.6539    
 1.93027240E-06 6.44390694E-09  49591585.      49587890.      25.845374      3669.3857    
 1.94320339E-06 6.48707497E-09  50570160.      50566393.      26.524079      3740.3366    
 1.95622099E-06 6.53053217E-09  51606778.      51602935.      27.262177      3815.7003    
 1.96932581E-06 6.57428050E-09  52637432.      52633510.      27.991539      3894.2389    
 1.98251841E-06 6.61832191E-09  53686136.      53682133.      28.737561      3974.2655    
 1.99579939E-06 6.66265834E-09  54788927.      54784841.      29.539966      4057.3646    
 2.00916934E-06 6.70729179E-09  55869926.      55865758.      30.315782      4137.6854    
 2.02262885E-06 6.75222424E-09  57007064.      57002812.      31.150596      4221.1036    
 2.03617854E-06 6.79745770E-09  58153380.      58149044.      31.992949      4304.0637    
 2.04981899E-06 6.84299417E-09  59303569.      59299149.      32.836383      4387.9848    
 2.06355082E-06 6.88883570E-09  60529843.      60525327.      33.762651      4482.0278    
 2.07737464E-06 6.93498432E-09  61723956.      61719348.      34.649470      4572.9759    
 2.09129106E-06 6.98144209E-09  62971286.      62966583.      35.593582      4666.9344    
 2.10530072E-06 7.02821109E-09  64246146.      64241347.      36.566310      4761.6225    
 2.11940422E-06 7.07529339E-09  65513232.      65508340.      37.526405      4854.6071    
 2.13360221E-06 7.12269110E-09  66865321.      66860330.      38.582230      4952.3379    
 2.14789530E-06 7.17040633E-09  68190053.      68184963.      39.602608      5049.9171    
 2.16228415E-06 7.21844121E-09  69558163.      69552968.      40.670219      5154.7637    
 2.17676939E-06 7.26679787E-09  70975864.      70970560.      41.793367      5262.9285    
 2.19135167E-06 7.31547848E-09  72375481.      72370070.      42.890831      5368.2171    
 2.20603163E-06 7.36448520E-09  73858657.      73853135.      44.085122      5478.4091    
 2.22080994E-06 7.41382021E-09  75332038.      75326406.      45.263727      5586.3775    
 2.23568724E-06 7.46348573E-09  76832519.      76826777.      46.470870      5695.0320    
 2.25066421E-06 7.51348396E-09  78408928.      78403068.      47.767544      5811.8691    
 2.26574151E-06 7.56381713E-09  79954895.      79948916.      49.022030      5930.4545    
 2.28091982E-06 7.61448748E-09  81581763.      81575658.      50.372817      6054.6058    
 2.29619980E-06 7.66549727E-09  83220335.      83214106.      51.734013      6177.8344    
 2.31158215E-06 7.71684879E-09  84865895.      84859542.      53.098781      6300.0930    
 2.32706754E-06 7.76854430E-09  86618635.      86612152.      54.595618      6428.4431    
 2.34265667E-06 7.82058613E-09  88326199.      88319591.      56.029589      6552.3345    
 2.35835023E-06 7.87297659E-09  90110557.      90103814.      57.557229      6685.2170    
 2.37414893E-06 7.92571802E-09  91932683.      91925799.      59.129108      6825.3719    
 2.39005346E-06 7.97881276E-09  93744506.      93737481.      60.681559      6963.3881    
 2.40606454E-06 8.03226319E-09  95678540.      95671369.      62.389921      7108.9807    
 2.42218287E-06 8.08607168E-09  97571873.      97564560.      64.038756      7249.4693    
 2.43840918E-06 8.14024064E-09  99528839.      99521380.      65.766230      7392.9268    
 2.45474420E-06 8.19477248E-09 1.01554894E+08 1.01547286E+08  67.581182      7540.0242    
 2.47118864E-06 8.24966963E-09 1.03556016E+08 1.03548257E+08  69.355748      7689.9638    
 2.48774324E-06 8.30493454E-09 1.05677367E+08 1.05669442E+08  71.288155      7853.4470    
 2.50440875E-06 8.36056967E-09 1.07782926E+08 1.07774840E+08  73.192675      8013.7600    
 2.52118589E-06 8.41657750E-09 1.09929058E+08 1.09920808E+08  75.145924      8175.2259    
 2.53807543E-06 8.47296053E-09 1.12181682E+08 1.12173262E+08  77.241290      8342.3906    
 2.55507811E-06 8.52972128E-09 1.14391814E+08 1.14383230E+08  79.269745      8504.3734    
 2.57219470E-06 8.58686227E-09 1.16718454E+08 1.16709699E+08  81.455370      8673.6084    
 2.58942595E-06 8.64438604E-09 1.19059812E+08 1.19050878E+08  83.654945      8850.3332    
 2.60677263E-06 8.70229518E-09 1.21413234E+08 1.21404117E+08  85.863248      9031.5090    
 2.62423551E-06 8.76059224E-09 1.23917543E+08 1.23908233E+08  88.282071      9222.5638    
 2.64181539E-06 8.81927985E-09 1.26358448E+08 1.26348951E+08  90.600734      9405.9790    
 2.65951303E-06 8.87836060E-09 1.28910085E+08 1.28900397E+08  93.072515      9595.4322    
 2.67732922E-06 8.93783714E-09 1.31513407E+08 1.31503525E+08  95.612541      9786.0208    
 2.69526477E-06 8.99771211E-09 1.34103163E+08 1.34093090E+08  98.122771      9974.9758    
 2.71332047E-06 9.05798819E-09 1.36868532E+08 1.36858247E+08  100.88690      10184.830    
 2.73149713E-06 9.11866806E-09 1.39573496E+08 1.39562999E+08  103.55122      10393.308    
 2.74979555E-06 9.17975443E-09 1.42371697E+08 1.42360984E+08  106.34634      10606.606    
 2.76821656E-06 9.24125002E-09 1.45266041E+08 1.45255108E+08  109.27916      10824.248    
 2.78676096E-06 9.30315757E-09 1.48126059E+08 1.48114910E+08  112.14852      11036.579    
 2.80542960E-06 9.36547984E-09 1.51158938E+08 1.51147565E+08  115.27516      11258.627    
 2.82422330E-06 9.42821962E-09 1.54166716E+08 1.54155119E+08  118.35263      11478.929    
 2.84314290E-06 9.49137968E-09 1.57235083E+08 1.57223249E+08  121.51307      11712.631    
 2.86218924E-06 9.55496287E-09 1.60452688E+08 1.60440602E+08  124.89901      11961.331    
 2.88136318E-06 9.61897199E-09 1.63611066E+08 1.63598736E+08  128.17888      12201.754    
 2.90066556E-06 9.68340992E-09 1.66937117E+08 1.66924533E+08  131.71523      12452.008    
 2.92009725E-06 9.74827952E-09 1.70281306E+08 1.70268470E+08  135.26948      12700.107    
 2.93965911E-06 9.81358368E-09 1.73645675E+08 1.73632590E+08  138.84261      12946.827    
 2.95935202E-06 9.87932532E-09 1.77222292E+08 1.77208940E+08  142.75124      13209.053    
 2.97917685E-06 9.94550737E-09 1.80710026E+08 1.80696402E+08  146.50032      13476.809    
 2.99913449E-06 1.00121328E-08 1.84357330E+08 1.84343421E+08  150.49968      13758.641    
 3.01922583E-06 1.00792045E-08 1.88075205E+08 1.88061008E+08  154.60406      14041.901    
 3.03945176E-06 1.01467255E-08 1.91775359E+08 1.91760880E+08  158.66288      14320.227    
 3.05981319E-06 1.02146989E-08 1.95727659E+08 1.95712883E+08  163.13515      14613.521    
