 OPTXAGNF AGN Spectrum Model Parameters: NLS, Astar 0.0                          
 M_BH:  2.0000E+06 M_0            L  :  1.0000E-02 L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   40.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   2.200     (-slope)       fpl:  0.2000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  25205.702      25205.270     5.02541547E-04 0.43126120    
 1.01007101E-06 3.37196116E-09  25705.110      25704.669     5.15744649E-04 0.44053094    
 1.01683752E-06 3.39455008E-09  26225.550      26225.099     5.29743969E-04 0.45061327    
 1.02364936E-06 3.41729032E-09  26760.353      26759.892     5.44281699E-04 0.46106563    
 1.03050683E-06 3.44018290E-09  27290.467      27289.996     5.58576022E-04 0.47123216    
 1.03741024E-06 3.46322884E-09  27854.962      27854.479     5.74233997E-04 0.48200187    
 1.04435990E-06 3.48642917E-09  28410.813      28410.320     5.89486239E-04 0.49239606    
 1.05135611E-06 3.50978492E-09  28981.948      28981.444     6.05316725E-04 0.50295949    
 1.05839920E-06 3.53329712E-09  29577.062      29576.547     6.22102385E-04 0.51409068    
 1.06548946E-06 3.55696684E-09  30162.980      30162.454     6.38442490E-04 0.52543035    
 1.07262722E-06 3.58079512E-09  30782.541      30782.003     6.56153885E-04 0.53753906    
 1.07981280E-06 3.60478303E-09  31401.177      31400.627     6.73771064E-04 0.54940862    
 1.08704652E-06 3.62893164E-09  32027.914      32027.352     6.91670417E-04 0.56127668    
 1.09432869E-06 3.65324201E-09  32690.102      32689.528     7.11049352E-04 0.57369972    
 1.10165965E-06 3.67771524E-09  33337.695      33337.108     7.29728013E-04 0.58564016    
 1.10903971E-06 3.70235243E-09  34017.660      34017.061     7.49760198E-04 0.59836052    
 1.11646922E-06 3.72715465E-09  34706.131      34705.519     7.70106487E-04 0.61178513    
 1.12394850E-06 3.75212303E-09  35393.848      35393.222     7.90342981E-04 0.62511295    
 1.13147788E-06 3.77725867E-09  36130.628      36129.988     8.12713298E-04 0.63930981    
 1.13905770E-06 3.80256270E-09  36846.383      36845.729     8.34065186E-04 0.65281499    
 1.14668830E-06 3.82803623E-09  37592.607      37591.939     8.56720048E-04 0.66676174    
 1.15437002E-06 3.85368042E-09  38358.749      38358.067     8.80215371E-04 0.68090559    
 1.16210319E-06 3.87949640E-09  39118.502      39117.806     9.03331956E-04 0.69511567    
 1.16988818E-06 3.90548532E-09  39927.870      39927.158     9.28670506E-04 0.71098467    
 1.17772531E-06 3.93164835E-09  40724.153      40723.426     9.53320008E-04 0.72639550    
 1.18561494E-06 3.95798663E-09  41543.052      41542.309     9.78938361E-04 0.74207455    
 1.19355743E-06 3.98450137E-09  42395.576      42394.817     1.00606688E-03 0.75820602    
 1.20155313E-06 4.01119372E-09  43235.289      43234.514     1.03249186E-03 0.77383827    
 1.20960239E-06 4.03806489E-09  44123.594      44122.803     1.06115351E-03 0.79021470    
 1.21770557E-06 4.06511607E-09  45009.801      45008.993     1.08962525E-03 0.80692916    
 1.22586303E-06 4.09234846E-09  45908.407      45907.581     1.11859180E-03 0.82446671    
 1.23407514E-06 4.11976329E-09  46856.998      46856.154     1.14991170E-03 0.84290133    
 1.24234227E-06 4.14736177E-09  47785.080      47784.219     1.18011854E-03 0.86059899    
 1.25066478E-06 4.17514513E-09  48759.976      48759.095     1.21253601E-03 0.87901346    
 1.25904304E-06 4.20311462E-09  49746.200      49745.301     1.24541858E-03 0.89736619    
 1.26747742E-06 4.23127147E-09  50732.219      50731.303     1.27816753E-03 0.91547717    
 1.27596831E-06 4.25961695E-09  51787.639      51786.702     1.31432227E-03 0.93554358    
 1.28451608E-06 4.28815232E-09  52813.383      52812.426     1.34885219E-03 0.95556126    
 1.29312111E-06 4.31687884E-09  53883.257      53882.279     1.38551406E-03 0.97627480    
 1.30178379E-06 4.34579781E-09  54980.719      54979.721     1.42348618E-03 0.99723410    
 1.31050450E-06 4.37491051E-09  56069.501      56068.482     1.46086991E-03  1.0177202    
 1.31928362E-06 4.40421823E-09  57229.868      57228.827     1.50187395E-03  1.0393154    
 1.32812156E-06 4.43372228E-09  58370.486      58369.424     1.54171046E-03  1.0603089    
 1.33701871E-06 4.46342399E-09  59544.531      59543.447     1.58316831E-03  1.0826570    
 1.34597546E-06 4.49332467E-09  60765.705      60764.596     1.62701254E-03  1.1065611    
 1.35499221E-06 4.52342565E-09  61969.046      61967.914     1.66974651E-03  1.1297550    
 1.36406936E-06 4.55372829E-09  63242.560      63241.404     1.71612839E-03  1.1540722    
 1.37320733E-06 4.58423392E-09  64511.957      64510.777     1.76214240E-03  1.1779283    
 1.38240650E-06 4.61494391E-09  65800.252      65799.048     1.80901887E-03  1.2018448    
 1.39166731E-06 4.64585962E-09  67158.997      67157.768     1.85963740E-03  1.2269103    
 1.40099015E-06 4.67698245E-09  68488.940      68487.686     1.90848728E-03  1.2523571    
 1.41037545E-06 4.70831376E-09  69886.565      69885.283     1.96094731E-03  1.2796690    
 1.41982361E-06 4.73985497E-09  71299.192      71297.883     2.01409017E-03  1.3069091    
 1.42933508E-06 4.77160747E-09  72712.783      72711.447     2.06708798E-03  1.3337964    
 1.43891026E-06 4.80357269E-09  74224.509      74223.145     2.12552083E-03  1.3622294    
