 OPTXAGNF AGN Spectrum Model Parameters: BLS, Astar 0.0                          
 M_BH:  5.0000E+07 M_0            L  :  3.0000E-02 L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   60.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   1.800     (-slope)       fpl:  0.5000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  9175460.4      9174766.6      4.0488955      689.79197    
 1.01007101E-06 3.37196116E-09  9357104.9      9356397.1      4.1552624      703.65155    
 1.01683752E-06 3.39455008E-09  9546387.8      9545665.6      4.2680432      717.92636    
 1.02364936E-06 3.41729032E-09  9740887.0      9740150.2      4.3851611      732.38657    
 1.03050683E-06 3.44018290E-09  9933686.2      9932935.1      4.5003182      746.56277    
 1.03741024E-06 3.46322884E-09  10138969.      10138203.      4.6264601      761.85168    
 1.04435990E-06 3.48642917E-09  10341118.      10340335.      4.7493335      777.52553    
 1.05135611E-06 3.50978492E-09  10548817.      10548018.      4.8768649      793.59217    
 1.05839920E-06 3.53329712E-09  10765222.      10764407.      5.0120904      810.11075    
 1.06548946E-06 3.55696684E-09  10978292.      10977461.      5.1437268      826.15658    
 1.07262722E-06 3.58079512E-09  11203576.      11202728.      5.2864093      842.89576    
 1.07981280E-06 3.60478303E-09  11428527.      11427662.      5.4283327      859.42210    
 1.08704652E-06 3.62893164E-09  11656421.      11655539.      5.5725291      876.45634    
 1.09432869E-06 3.65324201E-09  11897185.      11896284.      5.7286438      895.19803    
 1.10165965E-06 3.67771524E-09  12132655.      12131735.      5.8791175      913.36787    
 1.10903971E-06 3.70235243E-09  12379876.      12378937.      6.0404940      932.22799    
 1.11646922E-06 3.72715465E-09  12630186.      12629228.      6.2044006      951.05247    
 1.12394850E-06 3.75212303E-09  12880226.      12879250.      6.3674227      969.63701    
 1.13147788E-06 3.77725867E-09  13148071.      13147075.      6.5476328      989.27554    
 1.13905770E-06 3.80256270E-09  13408292.      13407276.      6.7196392      1008.8699    
 1.14668830E-06 3.82803623E-09  13679572.      13678535.      6.9021411      1029.9931    
 1.15437002E-06 3.85368042E-09  13958082.      13957024.      7.0914128      1051.4930    
 1.16210319E-06 3.87949640E-09  14234278.      14233199.      7.2776337      1072.5288    
 1.16988818E-06 3.90548532E-09  14528477.      14527375.      7.4817522      1094.6431    
 1.17772531E-06 3.93164835E-09  14817933.      14816809.      7.6803204      1116.1108    
 1.18561494E-06 3.95798663E-09  15115597.      15114451.      7.8866925      1137.9528    
 1.19355743E-06 3.98450137E-09  15425463.      15424293.      8.1052286      1161.4120    
 1.20155313E-06 4.01119372E-09  15730687.      15729493.      8.3180976      1185.1891    
 1.20960239E-06 4.03806489E-09  16053540.      16052321.      8.5489825      1210.1126    
 1.21770557E-06 4.06511607E-09  16375636.      16374392.      8.7783375      1234.6099    
 1.22586303E-06 4.09234846E-09  16702233.      16700965.      9.0116780      1259.1521    
 1.23407514E-06 4.11976329E-09  17046963.      17045669.      9.2639738      1284.6758    
 1.24234227E-06 4.14736177E-09  17384260.      17382941.      9.5073041      1309.4399    
 1.25066478E-06 4.17514513E-09  17738539.      17737193.      9.7684401      1336.3945    
 1.25904304E-06 4.20311462E-09  18096932.      18095557.      10.033322      1364.3657    
 1.26747742E-06 4.23127147E-09  18455256.      18453854.      10.297128      1391.9679    
 1.27596831E-06 4.25961695E-09  18838748.      18837317.      10.588365      1421.1390    
 1.28451608E-06 4.28815232E-09  19211486.      19210026.      10.866515      1449.0971    
 1.29312111E-06 4.31687884E-09  19600229.      19598740.      11.161837      1477.8888    
 1.30178379E-06 4.34579781E-09  19998980.      19997461.      11.467712      1507.2044    
 1.31050450E-06 4.37491051E-09  20394591.      20393042.      11.768847      1537.4670    
 1.31928362E-06 4.40421823E-09  20816159.      20814577.      12.099142      1570.3744    
 1.32812156E-06 4.43372228E-09  21230574.      21228960.      12.420033      1602.2425    
 1.33701871E-06 4.46342399E-09  21657113.      21655465.      12.753982      1634.6591    
 1.34597546E-06 4.49332467E-09  22100739.      22099058.      13.107152      1667.8996    
 1.35499221E-06 4.52342565E-09  22537908.      22536195.      13.451379      1700.2667    
 1.36406936E-06 4.55372829E-09  23000517.      22998769.      13.824986      1734.3461    
