 OPTXAGNF AGN Spectrum Model Parameters: BLS, Astar 0.0                          
 M_BH:  1.0000E+08 M_0            L  :  0.5000     L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   60.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   1.800     (-slope)       fpl:  0.5000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  62493607.      62491027.      6.1786796      2573.0981    
 1.01007101E-06 3.37196116E-09  63731811.      63729178.      6.3410069      2625.9220    
 1.01683752E-06 3.39455008E-09  65022160.      65019473.      6.5131231      2680.3803    
 1.02364936E-06 3.41729032E-09  66348118.      66345376.      6.6918587      2735.5619    
 1.03050683E-06 3.44018290E-09  67662451.      67659654.      6.8676017      2789.6136    
 1.03741024E-06 3.46322884E-09  69062026.      69059170.      7.0601099      2848.8050    
 1.04435990E-06 3.48642917E-09  70440174.      70437258.      7.2476299      2908.9262    
 1.05135611E-06 3.50978492E-09  71856215.      71853237.      7.4422590      2970.2173    
 1.05839920E-06 3.53329712E-09  73331707.      73328666.      7.6486312      3033.2811    
 1.06548946E-06 3.55696684E-09  74784399.      74781296.      7.8495257      3094.4592    
 1.07262722E-06 3.58079512E-09  76320500.      76317334.      8.0672791      3158.3659    
 1.07981280E-06 3.60478303E-09  77854310.      77851080.      8.2838742      3221.5476    
 1.08704652E-06 3.62893164E-09  79408205.      79404909.      8.5039384      3287.4515    
 1.09432869E-06 3.65324201E-09  81050000.      81046632.      8.7421930      3359.3094    
 1.10165965E-06 3.67771524E-09  82655605.      82652168.      8.9718381      3428.6060    
 1.10903971E-06 3.70235243E-09  84341474.      84337965.      9.2181238      3500.6032    
 1.11646922E-06 3.72715465E-09  86048429.      86044847.      9.4682712      3572.4461    
 1.12394850E-06 3.75212303E-09  87753513.      87749860.      9.7170686      3643.3265    
 1.13147788E-06 3.77725867E-09  89580241.      89576512.      9.9920997      3718.6321    
 1.13905770E-06 3.80256270E-09  91354843.      91351039.      10.254610      3794.4425    
 1.14668830E-06 3.82803623E-09  93204991.      93201105.      10.533139      3875.2650    
 1.15437002E-06 3.85368042E-09  95104522.      95100554.      10.822001      3957.3482    
 1.16210319E-06 3.87949640E-09  96988212.      96984163.      11.106207      4037.5974    
 1.16988818E-06 3.90548532E-09  98994911.      98990777.      11.417730      4122.0607    
 1.17772531E-06 3.93164835E-09 1.00969168E+08 1.00964952E+08  11.720781      4203.9726    
 1.18561494E-06 3.95798663E-09 1.02999496E+08 1.02995196E+08  12.035744      4287.8189    
 1.19355743E-06 3.98450137E-09 1.05113199E+08 1.05108808E+08  12.369273      4378.6355    
 1.20155313E-06 4.01119372E-09 1.07195138E+08 1.07190656E+08  12.694152      4469.4279    
 1.20960239E-06 4.03806489E-09 1.09397555E+08 1.09392977E+08  13.046529      4564.6124    
 1.21770557E-06 4.06511607E-09 1.11594766E+08 1.11590094E+08  13.396571      4658.1195    
 1.22586303E-06 4.09234846E-09 1.13822716E+08 1.13817951E+08  13.752697      4751.7854    
 1.23407514E-06 4.11976329E-09 1.16174597E+08 1.16169733E+08  14.137754      4849.2737    
 1.24234227E-06 4.14736177E-09 1.18475628E+08 1.18470669E+08  14.509128      4944.5930    
 1.25066478E-06 4.17514513E-09 1.20892730E+08 1.20887667E+08  14.907679      5048.7397    
 1.25904304E-06 4.20311462E-09 1.23337922E+08 1.23332751E+08  15.311948      5155.5474    
 1.26747742E-06 4.23127147E-09 1.25782607E+08 1.25777331E+08  15.714574      5260.8959    
 1.27596831E-06 4.25961695E-09 1.28399356E+08 1.28393967E+08  16.159071      5372.3384    
 1.28451608E-06 4.28815232E-09 1.30942525E+08 1.30937029E+08  16.583593      5479.0433    
 1.29312111E-06 4.31687884E-09 1.33595105E+08 1.33589499E+08  17.034324      5588.9796    
 1.30178379E-06 4.34579781E-09 1.36316089E+08 1.36310369E+08  17.501164      5701.9442    
 1.31050450E-06 4.37491051E-09 1.39015556E+08 1.39009719E+08  17.960769      5818.6561    
 1.31928362E-06 4.40421823E-09 1.41892509E+08 1.41886546E+08  18.464883      5944.5039    
 1.32812156E-06 4.43372228E-09 1.44720496E+08 1.44714411E+08  18.954643      6066.1675    
 1.33701871E-06 4.46342399E-09 1.47631358E+08 1.47625148E+08  19.464335      6189.9453    
