 OPTXAGNF AGN Spectrum Model Parameters: NLS, Astar 0.0                          
 M_BH:  3.0000E+06 M_0            L  :  5.0000E-02 L/Ledd 
 D   :  1.5000E+18 cm             z  :   0.000     redshift 
 Rcor:   40.00     Rg             Ro :   4.000     Rg 
 C_T :  0.2000     keV            Tau:   15.00     Optical Depth 
 gam :   2.200     (-slope)       fpl:  0.2000     Fraction 
 E              0.5DeltaE      E.FE total     E.FE Disk      E.FE Compton   E.FE NonThermal
 (keV)          (keV)          E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    E.E/cm2/s/E    
 1.00334952E-06 3.34952256E-09  76621.232      76620.174     4.49628274E-04  1.0571276    
 1.01007101E-06 3.37196116E-09  78139.797      78138.739     4.61441358E-04  1.0579543    
 1.01683752E-06 3.39455008E-09  79722.350      79721.291     4.73966844E-04  1.0578652    
 1.02364936E-06 3.41729032E-09  81348.597      81347.539     4.86974066E-04  1.0574841    
 1.03050683E-06 3.44018290E-09  82960.571      82959.513     4.99763503E-04  1.0583067    
 1.03741024E-06 3.46322884E-09  84677.151      84676.093     5.13773049E-04  1.0573092    
 1.04435990E-06 3.48642917E-09  86367.426      86366.368     5.27419572E-04  1.0578389    
 1.05135611E-06 3.50978492E-09  88104.199      88103.140     5.41583472E-04  1.0580468    
 1.05839920E-06 3.53329712E-09  89913.931      89912.873     5.56602001E-04  1.0573679    
 1.06548946E-06 3.55696684E-09  91695.673      91694.614     5.71221877E-04  1.0581919    
 1.07262722E-06 3.58079512E-09  93579.780      93578.722     5.87068699E-04  1.0574907    
 1.07981280E-06 3.60478303E-09  95461.069      95460.010     6.02831223E-04  1.0577233    
 1.08704652E-06 3.62893164E-09  97366.998      97365.939     6.18846220E-04  1.0582284    
 1.09432869E-06 3.65324201E-09  99380.803      99379.745     6.36185058E-04  1.0572516    
 1.10165965E-06 3.67771524E-09  101350.18      101349.12     6.52897335E-04  1.0580768    
 1.10903971E-06 3.70235243E-09  103418.07      103417.01     6.70820665E-04  1.0576722    
 1.11646922E-06 3.72715465E-09  105511.83      105510.78     6.89025038E-04  1.0576074    
 1.12394850E-06 3.75212303E-09  107603.29      107602.23     7.07131175E-04  1.0584100    
 1.13147788E-06 3.77725867E-09  109844.06      109843.00     7.27146531E-04  1.0571350    
 1.13905770E-06 3.80256270E-09  112020.82      112019.77     7.46250660E-04  1.0579616    
 1.14668830E-06 3.82803623E-09  114290.31      114289.25     7.66520616E-04  1.0578538    
 1.15437002E-06 3.85368042E-09  116620.41      116619.35     7.87542570E-04  1.0574914    
 1.16210319E-06 3.87949640E-09  118931.05      118929.99     8.08225652E-04  1.0583140    
 1.16988818E-06 3.90548532E-09  121392.69      121391.63     8.30896827E-04  1.0572977    
 1.17772531E-06 3.93164835E-09  123814.49      123813.43     8.52951481E-04  1.0578461    
 1.18561494E-06 3.95798663E-09  126305.11      126304.05     8.75873012E-04  1.0580354    
 1.19355743E-06 3.98450137E-09  128898.07      128897.01     9.00145761E-04  1.0573753    
 1.20155313E-06 4.01119372E-09  131452.02      131450.96     9.23789021E-04  1.0581991    
 1.20960239E-06 4.03806489E-09  134153.87      134152.81     9.49433540E-04  1.0574793    
 1.21770557E-06 4.06511607E-09  136849.31      136848.25     9.74908132E-04  1.0577305    
 1.22586303E-06 4.09234846E-09  139582.48      139581.42     1.00082546E-03  1.0582170    
 1.23407514E-06 4.11976329E-09  142467.78      142466.73     1.02884845E-03  1.0572589    
 1.24234227E-06 4.14736177E-09  145290.65      145289.59     1.05587553E-03  1.0580841    
 1.25066478E-06 4.17514513E-09  148256.00      148254.94     1.08488058E-03  1.0576608    
 1.25904304E-06 4.20311462E-09  151255.83      151254.77     1.11430178E-03  1.0578692    
 1.26747742E-06 4.23127147E-09  154255.02      154253.95     1.14360342E-03  1.0659293    
 1.27596831E-06 4.25961695E-09  157465.48      157464.39     1.17595240E-03  1.0945939    
 1.28451608E-06 4.28815232E-09  160585.59      160584.47     1.20684757E-03  1.1243126    
 1.29312111E-06 4.31687884E-09  163840.03      163838.87     1.23965031E-03  1.1553181    
 1.30178379E-06 4.34579781E-09  167178.44      167177.25     1.27362542E-03  1.1867535    
 1.31050450E-06 4.37491051E-09  170490.40      170489.18     1.30707405E-03  1.2171459    
 1.31928362E-06 4.40421823E-09  174020.29      174019.03     1.34376198E-03  1.2497325    
 1.32812156E-06 4.43372228E-09  177490.03      177488.74     1.37940526E-03  1.2818673    
 1.33701871E-06 4.46342399E-09  181061.52      181060.20     1.41649925E-03  1.3163771    
 1.34597546E-06 4.49332467E-09  184776.48      184775.12     1.45572846E-03  1.3523035    
 1.35499221E-06 4.52342565E-09  188437.12      188435.73     1.49396428E-03  1.3866873    
 1.36406936E-06 4.55372829E-09  192311.40      192309.98     1.53546409E-03  1.4231896    
 1.37320733E-06 4.58423392E-09  196173.13      196171.67     1.57663474E-03  1.4587185    
 1.38240650E-06 4.61494391E-09  200092.37      200090.88     1.61857710E-03  1.4942813    
 1.39166731E-06 4.64585962E-09  204226.11      204224.57     1.66386770E-03  1.5332833    
 1.40099015E-06 4.67698245E-09  208272.12      208270.55     1.70757580E-03  1.5720635    
 1.41037545E-06 4.70831376E-09  212524.20      212522.58     1.75451412E-03  1.6129705    
 1.41982361E-06 4.73985497E-09  216821.93      216820.27     1.80206341E-03  1.6535725    
 1.42933508E-06 4.77160747E-09  221122.57      221120.88     1.84948292E-03  1.6934282    
 1.43891026E-06 4.80357269E-09  225722.03      225720.29     1.90176552E-03  1.7361442    
 1.44854958E-06 4.83575204E-09  230193.95      230192.17     1.95172905E-03  1.7766040    
 1.45825348E-06 4.86814696E-09  234860.43      234858.61     2.00481342E-03  1.8204135    
 1.46802239E-06 4.90075889E-09  239643.11      239641.24     2.05972292E-03  1.8666897    
 1.47785673E-06 4.93358930E-09  244389.95      244388.04     2.11381589E-03  1.9117085    
 1.48775696E-06 4.96663964E-09  249451.27      249449.31     2.17318649E-03  1.9597983    
 1.49772351E-06 4.99991138E-09  254422.02      254420.01     2.23079067E-03  2.0057959    
 1.50775683E-06 5.03340601E-09  259543.04      259540.99     2.29081986E-03  2.0527609    
 1.51785736E-06 5.06712502E-09  264865.07      264862.97     2.35422134E-03  2.1013944    
